"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00940013","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","J. R. Pirani","12758","1989","12","14","South America","Brazil","Minas Gerais","Itacambira","A ca. 2 km da cidade na estrada para Juramento.","-43.83","-17",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940013","NY00940013_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00940014","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","S. A. T. Graham","R. Goodland","135","1965","11","22","South America","Brazil","Minas Gerais","Paraopeba","Paraopeba. Horto Florestal","-44.4042","-19.2744",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940014","NY00940014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00940022","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","267","1989","02","18","South America","Brazil","Minas Gerais","Grão Mogol","BR-251, Grão Mogol, km. 50.","-42.97","-16.62","620","620","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940022","NY00940022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","445603","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","R. M. Harley","15365","1974","01","21","South America","Brazil","Bahia",NA,"Serra do Rio de Contas. About 3 km N. of the town of Rio de Contas","-41.83","-13.58","980","980","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=219725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445603","NY00445603_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00940023","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","272","1989","02","18","South America","Brazil","Minas Gerais","Grão Mogol","Estrada para Cristalia; Junto a ponte do Rio Itacambirucu","-42.92","-16.6","610","610","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940023","NY00940023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00940017","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","197","1989","02","15","South America","Brazil","Minas Gerais","Diamantina","BR-367. Datas-Diamantina, km. 13.","-43.68","-18.27","1410","1410","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940017","NY00940017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00940005","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"S. A. T. Graham","866","1982","03","12","South America","Brazil","Minas Gerais","Presidente Juscelino","62 km. NE of Curvelo, on road to Diamantina.","-44.0583","-18.6372","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940005","NY00940005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00940450","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","H. S. Irwin","21820","1969","01","13","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 30 km S.W. of Diamantina on road to Gouveia","-43.7215","-18.4293","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940450","NY00940450_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00940025","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","388","1989","03","07","South America","Brazil","Goiás","Cavalcante","Estrada Velha para Nova Roma; a 18 km. do entroncamento Teresina de Goiás - Campos Belos.","-47.08","-13.67","680","680","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940025","NY00940025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00940020","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","258","1989","02","18","South America","Brazil","Minas Gerais","Gouveia","BR-259, Gouveia-Curvelo; km. 34.","-43.98","-18.62","740","740","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940020","NY00940020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00940004","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"S. A. T. Graham","862","1982","03","12","South America","Brazil","Minas Gerais","Três Marias","On BR-040 NW of Belo Horizonte, 13 km. NW of Mato Sojo and 8 km. NW of km. 306 marker.","-45.2417","-18.2067",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940004","NY00940004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00940002","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","H. S. Irwin","26780","1970","03","02","South America","Brazil","Minas Gerais","Corinto","Ca. 15 km W of Corinto, near Minas Gerais","-44.5792","-18.33865","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940002","NY00940002_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00940003","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","H. S. Irwin","27026","1970","03","06","South America","Brazil","Minas Gerais","Joaquim Felício","On upper slopes of Serra do Cabral, immediately E. of Joaquim Felício","-44.1708333","-17.7588","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940003","NY00940003_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","445605","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","322","1989","02","25","South America","Brazil","Bahia","Rio de Contas","Estrada Rio de Contas - Brumadinho; km 13","-41.9","-13.55","1150","1150","sheet","Material Coletada- Exsicatas; Sementes. Interesse Economico Oleos Lauricos <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=219728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445605","NY00445605_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00940001","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","H. S. Irwin","23110","1969","02","11","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 33 km N.E. of Francisco Sá, on road to Salinas","-43.2439","-16.4147","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940001","NY00940001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00940010","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","R. de Mello-Silva","643","1992","11","19","South America","Brazil","Minas Gerais","Botumirim","Serra da Canastra, extremidade norte. Encosta da serra no Vale do Ribeirão da Canastra.","-43.0106","-16.8722","1050","1170","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981274' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940010","NY00940010_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00940015","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","A. Lourteig","G. G. Hatschbach","31664","1973","02","16","South America","Brazil","Minas Gerais","Felisberto Caldeira","Curtidor.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940015","NY00940015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00940018","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","244","1989","02","17","South America","Brazil","Minas Gerais","Diamantina","BR-367 - Diamantina-Inhai; km 16.","-43.57","-17.98","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940018","NY00940018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00940009","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"S. A. T. Graham","974","1985","11","28","South America","Brazil","Minas Gerais","Diamantina","9 km. SW of Rio Jequitinhonha on highway leading north from Diamantina.","-43.6003","-18.2494",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940009","NY00940009_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00940012","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","S. A. T. Graham; T. B. Cavalcanti","D. M. Cochran","29246","1935","03",NA,"South America","Brazil","Minas Gerais",NA,"Minas Geraes: Lagoa Santa.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940012","NY00940012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00940011","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","S. A. T. Graham","R. de Mello-Silva","CFCR8722","1985","11","24","South America","Brazil","Minas Gerais","Datas","Estrada Curvelo - Diamantina, km 108, em estrada vicinal.","-43.6556","-18.4458",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940011","NY00940011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00940016","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","172","1989","02","15","South America","Brazil","Minas Gerais","Serro","BR-269, Serro-Datas, km. 17.","-43.55","-18.53","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940016","NY00940016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00940008","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"S. A. T. Graham","964","1985","11","27","South America","Brazil","Minas Gerais","Datas","14 km. SE of Datas on BR-259, then 8 km. SW on road to Costa Sena.","-43.669","-18.523","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940008","NY00940008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00940006","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne",NA,"S. A. T. Graham","869","1982","03","13","South America","Brazil","Minas Gerais","Diamantina","On BR-259, S of Diamantina, 1 km. N of the Munic.-Diamantina Munic. Datas boundary.","-43.7","-18.28","1300","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940006","NY00940006_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00940026","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","406","1989","03","08","South America","Brazil","Goiás","Cavalcante","Estrada Velha para Nova Roma; a 7 km. do entroncamento Teresina de Goiás - Campos Belos.","-47.18","-13.72","830","830","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940026","NY00940026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00940021","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","264","1989","02","18","South America","Brazil","Minas Gerais","Curvelo","BR-135; Curvelo-Corinto; km. 28.","-44.45","-18.48","580","580","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940021","NY00940021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00940019","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","245","1989","02","17","South America","Brazil","Minas Gerais","Diamantina","BR-367 - Diamantina-Inhai; km 11 - margem direita do Rio das Pedras.","-43.53","-18.02","620","620","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1183547","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lutescens","Cuphea lutescens","Pohl ex Koehne","T. B. Cavalcanti","T. B. Cavalcanti","245","1989","02","17","South America","Brazil","Minas Gerais","Diamantina","BR-367 - Diamantina-Inhai; km 11 - margem direita do Rio das Pedras.","-43.53","-18.02","620","620","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449582' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183547","NY01183547_01 NY01183547_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-15 11:14:45-03","FUNED","FUNED-POL","3900","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","MG",NA,"Funed",NA,NA,NA,NA,NA,NA,"POL003900","POL003900_p01 POL003900_p02 POL003900_p03 POL003900_p05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:43:19-03","EAO","IAN","103936","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Lourteig, A","Pereira, EC; Pabst, GFJ","3278","1957","03","19","Southern America","Brasil","Minas Gerais",NA,"Serra do Curral.",NA,NA,NA,NA,NA,"Arbusto de flor lilás alvacenta.","IAN103936",NA,"1978","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:43:20-03","EAO","IAN","105533","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Cavalcanti, TB","Magalhães, MG","5446","1946","02","02","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN105533",NA,"2016","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:43:20-03","EAO","IAN","137616","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Lourteig, A","Irwin, HS; Santos, RR dos","21820","1969","01","13","Southern America","Brasil","Minas Gerais",NA,"Common. Rocky slopes, ca. 30km S.W. of Diamatina on road to Gouveia.",NA,NA,"1300","1300",NA,"Erect herb to ca. 1m tall. Corolla rose-pink.","IAN137616",NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:43:20-03","EAO","IAN","138420","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Lythraceae","Cuphea","lutescens","Cuphea lutescens","Koehne","Lourteig, A","Irwin, HS; Maxwell, HS","20843","1968","02","25","Southern America","Brasil","Minas Gerais",NA,"Campo. Disturbed slope forest and adjacent rocky campo, serra do Espinhaço, at Lapinha, ca. 20km N of Sêrro on road (MG2) to Diamatina.",NA,NA,"1200","1200",NA,"Subshrub to ca. 75cm tall. Corolla rose-pink.","IAN138420",NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
