"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00958658","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","G. T. Prance","58559","1964","08","04","South America","Brazil","Tocantins","Filadélfia","West bank of Rio Tocantins, 8 km. north of Filadélfia.","-47.517972","-7.286786","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958658","NY00958658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00958661","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","H. S. Irwin","2538","1959","02","01","South America","Brazil","Minas Gerais","Araporã","53 km. W. of Tupaciguara on road to Arapora","-49.185","-18.4361","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958661","NY00958661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1099667","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","G. T. Prance","8916","1968","11","27","South America","Brazil","Rondônia",NA,"Vicinity of São Lorenço Mines.","-66","-9.55","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373349' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099667","NY01099667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00958676","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","H. S. Irwin","17389","1966","06","18","South America","Brazil","Mato Grosso",NA,"Ca. 96 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.18","-15.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958676","NY00958676_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02686790","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.",NA,"G. T. Prance","23304","1975","02","26","South America","Brazil","Amazonas",NA,"Jacaretinga, south of Rio Amazonas, opposite Careiro.","-59.810568","-3.22223","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961185' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686790","NY02686790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","590224","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. H. Fortunato","S. G. Beck","12432","1986","04","30","South America","Bolivia","Santa Cruz","José Miguel de Velasco","San Ignacio de Velasco. Colección en el pueblo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590224",NA,"410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-10-28 14:03:00-02","NY","NYBG","00958679","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra",NA,"R. C. Barneby","B. Dubs","1048","1989","09","24","South America","Brazil","Mato Grosso do Sul",NA,"Fazenda Barranco, Pantanal do Rio Negro.","-56.17","-19.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958679","NY00958679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","309410","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","M. H. Nee","M. H. Nee","49466","1998","05","24","South America","Bolivia","Santa Cruz","Cordillera","Around highway and railroad bridges over Río Seco on N side of settlement of Río Seco, along new highway from Santa Cruz to Abapó.","-63.25","-18.65","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309410",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777851","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","A. M. S. da F. Vaz","J. G. Jardim","3446","2001","04","13","South America","Brazil","Bahia",NA,"Serra do Ramalho: Ca. 10 km ao S da cidade, amrgem do Rio Sao Francisco","-43.4958","-13.5711","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777851","NY00777851_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-01-26 16:35:00-02","NY","NYBG","870307","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra",NA,"A. M. S. da F. Vaz","L. Buscalioni","408","1899","06","08","South America","Brazil","Pará",NA,"Rio Tocantins, nella foresta presso la Cachoeira da Itaboca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870307","NY00870307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00958682","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","F. E. Drouet","2695","1935","11","21","South America","Brazil","Ceará","Fortaleza","About Lagoa Pajaçará","-38.5431","-3.7172","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958682","NY00958682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 14:03:00-02","NY","NYBG","00958655","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra",NA,"J. W. Grimes","J. Jangoux","1726","1981","11","28","South America","Brazil","Tocantins","Tocantinópolis","Tocantinópolis, fazenda Mucambo, 11 km from town.","-47.42","-6.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958655","NY00958655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","88686","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","M. H. Nee","D. E. Williams","673","1988","02","09","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Jardín Botánico de Santa Cruz. 12 km E of center of Santa Cruz on road to Cotoca","-63.07","-17.77","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=480406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088686",NA,"375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-28 14:03:00-02","NY","NYBG","00958678","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra",NA,"R. P. Wunderlin","G. O. A. Malme","1500","1894","03","28","South America","Brazil","Mato Grosso","Cuiabá","Cuyabá","-56.043867","-15.612755","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958678","NY00958678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","870304","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","A. M. S. da F. Vaz","L. Buscalioni","564","1899","08","04","South America","Brazil","Pará",NA,"Rio Tocantins, nella foresta Ilha do Areião.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1020682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870304","NY00870304_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02637416","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.",NA,"P. da C. Gadelha Neto","3653","2013","08","01","South America","Brazil","Paraíba","Piancó","Serra de Santo Antônio","-37.893056","-7.244722","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677119' target='other'> <mi>dwc_moreinfo</mi></a>","NY02637416","NY02637416_01","407","407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","309409","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","M. H. Nee","M. H. Nee","49466","1998","05","24","South America","Bolivia","Santa Cruz","Cordillera","Around highway and railroad bridges over Río Seco on N side of settlement of Río Seco, along new highway from Santa Cruz to Abapó.","-63.25","-18.65","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309409","NY00309409_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00958656","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. H. Fortunato","G. G. Hatschbach","29540","1972","04","15","South America","Brazil","Mato Grosso do Sul","Corumbá","Serra do Urucum","-57.6531","-19.0094","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958656","NY00958656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00958657","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","G. T. Prance","58559","1964","08","04","South America","Brazil","Tocantins","Filadélfia","West bank of Rio Tocantins, 8 km. north of Filadélfia.","-47.517972","-7.286786","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958657","NY00958657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-01 13:55:00-02","NY","NYBG","590222","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra",NA,"J. W. Grimes","W. R. Anderson","37052","1972","03","16","South America","Brazil","Bahia",NA,"Extensive limestone outcrop 6 km S of cocos, and adjacent pastures",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=281616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590222","NY00590222_01","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00958659","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","R. P. Wunderlin","G. Eiten","10837","1970","03","06","South America","Brazil","Piauí","Picos","East side of city of Picos. Open waste ground at highway maintainance station.","-41.47","-7.08","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1024261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958659","NY00958659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-11 10:01:16-03","UNIVASF","HVASFW","164","S","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vogel ex Steud.","J.R. Fabricante","J.R. Fabricante","26","2011","06","08","América do Sul","Brasil","Pernambuco","Salgueiro","Lote 3, margem do canal","-39.08075","-7.925917",NA,"#","HVASFW000164",NA,"462","462","2011","06","08","-39.080750","-7.925917","U",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 11:47:58-03","UNESP-IBB","BOTU","34734","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Steud.","Martins, M.V.","J.A.M.A., Gomes","114","2007","04","25",NA,"Brasil","São Paulo","Votuporanga","Estação experimental IAC, Cerradão.","-49.972778","-20.422778",NA,NA,"BOTU034734",NA,"525","525","2009","02",NA,"49º58'22w","20º25'22s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","25946","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","Martins, M.V.","Martins, M.V.","77","2008","02","20",NA,"Brasil","São Paulo","São João da Iracema",NA,"-50.293333","-20.473611",NA,NA,"BOTU025946",NA,NA,NA,"2008","02","20","50°17'36w","20°28'25s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1161","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.",NA,"Braz",NA,"2011","06","19",NA,"Brasil","Piauí","Parnaíba","CMRV-UFPI","-41.7766990661621","-2.90472006797791",NA,"Flor branca; 10 estámes; fruto seco.","HDELTA001161",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:30:22-03","UFRJ","RFA","17372","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) D.Dietr.","A. M. S. F. Vaz","F.B. Ramalho","216","1973","05","21",NA,"Brasil","Bahia","Xique-Xique","Fazenda Boa Vista","-42.7310981750488","-10.8217000961304",NA,"Árvore de cerca de 6m de altura, flores verdes sem perfume Habito: árvore","RFA14492",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100560","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-19 15:43:38-03","UNEB","HUNEB","14253","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"SILVA, F.F.S","511","2011","11","16",NA,"Brasil","Pernambuco","Floresta","Faz. Jatobá II","-38.308611","-8.593889",NA,NA,"HUNEB0014253",NA,"339","339",NA,NA,NA,"38W18'31''","8S35'38''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"38","2019-11-19 15:43:38-03","UNEB","HUNEB","14273","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"F. F. S. Silva","436","2011","05","19",NA,"Brasil","Paraíba","São José de Piranhas",NA,"-38.605833","-7.1525",NA,NA,"HUNEB0014273",NA,"393","393",NA,NA,NA,"38W36'21''","7S9'9''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"39","2019-11-19 15:43:38-03","UNEB","HUNEB","14278","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"V. M. Cotarelli","960","2011","07","21",NA,"Brasil","Bahia","Sento Sé",NA,"-41.501389","-9.896944",NA,NA,"HUNEB0014278",NA,"448","448",NA,NA,NA,"41W30'5''","9S53'49''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"40","2019-11-19 15:43:38-03","UNEB","HUNEB","6606","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"Queiroz, L.P.de","6018","2000","02","15",NA,"Brasil","Bahia","Santana","Terreno abandonado ao lado do hotel Carranca.","-44.204444","-13.394444",NA,NA,"HUNEB0006606",NA,NA,NA,NA,NA,NA,"44W12'16''","13S23'40''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"41","2019-11-19 15:43:38-03","UNEB","HUNEB","14288","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"Marcondes Oliveira","5351","2010","12","10",NA,"Brasil","Pernambuco","Custódia",NA,"-37.872778","-8.7625",NA,NA,"HUNEB0014288",NA,"460","460",NA,NA,NA,"37W52'22''","8S45'45''",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"42","2019-11-19 15:43:38-03","UNEB","HUNEB","14227","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","pentandra","Bauhinia pentandra","(Bong.) Vog. ex Steudel",NA,"A.C.P. Oliveira","1527","2012","08","29",NA,"Brasil","Paraíba","Cajazeiras","Sítio Cotia","-38.5553016662598","-6.89027976989746",NA,NA,"HUNEB0014227",NA,NA,NA,NA,NA,NA,"38W25'80''","6S52'75''",NA,"20201","auto","Dicotyledoneae",NA,NA,NA,NA,NA
"43","2021-04-08 17:40:40-03","EAO","IAN","93154","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","heterandra","Bauhinia heterandra","Benth.",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:40:40-03","EAO","IAN","645","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","heterandra","Bauhinia heterandra","Benth.",NA,"Gardner, A","2156",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN000645","IAN000645_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:40:40-03","EAO","IAN","99111","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","heterandra","Bauhinia heterandra","Benth.","Ducke, A","Lima, AS; Magalhães, MG","1148","1952","06","28","Southern America","Brasil","Pará",NA,"Pe. Jatinã. Ilha do Estreito.",NA,NA,NA,NA,"IAN099111",NA,NA,NA,"1952","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:40:40-03","EAO","IAN","82865","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","heterandra","Bauhinia heterandra","Benth.",NA,"Ducke, A","s.n.","1954","05","22","Southern America","Brasil","Ceará","Fortaleza","Sítio Taperaoba, capoeira em um lugar alto.","-38.543098449707","-3.71722006797791",NA,NA,"IAN082865",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA
