"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber"
"241","2020-12-21 16:35:50-03","MBM","MBM","286910","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Castro, R.N.",NA,NA,"Pifano, D.S.; et al.; et al.","2001","11","28","Brazil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"36144",NA,NA,"auto","160","Southern America",NA,"MBM286910","MBM286910",NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:35:50-03","MBM","MBM","265947","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Krieger, L.",NA,NA,"Krieger, L.","1970","01",NA,"Brazil","Minas Gerais","Juiz de Fora","Sítio do Arcélio","-43.3502998352051","-21.7642002105713",NA,NA,"36144",NA,NA,"auto","7985","Southern America",NA,"MBM265947","MBM265947",NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:35:50-03","MBM","MBM","64706","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta, J.P.",NA,NA,"Anderson, W.R.",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pedra da Gávea","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"auto","11681","Southern America",NA,"MBM064706","MBM064706",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-11-01 15:28:28-03","PUC-RIO","FCAB","3641","PreservedSpecimen","Plantae",NA,"Angiospermae","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. Pedro Carauta","1985","09","J.C. Siqueira","1985","04","04","Brasil","Rio de Janeiro","Nova Friburgo","Furnas do Catete","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"auto","2004",NA,NA,"003641",NA,NA,NA,NA,"19",NA,NA,NA,NA
"245","2015-09-17 15:54:19-03","MNHN","RECOLNAT_MNHN_P","P00552437","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552437' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552437","P00552437_01 P00552437_02",NA,NA,NA,NA,NA,NA,NA,"A1 212"
"246","2015-11-02 14:07:15-02","MNHN","RECOLNAT_MNHN_P","P00662938","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Dombey, J.",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00662938' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00662938","P00662938_01",NA,NA,"isotype",NA,NA,NA,NA,NA
"247","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761059","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Glaziou","1874","7","7","Brasil","Rio de Janeiro",NA,"Brésil. Prov. de Rio de Janeiro. Santo Antonio. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Reçu le 15 Juin 1875 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761059' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06761059","P06761059_01",NA,NA,NA,NA,NA,NA,NA,"7832"
"248","2015-09-05 11:36:42-03","MNHN","RECOLNAT_MNHN_P","P06761064","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Weddell, H.A.","1844","1","1","Brasil","Rio de Janeiro",NA,"Sa. D´Estrellas. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761064' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06761064","P06761064_01",NA,NA,NA,NA,NA,NA,NA,"790"
"249","2015-09-05 11:36:42-03","MNHN","RECOLNAT_MNHN_P","P06761065","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Glaziou, A.","1874","7","7","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro. Santo Antonio. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761065' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06761065","P06761065_01",NA,NA,NA,NA,NA,NA,NA,"7852"
"250","2015-09-05 11:43:39-03","MNHN","RECOLNAT_MNHN_P","P06822875","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Barbosa, M.R.V.|Fisher, W.H.","1980","5","20","Brasil","Rio de Janeiro",NA,"Campo Grande, Guaratiba, Estrada do Carapiá, MOrro do Carapiá. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06822875' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06822875","P06822875_01",NA,NA,NA,NA,NA,NA,NA,"53"
"251","2015-09-05 11:43:39-03","MNHN","RECOLNAT_MNHN_P","P06822876","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Riedel, L.|Luschnatt, B.","1831","1","1","Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Herbarium Horti botanici Imperialis Petri Magni <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06822876' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06822876","P06822876_01",NA,NA,NA,NA,NA,NA,NA,"506"
"252","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828899","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Nadeaud","1862","6","1","Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantes du Brésil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828899' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828899","P06828899_01",NA,NA,NA,NA,NA,NA,NA,NA
"253","2015-09-05 11:42:37-03","MNHN","RECOLNAT_MNHN_P","P06828902","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Guillot",NA,NA,NA,"Brasil","Bahia",NA,". Bahia, Nordeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828902' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828902","P06828902_01",NA,NA,NA,NA,NA,NA,NA,NA
"254","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828915","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"s.c.",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828915' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828915","P06828915_01",NA,NA,NA,NA,NA,NA,NA,NA
"255","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828938","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"s.c.",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828938' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828938","P06828938_01",NA,NA,NA,NA,NA,NA,NA,NA
"256","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828941","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Barreto, M.","1935","7","7","Brasil",NA,NA,"Fazenda da Cachoeira. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Reçu le 16-2-1938 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828941' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828941","P06828941_01",NA,NA,NA,NA,NA,NA,NA,"1447"
"257","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828942","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud, C.","1832","1","1","Brasil","Rio de Janeiro",NA,"Brésil. Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828942' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828942","P06828942_01",NA,NA,NA,NA,NA,NA,NA,NA
"258","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828943","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Voyage de la Bonite. s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828943","P06828943_01",NA,NA,NA,NA,NA,NA,NA,"96"
"259","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828944","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud","1832","1","1","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". 1831-33. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828944' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828944","P06828944_01",NA,NA,NA,NA,NA,NA,NA,NA
"260","2015-09-05 11:44:55-03","MNHN","RECOLNAT_MNHN_P","P06828947","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud","1831","1","1","Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828947' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828947","P06828947_01",NA,NA,NA,NA,NA,NA,NA,"94"
"261","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828952","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Gaudichuad, Voyage de la Bonite. s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828952' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828952","P06828952_01",NA,NA,NA,NA,NA,NA,NA,"95"
"262","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828954","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828954' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828954","P06828954_01",NA,NA,NA,NA,NA,NA,NA,"95"
"263","2015-09-05 11:45:30-03","MNHN","RECOLNAT_MNHN_P","P06828970","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Nadeaud, J.","1862","6","1","Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantes du Brésil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828970","P06828970_01",NA,NA,NA,NA,NA,NA,NA,NA
"264","2015-09-05 11:45:30-03","MNHN","RECOLNAT_MNHN_P","P06828972","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Sello",NA,NA,NA,"Brasil",NA,NA,"Brasilia. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Reçu de l´Herbier de Berlin 13 Novembre 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828972","P06828972_01",NA,NA,NA,NA,NA,NA,NA,NA
"265","2015-09-05 11:45:30-03","MNHN","RECOLNAT_MNHN_P","P06828973","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"s.c.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828973' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828973","P06828973_01",NA,NA,NA,NA,NA,NA,NA,NA
"266","2015-09-05 11:45:30-03","MNHN","RECOLNAT_MNHN_P","P06828974","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828974' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828974","P06828974_01",NA,NA,NA,NA,NA,NA,NA,NA
"267","2015-09-05 11:45:31-03","MNHN","RECOLNAT_MNHN_P","P06828976","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Weddell, H.A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828976","P06828976_01",NA,NA,NA,NA,NA,NA,NA,NA
"268","2015-11-02 14:09:14-02","MNHN","RECOLNAT_MNHN_P","P00662940","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Dombey, J.",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00662940' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00662940","P00662940_01",NA,NA,"isotype",NA,NA,NA,NA,NA
"269","2015-09-04 12:50:20-03","MNHN","RECOLNAT_MNHN_P","P00552438","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552438' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552438","P00552438_01 P00552438_02",NA,NA,NA,NA,NA,NA,NA,"C2 110"
"270","2015-09-04 12:50:20-03","MNHN","RECOLNAT_MNHN_P","P00552439","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552439' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552439","P00552439_01 P00552439_02",NA,NA,NA,NA,NA,NA,NA,"C2 110"
"271","2015-09-05 11:43:13-03","MNHN","RECOLNAT_MNHN_P","P00552440","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552440' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552440","P00552440_01 P00552440_02",NA,NA,NA,NA,NA,NA,NA,NA
"272","2015-09-04 13:16:20-03","MNHN","RECOLNAT_MNHN_P","P00552441","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552441","P00552441_01 P00552441_02",NA,NA,NA,NA,NA,NA,NA,"A1 161"
"273","2015-09-04 12:50:20-03","MNHN","RECOLNAT_MNHN_P","P00552442","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552442' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552442","P00552442_01 P00552442_02",NA,NA,NA,NA,NA,NA,NA,"A1 161"
"274","2015-09-20 16:46:08-03","MNHN","RECOLNAT_MNHN_P","P00552444","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552444","P00552444_01 P00552444_02",NA,NA,NA,NA,NA,NA,NA,"A1 161"
"275","2015-09-04 12:51:11-03","MNHN","RECOLNAT_MNHN_P","P00552459","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Voyage d'Auguste de Saint-Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00552459' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00552459","P00552459_01 P00552459_02",NA,NA,NA,NA,NA,NA,NA,NA
"276","2015-09-04 11:27:17-03","MNHN","RECOLNAT_MNHN_P","P00635435","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00635435' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00635435","P00635435_01 P00635435_02",NA,NA,NA,NA,NA,NA,NA,"76"
"277","2015-11-02 14:07:57-02","MNHN","RECOLNAT_MNHN_P","P00662939","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"Dombey, J.",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00662939' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00662939","P00662939_01",NA,NA,"isotype",NA,NA,NA,NA,NA
"278","2015-09-05 08:01:39-03","MNHN","RECOLNAT_MNHN_P","P00710369","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Dombey, J.",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710369' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00710369","P00710369_01",NA,NA,"isotype",NA,NA,NA,NA,NA
"279","2004-07-01 10:21:29-03","MNHN","RECOLNAT_MNHN_P","P00710370","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Carauta",NA,NA,"s.c.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710370' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00710370","P00710370_01",NA,NA,NA,NA,NA,NA,NA,NA
"280","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761056","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"Gardner",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06761056","P06761056_01",NA,NA,NA,NA,NA,NA,NA,"115"
"281","2015-09-05 11:36:41-03","MNHN","RECOLNAT_MNHN_P","P06761058","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","São José & Romaniuc Neto",NA,NA,"s.c.",NA,NA,NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06761058' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06761058","P06761058_01",NA,NA,NA,NA,NA,NA,NA,NA
"282","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828948","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828948' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828948","P06828948_01",NA,NA,NA,NA,NA,NA,NA,"94"
"283","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828949","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828949' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828949","P06828949_01",NA,NA,NA,NA,NA,NA,NA,"94"
"284","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828950","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828950' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828950","P06828950_01",NA,NA,NA,NA,NA,NA,NA,"94"
"285","2015-09-05 11:45:29-03","MNHN","RECOLNAT_MNHN_P","P06828951","PreservedSpecimen",NA,NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio de Janeiro",NA,". Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06828951' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P06828951","P06828951_01",NA,NA,NA,NA,NA,NA,NA,"94"
