"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber"
"24","2021-03-15 16:37:00-03","NY","NYBG","565925","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. A. Kallunki",NA,NA,"E. P. Heringer","1976","09","23","Brazil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7767","-19.8431",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16054","South America","sheet","NY00565925","NY00565925_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","565903","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","C. C. Berg",NA,NA,"K. F. Rodrigues","1988","01","24","Brazil","Rio de Janeiro","Niterói","Praia do Bananal","-43.1036","-22.8833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206532' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1279","South America","sheet","NY00565903",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","565911","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. A. Kallunki",NA,NA,"H. Kennedy","1971","03","27","Brazil","Rio de Janeiro","Petrópolis","Petropolis, forest behind house of Pedro I. Suares Braga","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206547' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"897","South America","sheet","NY00565911","NY00565911_01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","565915","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"R. H. P. Andreata","1981","11","25","Brazil","Rio de Janeiro",NA,"Itaipuaçú, Pico Alto Moirao",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206543' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"183","South America","sheet","NY00565915","NY00565915_01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","565908","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"M. Gay","1828",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206537' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","South America","sheet","NY00565908","NY00565908_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","565964","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.",NA,NA,NA,"P. von Luetzelburg","1910",NA,NA,"Brazil","Rio de Janeiro","Petrópolis","Petropolis","-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206553' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16025","South America","sheet","NY00565964","NY00565964_01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01806265","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","C. C. Berg",NA,NA,"A. M. Amorim","2004","12","29","Brazil","Bahia","Itanhém","Estrada Itanhaém a Batinga, ca. 16 km. Ramal a direita, dando acesso à Faz. Pedra Grande, de Prop. de Etevaldo Rezende da Silva","-40.4261","-17.1381",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2156444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4593","South America","sheet","NY01806265","NY01806265_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","565923","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"L. Riedel","1829",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206541' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.","South America","sheet","NY00565923","NY00565923_01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","565906","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"W. J. Burchell","1825","08","16","Brazil","Rio de Janeiro","Rio de Janeiro","Along the aqueduct a mile and half above the convent of Santa Teresa (in the old part of Rio)","-43.195652","-22.930074",NA,NA,NA,NA,"Catalogus Geograhicus Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"803","South America","sheet","NY00565906","NY00565906_01",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","565910","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"W. J. Burchell","1825","09","08","Brazil","Rio de Janeiro","Rio de Janeiro","Along the aqueduct a mile and half above the convent of Santa Teresa (in the old part of Rio)","-43.195652","-22.930074",NA,NA,NA,NA,"Catalogus Geographicus Plantarum Brasiliae Tropicae <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206558' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"882","South America","sheet","NY00565910","NY00565910_01",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","565904","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"J. P. P. Carauta","1971","06","27","Brazil","Rio de Janeiro",NA,"Pedra de Guaratiba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206533' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1413","South America","sheet","NY00565904","NY00565904_01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","565907","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","T. A. Zanoni",NA,NA,"L. Riedel","1831",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206536' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"71","South America","sheet","NY00565907","NY00565907_01",NA,NA,"lectotype",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","565916","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"M. R. de V. Barbosa","1980","05","20","Brazil","Rio de Janeiro",NA,"Campo Grande, Guaratiba, Estrada de Carapiá, Morro do Carapiá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206542' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"53","South America","sheet","NY00565916","NY00565916_01",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1181384","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","W. Milliken",NA,NA,"R. de Mello-Silva","1999","02","16","Brazil","Espírito Santo","Piúma","Base do Morro do Aghá. Em fazenda com entrada em frente à Praia do Aghá","-40.7217","-20.8381",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369126' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1591","South America","sheet","NY01181384",NA,"500","500",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","565921","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","J. P. P. Carauta",NA,NA,"Duarte","1946","05","11","Brazil","Rio de Janeiro",NA,"Corcovado - Est. Guanabara","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=206559' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"410","South America","sheet","NY00565921","NY00565921_01",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","260241","PreservedSpecimen","Plantae","Magnoliophyta","Rosales","Moraceae","Dorstenia","ficifolia","Dorstenia ficifolia","Fisch. & C.A.Mey.",NA,NA,NA,"L. Riedel","1831",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119991' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"71","South America","sheet","NY00260241","NY00260241_01",NA,NA,"isolectotype",NA,NA,NA,NA,NA
"40","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","32810","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Romaniue Neto, S.","2007","12","Torres, R.B.","2007","03","21","Brasil","São Paulo","Piquete","Bairro Bonifácio, mata Benfica",NA,NA,"9999","9999",NA,NA,NA,NA,"1847",NA,NA,"BOTU032810",NA,NA,NA,NA,"05",NA,NA,NA,NA
"41","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","32811","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","Romaniue Neto, S.","2007","12","Torres, R.B.","2007","03","21","Brasil","São Paulo","Piquete","Bairro Bonifácio, mata Benfica",NA,NA,"9999","9999",NA,NA,NA,NA,"1848",NA,NA,"BOTU032811",NA,NA,NA,NA,"05",NA,NA,NA,NA
"42","2020-06-29 11:31:32-03","UFRJ","RFA","20381","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","M.D.M. Vianna Filho","2011","11","J.P.P. Carauta; R.C.O. Moutella","1977","11","24","Brasil","Rio de Janeiro","Santa Maria Madalena","Serra da Grama","-42.0080986022949","-21.9552993774414",NA,NA,"30526",NA,"Freatófita e esciófila","auto","2777",NA,NA,"RFA17108",NA,NA,NA,NA,"03",NA,NA,NA,NA
"43","2020-11-13 09:20:20-03","UFRJ","RFA","25790","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","M. D. M Viana Filho","2011","11","F. M. de B. Pereira","2000","11","07","Brasil","Rio de Janeiro","São José do Vale do Rio Preto","Sítio Beira Mar- Poço fundo.","-42.888889","-22.174167","42º53'20''W","22º10'27''S",NA,NA,"Herbáceo, folha verde, flor branca, abundante no local, capoeira/ pasto sobre solo arenoso.",NA,"58/49",NA,NA,"RFA41762",NA,"708","708",NA,"03",NA,NA,NA,NA
"44","2020-06-29 11:31:32-03","UFRJ","RFA","37598","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","arifolia","Dorstenia arifolia","Lam.","M.A.P. Accardo Filho","2019","08","M.S. Wängler; F.C. Alzer; V.S. Ferreira; G.F. Mazzoni; D.F. Massunaga","2011","10","23","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Alameda Palmares, próxima à nascente","-43.3825","-22.444167","43º22'57''W","22º26'39''S",NA,NA,"Erva 50 cm; folha digitada; cálice marrom violáceo",NA,"947",NA,NA,"RFA53598",NA,NA,NA,NA,"30",NA,NA,NA,NA
