"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","class","typeStatus","dayIdentified","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","669204","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","(Sendtn.) Bohs",NA,NA,NA,"L. Riedel",NA,"1822","10",NA,"Brazil",NA,NA,"In Serra Estr.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=221589' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669204","NY00669204_01",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","669206","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","(Sendtn.) Bohs",NA,NA,NA,"L. Riedel","s.n.","1823","02",NA,"Brazil",NA,NA,"Serra Estr.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=221590' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet","NY00669206","NY00669206_01",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1551329","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","(Sendtn.) Bohs","M. H. Nee",NA,NA,"S. J. da Silva Neto","1753","2002","11","28","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Próximo ao início da trilha para os Três Picos.","-44.5633010864258","-22.4960994720459",NA,NA,"19648",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1157310' target='other'> <mi>dwc_moreinfo</mi></a>","auto","South America","sheet","NY01551329","NY01551329_01",NA,NA,NA,NA,NA
"14","2020-12-15 11:14:55-03","FUNED","FUNED-POL","4310","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina",NA,NA,NA,NA,"Sandra Matoso",NA,"2001","11","21","Brasil","MG",NA,"Mata do Paraiso-Viçosa","-42.881667","-20.754167","42W 52' 54","20S 45' 15",NA,NA,NA,NA,NA,NA,NA,NA,"POL004310",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:49:51-03","EAO","IAN","93815","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"Glaziou, AFM","12097",NA,NA,NA,"Paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093815",NA,NA,NA,NA,NA,NA
"16","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","44869","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2010","04","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7239","2010","04","19","Brazil","Minas Gerais",NA,"Entrance to Parque Estadual Serra do Brigadeiro near town of Araponga. Near Centro de Visitantes and Trilha dos Muriquis","-42.486611","-20.715528","-42.486611","-20.715528",NA,"1380","1400",NA,"Flat-topped tree ca. 4 m tall. Sterile.",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"17","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","44869","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2010","04","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7239","2010","04","19","Brazil","Minas Gerais",NA,"Entrance to Parque Estadual Serra do Brigadeiro near town of Araponga. Near Centro de Visitantes and Trilha dos Muriquis","-42.486611","-20.715528","-42.486611","-20.715528",NA,"1380","1400",NA,"Flat-topped tree ca. 4 m tall. Sterile.",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"18","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","44878","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2010","04","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7248","2010","04","21","Brazil","Minas Gerais",NA,"Mata do Paraiso near town of Viçosa","-42.866611","-20.799806","-42.866611","-20.799806",NA,"705","720",NA,"Single trunked tree ca. 4 m tall with spreading crown. Fruits ellipsoidal, elongated, 6-7 X ca. 2 cm, hanging, green with darker green mottling.; In shade at roadside.",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"19","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","8977","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2004","05","Sellow, F.","130","1815","01","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"BM000778015",NA,"Dicotyledoneae","holotype",NA,NA,NA
"20","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","44878","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2010","04","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7248","2010","04","21","Brazil","Minas Gerais",NA,"Mata do Paraiso near town of Viçosa","-42.866611","-20.799806","-42.866611","-20.799806",NA,"705","720",NA,"Single trunked tree ca. 4 m tall with spreading crown. Fruits ellipsoidal, elongated, 6-7 X ca. 2 cm, hanging, green with darker green mottling.; In shade at roadside.",NA,"Southern America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"21","2015-02-10 11:46:27-02","BM","SOLANACEAE_SOURCE_BR","7904","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Bohs, L.","2004","05","Gardner, G.","5041","1840","10",NA,"Brazil","Minas Gerais",NA,"near Sao Caetano",NA,NA,NA,NA,NA,NA,NA,NA,"Shrub 4 feet high.",NA,"Southern America",NA,"BM000778024",NA,"Dicotyledoneae","lectotype",NA,NA,NA
"22","2020-11-04 11:19:54-03","ESALQ","ESA","33980","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina",NA,NA,NA,NA,"Albuquerque, L.B. et al.","37.0","1996","11","12","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,NA,"auto",NA,NA,"ESA033980","ESA033980",NA,NA,NA,NA,NA
"23","2021-01-14 15:33:40-03","MN","R","11954","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum",NA,"Stehmann, J.R.","2017","05","Glaziou, A.F.M.","12096","1880","10","06","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,NA,"Plantas do Brasil Central","auto",NA,NA,"R000011954","R000011954_001 R000011954_002",NA,NA,"10",NA,NA
"24","2020-12-20 21:19:31-03","UFV","VIC","009435","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Vieira, M.F.","256","1985","12","07","Brasil","Minas Gerais","Viçosa","Mata da Prefeitura","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,NA,"Arbusto de cerca de 3 m, inflorescência caulifora pendentes, flores verdes de lobos amareldos quando mas velha e Arroxedas quando mas nova, cheiro enjoativo, presença de euglossa sp. ( Hymenoptera, Euglossinae). Fruto na carpoteca de","auto",NA,NA,"VIC009435","VIC009435",NA,NA,NA,NA,NA
"25","2020-12-20 21:19:31-03","UFV","VIC","011219","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Soares, A.A.","s.n.","1989","11","30","Brasil","Minas Gerais","Araponga","PESB","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,NA,"Planta de cerca de 1 m, flores roxas, conectivos róseos amarelados, tecas roxas, cálice verde.","auto",NA,NA,"VIC011219","VIC011219",NA,NA,NA,NA,NA
"26","2020-12-20 21:19:31-03","UFV","VIC","028904","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Lopes, M.M.M.; D.Arato, H.","39","2001","11","21","Brasil","Minas Gerais","Viçosa","Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,NA,"Arvoreta de 3 m, folha menbranácea, corola verde, flores visitadas por abelhas grandes e azuladas.","auto",NA,NA,"VIC028904",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:41:30-03","UNICAMP","UEC","45169","S","Plantae","Magnoliopsida",NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Stehmann, JR","1994","12","Tamashiro, JY; Rodrigues, RR; Leitão Filho, HF","18727","1986","11","04","Brazil","São Paulo","Bertioga","Estrada Bertioga - Mogi das Cruzes.","-46.138599395752","-23.8544006347656",NA,NA,"37616",NA,NA,NA,"Trepadeira, flores roxas. Planta muito ornamental.","auto",NA,NA,"UEC085656","UEC085656",NA,NA,"13",NA,NA
"28","2020-12-21 16:45:30-03","MBM","MBM","118796","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs, L.",NA,NA,"Arlete Soares","s.n.",NA,NA,NA,"Brazil","Paraná","Viçosa","Viçosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"MBM118796","MBM118796",NA,NA,NA,NA,NA
"29","2020-12-21 16:45:47-03","MBM","MBM","405114","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs","Kutschenko, D.C.","2015","12","Gaui, T.D.","409","2015","10","19","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, Conglomerado 64-Extra 12","-44.642222","-22.403889","-44.642222","-22.403889",NA,"1200","1200",NA,"Arbusto, com 3,5 m de altura. Base reta. Casca interna branca e externa marrom, fina, lisa. Flor roxa.; Vegetação de altitude.",NA,"Southern America",NA,"MBM405114","MBM405114",NA,NA,"15",NA,NA
"30","2019-11-01 15:33:10-03","PUC-RIO","FCAB","5331","PreservedSpecimen","Plantae",NA,"Angiospermae","Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.",NA,NA,NA,"J.F.A. Baumgratz","430","1989","06","07","Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de Cima. Sítio Sophroni","-42.5311","-22.2819","-42.5311","-22.2819",NA,NA,NA,NA,"Homotípico de Solanum latiflorum Bohs. Margem da trilha que conduz a parcela I.; Arbusto ca. 2m de altura, heliófita, com ramos e peciolo verdes, folhas verdes discolores, botões verde.",NA,NA,NA,"005331",NA,NA,NA,NA,NA,NA
"31","2015-09-03 19:47:38-03","MNHN","RECOLNAT_MNHN_P","P00385171","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Sellow",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"donné en 1855 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385171' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385171","P00385171_01 P00385171_02",NA,"lectotype",NA,"112",NA
"32","2015-09-03 19:47:38-03","MNHN","RECOLNAT_MNHN_P","P00385172","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Lalande",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385172' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385172","P00385172_01",NA,NA,NA,NA,NA
"33","2015-09-04 12:08:51-03","MNHN","RECOLNAT_MNHN_P","P00385173","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1868","10","3","Brésil",NA,NA,"Petropolis (Rio)",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385173","P00385173_01",NA,NA,NA,"3079",NA
"34","2015-09-04 12:08:51-03","MNHN","RECOLNAT_MNHN_P","P00385174","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1868","10","3","Brésil",NA,NA,"Petropolis (Rio)",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385174' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385174","P00385174_01",NA,NA,NA,"3079",NA
"35","2015-09-03 19:47:38-03","MNHN","RECOLNAT_MNHN_P","P00385175","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1868","10","3","Brésil",NA,NA,"Petropolis (Rio)",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385175","P00385175_01",NA,NA,NA,"3079",NA
"36","2015-09-04 12:08:51-03","MNHN","RECOLNAT_MNHN_P","P00385176","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1879","9","9","Brésil",NA,NA,"Serra da Bocaina, Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385176","P00385176_01",NA,NA,NA,"11387",NA
"37","2015-09-04 12:08:51-03","MNHN","RECOLNAT_MNHN_P","P00385177","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1879","9","9","Brésil",NA,NA,"Serra da Bocaina, Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385177","P00385177_01",NA,NA,NA,"11387",NA
"38","2015-09-04 12:08:51-03","MNHN","RECOLNAT_MNHN_P","P00385178","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1880","10","6","Brésil",NA,NA,"Nova Friburgo (Petropolis), prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385178","P00385178_01",NA,NA,NA,"12096",NA
"39","2015-09-03 19:47:38-03","MNHN","RECOLNAT_MNHN_P","P00385179","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1880","10","6","Brésil",NA,NA,"Nova Friburgo (Petropolis), prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385179' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385179","P00385179_01",NA,NA,NA,"12096",NA
"40","2015-09-03 19:47:38-03","MNHN","RECOLNAT_MNHN_P","P00385180","PreservedSpecimen",NA,NA,NA,"Solanaceae","Cyphomandra","calycina","Cyphomandra calycina","Sendtn.","Bohs",NA,NA,"Glaziou, A.",NA,"1890","11","17","Brésil",NA,NA,"Nova Friburgo (Rio)",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00385180' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb","P00385180","P00385180_01",NA,NA,NA,"18404",NA
"41","2020-12-11 11:42:14-03","UFMG","BHCB","112671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Jardim, JG; Amorim, AMA; Paixão, JL; Sant'Ana, SC de; Matos, F","4472",NA,NA,NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacan na estrada para Jacarecí, entrada para a RPPN e torre de transmissão, ca. 6 km da entrada. Floresta Ombrófila Densa Montana.","-39.565278","-15.391667","-39.565278","-15.391667",NA,NA,"835",NA,"Arbusto ca. 1m alt. Folhas verde-claras com a face inferior alvacenta. Frutos imaturos verdes-claros com manchas longitudinais verde-escuras. Projeto Mata Atlântica Nordeste.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:42:14-03","UFMG","BHCB","117043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Lucas, EJ; et al.","689","2006","11","25","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro","-42.486944","-20.724167","-42.486944","-20.724167",NA,"1240","1240",NA,"Arbusto de 1,5m de altura, cálice verde, corola roxa. Floresta Ombrófila Densa.",NA,"Southern America",NA,"BHCB002551","BHCB002551",NA,NA,NA,NA,NA
"43","2020-12-11 11:42:14-03","UFMG","BHCB","137645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,"2013","10","Kollmann, L; Amorim, AMA; Daneu, L","11523","2009","04","09","Brasil","Espírito Santo","Castelo",NA,"-41.075","-20.5175","-41.075","-20.5175",NA,"1117","1117",NA,"Arbusto 1,5 m.; arbusto na sombra, frutos verdes.; Floresta Ombrófila Densa Montana",NA,"Southern America",NA,"BHCB017139",NA,NA,NA,"28",NA,NA
"44","2020-12-11 11:42:14-03","UFMG","BHCB","150336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,"2018","03","Polisel, RT; Ivanauskas, NM; Esteves, R","892","2008","11","21","Brasil","São Paulo","Bananal","Estação Ecológica do Bananal, estrada para a Unidade,","-44.366111","-22.806389","-44.366111","-22.806389",NA,"1115","1115",NA,"Trepadeira, botões de cor creme.",NA,"Southern America",NA,"BHCB003138",NA,NA,NA,"23",NA,NA
"45","2020-12-11 11:42:14-03","UFMG","BHCB","150849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Agra, MF; Bohs, LA; Coelho, VS de; Martins da Costa R.; I.","7239","2010","04","19","Brasil","Minas Gerais",NA,"Entrance to Parque Estadual Serra do Brigadeiro near town of Araponga. Near Centro de Visitantes and Trilha dos Muriquis","-42.486611","-20.715528","-42.486611","-20.715528",NA,"1380","1400",NA,"Flat-topped tree ca. 4 m tall. Sterile.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:42:14-03","UFMG","BHCB","150855","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","latiflorum","Solanum latiflorum","Bohs",NA,NA,NA,"Agra, MF; Bohs, LA; Coelho, VS de; Martins da Costa R.; I.","7248","2010","04","21","Brasil","Minas Gerais",NA,"Mata do Paraiso near town of Viçosa","-42.866611","-20.799806","-42.866611","-20.799806",NA,"705","720",NA,"Single trunked tree ca. 4 m tall with spreading crown. Fruits ellipsoidal, elongated, 6-7 X ca. 2 cm, hanging, green with darker green mottling.; In shade at roadside.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
