"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","777096","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","M. Sobral","M. Borgo","298","1998","12","16","Brazil","Paraná","Guaratuba","Rio Cubataozinho","-48.73","-25.78",NA,NA,NA,NA,"NY00777096","NY00777096_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60150' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615917","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","C. M. D. E. Legrand","R. M. Klein","828","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"10","10","NY00615917","NY00615917_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60153' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","405357","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"R. M. Klein","1606","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"10","10","NY00405357","NY00405357_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60161' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615915","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","C. M. D. E. Legrand","Á. L. Cabrera","9973","1960","09","24","Brazil","Santa Catarina","Campo Alegre","Sao Miguel, Campo Alegre","-49.2656","-26.1925",NA,NA,"850","850","NY00615915","NY00615915_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60155' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1016099","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","G. G. Hatschbach","G. G. Hatschbach","50791","1986","10","02","Brazil","Paraná","Antonina","Porto das Moças","-48.7117","-25.4286",NA,NA,NA,NA,"NY01016099","NY01016099_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141394' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615919","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","L. R. Landrum","P. K. H. Dusén","10263","1910","09","12","Brazil","Paraná",NA,"Porto de Cima",NA,NA,NA,NA,NA,NA,"NY00615919","NY00615919_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60157' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615920","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","G. G. Hatschbach","G. G. Hatschbach","22456","1969","10","15","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3289","-25.3069",NA,NA,"20","20","NY00615920","NY00615920_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=60158' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:24-03","UFRJ","RFA","11071","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand",NA,"G.G. Hatschbach","22456","1971","10","15","Brasil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"RFA10920",NA,NA,NA,NA,"Árvore 15 m de altura; tronco 35 cm diâmetro; flor alva",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:31-03","PUCPR","HUCP","7376","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","Hatschbach, GG","Hatschbach, GG; Nicolack, V","54350","1990","10","05","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"10","10","HUCP00015483","HUCP00015483",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:31-03","PUCPR","HUCP","16619","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","Hatschbach, GG","Hatschbach, GG","73831","2002","09","25","Brasil","Paraná","Guaraqueçaba","Tabaçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"HUCP00015587","HUCP00015587",NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:31-03","PUCPR","HUCP","12417","S","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","Sobral, M","Borgo, M","298","1998","12","16","Brasil","Paraná","Guaratuba","Rio Cubatãozinho","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUCP00015535","HUCP00015535",NA,NA,NA,"Nº 40166.","Eudicotiledonea",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:21:18-03","UFBA","ALCB","60418","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","(Raddi) A. Gray","Hatschbach, G","Hatschbach, G; Silva, JM; Goldenberg, R","73831","2002","09","25","Brasil","Paraná","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ALCB058619",NA,"2002",NA,NA,"Ca. 5 m de altura. Flor alva.","Dicotyledon",NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L 0009526","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","Landrum LR","Klein RM",NA,"1955","09","29","Brazil","Santa Catarina",NA,"Cunhas, Itajai.",NA,NA,NA,NA,NA,NA,"NL-L0009526","NL-L0009526",NA,NA,NA,"Orla da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200009526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,"isotype",NA,NA,"Magnoliopsidae","961290401",NA,NA,NA,NA
"24","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.1132500","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Cabrera; Reitz R; Klein RM",NA,"1960","09","24","Brazil",NA,NA,"Plantas de Santa Catarina, São Miguel, Campo Alegre.",NA,NA,NA,NA,NA,NA,"NL-L1132500","NL-L1132500",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.1132501","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Cabrera; Reitz R; Klein RM",NA,"1960","09","24","Brazil",NA,NA,"Plantas de Santa Catarina, São Miguel, Campo Alegre.",NA,NA,NA,NA,NA,NA,"NL-L1132501","NL-L1132501",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.1132502","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Cabrera; Reitz R; Klein RM",NA,"1960","09","24","Brazil",NA,NA,"Plantas de Santa Catarina, São Miguel, Campo Alegre.",NA,NA,NA,NA,NA,NA,"NL-L1132502","NL-L1132502",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527280","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Dusén PKH",NA,"1910","09","12","Brazil",NA,NA,"Parana: Porto de Cima, ad mang. silv prim.",NA,NA,NA,NA,NA,NA,"NL-L2527280","NL-L2527280",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527281","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Reitz R; Klein RM",NA,"1954","08","05","Brazil",NA,NA,"Plantas de Santa Catarina, Cunhas, Itajaí.",NA,NA,NA,NA,NA,NA,"NL-L2527281","NL-L2527281",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527282","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Cabrera; Reitz R; Klein RM",NA,"1960","09","24","Brazil",NA,NA,"Plantas de Santa Catarina, São Miguel, Campo Alegre.",NA,NA,NA,NA,NA,NA,"NL-L2527282","NL-L2527282",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527283","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Hatschbach GG",NA,"1962","09","29","Brazil",NA,NA,"Est: Parana, Mun: Morretes, Estr. Graciosa, Ferradura.",NA,NA,NA,NA,NA,NA,"NL-L2527283","NL-L2527283",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451293","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel",NA,"Rauscher I",NA,NA,NA,NA,"Brazil",NA,NA,"State Paraná, Mun.Morretes, Serra da Graciosa, ca 600m s.m.","-48.833333","-25.5","-48.833333","-25.5",NA,NA,"NL-U1451293","NL-U1451293",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-11-04 10:56:24-03","ESALQ","ESA","142707","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","cf. reitzii","Myrceugenia cf. reitzii","D. Legrand","Peixoto, T. R.","Melo, P. H. A.","5859.0","2016","10","24","Brasil","São Paulo","Iporanga",NA,"-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"ESA142707",NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:49-03","ESALQ","ESA","18439","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Kawasaki, M.L.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1908.0","1994","01","26","Brasil","São Paulo","Iporanga","Mata Atlântica.","-483.418","-242.505","-483,418","-242,505",NA,NA,"ESA018439",NA,NA,NA,NA,"Árvore, 5 m alt.; frutos imaturos verdes. Borda.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:49-03","ESALQ","ESA","2340","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legr. & Kaus.","Hatschbach, G.","Hatschbach, G.","46825.0","1983","09","08","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"ESA002340",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:49-03","ESALQ","ESA","83245","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legr. & Kaus.","Hatschbach, G.","Hatschbach, G. et al.","73831.0","2002","09","25","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA083245",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:49-03","ESALQ","ESA","22486","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Kawasaki, M.L.","Barreto, K.D. et al.","3113.0","1994","10","20","Brasil","São Paulo","Tapiraí",NA,"-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA022486",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:49-03","ESALQ","ESA","118683","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii",NA,"Aguiar, O.T.","Godoy, J.R.L.; Ivanauskas, N.M.; Silva, J.B.; Costa, V.A. ; Mota, A.","501.0","2009","09","01","Brasil","São Paulo","Iporanga","Parque Estadual Turistico do Alto Ribeira, Núcleo Santana","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"ESA118683",NA,"2010","04","13","Floresta Ombrófila Densa Montana.&nf;Árvore 7m altura, flores aromáticas, brancas.; GEOGRAFIA: Trilha da Onça Parda; sitio do Luisinho;","Magnoliophyta",NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:49-03","ESALQ","ESA","35148","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","Legr. & Kaus.","Hatschbach, G.","Silva, J.M. ; Cordeiro, J.","1276.0","1993","10","29","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA035148",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"39","2019-12-19 08:08:15-03","FPS","FPS","3911","MachineObservation","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand","Vieira, F.C.S.","Schwirkowski, P.","3338","2019","01","23","Brasil","Santa Catarina","Joinville","Estrada Rio do Julio","-49.119086","-26.31464","-49.119086","-26.31464",NA,NA,"FPS03911,FURB63675","FPS03911_v01 FPS03911_v02 FPS03911_v03 FPS03911_v04 FPS03911_v05 FPS03911_v06 FPS03911_v07 FURB63675","2019","01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB 63675","voucher",NA,NA,NA
"40","2019-08-27 13:31:30-03","IAP","PACA-AGP","87082","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","G. Hatschbach","Hatschbach, G.","73831","2002","09","25","Brasil","PR","Guaraqueçaba","Tagaçaba, arredores","-48.3288993835449","-25.3066997528076",NA,NA,"20","20","PACA087082",NA,"2002",NA,NA,"5m de altura e flor alva. Habitat: na floresta da beira do rio","Magnoliophyta","Myrtales",NA,NA,NA,"37295","auto","Magnoliatae",NA,NA,NA,NA,NA
"41","2019-08-27 13:31:30-03","IAP","PACA-AGP","65261","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","C. D. Legrand","Reitz & Klein","2122","1956","09","24","Brasil","SC","Itajaí","Cunhas.","-48.6618995666504","-26.9078006744385",NA,NA,"15","15","PACA065261","PACA065261","1960",NA,NA,"3m de altura e flor branca.&nf;HBR 24766.&nf;Conforme Sellowia, no 13, ano XIII, 1961, p.305. Habitat: orla de mata Hábito: arbusto","Magnoliophyta","Myrtales",NA,NA,"Paratipo","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:31:30-03","IAP","PACA-AGP","65259","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D. Legrand","C. D. Legrand","R. Klein","1546","1955","08","26","Brasil","SC","Itajaí","Cunhas.","-48.6618995666504","-26.9078006744385",NA,NA,"15","15","PACA065259","PACA065259","1960",NA,NA,"8m de altura e flor em botão. &nf;HBR 24776.&nf;Conforme Sellowia no 13, 1961, ano XIII, p.305. Habitat: orla de mata Hábito: arvoreta","Magnoliophyta","Myrtales",NA,NA,"Paratipo","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060712","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","L.R. Landrum","E. Barbosa; JM Silva, J Vaz","945","2004","2","29","Brazil","Sao Paulo",NA,"Chacara Moxoto (Mun. Barra do Turvo).","-48.504925","-24.757996",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvoreta, 3m. Floresta atlantica.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043448","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","L. R. Landrum","G. Hatschbach","24879","1970","10","7","Brazil","Parana",NA,"Ribeirao do Bananal (mun. Guaraquecaba)","-48.3258","-25.2983",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHOTO-MICH; Arvoreta 8m, flor alva","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0043446","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","reitzii","Myrceugenia reitzii","D.Legrand & Kausel","M.L. Kawasaki, 1996.","K.D. Barreto","3113","1994","10","20","Brazil","Sao Paulo","Tapirai","Fazenda Agua Doce.","-47.55","-24.0167",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arvore 8m alto; flores brancas.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
