"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"11","2020-11-04 11:14:35-03","ESALQ","ESA","68227","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Rotta, E.","1980","05","16","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"ESA068227","ESA068227","Magnoliophyta",NA,"175.0",NA,NA,NA,"13536","auto",NA,NA,NA,NA
"12","2020-11-04 11:14:35-03","ESALQ","ESA","21771","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Rodrigues, R.R. et al.","1995","09","04","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA021771","ESA021771","Magnoliophyta",NA,"191.0",NA,NA,NA,"38804","auto",NA,NA,NA,NA
"13","2020-11-04 11:14:35-03","ESALQ","ESA","8507","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Kawasaki, M.L.",NA,NA,NA,"Moraes, P.L.R.","1993","01","20","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA008507","ESA008507","Magnoliophyta",NA,"778.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA
"14","2020-11-04 11:14:35-03","ESALQ","ESA","109931","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109931","ESA109931","Magnoliophyta",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA
"15","2020-11-04 11:14:35-03","ESALQ","ESA","36417","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,"Duarte, A.R.",NA,NA,NA,"Zipparro, V.B.","1996","07","12","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA036417","ESA036417","Magnoliophyta",NA,"1527.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA
"16","2020-11-04 11:14:35-03","ESALQ","ESA","52018","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg.",NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","ESA052018","ESA052018","Magnoliophyta",NA,"449.0",NA,NA,"em clareira","34059","auto",NA,NA,NA,NA
"17","2020-11-04 11:14:35-03","ESALQ","ESA","85807","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,"Mazine, F.F.","2006",NA,NA,"Oliveira, P.P.","1998","04","16","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,"ESA085807","ESA085807","Magnoliophyta",NA,"1863.0",NA,NA,NA,"17620","auto",NA,NA,NA,NA
"18","2020-11-04 11:14:35-03","ESALQ","ESA","20296","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","Mazine, F.F.",NA,NA,NA,"Souza, J.P. et al.","1995","02","14","Brasil","São Paulo","Barra do Turvo",NA,"-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"ESA020296","ESA020296","Magnoliophyta",NA,"59.0",NA,NA,NA,"38172","auto",NA,NA,NA,NA
"19","2020-11-04 11:14:35-03","ESALQ","ESA","26435","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Rodrigues, R.R. et al.","1995","09","04","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA026435","ESA026435","Magnoliophyta",NA,"231.0",NA,NA,NA,"38804","auto",NA,NA,NA,NA
"20","2020-11-04 11:14:35-03","ESALQ","ESA","25181","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Rodrigues, R.R. et al.","1995","09","04","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA025181","ESA025181","Magnoliophyta",NA,"227.0",NA,NA,NA,"38804","auto",NA,NA,NA,NA
"21","2020-11-04 11:14:35-03","ESALQ","ESA","8506","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Kawasaki, M.L.",NA,NA,NA,"Moraes, P.L.R.","1993","01","20","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA008506","ESA008506","Magnoliophyta",NA,"777.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA
"22","2020-11-04 11:14:35-03","ESALQ","ESA","14808","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Mazine, F.F.",NA,NA,NA,"Moraes, P.L.R. et al.","1994","04","24","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA014808","ESA014808","Magnoliophyta",NA,"960.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA
"23","2020-11-04 11:14:35-03","ESALQ","ESA","109453","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109453","ESA109453","Magnoliophyta",NA,"522.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA
"24","2020-11-04 11:14:35-03","ESALQ","ESA","109827","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109827","ESA109827","Magnoliophyta",NA,"29355.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA
"25","2020-11-04 11:14:35-03","ESALQ","ESA","109455","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109455","ESA109455","Magnoliophyta",NA,"30157.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA
"26","2019-08-27 13:31:22-03","IAP","PACA-AGP","116328","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","Uller, H.F.","2011","08","17","Uller, H. F.","2011","08","17","Brasil","SC","Gaspar",NA,"-48.973333","-26.926111","48º58'24''W","26º55'34''S",NA,NA,"PACA116328",NA,"Magnoliophyta","Myrtales","239",NA,NA,"Fenofase: flor branca Hábito: arvoreta Ecossistema: floresta ombrófila densa",NA,NA,"Magnoliatae",NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034628","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","M. Sobral, 1993.",NA,NA,NA,"P.I. Oliveira; J. Cordeiro","1985","5","30","Brazil","Parana","Morretes","Veu de Noiva.","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","913",NA,NA,"Coor from www.fallingrain.com/world; Arvore 5m, botoes alvas.",NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","L.R. Landrum, 1987.",NA,NA,NA,"J. Cordeiro; J.M. Silva","1986","7","10","Brazil","Parana","Morretes","Veu de Noiva.","-48.8167","-25.4667",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","303",NA,NA,"Coor from www.fallingrain.com/world; Arbusto 2m; flores alvas.",NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034627","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","M. Sobral, 1993.",NA,NA,NA,"G. Hatschbach; J. M. Silva","1990","5","23","Brazil","Parana","Tijucas do Sul","Ambrosios.","-49.1789","-25.9269",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","54113",NA,NA,"IN 5 antherse seen, each had 1 gland. Coor from www.fallingrain.com/world; Arvore ramosa, 8m, flores alvas, odoriferas. Araucarieto.",NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:40:08-03","UFJF","CESJ","65101","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","E. Barboza","2011",NA,NA,"E. Barbosa; J.M. Silva; G. Felitto","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"CESJ065101",NA,"Angiosperma",NA,"3120","América do Sul",NA,"Árvore 5m, flores alvacentas. Floresta Ombrófila Mista.","56988","auto",NA,NA,NA,NA
"31","2019-11-21 14:40:08-03","UFJF","CESJ","44489","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","M. Sobral","2003","02",NA,"R.R. Rodrigues; et al.","1995","09","04","Brasil","São Paulo","Eldorado","Cachoeira do Sapatu","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"CESJ044489",NA,"Angiosperma",NA,"227","América do Sul",NA,NA,"38804","auto",NA,NA,NA,NA
"32","2021-03-01 16:36:19-03","UNICAMP","UEC","72537","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Mazine, FF","2006","07",NA,"Leitão Filho, HF; et al.","1995","02","14","Brazil","São Paulo","Jacupiranga","Parque Estadual Jacupiranga. S45744,5 W482453,6","-48","-24.6900005340576",NA,NA,NA,NA,"UEC105726","UEC105726","Magnoliopsida",NA,"33430",NA,NA,"Mata Atlântica de Planície. Árvore 6m, flores brancas.","35797","auto",NA,NA,NA,NA
"33","2020-12-04 13:19:28-03","UDESC","LUSC","6024","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"V.C.Souza; Duarte, A.R.; Rando, J.G.; Ferreira, M.P. & et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente, Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"LUSC007114","LUSC007114",NA,NA,"29355",NA,NA,NA,"34059","auto",NA,NA,NA,NA
"34","2020-12-04 13:19:28-03","UDESC","LUSC","5456","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P. & et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente, Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,"350","350","LUSC007098","LUSC007098",NA,NA,"30157",NA,NA,"Floresta Ombrófila Densa Submontana;;;.","34059","auto",NA,NA,NA,NA
"35","2020-12-04 13:19:28-03","UDESC","LUSC","5457","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela Permanente, Parque Estadual de Carlos Botelho.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"LUSC007088","LUSC007088",NA,NA,"522",NA,NA,";botão floral;;.","34059","auto",NA,NA,NA,NA
"36","2020-12-04 13:19:28-03","UDESC","LUSC","7126","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Duarte, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque estadual de Carlos Botelho - Núcleo Sete Barras.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"LUSC007152","LUSC007152",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA
"37","2019-11-08 08:53:48-03","FURB","FURB","32859","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Oliveira, AA de","2010","10","01","Uller, H.F.","2010","10","01","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38","FURB02465","FURB02465",NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:03:23-03","FURB","FURB","34939","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M","2010",NA,NA,"Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","FURB32302","FURB32302",NA,NA,"3328",NA,NA,"Voucher estéril IFFSC 314 (Regeneração) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: arbusto;",NA,NA,NA,NA,NA,NA
"39","2019-11-08 08:53:48-03","FURB","FURB","36470","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Uller, HF","2011","08","17","Uller, H.F.","2011","08","17","Brasil","Santa Catarina","Gaspar",NA,"-48.9733334","-26.9261111","-48.9733334","-26.9261111",NA,NA,"FURB32301","FURB32301",NA,NA,"239",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-08 08:53:48-03","FURB","FURB","42336","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Pintarelli, GM","2013","10","18","Tenfen, A.; Pintarelli, G.M.","2013","08","22","Brasil","Santa Catarina","Blumenau","Campus I - FURB.","-49.0788889","-26.9052778","-49.0788889","-26.9052778","38","38","FURB32300","FURB32300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:03:23-03","FURB","FURB","48683","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Oliveira, AA de","2015","10","24","Oliveira, A.A. de","2015","10","24","Brasil","Santa Catarina","Jaraguá do Sul","Santa Luzia.","-49.1397222","-26.3680556","-49.1397222","-26.3680556","205","205","FURB48683","FURB48683",NA,NA,"2645",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:03:23-03","FURB","FURB","40901","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Barbosa, E","2011",NA,NA,"Barbosa, E.; Silva, J.M. & Felitto, G.","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"FURB32303","FURB32303",NA,NA,"3120",NA,NA,NA,"56988","auto",NA,NA,NA,NA
"43","2020-10-14 10:03:23-03","FURB","FURB","2000","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M","2009","07","17","Sobral, M.","2002","02","09","Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,"1000","1000","FURB32304","FURB32304",NA,NA,NA,NA,NA,"FNMA. Florística.","16046","auto",NA,NA,NA,NA
"44","2021-03-16 17:53:53-03","UCS","HUCS","40499","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O. Berg","Barbosa, E.","2011",NA,NA,"Barbosa, E.","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,"Angiospermae","Myrtales","3120",NA,NA,"Árvore, 5m, flores alvacentas.; Floresta Ombrófila Mista","56988","auto",NA,NA,NA,NA
"45","2019-06-27 10:25:52-03","UFES","VIES","31308","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg",NA,NA,NA,NA,"Curto, R.A.; Martins, L.T. & Silva, A.E.","2010","10","15","Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,"650","650","VIES031308",NA,NA,NA,"59",NA,NA,NA,"17884","auto",NA,NA,NA,NA
"46","2019-08-16 08:40:15-03","UTFPR","HCF","19304","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","V. Daniel",NA,NA,NA,"D. Roher","2013","07","04","Brasil","PR","Tijucas do Sul","APA de Guaratuba","-49.073889","-25.793056","49°04'26 W","25°47'35 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOM. Árvore de 8 m de altura, 2 m de PIM e 61 de CAP.",NA,NA,NA,NA,NA,NA
"47","2019-08-16 08:40:15-03","UTFPR","HCF","20905","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","M.L. Brotto","2013","10","29","J.M. Silva","2013","10","15","Brasil","PR","Morretes","Capituva","-48.828056","-25.460833","48°49'41 W","25°27'39 S","25","25",NA,NA,NA,NA,"8402",NA,NA,"árvore 6 m. Flor alvacenta. Floresta Ombrófila Densa (Floresta Atlântica).",NA,NA,NA,NA,NA,NA
"48","2019-12-26 15:11:32-03","UFSM","SMDB","19337","S","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Brotto, ML","2013","10","29","Silva, JM; Bonaldi, RA; Roher, DA","2013","10","15","Brasil","Paraná","Morretes","Capituva","-48.828056","-25.460833","-48.828056","-25.460833",NA,NA,"SMDB019337",NA,NA,NA,"8402",NA,NA,"Árvore 6m. Flor alvacenta. Floresta Ombrófila Densa (floresta atlântica)",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:36:37-03","MBM","MBM","15606","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pinhaesensis","Eugenia pinhaesensis","Mattos",NA,NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","08","12","Brazil","Mato Grosso","Anástacio","Rio Aquidauana",NA,NA,NA,NA,NA,NA,"MBM015606","MBM015606",NA,NA,"24605","Southern America",NA,"Arbusto 1m; flor vermelha.; Mata de galeria.",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:36:37-03","MBM","MBM","15621","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pinhaesensis","Eugenia pinhaesensis","Mattos",NA,NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","08","13","Brazil","Mato Grosso do Sul","Terenos","Cachoeirão","-54.8602981567383","-20.4421997070312",NA,NA,NA,NA,"MBM015621","MBM015621",NA,NA,"24607","Southern America",NA,"Erva flor alva.","52758","auto",NA,NA,NA,NA
"51","2020-12-21 16:36:37-03","MBM","MBM","47442","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pinhaesensis","Eugenia pinhaesensis","Mattos",NA,NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","1970","08","13","Brazil","Mato Grosso do Sul","Terenos","Cachoeirão","-54.8602981567383","-20.4421997070312",NA,NA,NA,NA,"MBM047442","MBM047442",NA,NA,"24607","Southern America",NA,"Erva flor alva.","52758","auto",NA,"ISOTYPE",NA,NA
"52","2020-12-21 16:36:38-03","MBM","MBM","279275","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Vaz, J.; Barboza, E.; Vaz, J.","2002","09","29","Brazil","São Paulo","Barra do Turvo","Bela Vista, Chácara Moxotó","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"MBM279275","MBM279275",NA,NA,"3638","Southern America",NA,NA,"38172","auto",NA,NA,NA,NA
"53","2020-12-21 16:36:38-03","MBM","MBM","287548","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","platysema","Eugenia platysema","O.Berg","Sobral, M.",NA,NA,NA,"Rodrigues, R.R.; et al.; et al.","1995","09","04","Brazil","São Paulo","Eldorado","Cachoeira do Sapatu","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"MBM287548","MBM287548",NA,NA,"227","Southern America",NA,NA,"38804","auto",NA,NA,NA,NA
