"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","country","stateProvince","county","locality","individualCount","yearIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","year","month","day","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","495317","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","saxosum","Anthurium saxosum","K.Krause","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500352' target='other'> <mi>dwc_moreinfo</mi></a>","D. H. Nicolson","R. P. Belém","1621","Brazil","Minas Gerais",NA,"Margem da Rodovia Nanuque-Teófilo Otoni. Serra rochosa",NA,NA,NA,NA,NA,NA,"1965","08","14","South America","sheet","NY00495317","NY00495317_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","873021","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Alismatales","Araceae","Anthurium","saxosum","Anthurium saxosum","K.Krause","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951384' target='other'> <mi>dwc_moreinfo</mi></a>","D. H. Nicolson","R. P. Belém","1617","Brazil","Minas Gerais",NA,"Margem da Rodovia Nanuque - Teófilo Otoni.",NA,NA,NA,NA,NA,NA,"1965","08","14","South America","sheet","NY00873021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:00-03","UFRJ","RFA","30508","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth","Erva terrestre, inflorescência vinácea a esverdeada","Nadruz","M. Alves; G. Souza; T. Konno; P. Fiachi; M. Unwin","2355","Brasil","Rio de Janeiro","Carapebus","Parque Nacional da Restinga de Jurubatiba, estrada para a praia de Carapebus",NA,"2002","-41.593611","-22.226667",NA,NA,"2001","03","13",NA,NA,"RFA52266",NA,NA,"20","20","04","29","41º35'37''W","22º13'36''S",NA,NA,NA,NA,NA
"14","2020-06-29 11:29:00-03","UFRJ","RFA","36303","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth","Erva umbrófila, ca 45cm. Folhas coriáceas. Flores tetrâmeras com tépalas marrom-rosado","F.M.O. Azevedo","F.M.O. Azevedo","1","Brasil","Rio de Janeiro","Macaé","Restinga de Jurubatiba, Lagoa de Cabiúnas",NA,"2010","-41.691111","-22.306389",NA,NA,"2010","06","26",NA,NA,"RFA23122",NA,NA,NA,NA,"07","05","41º41'28''W","22º18'23''S",NA,NA,NA,NA,NA
"15","2021-03-30 12:51:15-03","EAO","IAN","72824","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","insculptum","Anthurium insculptum","Engl.",NA,NA,"Glaziou, AFM","9034","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"IAN072824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:44:36-03","EAO","IAN","72938","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","saxosum","Anthurium saxosum","K.Krause",NA,NA,"Pecholt, O","39","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"IAN072938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:44:36-03","EAO","IAN","88701","PreservedSpecimen","Plantae","Monocotiledônea",NA,NA,"Araceae","Anthurium","vellozianum","Anthurium vellozianum","Schott",NA,NA,"Schott, HW","585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN088701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:27:22-03","UFBA","ALCB","027050","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","terrestre. Inflroescência com espata esverdeada, espádice vinosa.","Valadares, RT","Carvalho, AM de; et al.","3152","Brasil","Espírito Santo","Vila Velha","ca. 10 Km na estrada do sol, de Vila Velha para Guarapari",NA,"2016","-40.283333","-20.316667",NA,NA,"1990","05","21","Southern America",NA,"ALCB005232","ALCB005232",NA,NA,NA,"03","18","-40.283333","-20.316667",NA,NA,NA,NA,NA
"19","2020-02-08 08:42:48-03","NBC","NL-BOTANY","U.1103844","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Alismatales","Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1103844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Lindeman JC; Haas JH de",NA,"Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Praia do Leste, retinga about 300 m from the beach.",NA,NA,NA,NA,NA,NA,"1967","07","20","Southern America",NA,"NL-U1103844","NL-U1103844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:00:14-03","ESALQ","ESA","16066","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth",NA,"Nadruz, M.","Macedo, J.C.","2962.0","Brasil","São Paulo","Birigui",NA,NA,"1998","-50.3400001525879","-21.2800006866455","24456","auto","1990","01","01",NA,NA,"ESA016066","ESA016066",NA,NA,NA,"04","24",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:00:14-03","ESALQ","ESA","26156","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Erva terrestre; espata verde com margem arroxeada; espádice vinho-escuro. Mata.","M. Nadruz","Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11091.0","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande",NA,"2011","-46.7799987792969","-24.1800003051758","26998","auto","1996","04","11",NA,NA,"ESA026156","ESA026156",NA,NA,NA,"10","25",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:00:14-03","ESALQ","ESA","27111","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Erva terrestre; espata verde com margem arroxeada; espádice vinho-escuro. Na mata, entre rochas, nos pontos de maior altitude.","M. Nadruz","Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11082.0","Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande",NA,"2011","-46.7799987792969","-24.1800003051758","26998","auto","1996","04","11",NA,NA,"ESA027111","ESA027111",NA,NA,NA,"10","25",NA,NA,NA,NA,NA,NA,NA
"23","2016-02-02 14:37:44-02","BGBM","B","B 10 0001449","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth.","Species distributed in Brasil <a href=http://herbarium.bgbm.org/object/B100001449 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"A. Engler","8","Brazil",NA,NA,"Cult. hort. Monacens.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,"B100001449","B100001449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-02-02 14:37:44-02","BGBM","B","B 10 0001450","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth.","Species distributed in Brasil <a href=http://herbarium.bgbm.org/object/B100001450 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"A. Engler","8","Brazil",NA,NA,"Cult. hort. Monacens.",NA,NA,NA,NA,NA,NA,"1878","03",NA,"Middle and South America",NA,"B100001450","B100001450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-02-02 14:37:44-02","BGBM","B","B 10 0001458","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum var. vellozianum",NA,"<a href=http://herbarium.bgbm.org/object/B100001458 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"A. Engler","221","Brazil",NA,NA,"Ex horto botanico universitatis Kiel.",NA,NA,NA,NA,NA,NA,"1882",NA,NA,"Middle and South America",NA,"B100001458","B100001458","var. vellozianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:37:44-02","BGBM","B","B 10 0001458","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum var. vellozianum",NA,"<a href=http://herbarium.bgbm.org/object/B100001458 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"A. Engler","221","Brazil",NA,NA,"Ex horto botanico universitatis Kiel.",NA,NA,NA,NA,NA,NA,"1882",NA,NA,"Middle and South America",NA,"B100001458","B100001458","var. vellozianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-24 17:08:38-03","UFES","SAMES","1705","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Herbácea habitando interior de mata de encosta; folhas verdes; inflorescência escura; abundante; terrestre.","Valadares,R.T.","Pinto Junior, H.V.; Luber, J.","232","Brasil","Espírito Santo","Águia Branca","Córrego Jabuticaba. Propriedade de Rosângela Fausti.",NA,"2020","-40.7402992248535","-18.9831008911133","19701","auto","2016","03","17",NA,NA,"SAMES01705",NA,NA,NA,NA,"03","12",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-24 17:08:38-03","UFES","SAMES","451","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Erva terrestre com inflorescência passada. Habitat: Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","Valadares,R.T.","Monteiro,M.M.; Giaretta,A.O.;Oliveira,I.R.","191","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.",NA,"2020","-39.7322006225586","-18.5932998657227","41644","auto","2010","02","03",NA,NA,"SAMES00451",NA,NA,NA,NA,"03","12","-397330556.0","-185830556.0",NA,NA,NA,NA,NA
"29","2021-03-24 17:08:38-03","UFES","SAMES","455","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Erva com espata verde.","Valadares,R.T.","Jesus,M.C.F.","309","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga. Mata seca de restinga.",NA,"2020","-40.0722007751465","-19.3910999298096","48094","auto","2010","08","20",NA,NA,"SAMES00455",NA,NA,NA,NA,"03","12",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-24 17:08:38-03","UFES","SAMES","1694","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld","Herbácea habitando ilha de vegetação em afloramento rochoso; folhas verdes; inflorescência marrom com frutos; sombra.","Valadares,R.T.","Pinto Junior, H.V.; Covre, C.","269","Brasil","Espírito Santo","Nova Venécia","Pedra do Elefante. Vertente leste da Pedra do Elefante.",NA,"2020","-40.4006004333496","-18.710599899292","42400","auto","2016","03","21",NA,NA,"SAMES01694",NA,NA,NA,NA,"03","12",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:30:50-03","UFJF","CESJ","11927","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld.","Na restinga, no chão. Folhas coriaceas, espata verde-claro e inflorescências cor de vinho.","Nadruz","L. Krieger; C.C.F; M.B","CESJ11.927","Brasil","Espirito Santo","Maraizes",NA,NA,"2003",NA,NA,NA,NA,"1972","12","04","América do Sul",NA,"CESJ011927","CESJ011927",NA,NA,NA,"03","26",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:18:54-03","UNICAMP","UEC","48735","S","Plantae","Liliopsida",NA,NA,"Araceae","Anthurium","insculptum","Anthurium insculptum","Engl.","Forest shade, lithophytic huge boulders","Gonçalves, EG","Hutchison, PC; Páffaro, JL","8943","Brazil","São Paulo","Atibaia","Pedra Grande, Base of the mountain at benning of steep ascent",NA,"2002","-46.5499992370605","-23.1100006103516","21675","auto","1985","08","22",NA,NA,"UEC121235","UEC121235",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:59:01-03","UNICAMP","UEC","75009","S","Plantae","Liliopsida",NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum leptostachyum","(Schott) Engl.","Folhas descoladores, pedúnculo vináceo, espata verde com margem e região central ligeiramente arroxeado, espádice castanho vináceo.","Nadruz, MA","Nakagomi, MY; Moncaio, E; Pomari, ML; Basso, ME","34","Brazil","São Paulo","Cananéia","Cerca de 19 km de Cananéia. Extensa área de transição mata de restinga - mata atlântica.",NA,"1997","-47.84175","-24.900556",NA,NA,"1994","09","06",NA,NA,"UEC098999","UEC098999","leptostachyum",NA,NA,"02",NA,"-47.84175","-24.900556",NA,NA,NA,NA,NA
"34","2020-04-27 16:08:42-03","UFES","VIES","8956","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth",NA,"Valadares, R.T.","Pereira, O.J.","2864","Brasil","Espírito Santo","Conceição da Barra","Área 126 da Aracruz Celulose S.A.",NA,"2007","-39.7322006225586","-18.5932998657227","41644","auto","1992","02","26",NA,NA,"VIES008956","VIES008956",NA,NA,NA,"07","13",NA,NA,NA,NA,NA,NA,NA
"35","2020-04-27 16:08:42-03","UFES","VIES","5162","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth",NA,"Nadruz, M.A.C.","Fernandes, H.Q.B.","2962","Brasil","Espírito Santo","Ibiraçu","Estação Ecológica Morro da Vargem.",NA,"2000","-40.369701385498","-19.8318996429443","13709","auto","1990","05","28",NA,NA,"VIES005162","VIES005162",NA,NA,NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"36","2020-04-27 16:08:42-03","UFES","VIES","8952","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum","Kunth",NA,"Valadares, R.T.","Pereira, O.J.","3672","Brasil","Espírito Santo","Linhares","Comboios.",NA,"2007","-40.0722007751465","-19.3910999298096","48094","auto","1992","07","30",NA,NA,"VIES008952","VIES008952",NA,NA,NA,"07","13",NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:08:42-03","UFES","VIES","8954","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum leptostachyum","(Schott) Engler",NA,"Nadruz, M.A.C.","Pereira, O.J.; Gomes, J.M.L.","3248","Brasil","Espírito Santo","Conceição da Barra",NA,NA,"2000","-39.7322006225586","-18.5932998657227","41644","auto","1992","03","27",NA,NA,"VIES008954","VIES008954","leptostachyum",NA,NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"38","2020-04-27 16:08:42-03","UFES","VIES","10646","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum leptostachyum","(Schott) Engler",NA,"Nadruz, M.A.C.","Gomes, J.M.L.","1907","Brasil","Espírito Santo","Domingos Martins","Panelas.",NA,"2000","-40.6591987609863","-20.3633003234863","48150","auto","1993","05","23",NA,NA,"VIES010646","VIES010646","leptostachyum",NA,NA,"02","10",NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:08:42-03","UFES","VIES","4842","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum vellozianum","(Schott) Engl.",NA,"Nadruz, M.A.C.","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V. & Vinha, P.C.","2147","Brasil","Espírito Santo","Guarapari","Setiba.",NA,"1990","-40.5110015869141","-20.6580009460449","28401","auto","1990","07","26",NA,NA,"VIES004842","VIES004842","vellozianum",NA,NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:08:42-03","UFES","VIES","10819","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum vellozianum","(Schott) Engl.",NA,"Nadruz, M.A.C.","Dutra, R.L.S.; Assis, A.M.; Pereira, O.J. & Zambom, O.","137","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.",NA,"2000","-40.0722007751465","-19.3910999298096","48094","auto","1996","09","10",NA,NA,"VIES010819","VIES010819","vellozianum",NA,NA,"02","10",NA,NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:08:42-03","UFES","VIES","4842","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum vellozianum","(Schott) Engl.",NA,"Nadruz, M.A.C.","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V. & Vinha, P.C.","2147","Brasil","Espírito Santo","Guarapari","Setiba.",NA,"1990","-40.5110015869141","-20.6580009460449","28401","auto","1990","07","26",NA,NA,"VIES004842","VIES004842","vellozianum",NA,NA,"02","11",NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:08:42-03","UFES","VIES","10819","S","Plantae",NA,NA,NA,"Araceae","Anthurium","olfersianum","Anthurium olfersianum vellozianum","(Schott) Engl.",NA,"Nadruz, M.A.C.","Dutra, R.L.S.; Assis, A.M.; Pereira, O.J. & Zambom, O.","137","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.",NA,"2000","-40.0722007751465","-19.3910999298096","48094","auto","1996","09","10",NA,NA,"VIES010819","VIES010819","vellozianum",NA,NA,"02","10",NA,NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:08:42-03","UFES","VIES","38750","S","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld",NA,"Valadares, R.T.","Wandekoken, D.T.","33","Brasil","Espírito Santo","Vila Velha","Alagados do Vale Encantado.",NA,"2017","-40.356389","-20.38",NA,NA,"2014","10","13",NA,NA,"VIES038750","VIES038750",NA,NA,NA,"02","21","40º21'23''W","20º22'48''S",NA,NA,NA,NA,NA
"44","2020-04-27 16:08:42-03","UFES","VIES","38751","S","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld",NA,"Valadares, R.T.","Wandekoken, D.T.","34","Brasil","Espírito Santo","Vila Velha","Alagados do Vale Encantado.",NA,"2017","-40.356389","-20.38",NA,NA,"2014","10","13",NA,NA,"VIES038751","VIES038751",NA,NA,NA,"02","21","40º21'23''W","20º22'48''S",NA,NA,NA,NA,NA
"45","2019-12-06 19:29:12-03","UFES","VIES","40411","S","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld",NA,"R.T. Valadares","R.T. Valadares","1324","Brasil","Espírito Santo","Vila Velha","Alagados do Vale, Vale Encantado.",NA,"2015","-40.350278","-20.386667",NA,NA,"2015","02","01",NA,NA,"VIES040411","VIES040411",NA,NA,NA,NA,NA,"40º21'1''W","20º23'12''S",NA,NA,NA,NA,NA
"46","2020-04-27 16:08:42-03","UFES","VIES","16000","S","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld",NA,"Valadares, R.T.","Pereira, O.J.; Turma Florística 97/01","5989","Brasil","Espírito Santo","Anchieta","Área da C.A.F.",NA,"2012","-40.6455993652344","-20.8057994842529","28755","auto","1997","06","05",NA,NA,"VIES016000","VIES016000",NA,NA,NA,"07","24",NA,NA,NA,NA,NA,NA,NA
"47","2020-04-27 16:08:42-03","UFES","VIES","16007","S","Plantae",NA,NA,NA,"Araceae","Anthurium","parasiticum","Anthurium parasiticum","(Vell.) Stellfeld",NA,"Valadares, R.T.","Pereira, O.J.; Turma Florística 97/01","5978","Brasil","Espírito Santo","Anchieta","Área da C.A.F.",NA,"2012","-40.6455993652344","-20.8057994842529","28755","auto","1997","06","05",NA,NA,"VIES016007","VIES016007",NA,NA,NA,"07","24",NA,NA,NA,NA,NA,NA,NA
