"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","individualCount","relatedCatalogItem"
"11","2015-02-10 11:45:37-02","BM","SOLANACEAE_SOURCE_BR","69197","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Rodrigues, I.M.C.","2012","01","01","Bartolomeu, J.","1951","07","17","Brazil","São Paulo","Registro","Sítio N. S. da Vitória, Morro.","-47.84","-24.48","25922",NA,"auto","12997","Southern America",NA,"K000788479",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"12","2015-02-10 11:45:37-02","BM","SOLANACEAE_SOURCE_BR","69284","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Rodrigues, I.M.C.","2012","01","01","Hatschbach, G.; Guimarães, O.","1982","07","27","Brazil","Espírito Santo","Muniz Freire","Rod. BR-262.","-41.4131","-20.4642","30072","Arbusto 2 m; flor alva, nervuras vinosas.; Clareiras da mata pluvial.","auto","45171","Southern America",NA,NA,NA,"1000","1000","Dicotyledoneae",NA,NA,"5311797",NA,NA
"13","2015-02-10 11:45:37-02","BM","SOLANACEAE_SOURCE_BR","69164","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Rodrigues, I.M.C.","2012","01","01","Robert, A.","1903","01","01","Brazil","Espírito Santo",NA,"Engenheiro reed, 500m",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"K000788452",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"14","2015-02-10 11:45:37-02","BM","SOLANACEAE_SOURCE_BR","96269","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Rodrigues, I.M.C.","2013","01","01","Giacomin, L.L.; Machado, T.M.; Souza, F.S.","2011","02","10","Brazil","Espírito Santo","Divino de São Lourenço","Parque Nacional do Caparaó, trilha para Pedra Escorada","-41.762222","-20.555556",NA,"arbusto ereto; pétalas alvas com mancha marron na face adaxial, estames cinzentos; folhas muito pegajosas; em florest secondaria aberta",NA,"1249","Southern America",NA,NA,NA,"1066","1066","Dicotyledoneae","-41.762222","-20.555556","152284",NA,NA
"15","2020-11-04 11:19:52-03","ESALQ","ESA","12514","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witas.","Stehmann, J.R.",NA,NA,NA,"Souza, V.C. et al.","1990","07","08","Brasil","São Paulo","Ilhabela","Beira de mata","-45.3499984741211","-23.7700004577637","23719",NA,"auto","1939.0",NA,NA,"ESA012514","ESA012514",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:41:19-03","UNICAMP","UEC","177989","S","Plantae","Magnoliopsida",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Stehmann, JR","2019","07","10","Flores, TB; Kuntz-Galvão, J; Campos, OR","2012","10","22","Brazil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó - Intermediações do alojamento.","-41.820972","-20.502667",NA,"Arbusto, ca 2m de alt. Cálice verde, corola alva com pontuações roxas na parte interna, androceu alva com traços amarronzados. Botões e frutos imaturos verdes.",NA,"1420",NA,NA,"UEC082264","UEC082264",NA,NA,NA,"-41.820972","-20.502667",NA,NA,NA
"17","2021-03-01 16:41:19-03","UNICAMP","UEC","50411","S","Plantae","Magnoliopsida",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Barboza, GE","2003",NA,NA,"Brown Jr, KS","1988","11","05","Brazil","Rio de Janeiro","Casemiro de Abreu","Fazenda União, área de reserva (700 ha), 10 metros.",NA,NA,NA,"Planta de Ithomia spp (Ithomiinae). Arbustiva até 3 metros.; Em mata virgem, de brejo, domina alguns pontos.",NA,"20700",NA,NA,"UEC074365","UEC074365",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:41:19-03","UNICAMP","UEC","88246","S","Plantae","Magnoliopsida",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Barboza, GE","2003",NA,NA,"Bartolomeu, J","1951","07","17","Brazil","São Paulo",NA,"Próximo a Registro. Sítio N.S. da Vitoria.",NA,NA,NA,"Morro",NA,"s.n.",NA,NA,"UEC074367","UEC074367",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:41:19-03","UNICAMP","UEC","50339","S","Plantae","Magnoliopsida",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Barboza, GE","2003",NA,NA,"Brown Jr, KS","1988","11","19","Brazil","Rio de Janeiro","Macaé","Fazenda União, reserva Municipal Macaé (fronteira de Casemiro de Abreu)","-41.7868995666504","-22.3708000183105","47209","Veja 20.700. Arbustos, flores creme/verde, cálice no fruto branco.","auto","20955",NA,NA,"UEC074368","UEC074368",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:45:18-03","MBM","MBM","240010","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Souza, V.C.",NA,NA,NA,"Souza, V.C.; et al.; et al.",NA,NA,NA,"Brazil","São Paulo","Ilhabela","Ilha de São Sebastião","-45.3499984741211","-23.7700004577637","23719",NA,"auto","1939","Southern America",NA,"MBM240010","MBM240010",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:45:19-03","MBM","MBM","415119","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Aureliana","cuspidata","Aureliana cuspidata","(Witasek) I.M.C. Rodrigues & Stehmann","Stehmann, J.R.","2016","09","12","Stehmann, J.R.","2016","09","12","Brazil","Espírito Santo",NA,"Pedra Menina",NA,NA,NA,"Arbusto, ca. 2,5 m. Corola com manchas arroxeadas.; Na beira da estrada, na borda de fragmento de floresta estacional semidecidual perturbada.",NA,"6394","Southern America",NA,"MBM415119",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:41:33-03","UFMG","BHCB","76922","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"1157",NA,NA,"BHCB026474",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:33-03","UFMG","BHCB","36826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Bartolomeu, J","1951","07","17","Brasil","São Paulo",NA,"Registro, Sítio N.S. da Vitória. Morro. Próximo a Registro.",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"BHCB026476",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:33-03","UFMG","BHCB","115951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Stehmann, JR; Viana, PL; Zamberlan, PM","2007","10","24","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.885278","-23.652778",NA,"Planta viscosa, 1,5m de altura, em barranco de estrada, na borda da Floresta Ombrófila Densa. Frutos imaturos verdes, cálice muito ampliado, sépalas cordadas.",NA,"4812","Southern America",NA,"BHCB026603",NA,"861","861",NA,"-45.885278","-23.652778",NA,NA,NA
"25","2020-12-11 11:41:33-03","UFMG","BHCB","128887","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Stehmann, JR; Matos, LVS; Miranda, GM; Santos, JL; Moreira, NC","2009","03","21","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Floresta Estacional Semi-Decidual Secundária","-42.079083","-20.067667",NA,"Árvore, 3m de altura, no sub-bosque da Floresta Estacional (secundária); flor com pétalas de cor violeta com borda branca, frutos verdes.",NA,"6012","Southern America",NA,"BHCB001903","BHCB001903","1037","1037",NA,"-42.079083","-20.067667",NA,NA,NA
"26","2020-12-11 11:41:33-03","UFMG","BHCB","137611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Forzza, RC; Amorim, AMA; Paixão, JL; Gomes, LCJ","2008","07","20","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Floresta na beira da estrada para a localidade de Alegre. Floresta Ombrófila Densa Montana.","-40.481944","-20.3025",NA,"Arbusto na borda da mata, 1,8m alt. Flores com cálice verdes; corola alva com máculas roxas.",NA,"5260","Southern America",NA,"BHCB026321",NA,"500","500",NA,"-40.481944","-20.3025",NA,NA,NA
"27","2020-12-11 11:41:33-03","UFMG","BHCB","147108","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Venda, AKL; Forzza, RC; Stehmann, JR; Amorim, AMA","2010","12","03","Brasil","Minas Gerais","Alto Jequitibá","Parque Nacional do Caparaó, Estrada para Cachoeira Bonita.","-41.843222","-20.409264",NA,"Arbusto. Folhas verdes, cálice verde, fruto verde.",NA,"52","Southern America",NA,NA,NA,"1774","1774",NA,"-41.843222","-20.409264",NA,NA,NA
"28","2020-12-11 11:41:33-03","UFMG","BHCB","151137","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Leoni, LS","2008","06","29","Brasil","Espírito Santo",NA,"Pedra Menina, Parque Nacional do Caparaó",NA,NA,NA,"Arbusto, ca. 3,0-3,5m de altura; caule com nodulos de cor escura, ramos patentes, folhas com pubescência pegajosa, corola de cor clara com pigmento quase roxo.",NA,"7185","Southern America",NA,"BHCB026453",NA,"1300","1300",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:33-03","UFMG","BHCB","151142","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Leoni, LS; et al.","1995","09","29","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Parque Nacional, Vale Verde. do lado do córrego, abaixo do abrigo",NA,NA,NA,"Arbusto, com 25-30m de altura corola alvacenta com a base e o centro lilás escuro na parte interna",NA,"3073","Southern America",NA,"BHCB026452",NA,"1200","1200",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:33-03","UFMG","BHCB","152284","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Giacomin, LL; Machado, TM; Souza, FS","2011","02","10","Brasil","Espírito Santo","Divino de São Lourenço","Parque Nacional do caparaó, Trilha para Pedra Escorada","-41.76225","-20.555583",NA,"Arbusto ereto em floresta secundária aberta. Pétalas alvas com mancha marrom na face adaxial, estames cinzentos. Folhas muito pegajosas. Prensado em álcool.",NA,"1249","Southern America",NA,"BHCB026412",NA,"1066","1066",NA,"-41.76225","-20.555583",NA,NA,NA
"31","2020-12-11 11:41:33-03","UFMG","BHCB","169701","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2014","03",NA,"Dias, HM; Silva, AE; Castro, KC; Kunz, SH; Bruno, N","2012","06","12","Brasil","Espírito Santo","Ibitirama","Parque Nacional do Caparaó, Vale do Rio Santa Marta","-42.270556","-20.825278",NA,"Arvoreta, 4 m de altura, com botões imaturos. Folhas com muitos tricomas e oleaginosos, pegajosas.",NA,"750","Southern America",NA,"BHCB014148",NA,NA,NA,NA,"-42.270556","-20.825278",NA,NA,NA
"32","2020-12-11 11:41:33-03","UFMG","BHCB","182764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2016","09","12","Stehmann, JR","2016","09","12","Brasil","Espírito Santo","Pedra Menina",NA,"-41.801667","-20.548",NA,"Arbusto, ca. 2,5 m , na beira da estrada, na borda de fragmento de floresta estacional semidecidual perturbada. Corola com manchas arroxeadas.",NA,"6394","Southern America",NA,"BHCB039106",NA,"1093","1093",NA,"-41.801667","-20.548",NA,NA,NA
"33","2020-12-11 11:41:33-03","UFMG","BHCB","162217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2012","11","06","Gouvêa, YF; Stehmann, JR","2012","11","06","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha do Mirante","-42.091389","-20.071389",NA,"Arbusto ca. 2m.",NA,"35","Southern America",NA,"BHCB022262",NA,"1557","1557",NA,"-42.091389","-20.071389",NA,NA,NA
"34","2020-12-11 11:41:33-03","UFMG","BHCB","175533","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Falcão, BF; Moreira, SN; Rodrigues, IMC; Gouvêa, YF; Souza, JF","2013","09","23","Brasil","Minas Gerais","Simonésia","RPPN Mata do Sossego, Trilha das Hortências. Lado direito de quem sobe, clareira antes do mirante.","-42.0885","-20.068111",NA,"Árvore, ca. 3m. Corola branca com mácula roxas, cálice acrescente. Folhas pegajosas.; Floresta Estacional Semidecidual.",NA,"5","Southern America",NA,"BHCB020153",NA,"1540","1540",NA,"-42.0885","-20.068111",NA,NA,NA
"35","2020-12-11 11:41:33-03","UFMG","BHCB","190199","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Stehmann, JR; Barboza, G; Deanna, R","2018","04","02","Brasil","São Paulo","Salesópolis","de Salesópolis rumo a represa, ca. 20 km de Salesópolis","-46.889722","-23.626861",NA,"Barboza, G. 5011; Corola rosada com máculas purpúreas. Frutos glandular-pubescentes. Planta pegajosa.",NA,"6457","Southern America",NA,"BHCB190199",NA,"898","898",NA,"-46.889722","-23.626861",NA,NA,NA
"36","2020-12-11 11:41:33-03","UFMG","BHCB","153862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Sugiyama, M; Kirizawa, M; Lopes, EA","1984","04","17","Brasil","São Paulo","Paranapiacaba","Estação Biológica","-46.316667","-23.783333",NA,"Árvore 4m alt., folhas aveludadas, pétalas pintalgadas de roxo na face interna, picada 12.",NA,"490","Southern America",NA,"BHCB026409",NA,"750","900",NA,"-46.316667","-23.783333",NA,NA,NA
"37","2020-12-11 11:41:33-03","UFMG","BHCB","38701","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Sugiyama, M; Custódio Filho, A","1983","07","07","Brasil","São Paulo","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"Subarbusto 1,50m., pétalas brancas com face interna vinho, estames vinho",NA,"300","Southern America",NA,"BHCB001901","BHCB001901","890","950",NA,"-45.866667","-23.633333",NA,NA,NA
"38","2020-12-11 11:41:33-03","UFMG","BHCB","153876","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Guerra, TP; Kirizawa, M","1985","09","24","Brasil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacab","-46.5299987792969","-23.6599998474121","27258","Pétalas: roxo clara. Fruto: roxo escuro","auto","134","Southern America",NA,"BHCB026411",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:41:33-03","UFMG","BHCB","153872","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Guerra, TP; Kirizawa, M; Macedo, ICC; Sugiyama, M","1983","06","27","Brasil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacab","-46.5299987792969","-23.6599998474121","27258","Árvore ca. 2m alt., pétalas brancas com manchas.","auto","46","Southern America",NA,"BHCB026410",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:41:33-03","UFMG","BHCB","87679","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Demuner, V; Bausen, E; Pizziolo, W","2000","07","25","Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.4067001342773","-19.9325008392334","27186","Arbusto 3m, botões florais, flores com pétalas na face exterior esbranquiçadas, interior vinho. Sobre rocha, sombreado úmido.","auto","1252","Southern America",NA,"BHCB026323",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:41:33-03","UFMG","BHCB","30956","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Lombardi, JA","1995","09","29","Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, Vale Verde, às margens do córrego José Pedro","-41.9043998718262","-20.523099899292","15056","Levemente viscoso, folhas herbáceas, cálice verde, corola branca externamente e internamente nas margens, roxa no centro, estames esbranquiçados, filete e estigma verde, frutos imaturos verdes","auto","959","Southern America",NA,"BHCB026454",NA,"1970","2120",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:41:33-03","UFMG","BHCB","38700","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Mattos, J","1966","08","30","Brasil","São Paulo","Miracatu","Perto de Pedro Barros","-47.4599990844727","-24.2800006866455","43974","Numa capoeira. Arbusto de 1,5m de altura. Frutos imaturos","auto","13836","Southern America",NA,"BHCB026623",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:41:33-03","UFMG","BHCB","19445","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Leoni, LS","1989","08","25","Brasil","Minas Gerais","Carangola","Serra da Conceição, Interior da mata de encosta","-42.0293998718262","-20.7331008911133","21913","Arbusto, ereto e ramificado (2m.). Flores branco-esverdeadas com riscos vinhosos.","auto","s.n.","Southern America",NA,"BHCB026322",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:41:33-03","UFMG","BHCB","38699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,"2019","08","02","Bartolomeu, J","1951","07","17","Brasil","São Paulo","Registro","Sítio N.S. da Vitoria Morro. Ex. Universidade de S, Próximo a Registro","-47.8400001525879","-24.4799995422363","25922",NA,"auto","s.n.","Southern America",NA,"BHCB026475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2013-11-16 15:12:00-02","MO","MOBOT","2920368","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Izabella M.C.Rodrigues",NA,NA,NA,"Gert G. Hatschbach|O. V. Guimarães","1982","7","21","Brazil","Espírito Santo",NA,"Rod. BR-262 (mun. Muniz Freire)",NA,NA,NA,NA,NA,"Hatschbach 45171","South America",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,"1",NA
"46","2013-11-16 15:12:00-02","MO","MOBOT","2923457","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Izabella M.C.Rodrigues",NA,NA,NA,"Webster","1986","10","7","Brazil","São Paulo",NA,"Mun. Santo André, Reserva Biologica de Paranapiacaba, lower montane rain forest with cloud forest on upper ridges","-46.3333333","-23.7833333",NA,NA,NA,"Webster 25509","South America",NA,NA,NA,"700.00000000","850.00000000",NA,NA,NA,NA,"1",NA
"47","2020-07-10 09:49:25-03","MBML","MBML-HERBARIO","41432",NA,"Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","J.R. Stehmann/03-12-2010",NA,NA,NA,"A.K.L. Venda; R.C. Forzza, J.R. Stehmann & A.M. Amorim","2010","12","03","Brasil","Minas Gerais","Alto Jequitibá","Parque Nacional do Caparaó, Estrada para Cachoeira Bonita","-41.843333","-20.409167",NA,"Arbusto. Folhas verdes, cálice verde, fruto verde",NA,"52",NA,NA,"MBML041432",NA,"1774","1774",NA,"41W50'36","20S24'33",NA,NA,NA
