"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","relatedCatalogItem","infraspecificEpithet"
"11","2020-11-04 11:18:57-03","ESALQ","ESA","10158","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, D.C.","Moraes, P.L.R. et al.","23625.0","1990","10","18",NA,"Brasil","São Paulo","Souzas",NA,NA,NA,NA,NA,"ESA010158","ESA010158",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:18:57-03","ESALQ","ESA","53671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","Cham & Benth.","Oliveira, J.A.","Lucas, E.J. et al.","671.0","2006","11","24",NA,"Brasil","Minas Gerais","Faria Lemos",NA,"-42.0297012329102","-20.8083000183105",NA,NA,"ESA053671","ESA053671",NA,NA,"14353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:41:33-03","MN","R","212325","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Paiva, A.M.","Paiva, A.M.","496","2010","09","27",NA,"Brasil","Rio de Janeiro","Paty do Alferes","Alameda Palmares e Alameda Carioca","-43.4185981750488","-22.4286003112793",NA,NA,NA,NA,"800","800","18359","auto","2010","10","29",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:19:20-03","UFV","VIC","9793","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Vieira, M. .F.","et. al.","1986","10","07",NA,"Brasil","Minas Gerais","Araponga","Serra da Grama","-42.5208015441895","-20.6667003631592",NA,"Subarbusto de aproximadamente 1,5 metros de altura, flores com corola branco-amarelada.","VIC009793","VIC009793",NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:19:20-03","UFV","VIC","2740","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Kuhlmam, J. .Y.","s.n.","1935","06","02",NA,"Brasil","Minas Gerais","Viçosa","Estrada para São Miguel.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002740","VIC002740",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:19:20-03","UFV","VIC","1024","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,NA,"s.n.","1931","01","23",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC001024","VIC001024",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:44:40-03","UFJF","CESJ","64950","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","J.A. Oliveira","E.J. Lucas; F.F. Mazine; L.S. Leoni; N.A. Brummitt; O.R. Campos; T.B. Flores; L.V.S. Jennin","671","2006","11","24","América do Sul","Brasil","Minas Gerais","Faria Lemos","Fazenda Fortaleza","-43.336111","-20.538333",NA,"Arbusto de ca. 1,5m, flores alvas. Floresta Ombrófila Densa.","CESJ064950",NA,"730","730",NA,NA,"2012","09",NA,"-43.336111","-20.538333",NA,NA,NA,NA,NA
"18","2021-03-01 16:40:16-03","UNICAMP","UEC","170515","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Silveira, MF","Garcia, LC","162","2008","10","17",NA,"Brazil","São Paulo","Campinas","Condomínio Colinas do Atibaia, Mata Ribeirão Cachoeira.","-47.550233","-23.3923",NA,"Arbusto de 2 m, flores brancas e frutos pretos.; Mata Atlântica. Floresta Estacional Semidecídua.","UEC010213","UEC010213","711","711",NA,NA,NA,NA,NA,"-47.550233","-23.3923",NA,NA,NA,NA,NA
"19","2021-03-01 16:40:16-03","UNICAMP","UEC","195456","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, DC","Bruniera, CP; et al.","698","2012","03","27",NA,"Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Trilha dos Três Picos.","-44.614389","-22.43375",NA,"Arbusto ca. 4m alt. Folhas cartáceas, discolores, venação não evidente. Frutos verde escuros.; Floresta montana.","UEC132238","UEC132238","1078","1078",NA,NA,"2014",NA,NA,"-44.614389","-22.43375",NA,NA,NA,NA,NA
"20","2021-03-01 16:40:16-03","UNICAMP","UEC","175564","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Lucas, EJ; Leoni, BS; Brummitt, NA; Campos, OR; et al.","671","2006","11","24",NA,"Brazil","Minas Gerais","Faria Lemos","Fazenda Fortaleza.","-42.0297012329102","-20.8083000183105",NA,"Arbusto de c. 1,5m, flores alvas.&nf;20º 31'78''s ; 42º 7' 97''w.&nf;Alt.: 730m.; Floresta Ombrófila densa.","UEC021363","UEC021363",NA,NA,"14353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:40:16-03","UNICAMP","UEC","64719","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Silva, MF","Bernacci, LC","25849","1990","11","15",NA,"Brazil","São Paulo","Campinas","Faz. São Vicente, mata mesófila semidecídua.","-47.060001373291","-22.8999996185303",NA,"Arbusto ca.2m de alt., frutos imaturos, ou em maturação alaranjados. Interior da mata.","UEC116361","UEC116361",NA,NA,"23900","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:40:16-03","UNICAMP","UEC","97688","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Silva, MF","Santos, K","203","1997","02","25",NA,"Brazil","São Paulo","Campinas","Sub-distrito de Sousas. Floresta estacional semidecidual.","-47.060001373291","-22.8999996185303",NA,"Interior de mata. Arvoreta, 3m de altura, PAP 14cm. Flores brancas, frutos imaturos verdes e maduros avermelhados.","UEC117478","UEC117478",NA,NA,"23900","auto","2009","11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-22 16:24:34-03","UFPB","JPB","56062","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca","Standl.",NA,"Conrado, R","60",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Cabo Frio","Buzios, entre as praias das Focas e do forno.","-42.0186004638672","-22.8794002532959",NA,"; DESC: Ramos pálido descolor inflorescencia c/ flores brancas e frutos verdes cerca de 3cm.","JPB0056062",NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:57:31-03","UFOP","OUPR","27240","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Messias, M.C.T.B.","Ramos, M.B.C.","159","2013","03","18",NA,"Brasil","Minas Gerais","Ouro Branco","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB. Mata Ripária","-43.675539","-20.491619",NA,"Arbusto, fruto esférico escuro",NA,NA,"1249","1249",NA,NA,NA,NA,NA,"-43.675539","-20.491619",NA,NA,NA,NA,NA
"25","2019-11-06 09:57:31-03","UFOP","OUPR","25978","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Bruniera, C.P.","Badini, J.","s.n.","1982","11","05",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,"Arbusto, flores brancas. Mata úmida.",NA,NA,NA,NA,"44599","auto","2012","01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:43:57-03","MBM","MBM","397022","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Gomes, M.","Prata, E.M.B.","s.n.","2008","02","28","Southern America","Brazil","São Paulo","Ubatuba","Picinguaba, Margem do Rio da Fazenda","-45.0699996948242","-23.4300003051758",NA,"Planta arbustiva com 2,8 m de altura, frutos amarelados.; Floresta Ombrófila Densa de Terras Baixas.","MBM397022","MBM397022",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:41:06-03","UFMG","BHCB","54435","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","hypomalaca","Rudgea hypomalaca","Standl.",NA,"Badini, J","3161","1937","10",NA,"Southern America","Brasil","Minas Gerais","Ouro Preto","Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbusto; Capoeira","BHCB000407","BHCB000407",NA,NA,"44599","auto","1940",NA,NA,NA,NA,NA,"Syntypus",NA,NA,NA
"28","2020-12-11 11:41:08-03","UFMG","BHCB","39734","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:08-03","UFMG","BHCB","85101","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Salino, A; Mota, RC da; Mota, NFO; Melo, PHA de","9021","2003","10","04","Southern America","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, a ca. 14Km da sede de Bandeira; na divisa com a Bahia. Floresta Ombrófila Densa Submontana;","-40.516611","-15.805194",NA,"Arvoreta de 3 m. de altura, na borda de mata, flores brancas com aroma adocicado . Coordenadas originais: 15º48'18,7S; 40º30'59,8W",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.516611","-15.805194",NA,NA,NA,NA,NA
"30","2020-12-11 11:41:08-03","UFMG","BHCB","86476","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5752","2004","03","01","Southern America","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, ca. de 14 km da sede de Bandeira; na divisa com a Bahia;","-40.514639","-15.81175",NA,"Interior e margem de mata, e margem de estrada. Árvore, ca. 5 m, folhas coriáceas, flores carnosas, brancas. Coordenadas originais: 15º48'42,3-18,7S; 40º30'52,7-59,8W",NA,NA,"662","777",NA,NA,NA,NA,NA,"-40.514639","-15.81175",NA,NA,NA,NA,NA
"31","2020-12-11 11:41:08-03","UFMG","BHCB","67141","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.",NA,"Mota, RC da","943","2000","10","08","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em mata semidecídua; arbusto.",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:21:37-03","UFPR","UPCB","76356","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi, D.","Amorim, A.M.A.","7598","2008","07","20",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Localidade de Alegre. Trilha do Pau-Oco. Floresta Estacional Semidecidual. Elev. 600m.","-40.4199981689453","-20.2639007568359",NA,"Arbusto no sub-bosque. Frutos imaturos verdes.",NA,NA,NA,NA,"18507","auto","2014","05",NA,"-40519","-20291",NA,NA,NA,NA,NA
"33","2013-11-12 05:43:00-02","MO","MOBOT","100296778","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","Zappi","Eve J. Lucas","Lucas 671","2006","11","24","South America","Brazil","Minas Gerais","Faria Lemos","Fazenda Fortalez.","-42.0297012329102","-20.8083000183105",NA,NA,NA,NA,"730.00000000",NA,"14353","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3075262","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi","Howard S. Irwin","Irwin 34292","1972","1","16","South America","Brazil","Goiás",NA,"Serra dos Pireneus, ca 20 km E of Pirenopolis. Slope forest.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-17 11:34:00-03","MO","MOBOT","3234450","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.M. Taylor","W. Wayt Thomas","Thomas 13654","2004","1","30","South America","Brazil","Minas Gerais",NA,"Mun. Bandeiras. Fazenda Boi Rajado, 5.9 km E of Macarani-Bandeiras road on farm road ca. 12 km N of Bandeiras (at Fazenda Canada). Montane humid forest.","-40.51805","-15.80638",NA,NA,NA,NA,"830.00000000","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-12-13 21:57:00-02","MO","MOBOT","3236224","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C. M. Taylor (MO)","F. Tolêdo|J.R. Stehmann|Pedro I.S. Braga","Tolêdo s.n.","1991",NA,NA,"South America","Brazil","Minas Gerais",NA,"Caratinga","-42.1391666","-19.7897222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-03-10 18:51:00-03","MO","MOBOT","3236292","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C. M. Taylor (MO)","Maria L. Kawasaki|Renato de Mello-Silva|Alessandro Rapini","Kawasaki 1340","1997","5","22","South America","Brazil","Minas Gerais",NA,"Santa Bárbara; Serra do Caraça. Trilha na mata de encosta (com Vanillosmopsis) em direção ao Campo de Fora","-43.49444","-20.105",NA,NA,NA,NA,"1350.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-03-17 16:41:00-03","MO","MOBOT","3236863","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.P. Bruniera (SPFR)","Jacquelyn A. Kallunki|José R. Pirani|J.B. Fernandes","Kallunki 729","1995","4","23","South America","Brazil","Espírito Santo","Guaçuí","Fazenda Oliveira, ca. 20 km S of Guacuí on BR-484, road to São José do Calçado.","-41.6833333","-20.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2012-12-27 12:27:00-02","MO","MOBOT","3239217","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.P. Bruniera (SPFR)","A. Salino","Salino 9021","2003","10","4","South America","Brazil","Minas Gerais","Bandeira","Mata do Boi Rajado, a ca. 14 Km da sede de Bandeira, na divisa com a Bahia. Floresta Ombrófila Densa Submontana.","-40.5163889","-15.8052778",NA,NA,NA,NA,"620.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2020-09-03 19:37:20-03","MBML","MBML-HERBARIO","24192",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","aff. nodosa","Rudgea aff. nodosa","(Cham.) Benth.","D. Zappi/Out.2009","L. Kollmann; et al","7834","2005","06","12",NA,"Brasil","Espírito Santo","Itarana","Alto Limoeiro","-40.833333","-19.966667",NA,"Arbusto 2m na sombra, frutos laranjas.","MBML024192",NA,NA,NA,NA,NA,NA,NA,NA,"40W50'","19S58'",NA,NA,NA,NA,NA
"41","2020-07-10 09:49:12-03","MBML","MBML-HERBARIO","32769",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","aff. nodosa","Rudgea aff. nodosa","(Cham.) Benth.","D. Zappi/Out.-2009","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1373","2006","09","07",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, propr.: Zequinha","-40.812778","-18.871389",NA,"Arbusto 3m de alt. Frutos verdes. Mata.","MBML032769",NA,"400","400",NA,NA,NA,NA,NA,"40W48'46","18S52'17",NA,NA,NA,NA,NA
"42","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","10009",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi/Nov.-1999","L. Kollmann; E. Bausen & W. Pizziolo","2456","1999","04","13",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio Nove","-40.645833","-19.981944",NA,"Mata de encosta. Arbusto 4m. Flores brancas.","MBML010009",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'45","19S58'55",NA,NA,NA,NA,NA
"43","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","26815",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.P. Bruniera/28-03-2011","V. Demuner; L.F.S. Magnago, M. Belizário, Elias Bausen","1723","2006","01","19",NA,"Brasil","Espírito Santo","Marilândia","Liberdade (Água.Viva, Pedra do Cruzeiro), Prop.: Aguilar A. Lovucini","-40.551111","-19.348333",NA,"Rupícola frutos verdes. Interior de mata pedregosa na base de afloramentos rochosos (Gruta a base da mata).","MBML026815",NA,"150","150",NA,NA,NA,NA,NA,"40W33'4","19S20'54",NA,NA,NA,NA,NA
"44","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","27090",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.P. Bruniera/28-03-2011","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2474","2006","06","08",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, prop.: Zequinha","-40.812778","-18.871389",NA,"Arvoreta 4m, frutos laranja. Fundo de vale.","MBML027090",NA,"400","400",NA,NA,NA,NA,NA,"40W48'46","18S52'17",NA,NA,NA,NA,NA
"45","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","30193",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","C.P. Bruniera/28-03-2011","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","4020","2007","05","19",NA,"Brasil","Espírito Santo","Águia Branca","Águas Claras, propr.: Zequinha","-40.812778","-18.871389",NA,"Arbusto 3m flores brancas, frutos laranja. Interior de mata.","MBML030193",NA,"350","350",NA,NA,NA,NA,NA,"40W48'46","18S52'17",NA,NA,NA,NA,NA
"46","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","32804",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","nodosa","Rudgea nodosa","(Cham.) Benth.","D. Zappi/Out.-2009","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1437","2006","09","27",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Reinaldo Bautz","-40.534722","-19.3325",NA,"Arvoreta 5m de alt. Frutos imaturos verdes e brancos. Mata alterada.","MBML032804",NA,"400","400",NA,NA,NA,NA,NA,"40W32'5","19S19'57",NA,NA,NA,NA,NA
