"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"11","2020-02-08 08:51:43-03","NBC","NL-BOTANY","L.1821323","PreservedSpecimen","Plantae","Compositae","Stevia","leptophylla","Stevia leptophylla","Pedersen TM",NA,"1965","12","18","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1821323 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1821323",NA,"Asterales","Sch.Bip. ex Baker",NA,NA,NA,"By the Piraretá waterfall near Piribuy Dep. La Cordillera.",NA,NA,"NL-L1821323",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:51:43-03","NBC","NL-BOTANY","L.1821324","PreservedSpecimen","Plantae","Compositae","Stevia","leptophylla","Stevia leptophylla","Fiebrig K",NA,"1903","02","03","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1821324 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1821324",NA,"Asterales","Sch.Bip. ex Baker",NA,NA,NA,"Tobati: Serrania nördlich van Tal des-Y-agui-guazú.",NA,NA,"NL-L1821324",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:51:43-03","NBC","NL-BOTANY","U.1138266","PreservedSpecimen","Plantae","Compositae","Stevia","leptophylla","Stevia leptophylla","Lindeman JC; Haas JH de",NA,"1966","03","02","Southern America","Brazil",NA,NA,"Moist, rocky, mossy campo near rivulet.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1138266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1138266",NA,"Asterales","Sch.Bip. ex Baker","Barroso GM","Paraná",NA,"Est. Paraná. Bank of Rio 5 Reis near Jaguariaíva.",NA,NA,"NL-U1138266",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0094558",NA,NA,NA,NA,NA
"14","2020-11-04 11:02:12-03","ESALQ","ESA","16067","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M. ; Poliquesi C.B.","1132.0","1992","05","13",NA,"Brasil",NA,NA,NA,"ESA016067","Magnoliophyta",NA,"Schl. Bip. ex Baker","Nakajima, J.N.","Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797","ESA016067",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:02:12-03","ESALQ","ESA","8799","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1991","02","08",NA,"Brasil",NA,NA,NA,"ESA008799","Magnoliophyta",NA,"Schl. Bip. ex Baker","Nakajima, J.N.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA008799",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:02:12-03","ESALQ","ESA","20423","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","434.0","1995","02","12",NA,"Brasil",NA,NA,"Subarbusto. flores brancas","ESA020423","Magnoliophyta",NA,NA,"Nakajima, J.N.","São Paulo","Itararé","Fazenda São Nicolau. Campo. Borda de encosta. ca 35 Km de Itararé em direção a Bonsucesso de Itararé.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"2017",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:02:12-03","ESALQ","ESA","8788","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Scaramuzza, C.A.M. ; Souza, V.C.","66.0","1989","04","09",NA,"Brasil",NA,NA,NA,"ESA008788","Magnoliophyta",NA,NA,"Nakajima, J.N.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"2017",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:02:12-03","ESALQ","ESA","40320","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","241.0","1997","12","16",NA,"Brasil",NA,NA,"Erva de 15 cm. Caule arroxeado. Flores brancas.","ESA040320","Magnoliophyta",NA,"Schultz-Bip ex Baker","Nakajima, J.N.","São Paulo","Bom Sucesso de Itararé","Fazenda Santa Maria do Espinho e Saco Grande - Bom Sucesso de Itararé. Campo, beira do rio.","-491.535","-241.614","ESA040320",NA,NA,NA,NA,"-491,535","-241,614",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:02:12-03","ESALQ","ESA","25590","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Souza, V.C.; Miyagi, P.H.; Souza, J.P.; Scalon, V.R.","8618.0","1995","05","28",NA,"Brasil",NA,NA,NA,"ESA025590","Magnoliophyta",NA,NA,"Nakajima, J.N.","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,"2017",NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:02:12-03","ESALQ","ESA","26552","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Souza, V.C. et al.","2246.0","1993","02","13",NA,"Brasil",NA,NA,NA,"ESA026552","Magnoliophyta",NA,"Schl. Bip. ex Baker","Nakajima, J.N.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026552",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:02:12-03","ESALQ","ESA","9136","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Souza, V.C. et al.","2310.0","1993","02","14",NA,"Brasil",NA,NA,NA,"ESA009136","Magnoliophyta",NA,"Schl. Bip. ex Baker","Nakajima, J.N.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA009136",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:00:58-03","JBP","HPL","11396","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","H. Lorenzi","6489","2008","05","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Sch. Bip. ex Baker","V.C. Souza","SP","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum; originário de Itararé-SP, nativa em campos.","-47.29","-22.77",NA,NA,NA,"2011","01",NA,NA,"8440","auto",NA,NA,"25",NA,NA,NA,NA
"23","2019-02-15 11:34:33-02","IPA","IPA","59187","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1132","1992","05","13","Southern America","Brasil",NA,NA,"Campo limpo, capítulo lilás.","IPA0059187","Plantae",NA,"Sch. Bip. ex Baker","Robinson, H.","Paraná","Lapa","Volta Grande.","-49.7158012390137","-25.7696990966797","IPA0059187",NA,NA,"1994",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:28:00-03","IAP","PACA-AGP","33690","PreservedSpecimen","Plantae","Compositae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G.",NA,"1946","02","16",NA,"Brasil",NA,NA,"det. rev.: J. N. Nakajima 041991 Habitat: in campestribus paludosis Fenofase: flor","PACA033690","Magnoliophyta","Asterales","Sch. Bip. ex Baker","Emrich-Rambo","PR",NA,NA,NA,NA,NA,NA,NA,"1954","07",NA,NA,NA,NA,"Magnoliatae",NA,"09",NA,NA,NA,NA
"25","2020-12-20 21:16:02-03","UFV","VIC","26071","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Barbosa, E.; et al.","481","2000","04","20",NA,"Brasil",NA,NA,"Sublenhosa, c.a. de 60 cm de altura; capítulo alvacento.","VIC026071",NA,NA,"Sch. Bip. ex Baker","Ribas, O.S.","Paraná","Palmeira","Rio Lajeado, Campo limpo, seco.","-50.0064010620117","-25.4293994903564","VIC026071",NA,NA,"2000",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0028696","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J. M. Silva; C. B. Poliquesi","1132","1992","5","13",NA,"Brazil",NA,NA,"Capitulo lilás.",NA,"Magnoliophyta","Asterales","Sch.Bip. ex Baker","H. Robinson","Parana",NA,"Volta Grande (Mun. Lapa).","-49.7178","-25.7658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057890","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J. M. Silva; O. S. Ribas, C. A. B. Garcia","4762","2006","5","19",NA,"Brazil",NA,NA,"Erva, capítulo lilás.",NA,"Magnoliophyta","Asterales","Sch.Bip. ex Baker","J. N. Nakajima","Parana",NA,"Colônia Augusta (Mun. Lapa).","-49.7178","-25.7658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:32:14-03","UFJF","CESJ","31890","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J.M. Silva; C.B. Poliquesi","1132","1992","05","13","América do Sul","Brasil",NA,NA,"Campo limpo; capítulo lilás.","CESJ031890","Angiosperma",NA,"Sch. Bip. ex Baker","H.Robinson","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,NA,"1994",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:32:14-03","UFJF","CESJ","61832","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J.M. Silva; O.S. Ribas; C.A.B.Garcia","4762","2006","05","19","América do Sul","Brasil",NA,NA,"Erva, capítulo lilás. Solo rochoso, campo limpo.","CESJ061832","Angiosperma",NA,"Sch. Bip. ex Baker","J.N. Nakajima","Paraná","Lapa","Colônia Augusta","-49.7158012390137","-25.7696990966797",NA,NA,NA,"2009",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:32:14-03","UFJF","CESJ","33235","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","E. Barbosa; J. Cordeiro; R.H.Peres","481","2000","04","20","América do Sul","Brasil",NA,NA,"Sublenhosa, 60 cm, capítulo alvacento. Campo limpo, seco.","CESJ033235","Angiosperma",NA,"Sch. Bip. ex Baker","O.S. Ribas","Paraná","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2000",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:25:19-03","UNICAMP","UEC","89350","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Cervi, AC","4093","1993","04","22",NA,"Brazil",NA,NA,"Erva ereta de flores alvas.; Beira do rio.","UEC130478","Magnoliopsida",NA,"Sch.Bip. ex Baker","Cervi, AC","Paraná",NA,"Rio dos Papagaios",NA,NA,"UEC130478",NA,NA,"1997","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:06:42-03","UNICAMP","UEC","112277","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R","111","2000","03",NA,NA,"Brazil",NA,NA,NA,"UEC012232","Magnoliopsida",NA,"Sch.Bip. ex Baker","Nakajima, JN","São Paulo",NA,"Divisa Itapeva - Itararé Rodovia 258, Margem do rio Verde.",NA,NA,"UEC012232",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:25:19-03","UNICAMP","UEC","23422","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Shepherd, GJ; Andrade, JB","6151","1977","11","05",NA,"Brazil",NA,NA,"Erva até 30 cm. Capítulos brancos.","UEC130473","Magnoliopsida",NA,"Sch.Bip. ex Baker","Nakajima, JN","Paraná",NA,"Entre Ponta Grossa e Itararé, km 203. Em Campo, Alt 1100m.",NA,NA,"UEC130473",NA,NA,"1991","04",NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"34","2021-03-01 16:25:19-03","UNICAMP","UEC","75961","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, JM; Poliquesi, CB","1132","1992","05","13",NA,"Brazil",NA,NA,"Cápitulo lilás.","UEC130475","Magnoliopsida",NA,"Sch.Bip. ex Baker","Robinson, H","Paraná","Lapa","Volta Grande. Campo Limpo.","-49.7158012390137","-25.7696990966797","UEC130475",NA,NA,"1994",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:25:19-03","UNICAMP","UEC","63439","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, OS; Ruas, PM","503","1993","02","11",NA,"Brazil",NA,NA,"Flores alvas.","UEC130477","Magnoliopsida",NA,"Sch.Bip. ex Baker","Hatschbach, G","Paraná","Palmeira","Recanto dos papagaios. Locais úmidos, na borda dos lajeados de pedra (região de campo) .","-50.0064010620117","-25.4293994903564","UEC130477",NA,NA,"1993",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:25:19-03","UNICAMP","UEC","23424","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Hatschbach, G","26640","1971","04","11",NA,"Brazil",NA,NA,"Erva capítulos alvos.","UEC130474","Magnoliopsida",NA,"Sch.Bip. ex Baker","Nakajima, JN","Paraná","Palmeira","Rio Papagaios, campo, locais pedregosos umidos.","-50.0064010620117","-25.4293994903564","UEC130474",NA,NA,"1991","04",NA,NA,"35166","auto",NA,NA,"09",NA,NA,NA,NA
"37","2021-03-01 16:25:19-03","UNICAMP","UEC","76291","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Souza, VC; Miyage, PH; Souza, JP; Scalon, VR","8618","1995","05","28",NA,"Brazil",NA,NA,"Erva até 20cm alt. Flores alvas.","UEC130476","Magnoliopsida",NA,"Sch.Bip. ex Baker","Nakajima, JN","São Paulo","Itapeva","Estação ecológica de Itapeva. Campo arenoso.","-48.8699989318848","-23.9799995422363","UEC130476",NA,NA,"1997","03",NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:51:11-03","UCS","HUCS","35844","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.","4762","2006","05","19",NA,"Brasil",NA,NA,"Herbario MBM; Solo rochoso, campo limpo",NA,"Angiospermae","Asterales","Sch.Bip. ex Baker","Nakajima, J.N.","Paraná","Lapa","Colônia Augusta","-49.7158012390137","-25.7696990966797",NA,NA,NA,"2009",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-16 17:51:11-03","UCS","HUCS","28179","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Wasum, R.A.","3793","2006","05","01",NA,"Brasil",NA,NA,"Entre rochedos",NA,"Angiospermae","Asterales","Sch.Bip. ex Baker","Robinson, H.","Paraná","Lapa","Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,"2006","07",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-10 08:20:56-03","UTFPR","HCF","30500","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","F. Marinero","654","2018","04","17",NA,"Brasil",NA,NA,"subarbusto 30 cm. Flores lilases. Estepe gramíneo-lenhosa.",NA,NA,NA,"Sch. Bip. ex Baker","F. Marinero","PR","Castro","Propriedade particular","-50.148889","-24.776111",NA,"1170","1170","2019","10","50°08'56 W","24°46'34 S",NA,NA,NA,NA,"17",NA,NA,NA,NA
"41","2019-08-16 08:38:39-03","UTFPR","HCF","14512","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","E.L. Siqueira","1014","2014","05","18",NA,"Brasil",NA,NA,"erva ca. 0,10 m, heliófita, rupícola. Capítulos alvos.",NA,NA,NA,"Sch. Bip. ex Baker","J. Cordeiro","PR","Tibagi","Sítio Sete Quedas","-50.254278","-24.581167",NA,"1038","1038","2015",NA,"50°15'15,4 W","24°34'52,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:38:39-03","UTFPR","HCF","19957","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","J.M. Silva","4762","2006","05","19",NA,"Brasil",NA,NA,"erva, capítulo lilás. Solo rochoso, campo limpo.",NA,NA,NA,"Sch. Bip. ex Baker","J.N. Nakajima","PR","Lapa","Colônia Augusta","-49.7158012390137","-25.7696990966797",NA,NA,NA,"2009",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-16 08:38:39-03","UTFPR","HCF","1626","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","M.G. Caxambu","690","2004","11","07",NA,"Brasil",NA,NA,"herbácea, ereta, com material fértil no ápice dos ramos.",NA,NA,NA,"Sch. Bip. ex Baker","J. Cordeiro & E. Barboza","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2005","05",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:38:39-03","UTFPR","HCF","3537","S","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","M.G. Caxambu","1076","2006","02","28",NA,"Brasil",NA,NA,"herbácea ca. 0,20 m, folhas aciculiformes e flores brancas. Solo húmico.",NA,NA,NA,"Sch. Bip. ex Baker","M.G. Caxambu","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2006","11",NA,NA,"35166","auto",NA,NA,"13",NA,NA,NA,NA
"45","2020-12-21 16:17:21-03","MBM","MBM","150970","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Ribas, O.S.; Ruas, P.M.; Ruas, P.M.","461","1992","01","17","Southern America","Brazil",NA,NA,NA,"MBM150970",NA,NA,"Sch. Bip. ex Baker","Hatschbach, G.","Paraná","Balsa Nova","Recanto dos Papagaios","-49.6356010437012","-25.5839004516602","MBM150970",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:17:21-03","MBM","MBM","10273","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Lindeman, J.; et al.; et al.","1443","1966","03","03","Southern America","Brazil",NA,NA,NA,"MBM010273",NA,NA,"Sch. Bip. ex Baker",NA,"Paraná","Jaguariaíva","Laje do Cinco Reis","-49.7057991027832","-24.2511005401611","MBM010273",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:17:23-03","MBM","MBM","318453","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Ribas, O.S.; Garcia, C.A.B.; Ribas, O.S.; Garcia, C.A.B.","4762","2006","05","19","Southern America","Brazil",NA,NA,"Erva, capítulo lilás. Solo rochoso; campo limpo","MBM318453",NA,NA,"Sch. Bip. ex Baker","Nakajima, J.","Paraná","Lapa","Colônia Augusta","-49.7158012390137","-25.7696990966797","MBM318453",NA,NA,"2009","09",NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:17:23-03","MBM","MBM","153521","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","1132","1992","05","13","Southern America","Brazil",NA,NA,NA,"MBM153521",NA,NA,"Sch. Bip. ex Baker","Robinson, H.","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797","MBM153521",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:17:23-03","MBM","MBM","405292","PreservedSpecimen","Plantae","Asteraceae","Stevia","leptophylla","Stevia leptophylla","Lozano, E.D.; Felitto, G.; Saridakis, D.P.; Felitto, G.; Saridakis, D.P.","1224","2013","02","22","Southern America","Brazil",NA,NA,"Subarbusto, 30 cm, flor rosa claro, afloramento rochoso.; Campos Gerais.","MBM405292",NA,NA,"Sch. Bip. ex Baker","Lozano, E.D.","Paraná","Palmeira","Fazenda Capão das Almas","-49.838056","-25.293056","MBM405292",NA,NA,"2016",NA,"-49.838056","-25.293056",NA,NA,NA,NA,NA,NA,NA,NA,NA
