"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","class","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"13","2021-03-15 16:37:00-03","NY","NYBG","01318255","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","M. Reginato","M. Reginato","2007","09","26","Brazil","Paraná","Campina Grande do Sul","Pico Paraná.","-48.844524","-25.232705",NA,NA,NA,NA,"NY01318255","NY01318255_01",NA,NA,NA,"775","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727720' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","522143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","G. G. Hatschbach","1966","10","19","Brazil","Paraná","Palmas","Santa Barbara","-51.9906","-26.4844",NA,NA,NA,NA,"NY00522143","NY00522143_01",NA,NA,NA,"15012","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409854' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","685440","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","R. Goldenberg","R. Goldenberg","2005","10","24","Brazil","Paraná","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553","-25.3058",NA,NA,"1450","1450","NY00685440",NA,NA,NA,NA,"793","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894873' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","522152","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","L. B. Smith","1957","01","16","Brazil","Santa Catarina","Sao Joaquim","Source of Rio Capivaras, Serra do Oratório, 10 km east of Bom Jardim da Serra (Cambajuva)","-49.9317","-28.2942",NA,NA,"1200","1200","NY00522152","NY00522152_01",NA,NA,NA,"10158","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409847' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","522140","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","R. A. Wasum","1986","11","08","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-49.947905","-29.057588",NA,NA,"1050","1050","NY00522140","NY00522140_01",NA,NA,NA,"2267","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409858' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","522151","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","R. Reitz","1962","10","28","Brazil","Santa Catarina","Caçador","Fazenda dos Carneiros","-51.0147","-26.7756",NA,NA,"1100","1100","NY00522151","NY00522151_01",NA,NA,NA,"13756","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409853' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","522153","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","L. B. Smith","1956","12","21","Brazil","Santa Catarina","Caçador","15 km northeast of Caçdor","-50.8937821","-26.6857956",NA,NA,"950","1100","NY00522153","NY00522153_01",NA,NA,NA,"8986","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409848' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","522144","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","G. G. Hatschbach","1967","10","05","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-48.829656","-25.241299",NA,NA,"1950","1950","NY00522144","NY00522144_01",NA,NA,NA,"17327","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409855' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","522141","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","R. A. Wasum","1986","10","25","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-49.947905","-29.057588",NA,NA,"1050","1050","NY00522141","NY00522141_01",NA,NA,NA,"2118","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409857' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","522148","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","L. B. Smith","1971","11","29","Brazil","Santa Catarina","Lebon Régis","Brookbank, 1 km south of Sao Sebastiao","-50.6953","-26.9292",NA,NA,NA,NA,"NY00522148","NY00522148_01",NA,NA,NA,"15516","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409856' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","522147","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","G. G. Hatschbach","G. G. Hatschbach","1969","09","25","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo","-49.0553","-25.3058",NA,NA,"1600","1600","NY00522147","NY00522147_01",NA,NA,NA,"22231","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409862' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","522137","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","O. dos S. Ribas","J. M. Silva","1996","09","07","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, subida ao Pico Paraná","-49.0553","-25.3058",NA,NA,"1400","1400","NY00522137","NY00522137_01",NA,NA,NA,"1703","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409846' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","522155","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","L. B. Smith","1957","09","05","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2656","-26.1925",NA,NA,"1400","1400","NY00522155","NY00522155_01",NA,NA,NA,"4783","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409850' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","522149","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","G. G. Hatschbach","G. G. Hatschbach","1969","09","25","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo","-49.0553","-25.3058",NA,NA,"1600","1600","NY00522149","NY00522149_01",NA,NA,NA,"22231","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409863' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","522154","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","L. B. Smith","1957","10","24","Brazil","Santa Catarina","Sao José","Serra da Boa Vista, Sao José","-48.6272","-27.6156",NA,NA,"1200","1200","NY00522154","NY00522154_01",NA,NA,NA,"5419","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409849' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","522156","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","J. J. Wurdack","B. Rambo","1951","11","05","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Taimbezinho p. S. Francisco de Paula","-50.63711","-28.650038",NA,NA,NA,NA,"NY00522156","NY00522156_01",NA,NA,NA,"51361","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409851' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","29975","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Silva, H.L.","2006","08","22","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"BOTU029975",NA,NA,NA,NA,"671",NA,NA,NA,"Arbusto de mais ou menos 1,6 m de altura, folhas simples e bem verdes, inflorescências amarela, branca e vinho, flores miúdas; Coleção: Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","11793","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Sobral, M.","Sobral, M.","1983","12",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,NA,NA,"9999","9999",NA,NA,"BOTU011793",NA,"1983",NA,NA,"2642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-20 14:40:39-03","UPM","MACK","3371","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"L. F. Balieiro","2017","09","16","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,"HMACK00003371-L.F.Balieiro2-16/9/2017,ParqueEstadualdoJuquery,FrancodaRocha,SP,Brasil",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"12135","auto",NA,NA,NA,NA,NA
"32","2019-12-04 15:25:25-03","PUCPR","HUCP","20219","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade, A. DC.","Selusniaki, M","Selusniaki, M","2008","12","16","Brasil","Paraná","Campina Grande do Sul","Morro Itapiroca","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP0001358",NA,NA,NA,NA,"2736",NA,NA,NA,NA,"Eudicotiledonea",NA,"55154","auto",NA,NA,NA,NA,NA
"33","2019-12-04 15:25:25-03","PUCPR","HUCP","22506","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade, A. DC.",NA,"Gonçalves, DS","2008","09","30","Brasil","Paraná","Palmas","Refúgio de Vida Silvestre","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"HUCP00013685","HUCP00013685",NA,NA,NA,"s.n.",NA,NA,NA,NA,"Eudicotiledonea",NA,"46666","auto",NA,NA,NA,NA,NA
"34","2019-12-04 15:25:25-03","PUCPR","HUCP","17031","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade, A. DC.","Hatschbach, GG","Hatschbach, GG","2004","06","20","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"HUCP00013599","HUCP00013599",NA,NA,NA,"78265",NA,NA,NA,NA,"Eudicotiledonea",NA,"42598","auto",NA,NA,NA,NA,NA
"35","2021-03-02 16:29:05-03","CPAN-UFMS","COR","10413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Hatschbach, G.","Cordeiro, J.; Silva, J. M.; Barbosa, E. & Ribas, O. S.","1999","12","28","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri, próximo à torre de rádio","-49.2655982971191","-26.1924991607666",NA,NA,"1300","1300",NA,NA,NA,NA,NA,"1713",NA,NA,NA,"Arbusto com 2m de altura; fruto preto Habito: Arbusto",NA,NA,"37493","auto",NA,NA,NA,NA,NA
"36","2019-11-25 16:51:05-03","UFBA","ALCB","034187","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Hatschbach, G","Silva, JM; Cordeiro, J; Poliquesi, CB","1997","09","18","Brasil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.183333","-25.916667","-49.183333","-25.916667",NA,NA,"ALCB069749",NA,"1997",NA,NA,"1999","Southern America",NA,NA,"2m de altura; flor alva; anteras amarelas. Campo de altitude àbeira de córrego.","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:04:17-03","NBC","NL-BOTANY","L.2550757","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Hatschbach GG","1966","10","19","Brazil",NA,NA,"Parana, Palmas, Sta. Barbara.",NA,NA,NA,NA,NA,NA,"NL-L2550757","NL-L2550757",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:04:17-03","NBC","NL-BOTANY","L.2550758","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Hatschbach GG","1966","10","18","Brazil",NA,NA,"Rio Lageado (mun.Gal. Carneiro) Parana.",NA,NA,NA,NA,NA,NA,"NL-L2550758","NL-L2550758",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:04:17-03","NBC","NL-BOTANY","L.2550759","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Hatschbach GG","1967","10","05","Brazil",NA,NA,"Paraná, Campina Grande Sul, Pico Caratuva.",NA,NA,NA,NA,NA,NA,"NL-L2550759","NL-L2550759",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 10:04:17-03","NBC","NL-BOTANY","L.2550760","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Reitz R; Klein RM","1958","09","18","Brazil",NA,NA,"Serra do Oratório, bom Jardim, São Joaquim.",NA,NA,NA,NA,NA,NA,"NL-L2550760","NL-L2550760",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 10:04:17-03","NBC","NL-BOTANY","L.3904677","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade",NA,"Wasum R; et al.","1998","11","22","Brazil",NA,NA,"RS - Mun. Cambará do Sul - Estr. p/ Fortaleza.",NA,NA,NA,NA,NA,NA,"NL-L3904677","NL-L3904677",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3904677 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-11-04 11:13:38-03","ESALQ","ESA","106804","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi",NA,"Meyer, F.S.","Romão, G.O. ; Dantas, A.P.T.","1905","06","28","Brasil","Paraná","Campina Grande do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8Km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha, 1700-1850m.s.m.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"ESA106804","ESA106804","1905","07","05","1553.0",NA,NA,NA,"Arbusto 1m alt.; corola branca, estames amarelos.","Magnoliophyta",NA,"55154","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:13:38-03","ESALQ","ESA","36186","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Ribas, O.S.","Silva, J.M. et al.","1996","09","07","Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"ESA036186","ESA036186","1997","01","01","1703.0",NA,NA,NA,NA,"Magnoliophyta",NA,"55154","auto",NA,NA,NA,NA,NA
"44","2020-11-04 11:13:38-03","ESALQ","ESA","39793","PreservedSpecimen","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Hatschbach, G.","Silva, J.M. et al.","1997","09","18","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"ESA039793","ESA039793","1997","01","01","1999.0",NA,NA,NA,NA,"Magnoliophyta",NA,"25228","auto",NA,NA,NA,NA,NA
"45","2015-07-02 14:02:58-03","JBP","HPL","5316","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","R. Goldenberg","H. Lorenzi","2005","10","14","Brasil","SC","Rancho Queimado","Coletado no Alto da Serra da Boa Vista, em área úmida, em grotas.","-49.0217","-27.6725",NA,NA,NA,NA,NA,NA,"2008","06","03","5710",NA,NA,NA,NA,NA,NA,"17361","auto",NA,NA,NA,NA,NA
"46","2019-02-15 11:45:47-02","IPA","IPA","87630","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Barbosa, E.","Costa, E.F.; Barbosa, E.; Cordeiro, J.; Barbosa, E.; Cordeiro, J.","2010","08","26","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"1400","1400","IPA0087630",NA,"2010",NA,NA,"122","Southern America",NA,NA,"Subarbusto 90cm; flores amarelas.; CAmpo de altitude.","Plantae",NA,"37493","auto",NA,NA,NA,NA,NA
"47","2019-02-15 11:45:47-02","IPA","IPA","20726","S","Plantae","Melastomataceae","Miconia","ramboi","Miconia ramboi","Brade","Irgang, B.","Andrade-Lima","1969","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"IPA0020726",NA,"1969",NA,NA,"69-5511","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA
