"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount"
"27","2020-11-04 11:20:00-03","ESALQ","ESA","99555","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii",NA,"Santos, A.P.M.","Milla, A.P.","101.0","2003","08","22","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"ESA099555","ESA099555","2004","02","19",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:00-03","ESALQ","ESA","99554","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii",NA,"Santos, A.P.M.","Milla, A.P.","85.0","2003","06","26","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"ESA099554","ESA099554","2004","02","19",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:20:00-03","ESALQ","ESA","99556","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii",NA,NA,"Santos, A.P.M.","288.0",NA,NA,NA,"Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"ESA099556","ESA099556",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:20:00-03","ESALQ","ESA","26234","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Stehmann, J.R.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8852.0","1995","08","19","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,"ESA026234","ESA026234","2010","02","23","Estrada Itararé - Bom Sucesso de Itararé. Descida da serra entre a Pedreira Cobastalco e Bom Sucesso de Itararé. Mata perturbada.",NA,NA,"Árvore, 6m alt.; corola verde-clara.","Magnoliophyta",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:20:00-03","ESALQ","ESA","99550","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii",NA,"Santos, A.P.M.","Milla, A.P.","96.0","2003","07","08","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"ESA099550","ESA099550","2004","02","19",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:00-03","ESALQ","ESA","40712","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taubert","Rodrigues, R.R.","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","73.0","1997","12","11","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424","-49,160,833","-24,274,444","ESA040712",NA,NA,NA,NA,"Estrada Itararé -Bom Sucesso. Floresta Estacional Aluvial",NA,NA,"Frutos secos, brancos.","Magnoliophyta",NA,NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:04:20-03","JBP","HPL","10408","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii",NA,"R. Tsuji","R. Tsuji & A. Campos-Rocha","2288","2007","10","19","Brasil","PR","Irati","-50.6511","-25.4672",NA,NA,NA,NA,"2007","10","19","Coletado nas proximidades da Rodovia Guarapuava-Irati.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:04:20-03","JBP","HPL","9444","S","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","R. Tsuji","R. Tsuji","2155","2007","09","13","Brasil","PR","Lapa","-49.7158","-25.7697",NA,NA,NA,NA,"2008","11","10","Coletado nas proximidades do município de Lapa, em borda de rodovia (ca. 5-10,0km da divisa com Antônio Olinto-PR),",NA,NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-19 08:08:26-03","FPS","FPS","2265","MachineObservation","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski, P.","Schwirkowski, P.","1727","2016","05","26","Brasil","Santa Catarina","São Bento do Sul","-49.306505","-26.341356","-49.306505","-26.341356","FPS02265,FUEL015132,FURB51833","FPS02265_v01 FPS02265_v02 FPS02265_v03 FPS02265_v04 FPS02265_v05 FPS02265_v06 FPS02265_v07 FPS02265_v08 FPS02265_v09 FURB51833","2016","05","26","Rio Natal. Ao longo da estrada de ferro, antes da igreja de Rio Natal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 51833, FUEL 54754",NA,NA,NA,NA
"36","2019-12-19 08:15:32-03","FPS","FPS","3294","MachineObservation","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski, P.","Schwirkowski, P.","2720","2018","03","24","Brasil","Santa Catarina","São Bento do Sul","-49.303748","-26.34687","-49.303748","-26.34687","FPS03294,FURB59221","FPS03294_v01 FPS03294_v02 FPS03294_v03 FPS03294_v04 FURB59221","2018","03","24","Rio Natal. Linha férrea, próximo à igreja de Rio Natal",NA,NA,"<ll>dwc_commonname:</ll> Peroba-d'água",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 59221",NA,NA,NA,NA
"37","2019-12-19 08:15:32-03","FPS","FPS","887","MachineObservation","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Stehmann, J.R.","Schwirkowski, P.","1149","2015","06","04","Brasil","Santa Catarina","São Bento do Sul","-49.311265","-26.341096","-49.311265","-26.341096","FPS00887,FURB48522","FPS00887_v01 FPS00887_v02 FPS00887_v03 FPS00887_v04 FPS00887_v05 FPS00887_v06 FURB48522","2016","04","20","Rio Natal. Trilhos, Rabo do Macaco.",NA,NA,"<ll>dwc_commonname:</ll> Peroba-d'água",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 48522",NA,NA,NA,NA
"38","2019-12-19 08:15:32-03","FPS","FPS","1396","MachineObservation","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Schwirkowski, P.","Schwirkowski, P.",NA,"2013","09","23","Brasil","Santa Catarina","São Bento do Sul","-49.312692","-26.324471","-49.312692","-26.324471","FPS01396","FPS01396_v01 FPS01396_v02 FPS01396_v03 FPS01396_v04 FPS01396_v05 FPS01396_v06","2013","09","23","Rio Natal, Trilhos próx. à CEPA",NA,NA,"<ll>dwc_commonname:</ll> Peroba-d'água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-09-13 08:41:40-03","IAP","PACA-AGP","69350","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","G. Hatschbach","Hatschbach, G.","51480","1987","10","06","Brasil","PR","Mandirituba","-49.326099395752","-25.7789001464844",NA,NA,"PACA069350",NA,"1988",NA,NA,"Rod. BR - 116, Quatro Pinheiros.",NA,NA,"Árvore 8m, flor verde pálido. Região da Araucária. Fenofase: flor","Magnoliophyta","Solanales",NA,NA,"20385","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"40","2019-09-13 08:41:40-03","IAP","PACA-AGP","105092","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Jagmin & Sobral","Jagmin, N.",NA,"1997","07","30",NA,NA,NA,NA,NA,NA,NA,"PACA105092",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 831&nf;Altura: 13m; Circunferência: 0,47cm; Fuste: 2,60cm.","Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"41","2019-09-13 08:41:40-03","IAP","PACA-AGP","116385","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Korte, A.","Korte & Kniess","3159","2010","05","07","Brasil","SC","Pouso Redondo","-50.041667","-27.270556","50º02'30''W","27º16'14''S","PACA116385",NA,"2010","05","28","Alto Pombinhas","475","475","estágio inicial; IFFSC - 1/457/florística/arbórea; fruto com fruto Habitat: interior do fragmento Hábito: arbórea Ecossistema: floresta ombrófila densa","Magnoliophyta","Solanales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"42","2019-09-13 08:41:40-03","IAP","PACA-AGP","105240","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sobral, M.","Jagmin, N.",NA,"1998","07","23","Brasil","RS","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"PACA105240",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 877&nf;Altura: 14,80m; Circunferência: 86cm; Fuste: 5,50m.","Magnoliophyta","Solanales",NA,NA,"18075","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"43","2019-09-13 08:41:40-03","IAP","PACA-AGP","104795","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","Sobral, M.","Jagmin, N.",NA,"1995","11","21","Brasil","RS","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,"PACA104795",NA,NA,NA,NA,NA,NA,NA,"Xiloteca nº 715&nf;Altura: 14m; Circunferência: 1,10cm; Fuste: 7m.","Magnoliophyta","Solanales",NA,NA,"18635","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:19:29-03","UFV","VIC","014074","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.",NA,"Mota, A L P; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC014074",NA,NA,NA,NA,"Flora do Vale do Rio Araguari",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:19:29-03","UFV","VIC","013407","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.",NA,"Mota, A L P; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013407",NA,NA,NA,NA,"Flora do Vale do Rio Araguari",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:19:29-03","UFV","VIC","013414","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.",NA,"Mota, A L P; et al.","s.n.","1991","07","03","Brasil","Minas Gerais","Araguari","-48.187198638916","-18.6471996307373",NA,NA,"VIC013414","VIC013414",NA,NA,NA,"Flora do Vale do Rio Araguari",NA,NA,"Casca lisa esverdeada, lenticelada, alburno bege, casca interna bege, botões florais verdes, folhas pubescentes em ambas páginas.",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"47","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050952","PreservedSpecimen","Plantae","Solanaceae","Sessea","regnellii","Sessea regnellii","Taub.","G. Hatschbach","G. Hatschbach; J. M. Silva & J. M. Cruz","68271","1998","9","2","Brazil","Parana",NA,"-49.9333","-24.5167",NA,NA,NA,NA,NA,NA,NA,"Joaquim Murtinho (Mun. Pirai do Sul).",NA,NA,"Árvore, 5m, flor creme esverdeada.","Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
