"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","580051","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata multicostata","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"R. Reitz","1954","09","30","Brazil","Santa Catarina","Luis Alves","Braço Joaquim, Luis Alves.","-48.941177","-26.748537",NA,NA,"300","300","NY00580051",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491640' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"2130","South America","sheet","multicostata",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1039380","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"M. C. Souza","2003","09","30","Brazil","Rio de Janeiro","Rio de Janeiro","Ilha de Guratiba. Sítio Roberto Burle Marx (IPHAN), próximo ao atelier novo.","-43.2075","-22.9028",NA,NA,NA,NA,"NY01039380","NY01039380_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485723' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"280","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","884932","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","J. M. A. Braga",NA,NA,NA,"J. M. A. Braga","2003","11","13","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Municipal Ecológico da Prainha, entre o Mirante do Cruzeiro do Sul e o Morro dos Caetés.","-43.2075","-22.9031",NA,NA,"300","300","NY00884932","NY00884932_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969578' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"7270","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","580050","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","M. L. Kawasaki",NA,NA,NA,"G. F. Arbocz","1994","08","04","Brazil","São Paulo",NA,"Ribeirao Grande. Fazenda Intervales, base Sao Pedro. Caminho entre Sao Pedro e Limao pela estrada velha.",NA,NA,NA,NA,NA,NA,"NY00580050","NY00580050_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709768' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"561","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","884933","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","J. M. A. Braga",NA,NA,NA,"J. M. A. Braga","2003","11","13","Brazil","Rio de Janeiro","Rio de Janeiro","Parque Municipal Ecológico da Prainha, entre o Mirante do Cruzeiro do Sul e o Morro dos Caetés.","-43.2075","-22.9031",NA,NA,"300","300","NY00884933","NY00884933_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969581' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"7270","South America","separate fruit",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","580053","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata multicostata","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"L. B. Smith","1956","11","12","Brazil","Santa Catarina","Ibirama","Horto Florestal, Ibirama.","-49.5178","-27.0569",NA,NA,"450","700","NY00580053","NY00580053_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=491639' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","paratype","7553","South America","sheet","multicostata",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","580048","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","1967","10","20","Brazil","Paraná","Guaraqueçaba","Rio do Cedro.","-48.3289","-25.3069",NA,NA,"50","50","NY00580048","NY00580048_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118150' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"17521","South America","sheet","octocostata",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","580049","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","1967","10","20","Brazil","Paraná","Guaraqueçaba","Rio do Cedro.","-48.3289","-25.3069",NA,NA,"50","50","NY00580049","NY00580049_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118151' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"17521","South America","sheet","octocostata",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","404966","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand",NA,NA,NA,NA,"R. Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco do Sul",NA,NA,NA,NA,"100","100","NY00404966","NY00404966_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=204516' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","isotype","5646","South America","sheet","octocostata",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","580048","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand","C. M. D. E. Legrand",NA,NA,NA,"G. G. Hatschbach","1967","10","20","Brazil","Paraná","Guaraqueçaba","Rio do Cedro.","-48.3289","-25.3069",NA,NA,"50","50","NY00580048","NY00580048_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118150' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,"17521","South America","sheet","octocostata",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:20:23-03","UFRJ","RFA","25763","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","G. M. Barroso","2001","08","01","F. M. de B. Pereira","2000","11","05","Brasil","Rio de Janeiro","São José do Vale do Rio Preto","Sítio Beira Mar- Poço fundo.","-42.888611","-22.173611","42º53'19''W","22º10'25''S","677","677","RFA42045",NA,"Árvore, 4 m de altura, 29 cm de DAP, folha verde, flor branca, fruto vinho, rara no local.",NA,NA,NA,"31/49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:20:23-03","UFRJ","RFA","30040","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","Giaretta. A.",NA,NA,NA,"Flavio Britto","2002","01","11","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice.","-44.176389","-22.860278","44º10'35''W","22º51'37''S","680","680","RFA42046",NA,"Arbórea, 11 m de altura, folha verde, fruto amarelo com semente branca, comum no local.",NA,NA,NA,"08/141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:36-03","UFRJ","RFA","15789","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","M. Sobral","2001",NA,NA,"P. Occhioni","1974","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, próximo a Barreira do Soberbo","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"RFA13639",NA,"Arbusto de 5 m de altura, fruto vermelho",NA,NA,NA,"6535",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"24","2020-06-29 11:31:36-03","UFRJ","RFA","18440","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata multicostata",NA,"G. Hatschbach",NA,NA,NA,"P. Pelanda","1974","10","30","Brasil","Paraná","Morretes","Estrada Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"RFA46506",NA,"Árvore de 25 m, frutos alaranjados",NA,NA,NA,NA,NA,NA,"multicostata","30514","auto",NA,NA,NA,NA,NA
"25","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508748","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1956","08","03","Brazil","Santa Catarina",NA,"Plantas de Santa Catarina. Pilões, Palhoça. Mata.","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L2508748","NL-L2508748","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1958","10","16","Brazil",NA,NA,"Plantas de Santa Catarina. Alto Matador, Rio do Sul. Mata.",NA,NA,NA,NA,NA,NA,"NL-L2508750","NL-L2508750","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508751","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1960","01","29","Brazil",NA,NA,"Plantas de Santa Catarina. Garapuvu, Vista Alegre, Sombrio. Mata.",NA,NA,NA,NA,NA,NA,"NL-L2508751","NL-L2508751","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U 0294111","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1956","08","03","Brazil","Santa Catarina",NA,"Plantas de Santa Catarina. Pilões, Palhoça. Mata.","-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0294111",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","Uw7012",NA,NA,NA
"29","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1442352","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1956","08","03","Brazil",NA,NA,"Plantas da Santa Catarina, Piloes, Palhoca. Mata, Arvore.",NA,NA,NA,NA,NA,NA,"NL-U1442352","NL-U1442352","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:06:19-03","NBC","NL-BOTANY","WAG.1115505","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata multicostata",NA,NA,NA,NA,NA,"Hatschbach GG","1974","08","27","Brazil",NA,NA,"Estr. Graciosa, Grota Funda(mun.Morretes) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1115505","NL-WAG1115505","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,"multicostata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508752","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1967","10","20","Brazil",NA,NA,"Paraná. Guaraquegaba. Rio do cedro.",NA,NA,NA,NA,NA,NA,"NL-L2508752","NL-L2508752","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,"octocostata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508753","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1957","11","07","Brazil",NA,NA,"Plantas de Santa Catarina. Três Barras, Garuva, S. Francisco do Sul. Mata.",NA,NA,NA,NA,NA,NA,"NL-L2508753","NL-L2508753","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,"octocostata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508752","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1967","10","20","Brazil",NA,NA,"Paraná. Guaraquegaba. Rio do cedro.",NA,NA,NA,NA,NA,NA,"NL-L2508752","NL-L2508752","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,"octocostata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:06:19-03","NBC","NL-BOTANY","L.2508753","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata octocostata","D.Legrand",NA,NA,NA,NA,"Reitz R; Klein RM","1957","11","07","Brazil",NA,NA,"Plantas de Santa Catarina. Três Barras, Garuva, S. Francisco do Sul. Mata.",NA,NA,NA,NA,NA,NA,"NL-L2508753","NL-L2508753","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"Southern America",NA,"octocostata",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-11-04 11:14:34-03","ESALQ","ESA","37186","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"Silva, S.J.G. et al.","1990","09","21","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA037186","ESA037186",NA,"Magnoliophyta",NA,NA,"42.0",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","99562","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata",NA,"Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","2004","01","14","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA099562","ESA099562",NA,"Magnoliophyta",NA,NA,"5005.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","52014","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D. Legrand",NA,NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","ESA052014","ESA052014","em clareira","Magnoliophyta",NA,NA,"445.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","31485","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand","Sobral, M.",NA,NA,NA,"Jarenkow, J.A. ; Waechter, J.L.","1990","11","05","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ESA031485","ESA031485",NA,"Magnoliophyta",NA,NA,"1799.0",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","109442","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata",NA,NA,NA,NA,NA,"Duart+M114424e, A.R.",NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109442","ESA109442",NA,"Magnoliophyta",NA,NA,"518.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA
"40","2016-02-02 14:38:41-02","BGBM","B","B 10 0248506","S","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1956","08","16","Brazil",NA,NA,"Santa Catarina; horto florestal I.N.P., Ibirama; Hab. mata.",NA,NA,NA,NA,"450","450","B100248506","B100248506","Plantas de Santa Catarina - Brasil <a href=http://herbarium.bgbm.org/object/B100248506 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"paratype","3.601/HBR 24.780","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-02-02 14:38:41-02","BGBM","B","B 10 0249416","S","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata","D.Legrand",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1958","09","11","Brazil",NA,NA,"Serra do Matador, Rio do Sul; mata.",NA,NA,NA,NA,"550","550","B100249416","B100249416","Plantas de Santa Catarina - Brasil <a href=http://herbarium.bgbm.org/object/B100249416 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,"paratype","7065/HBR 24780","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:31:21-03","IAP","PACA-AGP","67473","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata var. multicostata","D. Legrand","C. D. Legrand","1967",NA,NA,"R. M. Klein","1967","08","23","Brasil","SC","Florianópolis","Morro Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,"250","250","PACA067473",NA,"30m de altura e flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales",NA,"7549",NA,NA,"var. multicostata","27000","auto","Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:31:21-03","IAP","PACA-AGP","67474","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata var. multicostata","D. Legrand","C. D. Legrand","1967",NA,NA,"Klein & Bresolin","1967","09","29","Brasil","SC","Florianópolis","Saco Grande","-48.5491981506348","-27.596700668335",NA,NA,"300","300","PACA067474",NA,"25m de altura e flores brancas. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales",NA,"7595",NA,NA,"var. multicostata","27000","auto","Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:31:21-03","IAP","PACA-AGP","66865","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multicostata","Eugenia multicostata var. multicostata","D. Legrand","C. D. Legrand","1967",NA,NA,"Reitz & Klein","1967","03","08","Brasil","SC","Ilhota","Parque Bot. do Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,"500","500","PACA066865",NA,"15m de altura e fruto imaturo verde. Habitat: mata Hábito: árvore","Magnoliophyta","Myrtales",NA,"18030",NA,NA,"var. multicostata","18275","auto","Magnoliatae",NA,NA,NA,NA
