"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","stateProvince","typeStatus","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"13","2016-10-28 15:25:00-02","NY","NYBG","1030733","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"B. Rambo","J. M. de Rezende","2002","10","15","Brazil","Brasília","Paranoá. Mata do ribeirão São Bernardo. Área de influência da AHE Queimado.","-47.3239","-16.0506",NA,NA,"930","930","NY01030733","NY01030733_01","584","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121127' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1030735","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","F. A. Barkley","P. Clausen","1838",NA,NA,"Brazil",NA,"Bom",NA,NA,NA,NA,NA,NA,"NY01030735","NY01030735_01","88","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121146' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 15:25:00-02","NY","NYBG","1030738","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,NA,"L. Riedel","1824",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY01030738","NY01030738_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121153' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-28 15:25:00-02","NY","NYBG","1030744","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","P. E. Gibbs","1977","07","20","Brazil",NA,"Estrada entre Rio Brilhante e Maracaju, ca. 30 Km. ao Oeste de Rio Brilhante.",NA,NA,NA,NA,NA,NA,"NY01030744","NY01030744_01","5340","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121164' target='other'> <mi>dwc_moreinfo</mi></a>","Mato Grosso do Sul",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1030773","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. T. Prance","E. P. Heringer","1956","09","20","Brazil","Paraopeba","Hôrto Florestal de Paraopeba.","-44.4042","-19.2744",NA,NA,NA,NA,"NY01030773","NY01030773_01","9384","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121298' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1030743","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. G. Hatschbach","G. G. Hatschbach","1970","08","09","Brazil","Rio Brilhante","Rodr. Br. 267","-54.5464","-21.8019",NA,NA,NA,NA,"NY01030743","NY01030743_01","24540","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121162' target='other'> <mi>dwc_moreinfo</mi></a>","Mato Grosso do Sul",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1030759","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. T. Prance","H. S. Irwin","1971","01","17","Brazil","Caeté","Serra do Espinhaço, ca. 34 km E. of Belo Horizonte, road (BR-31) to Roças Novas","-43.65505","-19.77555",NA,NA,"1500","1500","NY01030759","NY01030759_01","30625","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121226' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 14:59:00-02","NY","NYBG","437866","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"M. Sobral","M. Sobral","1983","03",NA,"Brazil","Dom Pedrito","Serrinha, Dom Pedrito.","-54.6731","-30.9831",NA,NA,NA,NA,"NY00437866","NY00437866_01","1562","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16782' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Grande do Sul",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1030737","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","F. A. Barkley","P. Clausen","1838",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY01030737","NY01030737_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121152' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 15:25:00-02","NY","NYBG","1030739","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","L. Riedel","1831",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY01030739","NY01030739_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121155' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-28 15:25:00-02","NY","NYBG","1030746","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","E. T. Neto","1990","08","29","Brazil",NA,"Est. Ecol. UFMG, Belo Horizonte, 1a estação de coleta, Trilha C",NA,NA,NA,NA,NA,NA,"NY01030746","NY01030746_01","130","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121169' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-07 11:38:00-02","NY","NYBG","01081366","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"M. Sobral","M. Sobral","1984","11","14","Brazil","Uruguaiana","Arroio Caiboate","-57.0881","-29.7547",NA,NA,NA,NA,"NY01081366","NY01081366_01","3311","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225297' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Grande do Sul",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1030734","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","F. A. Barkley","P. Clausen","1838",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY01030734","NY01030734_01","475","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121145' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-28 13:47:00-02","NY","NYBG","1018369","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"D. Sasaki","D. Sasaki","2003","08","24","Brazil","Pedregulho","Parque Estadual das Furnas do Bom Jesus.","-47.4194","-20.1972",NA,NA,"900","900","NY01018369","NY01018369_01","680","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258857' target='other'> <mi>dwc_moreinfo</mi></a>","São Paulo",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01093182","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","A. Schinini","T. M. Pedersen","1997","04","11","Brazil","Sao Borja","BR-267 beyween Nhu Porã & Encruzilhada.","-56.0042","-28.6608",NA,NA,NA,NA,"NY01093182","NY01093182_01","16303","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230167' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Grande do Sul",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-10-28 15:24:00-02","NY","NYBG","1030767","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"B. A. S. Pereira","V. V. Mecenas","1991","10","31","Brazil","Brasília","Área de Proteção Ambiental (APA) de Cafuringa. Faz. Palestina. Faz. Palestina. Parcela II; 12° de inclinação.","-48.17","-15.52",NA,NA,"790","790","NY01030767","NY01030767_01","9","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121278' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1030757","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. T. Prance","H. S. Irwin","1969","01","15","Brazil",NA,"Serra do Espinhaço, ca. 28 km S.W. of Diamantina on road to Gouveia","-43.70265","-18.4234",NA,NA,"1300","1300","NY01030757","NY01030757_01","22007","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121220' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-01 14:59:00-02","NY","NYBG","437868","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","R. Reitz","1965","12","16","Brazil","Guarapuava","Fazenda 3 Capoes.","-51.4581","-25.3956",NA,NA,"1000","1000","NY00437868","NY00437868_01","17777","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16795' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-10-28 15:24:00-02","NY","NYBG","1030761","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","J. R. Stehmann","1986","10","17","Brazil",NA,"Serra-do-Salitre",NA,NA,NA,NA,NA,NA,"NY01030761","NY01030761_01","15410","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121246' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-10-28 15:25:00-02","NY","NYBG","1030754","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"H. L. de M. Barreto","G. M. Magalhaes","1940","09","16","Brazil","Lima Duarte","Fazenda do Tanque - Serra da Ibitipoca","-43.7931","-21.8428",NA,NA,NA,NA,"NY01030754","NY01030754_01","398","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121191' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 14:59:00-02","NY","NYBG","437867","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","J. P. P. Carauta","1984","08","15","Brazil","Nova Friburgo","Parque das Magnólias, em Olaria.","-42.5308","-22.2819",NA,NA,NA,NA,"NY00437867","NY00437867_01","4858","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16792' target='other'> <mi>dwc_moreinfo</mi></a>","Rio de Janeiro",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-10-28 15:24:00-02","NY","NYBG","1030764","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","B. A. S. Pereira","1992","07","23","Brazil","Brasília","APA de Cafuringa. Fazenda Palestina; à margem esquerda do rio do Sal e nos fundos da fazenda Palestina.","-47.9294","-15.7797",NA,NA,NA,NA,"NY01030764","NY01030764_01","2139","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121269' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1030741","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.",NA,"A. F. Regnell",NA,NA,NA,"Brazil","Caldas",NA,"-46.3858","-21.9236",NA,NA,NA,NA,"NY01030741","NY01030741_01","II:63","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121159' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","632022","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.",NA,"W. Ganev","1993","07","24","Brazil","Rio do Pires","Beira do Riacho da Forquilha","-42.48","-13.9",NA,NA,"1500","1500","NY00632022","NY00632022_01","1941","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16786' target='other'> <mi>dwc_moreinfo</mi></a>","Bahia",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1030771","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","G. T. Prance","E. P. Heringer","1961","09","02","Brazil","Brasília","Hôrto do Guará, Brasília","-47.9294","-15.7797",NA,NA,NA,NA,"NY01030771","NY01030771_01","8637/831","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121293' target='other'> <mi>dwc_moreinfo</mi></a>","Distrito Federal",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-10-28 15:25:00-02","NY","NYBG","1030747","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"E. T. Neto","E. T. Neto","1996","09","25","Brazil",NA,"Nova Ponte",NA,NA,NA,NA,NA,NA,"NY01030747","NY01030747_01","2131","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121173' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-10-28 15:24:00-02","NY","NYBG","1030769","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. de D. Muñoz","E. P. Heringer","1959","09","05","Brazil",NA,"Fazenda das Pindaibas",NA,NA,NA,NA,NA,NA,"NY01030769","NY01030769_01","7191","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121288' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-28 13:38:00-02","NY","NYBG","1039142","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. R. Pirani","R. C. Forzza","2005","07","13","Brazil",NA,"Bonfinópolis de Minas. MG 181, entrada a direita a 140 km do trevo da BR 040.","-46.0356","-16.7153",NA,NA,"745",NA,"NY01039142","NY01039142_01","4029","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482034' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-10-28 15:25:00-02","NY","NYBG","1030749","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","J. A. Lombardi","1996","09","26","Brazil",NA,"Sete Lagoas, área da EMBRAPA",NA,NA,NA,NA,NA,NA,"NY01030749","NY01030749_01","1365","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121181' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1030736","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides","(Vell.) Engl.","F. A. Barkley","P. Clausen",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY01030736","NY01030736_01","8","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1121151' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-11-07 11:37:00-02","NY","NYBG","01068215","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides",NA,"J. D. Mitchell","G. Pereira-Silva","2002","03","27","Brazil","Unaí","Cerca de 1 km á montante do eixo da barragem. Margem direita do Rio Arrependido. Area de influência da UHE Queimado","-47.2778","-16.2119",NA,NA,"810","810","NY01068215","NY01068215_01","6313","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222097' target='other'> <mi>dwc_moreinfo</mi></a>","Minas Gerais",NA,"Magnoliophyta","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","437893","PreservedSpecimen","Plantae","Anacardiaceae","Lithraea","molleoides","Lithraea molleoides brasiliensis","L.Marchand","F. A. Barkley","G. Jönsson","1914","10","12","Brazil",NA,"Trancheira.",NA,NA,NA,NA,NA,NA,"NY00437893","NY00437893_01","1112a","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=373585' target='other'> <mi>dwc_moreinfo</mi></a>","Paraná",NA,"Magnoliophyta","Sapindales","brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
