"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"2368","2019-11-21 10:04:30-03","IBt","SP","311373","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Harley, RM; Souza, VC","1991","12","19","Brasil","Bahia","Abaíra","Estrada nova Abaíra-Catolés. Cerrado/carrasco.","-41.666667","-13.233333","-41.666667","-13.233333","Arbusto 2m alt.",NA,NA,NA,NA,"50118",NA,NA,NA,NA,NA,NA,"750","800",NA,NA,NA,NA,NA,NA
"2369","2020-11-05 09:51:35-03","IBt","SP","311425","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Stannard, BL; Ganev, W; Queiroz, RF","1992","02","25","Brasil","Bahia","Abaíra","Mendonça de Daniel Abreu. Margem do Riacho da Cruz","-41.816667","-13.266667","-41.816667","-13.266667","Subarbusto até 1m alt.",NA,NA,NA,NA,"H51595",NA,NA,NA,NA,NA,NA,"940","940",NA,NA,NA,NA,NA,NA
"2370","2019-11-21 10:04:30-03","IBt","SP","311443","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Ganev, W","1992","07","25","Brasil","Bahia","Abaíra","Caminho Boa Vista - Bicota.","-41.85","-13.316667","-41.85","-13.316667","Arbusto de até 2m alt.",NA,NA,NA,NA,"738",NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA
"2371","2020-11-19 09:29:00-03","IBt","SP","318481","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Queiroz, LP; Nascimento, NS","1994","10","17","Brasil","Bahia","Utinga","Entrada a ca. 9 km NW de Utinga na BA-046 (Utinga-Morro do Chapéu), do lado direito da estrada no sentido de Morro do Chapéu. Mata estacional.","-41.033333","-12.016667","-41.033333","-12.016667","Subarbusto ramificado de ca. 70cm alt.&nf;Pouco frequente, em clareiras e borda da mata.",NA,NA,NA,NA,"4221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2372","2019-11-21 10:04:30-03","IBt","SP","32800","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Curran, HM","1918","05","08","Brasil","Bahia","Bonfim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373","2019-11-21 10:04:30-03","IBt","SP","360759","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Stannard, BL; Guedes, ML; Woodgyer, E","1996","03","29","Brasil","Bahia","Jacobina","Cachoeira do Aníbal. Mata de encosta e mata ciliar.","-40.495833","-11.201111","-40.495833","-11.201111","Subarbusto ca. 1m alt.",NA,NA,NA,NA,"PCD2624",NA,NA,NA,NA,NA,NA,"980","980",NA,NA,NA,NA,NA,NA
"2374","2019-11-21 10:04:30-03","IBt","SP","337238","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Mello-Silva, R; Nic Lughadha, E; Assis, MC","1999","02","25","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Fazenda Cachoeira Alta. Sopé da Serra Negra (divisa com Lima Duarte). Entrada pela estrada de Conceição (1 Km da estrada Rio Preto-Lima Duarte, MG 353), via Três Cruzes. Ca. de 3 Km de Três Cruzes. Arei§es de cascalho fino e branco com carrascal.","-43.816667","-21.966667","-43.816667","-21.966667","Subarbusto prostrado, até 1m alt. Comum no carrascal.",NA,NA,NA,NA,"1638",NA,NA,NA,NA,NA,NA,"850","950",NA,NA,NA,NA,NA,NA
"2375","2019-11-21 10:04:30-03","IBt","SP","342738","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Oliveira, RP; et al.","1999","09","10","Brasil","Bahia","Utinga","Ca. 8km, na estrada Utinga/Bonito. Bordo de mata secundária.","-41.125833","-12.052778","-41.125833","-12.052778","Subarbusto ca. 1,5m alt.",NA,NA,NA,NA,"206",NA,NA,NA,NA,NA,NA,"713","713",NA,NA,NA,NA,NA,NA
"2376","2019-11-21 10:04:30-03","IBt","SP","343092","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Aparecida da Silva, M; Mendonça, RC; Alvarenga, D","2000","03","01","Brasil","Goiás","Nova Roma","Fazenda Sítio Novo. Saída da cidade em direção a balsa do rio Paranã. Relevo levemente inclinado. Cerradão alterado.","-46.878889","-13.728333","-46.878889","-13.728333","Erva ca. 1,60m alt.",NA,NA,NA,NA,"4317",NA,NA,NA,NA,NA,NA,"565","565",NA,NA,NA,NA,NA,NA
"2377","2019-11-21 10:04:30-03","IBt","SP","344690","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Nee, M","1994","12","22","Bolívia","Santa Cruz","Pedro Lorenzo","Andrés Ibá±ez. 3 km N of Pedro Lorenzo, on old road from Santa Cruz to Ibapó. Slightly rolling, sandy soil, with disturbed brushy woods.","-63.25","-17.933333","-63.25","-17.933333",NA,NA,NA,NA,NA,"46075",NA,NA,NA,NA,NA,NA,"475","475",NA,NA,NA,NA,NA,NA
"2378","2019-11-21 10:04:30-03","IBt","SP","352283","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","08","02","Fonseca, ML; Oliveira, FCA; Aparecida da Silva, M; Cardoso, E","2000","10","29","Brasil","Goiás","São Domingos","Margem do Córrego São João. Próximo ao povoado São João.&nf;Solo pedregoso/arenoso. Relevo plano. Ecótono mata ciliar/cerrado.","-46.316944","-13.636111","-46.316944","-13.636111","Subarbusto semi-ciófito, ca. 0,90m alt.",NA,NA,NA,NA,"2358",NA,NA,NA,NA,NA,NA,"675","675",NA,NA,NA,NA,NA,NA
"2379","2019-11-21 10:04:30-03","IBt","SP","359996","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013",NA,NA,"Bianchetti, LB; Ferreira, FR; Silveira, JN","1988","05","19","Brasil","Piauí","São Miguel do Tapuio","A 13,8 Km do Brejo da Onça. Caminho para Pimenteiras.&nf;Caatinga densa baixa com Bromeliaceae. Relevo suave ondulado. Solo arenoso.","-41.383333","-6","-41.383333","-6","Erva. Comum.",NA,NA,NA,NA,"692",NA,NA,NA,NA,NA,NA,"320","320",NA,NA,NA,NA,NA,NA
"2380","2019-11-21 10:04:30-03","IBt","SP","360346","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Bautista, HP; Hind, DJN; Smith, S","1996","07","14","Brasil","Bahia","Mucugê","Estrada Igatu-Mucugê, a 3 Km de Igatu.","-42.144722","-12.898056","-42.144722","-12.898056","Arbusto até 60cm alt. Frequente.",NA,NA,NA,NA,"PCD3609",NA,NA,NA,NA,NA,NA,"960","960",NA,NA,NA,NA,NA,NA
"2381","2020-11-19 09:29:00-03","IBt","SP","360244","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Queiroz, LP; Correia, C; Oliveira, RP; Silva, MM","1999","04","12","Brasil","Bahia","Umburanas","Serra do Curral Feio, (localmente referida como Serra da Empreitada): Cachoeirinha, à beira do rio Tabuleiro, ca. 10 km NW de Delfino na estrada que sai pelo depósito de lixo.&nf;Brejo em área de cerrado com solo arenoso.","-41.216667","-10.35","-41.216667","-10.35","Arbusto de ca. 80cm alt.",NA,NA,NA,NA,"5403",NA,NA,NA,NA,NA,NA,"1000","1200",NA,NA,NA,NA,NA,NA
"2382","2019-11-21 10:04:30-03","IBt","SP","441573","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013",NA,NA,"Jardim, JG; Roque, AA; Silva, BD","2010","05","29","Brasil","Rio Grande do Norte","Jucurutu","Rod. RN 118. Sentido Caicó/ Jucurutu, ca. 4 km do Povoado Laguinhas.","-37.049167","-6.238333","-37.049167","-6.238333",NA,NA,NA,NA,NA,"5776",NA,NA,NA,NA,NA,NA,"17","17",NA,NA,NA,NA,NA,NA
"2383","2019-11-21 10:04:30-03","IBt","SP","360621","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Miranda Silva, E; Melo, E; França, F; Senna, LR; Silva, BM","1999","08","14","Brasil","Bahia","Campo Formoso","Encosta. Campo rupestre antropizado.","-40.306944","-10.513611","-40.306944","-10.513611","Subarbusto ca. 30cm alt.",NA,NA,NA,NA,"181",NA,NA,NA,NA,NA,NA,"690","7101",NA,NA,NA,NA,NA,NA
"2384","2019-11-21 10:04:30-03","IBt","SP","361707","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013",NA,NA,"Silva, ASL; Dantas, D; Oliveira, J; Lobato, R; Rosário, CS; Lobato, LC; Gomes, AO","2000","03","13","Brasil","Pará","Barcarena","Caripi. Vegetação de beira de praia de rio. Solo areia.","-48.700278","-1.488333","-48.700278","-1.488333","Erva",NA,NA,NA,NA,"3479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2385","2021-01-07 09:34:03-03","IBt","SP","363767","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","08","02","Sousa, G; Alves, M; Amorim, AM; Sant'Ana, SC","2000","06","16","Brasil","Sergipe","Santo Amaro das Brotas","Estrada para o Porto de Sergipe. Estrada secundária 1 km a direita.","-36.976556","-10.78875","-36.976556","-10.78875",NA,NA,NA,NA,NA,"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","2019-11-21 10:04:30-03","IBt","SP","377205","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Nee, M; Vargas, I","1994","02","12","Bolívia","Santa Cruz","Ichilo","Potrerillo. 3 km SW of El Hondo. South of the buildings.","-63.456944","-17.672222","-63.456944","-17.672222",NA,NA,NA,NA,NA,"44877",NA,NA,NA,NA,NA,NA,"400","400",NA,NA,NA,NA,NA,NA
"2387","2019-11-21 10:04:30-03","IBt","SP","385113","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Souza, VC; Souza, JP; Elias, SI; Forster, W; Oliveira, ACP","1999","05","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.191944","-17.708056","-44.191944","-17.708056",NA,NA,NA,NA,NA,"22436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388","2019-11-21 10:04:30-03","IBt","SP","39827","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Jörgensen, P","1932","12",NA,"Paraguai",NA,NA,"Cerra Peluda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","2019-11-21 10:04:30-03","IBt","SP","404835","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Meireles, LD; Nunes, JA","2006","05","05","Brasil","Minas Gerais","Passa Quatro","Serra Fina, Capim Amarelo","-44.897111","-22.449556","-44.897111","-22.449556",NA,NA,NA,NA,NA,"2345",NA,NA,NA,NA,NA,NA,"1575","1575",NA,NA,NA,NA,NA,NA
"2390","2019-11-21 10:04:30-03","IBt","SP","420500","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Moraes, A; et al.","2005","06","15","Brasil","Bahia","Lençóis","Parque Nacional da Chapada Diamantina","-41.415","-12.568889","-41.415","-12.568889",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,"680","680",NA,NA,NA,NA,NA,NA
"2391","2019-11-21 10:04:30-03","IBt","SP","447678","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Zardini, EM; Gamarra, R","2002","12","07","Paraguai","Itapua",NA,"Yacyreta dam island reserve","-56.758611","-27.454167","-56.758611","-27.454167",NA,NA,NA,NA,NA,"59433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392","2019-11-21 10:04:30-03","IBt","SP","447679","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Zardini, EM; Gamarra, R","2000","12","01","Paraguai","Itapua",NA,"Yacyreta dam island reserve","-56.823056","-27.448889","-56.823056","-27.448889",NA,NA,NA,NA,NA,"55545",NA,NA,NA,NA,NA,NA,"100","100",NA,NA,NA,NA,NA,NA
"2393","2020-10-22 10:13:07-03","IBt","SP","443042","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2012",NA,NA,"Pscheidt, AC","2012","03","02","Brasil","Rio de Janeiro","Parati","Vila da Mambucaba","-44.938472","-23.067556","-44.938472","-23.067556",NA,NA,NA,NA,NA,"126",NA,NA,NA,NA,NA,NA,"18","18",NA,NA,NA,NA,NA,NA
"2394","2019-11-21 10:04:30-03","IBt","SP","445020","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","03","26","Matos, MNF; Baima, JM",NA,NA,NA,"Brasil","Roraima","Boa Vista","Bosque dos Papagaios","-60.657222","-2.859444","-60.657222","-2.859444",NA,NA,NA,NA,NA,"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395","2019-11-21 10:04:30-03","IBt","SP","443619","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","08","01","Pscheidt, AC; Cordeiro, I; Martins, ER","2012","06","23","Brasil","Minas Gerais","Grão Mogol","Trilha do Barão","-42.890842","-16.555014","-42.890842","-16.555014",NA,NA,NA,NA,NA,"165",NA,NA,NA,NA,NA,NA,"895","895",NA,NA,NA,NA,NA,NA
"2396","2019-11-21 10:04:30-03","IBt","SP","443623","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Cordeiro, I; Pscheidt, AC; Martins, ER","2012","06","24","Brasil","Minas Gerais","Grão Mogol","Vau do rio Itacambiruçu. Próximo ao quiosque.","-42.890694","-16.590917","-42.890694","-16.590917",NA,NA,NA,NA,NA,"3351",NA,NA,NA,NA,NA,NA,"651","651",NA,NA,NA,NA,NA,NA
"2397","2019-11-21 10:04:30-03","IBt","SP","445018","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Pscheidt, AC; Cordeiro, I; Ribas, OS","2012","10","19","Brasil","Paraná","Porto Amazonas","Caiacanga","-49.816667","-25.554167","-49.816667","-25.554167",NA,NA,NA,NA,NA,"186",NA,NA,NA,NA,NA,NA,"844","844",NA,NA,NA,NA,NA,NA
"2398","2019-11-21 10:04:30-03","IBt","SP","490739","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Vieira, S","2012","04",NA,"Soares, CRA; et al.","2012","04","23","Brasil","Pará","Jacareacanga",NA,"-56.779167","-9.367222","-56.779167","-9.367222",NA,NA,NA,NA,NA,"6090",NA,NA,NA,NA,NA,NA,"310","310",NA,NA,NA,NA,NA,NA
"2399","2019-11-21 10:04:30-03","IBt","SP","446482","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","01","28","Francener, A; et al.","2013","01","15","Brasil","Goiás","Teresina de Goiás","Estrada para o Vão das Almas (saindo da GO-118, 20 km de Teresina de Goiás em direção a Campos Belos), próximo da mata ciliar do rio dos Bois","-47.222222","-13.614444","-47.222222","-13.614444",NA,NA,NA,NA,NA,"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400","2019-11-21 10:04:30-03","IBt","SP","447477","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Aragaki, S; et al.","2009","03","26","Brasil","São Paulo","Silveiras","Serra da Bocaina, Estrada Lageado-Macacos","-44.782778","-22.809167","-44.782778","-22.809167",NA,NA,NA,NA,NA,"1238",NA,NA,NA,NA,NA,NA,"1700","1700",NA,NA,NA,NA,NA,NA
"2401","2019-11-21 10:04:30-03","IBt","SP","447670","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Zardini, EM; Guerrero, L","1993","12","22","Paraguai","Paraguari",NA,"Estância Lago Ypoá: Cerro Lima","-57.4","-26.033333","-57.4","-26.033333",NA,NA,NA,NA,NA,"37606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402","2019-11-21 10:04:30-03","IBt","SP","447681","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Zardini, EM; Gamarra, R","2002","12","08","Paraguai","Itapua",NA,"Yacyreta dam island reserve: road to Aña Cuá","-56.696389","-27.413889","-56.696389","-27.413889",NA,NA,NA,NA,NA,"59625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403","2019-11-21 10:04:30-03","IBt","SP","452826","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","11",NA,"Pscheidt, AC; et al.","2012","11","22","Brasil","Bahia","Palmeiras","Parque Nacional da Chapada Diamantina, Morro do Pai Inácio, proximidades da antena","-41.472778","-12.455278","-41.472778","-12.455278",NA,NA,NA,NA,NA,"201",NA,NA,NA,NA,NA,NA,"1070","1070",NA,NA,NA,NA,NA,NA
"2404","2019-11-21 10:04:30-03","IBt","SP","464917","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2015","01",NA,"Senna, LR; et al.","2003","03","01","Brasil","Bahia","Utinga",NA,"-41.097778","-12.006111","-41.097778","-12.006111",NA,NA,NA,NA,NA,"131",NA,NA,NA,NA,NA,NA,"734","734",NA,NA,NA,NA,NA,NA
"2405","2019-11-21 10:04:30-03","IBt","SP","447543","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2012","11",NA,"Pott, A; et al.","2001","04","02","Brasil","Mato Grosso do Sul","Nioaque","Km 498 da rodovia BR-60, entre Sidrolândia e Nioaque","-55.525556","-21.213611","-55.525556","-21.213611",NA,NA,NA,NA,NA,"8772",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2406","2019-11-21 10:04:30-03","IBt","SP","452817","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Pscheidt, AC; et al.","2012","11","20","Brasil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina","-41.255278","-12.931667","-41.255278","-12.931667",NA,NA,NA,NA,NA,"189",NA,NA,NA,NA,NA,NA,"773","773",NA,NA,NA,NA,NA,NA
"2407","2019-11-21 10:04:30-03","IBt","SP","452816","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Pscheidt, AC; et al.","2012","11","20","Brasil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina, Cemitério Santa Isabel (bizantino) em meio às tumbas","-41.255278","-12.931667","-41.255278","-12.931667",NA,NA,NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2408","2019-11-21 10:04:30-03","IBt","SP","464996","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2015","01",NA,"Pinto, RB; Arantes, TC","2010","07","21","Brasil","Bahia","Mata de São João","Vila de Santo Antônio, RPPN Dunas de Santo Antônio","-37.933889","-12.451944","-37.933889","-12.451944",NA,NA,NA,NA,NA,"129",NA,NA,NA,NA,NA,NA,"14","14",NA,NA,NA,NA,NA,NA
"2409","2019-11-21 10:04:30-03","IBt","SP","471056","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2015","01",NA,"Francener, A; et al.","2013","12","07","Brasil","Bahia","Una","Reserva Biológica de Una","-39.033056","-15.192222","-39.033056","-15.192222",NA,NA,NA,NA,NA,"1394",NA,NA,NA,NA,NA,NA,"33","33",NA,NA,NA,NA,NA,NA
"2410","2020-10-22 10:13:07-03","IBt","SP","473501","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Cordeiro, I",NA,NA,NA,"Marquete, N; et al.","2008","07","08","Brasil","Rio de Janeiro","Parati","Parati-Mirim (vila)","-44.634444","-23.240278","-44.634444","-23.240278",NA,NA,NA,NA,NA,"620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411","2019-11-21 10:04:30-03","IBt","SP","474361","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Hurbath, F","2013","12",NA,"Hurbath, F","2013","12","29","Brasil","Bahia","Mata de São João","Praia do Forte, caminho para as praias do Lord e Papa Gente","-38.001389","-12.536944","-38.001389","-12.536944",NA,NA,NA,NA,NA,"731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2412","2019-11-21 10:04:30-03","IBt","SP","475015","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Barboza, E","2014","08","04","Brotto, ML; Picoli, AC","2014","07","15","Brasil","Paraná","Guaraqueçaba","Parque Nacional de Superagui, Barra de Superagui","-48.238333","-25.464722","-48.238333","-25.464722",NA,NA,NA,NA,NA,"1733",NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA
"2413","2019-11-21 10:04:30-03","IBt","SP","475662","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Braga, JMA","2013","04",NA,"Mattedi, AD; et al.","2013","04","17","Brasil","Rio de Janeiro","São João da Barra","RPPN Fazenda Caruara","-41.046944","-21.795833","-41.046944","-21.795833",NA,NA,NA,NA,NA,"279",NA,NA,NA,NA,NA,NA,"5","5",NA,NA,NA,NA,NA,NA
"2414","2019-11-21 10:04:30-03","IBt","SP","488955","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Ferreira, CDM",NA,NA,NA,"Ferreira, CDM","2016","10","16","Brasil","Rio de Janeiro","Saquarema","Parque Estadual da Costa do Sol, Restingas de Ipitangas. Região entre a praia e a Lagoa Vermelha. Finla da Av. Beira Mar","-42.403889","-22.933611","-42.403889","-22.933611",NA,NA,NA,NA,NA,"396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415","2019-11-21 10:04:30-03","IBt","SP","489180","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Cordeiro, I",NA,NA,NA,"Amorim, BS; et al.","2007","10","12","Brasil","Sergipe","Areia Branca","Serra de Itabaiana","-37.343056","-10.753889","-37.343056","-10.753889",NA,NA,NA,NA,NA,"170",NA,NA,NA,NA,NA,NA,"220","220",NA,NA,NA,NA,NA,NA
"2416","2019-11-21 10:04:30-03","IBt","SP","76911","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","08","02","Mattos, J; Bicalho, H","1962","12","15","Brasil","Espírito Santo",NA,"10 Km oeste de Santana, via Nenuque-Santana. Campo sujo.",NA,NA,NA,NA,"Erva de 40cm alt.",NA,NA,NA,NA,"10763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2417","2019-11-21 10:04:30-03","IBt","SP","82068","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Cordeiro, I",NA,NA,NA,"Eiten, G; Eiten, LT","1962","04","07","Brasil","Maranhão","Loreto","Ilha de Balsas, About 350 meters N of main house of Fazenda Santa Rita on trail to Faz. Trabalhosa.","-45.116667","-7.283333","-45.116667","-7.283333",NA,NA,NA,NA,NA,"4163",NA,NA,NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA
"2418","2019-11-21 10:04:30-03","IBt","SP","85115","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013","10",NA,"Woolston, AL","1957","12","08","Paraguai","San Pedro",NA,"Semi-cultivated ground, high campo.",NA,NA,NA,NA,"Herb 80 - 150cm woody at base.",NA,NA,NA,NA,"926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2419","2019-11-21 10:04:30-03","IBt","SP","85148","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Pscheidt, AC","2013",NA,NA,"Eiten, G; Eiten, LT","1962","03","26","Brasil","Maranhão","Loreto","Ilha de Balsas, region, between the Rio Balsas and Parnaíba. About 40 km south of Loreto. At place called Picada, about 100m S of the creek, Riacho da Picada.","-45.116667","-7.433333","-45.116667","-7.433333",NA,NA,NA,NA,NA,"3843",NA,NA,NA,NA,NA,NA,"250","250",NA,NA,NA,NA,NA,NA
