"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem","sex"
"49","2020-07-23 12:11:38-03","CEPLAC","CEPEC","133357","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"Amorim, A. M.","R. M. Harley","55963","2009","04","22",NA,"Brasil","Bahia","jussiape","8Km de Jussiape, na estrada para Capão da Volta.","-41.5725","-13.450833",NA,NA,NA,NA,NA,NA,NA,NA,"41W34'21","13S27'3",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:11:38-03","CEPLAC","CEPEC","136346","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"Amorim, A. M.","Aona, L.Y.S.","2079",NA,NA,NA,NA,"Brasil","Bahia","BOA NOVA",NA,"-40.2075004577637","-14.3625001907349",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31265","auto",NA,NA,NA
"51","2020-07-23 12:11:38-03","CEPLAC","CEPEC","72829","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","F. França","1614","1996","04","21",NA,"Brasil","Bahia","itatim","Morro do Agenor.","-39.6981010437012","-12.7118997573853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24374","auto",NA,"30/12/1998",NA
"52","2020-07-23 12:11:38-03","CEPLAC","CEPEC","121076","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"W. R. Anderson","W. R. Anderson","12514","1982","03","08",NA,"Brasil","Bahia","POÇÕES","2.5Km a W de Poções, na Rodovia para Bom Jesus da Serra.","-40.3652992248535","-14.5297002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31357","auto",NA,"30/12/1982",NA
"53","2020-07-23 12:11:38-03","CEPLAC","CEPEC","13406","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"W. R. Anderson","S. A. Mori","9517","1978","03","05",NA,"Brasil","Bahia","POÇÕES","Km 10 W da estrada que liga Poções (BR-101) ao povoado Bom Jesus Serra.","-40.3652992248535","-14.5297002792358",NA,NA,NA,NA,"Paratipo",NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"31357","auto",NA,"30/12/1982",NA
"54","2020-07-23 12:11:38-03","CEPLAC","CEPEC","54921","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","A. M. de Carvalho","3772","1992","02","19",NA,"Brasil","Bahia","CAETITÉ","Ramal a 29Km na estrada Caetité/Brumado. Ca. 3Km ramal adentro.","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53684","auto",NA,"30/12/1992",NA
"55","2020-07-23 12:11:38-03","CEPLAC","CEPEC","96566","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","M. M. da Silva","287","2000","02","26",NA,"Brasil","Bahia","MARACÁS","Ca. 10Km na estrada para Contendas do Sincorá.","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,"30/12/2011",NA
"56","2020-07-23 12:11:38-03","CEPLAC","CEPEC","81153","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides",NA,"A. M. Amorim","A. M. Amorim","2181","1998","01","27",NA,"Brasil","Bahia","seabra","Distrito de Bebedouro. Ca.12Km a partir do ramal que leva a Distrito.","-41.7703018188477","-12.4186000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57155","auto",NA,"30/12/2011",NA
"57","2021-04-08 17:12:54-03","UESB","HUESB","9294","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Brandão, G.S.","Souza, A.S.; Souza, R.S.; Silva, G.S.; Souza, R.S.; Silva, G.S.","62","2013","12","12",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova","-40.127583","-14.401417",NA,"Liana. Folhas simples, membranáceas, face abaxial pilosa, face adaxial verde escuro. Flor dialipétala, laranja, pentâmera.; Mata Atlântica","HUESB000009294",NA,NA,NA,NA,NA,"-40.127583","-14.401417","2014","04","09",NA,NA,NA,NA,NA
"58","2021-04-08 17:12:54-03","UESB","HUESB","8975","S","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Almeida, R.F.","Brandão, G.S.; Silva, G.S.; Silva, G.S.","99","2012","09","19",NA,"Brasil","Bahia","Boa Nova","Parque Nacional de Boa Nova","-40.2075004577637","-14.3625001907349",NA,"Trepadeira. Folhas simples, opostas. Caule volúvel.; Mata Atlântica.","HUESB000008975",NA,NA,NA,NA,NA,NA,NA,"2013","07",NA,"31265","auto",NA,NA,NA
"59","2021-04-05 12:35:35-03","UNIVASF","HVASF","2314","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","R. Sebastiani","J.R. Maciel","591","2008","12","10","América do Sul","Brasil","Ceará","Jati","Km 530 da BR-116, entre Jati e Penaforte.","-39.036888","-7.715361",NA,"Trepadeira. Flores amarelas. Glândulas verdes.","HVASF002314",NA,NA,"528","528",NA,"-39.036888","-7.715361","2011","08","04",NA,NA,NA,NA,"U"
"60","2020-11-05 09:51:55-03","IBt","SP","330500","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, WR","Hind, DJN; Queiroz, RF; Ganev, W","H51415","1992","01","31",NA,"Brasil","Bahia","Abaíra",NA,"-41.683333","-13.233333",NA,NA,"SP019589","SP019589",NA,"700","800",NA,"-41.683333","-13.233333","1997",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:09:01-03","IBt","SP","331804","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Sebastiani, R","Melo, E de; França, F; Correia, C; Oliveira, PP","2104","1997","02","23",NA,"Brasil","Bahia","Iaçu","Morro da Garrafa","-39.856667","-12.755",NA,NA,"SP019590","SP019590",NA,"275","275",NA,"-39.856667","-12.755","2008",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:09:01-03","IBt","SP","471946","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Sebastiani, R","Maciel, JR; Carvalho Sobrinho, JG","591","2008","12","10",NA,"Brasil","Ceará","Jati","Km 530 da BR-116, entre Jati e Penaforte","-39.036667","-7.715278",NA,NA,NA,NA,NA,"528","528",NA,"-39.036667","-7.715278","2011","08","04",NA,NA,NA,NA,NA
"63","2019-11-21 10:09:01-03","IBt","SP","253876","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Amorim, AM","Carvalho, AM; Gasson, P; Sant'Ana, SC; Amorim, AM","3772","1992","02","19",NA,"Brasil","Bahia","Caetité","Ramal a 29 km na estrada Caetité/Brumado","-42.4749984741211","-14.0693998336792",NA,NA,"SP019587",NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,"53684","auto",NA,NA,NA
"64","2019-11-21 10:09:01-03","IBt","SP","360278","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Sebastiani, R","Melo, E; França, F","1177","1995","04","14",NA,"Brasil","Bahia","Planalto","2 km ao sul da cidade","-40.4710998535156","-14.6696996688843",NA,NA,"SP019588","SP019588",NA,NA,NA,NA,NA,NA,"2009",NA,NA,"40189","auto",NA,NA,NA
"65","2019-11-21 10:09:01-03","IBt","SP","392323","S","Plantae",NA,NA,"Malpighiaceae","Janusia","schwannioides","Janusia schwannioides","W.R.Anderson","Anderson, WR","Anderson, WR","12514","1982","03","08",NA,"Brasil","Bahia","Poções","2,5 km W of Poções on road to Bom Jesus da Serra","-40.3652992248535","-14.5297002792358",NA,NA,"SP019591","SP019591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31357","auto",NA,NA,NA
