"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"294","2019-01-25 04:36:00-02","MO","MOBOT","100306606","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.|Efraín Suclli|F. Zamora|N. Suares|J. Chambi","Valenzuela Gamarra 10614","2007","12","16","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Cusco","Quispicanchis","Dist. Camanti. Quincemil.","-70.7677778","-13.2152778",NA,NA,"880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"295","2019-01-25 04:36:00-02","MO","MOBOT","100315973","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.|Antonio Peña|J.L. Mateo|R. Rivera","Valenzuela Gamarra 12021","2008","9","9","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Pasco","Oxapampa","Dist. Palcazú. Ataz camino al convento.","-75.3261111","-10.1583333",NA,NA,"375.00000000","635.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"296","2017-05-16 10:46:00-03","MO","MOBOT","100323230","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Rodolfo Vásquez|Abel Monteagudo|Hitler Quijano","Vásquez Martínez 34105","2008","5","20","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Pasco","Oxapampa","Dist. Palcazu. Carretera Chuchurras a Río Lagarto.","-75.2958333","-10.0847222",NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1046","8",NA
"297","2014-03-14 05:46:00-03","MO","MOBOT","100329821","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A.C.V.D. d'Orbigny","Orbigny 554","1826",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Foster's catalog note file","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"298","2011-04-26 10:59:00-03","MO","MOBOT","100370320","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Fátima Mereles","Mereles H. 4216","1991","12","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.L. Liesner (MO)","Concepción",NA,"Estancia Aguerito, Potrero Potrerito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"299","2018-10-03 04:36:00-03","MO","MOBOT","100506581","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Xavier Cornejo S.|Carmen Bonifaz B.","Cornejo Sotomayor 5072","1996","5","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.L. Liesner (MO)","Guayas",NA,"Reserva Ecológica Manglares Churute, Cerro Pancho Diablo.","-79.7333333","-2.5",NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"300","2013-06-07 09:34:00-03","MO","MOBOT","100581028","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Bassett Maguire|Julian A. Steyermark|Celia K. Maguire","Maguire 46972","1962","8","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Bolívar",NA,"Along river.",NA,NA,NA,NA,"175.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"301","2019-10-12 04:36:00-03","MO","MOBOT","101137990","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Pedro Acevedo-Rodríguez|M. R. Pace|G.M. Antar|J.R. Fabri","Acevedo-Rodríguez 16562","2017","8","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","M.T. Strong","Mato Grosso do Sul",NA,"Along Estrada Velha, going east, intersection with MS178, ca. 0.5 km south of Bonito.","-56.4430555","-21.1802778",NA,NA,"275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"302","2020-07-02 09:53:00-03","MO","MOBOT","101201685","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Diana Fernández|et al.","Fernández Fernández 2447","2016","11","26","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.",NA,"Morona-Santiago","Morona","Parroquia Zunac. Sector Chimalo. Remanente de bosque a 400 m del area de capatacion del Proyecto Hidroelectrico Narmadia. Bosque de neblina montano, abundantes epifitas: musgos, araceas y bromelias. Topografia inclinada 45 grados, abundante hojarasca y materia organica.","-78.3102778","-2.1847222",NA,NA,"2094.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2011-05-12 10:12:00-03","MO","MOBOT","1205861","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Elsa M. Zardini|Nélida Soria|Mirtha Ortiz","Zardini 4159","1988","1","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Amambay",NA,"Parque Nacional Cerro Corá. Cerrado en límite Oeste del Parque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-6","4",NA
"304","2017-05-09 11:06:00-03","MO","MOBOT","1336587","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","John L. Clark|Tamara Núñez|Carlos Robles","Clark 4290","1997","4","7","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Manabí","Pedernales","Reserva Ecologica Mache-Chindul. Cerro Pata de Pajaro. Cabaceras de Río Vite, estero Nuquepe. Bosque al norte de La Loma de Pajaro y caratera vía al Carmen.","-79.75","0.0166667",NA,NA,"300.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","4",NA
"305","2014-03-14 05:46:00-03","MO","MOBOT","1486780","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","A.C.V.D. d'Orbigny","Orbigny 509","1826",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Foster's catalog note file","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"306","2011-05-11 14:41:00-03","MO","MOBOT","3164143","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Howard S. Irwin","Irwin 26809","1970","3","3","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Minas Gerais",NA,"Cerrado and adjacent gallery forest, Rio Bicudo , ca. 20 km W. of Corinto.Gallery.",NA,NA,NA,NA,"525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"307","2013-02-28 15:20:00-03","MO","MOBOT","1750292","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Carlos E. Cerón","Cerón Martínez 20155","1992","8","13","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Guayas","Naranjal","Reserva Ecológica Manglares - Churute. Cerca a la Cumbre del Cerro Pancho Diablo de frente al Puerto del Gallo. Topografía colinada. Suelo claro con esacasas piedras. Transectos de 50 x 2 m x 5 (0.5 Ha.).","-79.5833333","-2.4166667",NA,NA,"610.00000000","590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"93","5",NA
"308","2014-06-02 12:50:00-03","MO","MOBOT","1914313","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18108","2003","7","7","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","I. Villalba (HOXA)","Pasco","Oxapampa","Along road Iscosazin-Chatarra. Disturbed rain forest.","-75.06666","-10.53333",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334","6",NA
"309","2011-03-09 15:06:00-03","MO","MOBOT","2261416","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Émile Hassler","Hassler 8056","1901",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)",NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"310","2011-05-11 15:35:00-03","MO","MOBOT","2475361","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gert G. Hatschbach","Hatschbach 19047","1968","4","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Paraná",NA,"Umuarama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"311","2020-07-10 11:41:00-03","MO","MOBOT","2518050","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Karl Fiebrig","Fiebrig 4875","1908",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","França, F., 2003/","Alto Paraguay",NA,"Entre Apa y Río Aquidaban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"312","2020-07-22 15:47:00-03","MO","MOBOT","2518063","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Émile Hassler","Hassler 8120","1901","12",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Concepción",NA,"in regione cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"313","2014-11-20 05:44:00-02","MO","MOBOT","2518165","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Griselda Marín O.|Belén Jiménez","Marín Ojeda 504",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.4166667","-24.0833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"314","2019-01-25 04:35:00-02","MO","MOBOT","2745771","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.","Valenzuela Gamarra 2342","2003","11","23","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Madre de Dios","Tambopata","Dist. Las Piedras, Gamitana. Bosque Primario.","-68.9916666","-12.4858333",NA,NA,"167.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"315","2019-01-25 04:35:00-02","MO","MOBOT","2749019","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.","Valenzuela Gamarra 3376","2004","4","10","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Madre de Dios","Tambopata","Dist. Las Piedras, Reserva Amazónica, Trocha E. Boque Primario.","-69.0766667","-12.5172223",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"316","2011-08-03 15:20:00-03","MO","MOBOT","2876633","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Julian A. Steyermark","Steyermark 108826","1973","12","29","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Lara",NA,"Parque Nacional Yacambú, cloud forest, shallow slopes of quebrada above Comandancia at El Blanquito, leading SE to Quebrada Negra. ca. 19km. SSE of Sanare",NA,NA,NA,NA,"1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"317","2008-05-27 22:02:00-03","MO","MOBOT","2876648","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Boris A. Krukoff","Krukoff 8701","1936","10","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner","Amazonas",NA,"Basin of Rio Solimoes. São Paulo de Olivença; basin of creek Belem.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2011-05-12 10:16:00-03","MO","MOBOT","3067972","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Nélida Soria|Mirtha Ortiz|Elsa M. Zardini","Soria Rey 2019","1988","1","6","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Amambay",NA,"En la selva del cerro moralla. P.N. Cerro Cora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"319","2011-08-03 15:22:00-03","MO","MOBOT","3109351","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Isau Huamantupa|Nestor Jaramillo","Huamantupa Chuquimaco 5071","2005","2","25","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Loreto","Maynas","Dist. Mazan, Sucusari, Parcela E, Bosque Primario","-72.5166667","-3.15",NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"320","2015-08-10 05:49:00-03","MO","MOBOT","3163749","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Amaro Macedo","Macedo 2055","1949",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)",NA,NA,"Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"321","2008-05-27 22:02:00-03","MO","MOBOT","2877223","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","M.G. Vieira","Vieira 694","1979","10","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","H.N. Moldenke","Rondônia",NA,"Amazônia. A 29 Km de Vilhena.","-60.16666","-12.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2011-05-11 14:40:00-03","MO","MOBOT","3164101","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luciano Bernardi","Bernardi 20604","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)",NA,NA,"Praedium milittare circa Bella Vista, Amambay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"323","2011-11-08 05:06:00-02","MO","MOBOT","3164945","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gert G. Hatschbach|Ricardo Callejas","Hatschbach 47229","1983","12","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Mato Grosso do Sul",NA,"Rod. MT-642, 20 km O de Amambai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"324","2012-05-02 08:28:00-03","MO","MOBOT","3164980","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","F. Javier Fernández Casas|J. Molero","Fernández Casas 6132","1982","2","9","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Amambay",NA,"Cerca del Parque Nacional Cerro Corá, en un peñasco próximo a Gas Ory.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"325","2019-04-19 04:34:00-03","MO","MOBOT","3165026","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Adrián Eliceche","Eliceche 0131","1991","3","22","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Concepción",NA,"Estancia Aguerito 115 km N 60 E de Concepción, 15 km N de la Adm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"326","2011-08-08 10:44:00-03","MO","MOBOT","3166629","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Douglas C. Daly","Daly 7785","1993","4","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Acre",NA,"Mun. Marechal Taumaturgo. Reserva Extrativista do Alto Juruá, left bank, Igarapé Ceará. Moist upland forest.","-72.7333333","-9.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"327","2012-04-26 10:00:00-03","MO","MOBOT","3167021","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 19157","1968","4","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Paraná",NA,"Mun. Marechal Candido Rondon. Dois Irmãos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"328","2018-06-15 05:26:00-03","MO","MOBOT","3332643","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Samuel Vilca C.","Vilca C. 359","2005","9","10","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Pasco","Oxapampa","Dist. Palcazú. Camino a la parcela permanente ubicada en el Cerro Ozuz. Bosque primario muy húmedo tropical.","-75.2886111","-10.3105556",NA,NA,"850.00000000","1010.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"329","2011-06-02 16:14:00-03","MO","MOBOT","3400277","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","* NICOLAU","NICOLAU 2360","1999","4","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","São Paulo",NA,"Luis Antônio, Várzea do Jenipapo-Votorantin Celulose e Papel, arredores da 1. lagoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"330","2019-01-25 04:36:00-02","MO","MOBOT","3488263","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.","Valenzuela Gamarra 8544","2007","1","23","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Cusco","Quispicanchis","Distrito Camanti, Quincemil. Bosque secundario.","-70.7783334","-13.2519444",NA,NA,"739.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"331","2019-01-25 04:36:00-02","MO","MOBOT","3488277","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Luis Valenzuela G.","Valenzuela Gamarra 8559","2007","1","24","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","Ronald Liesner (MO)","Cusco","Quispicanchis","Distrito Marcapata, Capire. Bosque primario.","-70.7966666","-13.2983333",NA,NA,"754.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"332","2011-05-11 15:33:00-03","MO","MOBOT","3492187","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Nélida Soria","Soria Rey 6499","1994","3",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","San Pedro",NA,"Estancia Alegria. Orillas de bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"333","2012-09-20 05:15:00-03","MO","MOBOT","3495486","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Juan H. Hunziker|A. F. Wulff","Hunziker 12961","1994","3","17","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Santa Cruz","Germán Busch","Pto. Suárez, alrededores.","-57.798069","-18.96685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"334","2015-01-21 14:01:00-02","MO","MOBOT","442704","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","José Schunke V.","Schunke Vigo 10451","1978","8","5","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Huánuco","Leoncio Prado","Dtto. Rupa Rupa; al oeste de Tingo Maria, cerca al Cerro Quemado.","-76","-9.3",NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","5",NA
"335","2011-08-03 15:19:00-03","MO","MOBOT","442727","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","José Schunke V.","Schunke Vigo 10581","1978","9","7","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Huánuco","Leoncio Prado","Dtto. Rupa Rupa; al este de Tingo Maria, cerca at Cerro Quemado.","-75.98333","-9.3",NA,NA,"700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","5",NA
"336","2011-08-08 10:45:00-03","MO","MOBOT","442966","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Carlos E. Cerón","Cerón Martínez 2104","1987","9","4","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Napo",NA,"Reserva Biológica Jatun Sacha. 8 Km de Puerto Misahuallí; margen derecha del Río Napo. Bosque muy húmedo tropical.","-77.6","-1.0666667",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-24","3",NA
"337","2011-08-03 15:21:00-03","MO","MOBOT","443253","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Carlos E. Cerón|Carlos Iguago","Cerón Martínez 5540","1988","11","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Napo",NA,"Estación Biológica Jatun Sacha. 8 km al este de Misahuallí. Bosque muy húmedo Tropical.","-77.6","-1.0666667",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-30","5",NA
"338","2011-08-03 15:25:00-03","MO","MOBOT","443353","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","David N. Smith","Smith 2069","1982","6","22","South America","Peru",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Pasco","Oxapampa","W side of Cordillera de San Matias between Iscozacin and summit. Crest of mountains; primary forest.","-75.2","-10.1833333",NA,NA,"680.00000000","860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-108","3",NA
"339","2015-12-03 15:26:00-02","MO","MOBOT","443397","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Elsa M. Zardini|Ramón Velásquez","Zardini 10498","1989","2","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Caaguazú",NA,"Ruta 2, km 120. Forest patch, 100 m from road.","-56.5833333","-25.4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42","4",NA
"340","2011-05-11 15:37:00-03","MO","MOBOT","443516","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Elsa M. Zardini|U. Velázquez","Zardini 21847","1990","7","7","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Cordillera",NA,"Parque Nacional Vapor Cué. Arroyo Yaghuy. Patch of forest.","-56.6666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"379","4",NA
"341","2011-08-08 10:46:00-03","MO","MOBOT","444156","PreservedSpecimen","Plantae","Lamiaceae","Aegiphila","vitelliniflora","Aegiphila vitelliniflora","Calaway H. Dodson|Alwyn H. Gentry","Dodson 9854","1980","3","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Klotzsch ex Walp.","R.Liesner (MO)","Los Ríos","Vinces","Jauneche forest. Km 70 on the Quevedo-Palenque road, via Mocachi.","-79.7","-1.2666667",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","1",NA
