"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","01481929","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","O. Kosovsky",NA,"S. A. Mori","1978","04","26","Brazil","Bahia","Maracás","Rod. BA-026, 13 a 15 km ao SW de Maracás. Folha SD-24 (14-40a).","-40.4306","-13.4411",NA,NA,"NY01481929","NY01481929_01","Magnoliophyta","Oxalidales","9972","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=490943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874195","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","O. Kosovsky",NA,"B. S. Amorim","2011","10","25","Brazil","Alagoas","Quebrangulo","REBIO Pedra Talhada. Mata caminho para Pedra Telhada.","-36.4710998535156","-9.31888961791992",NA,NA,"NY01874195","NY01874195_01","Magnoliophyta","Oxalidales","1162","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279593' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"16583","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02433427","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"F. E. L. de Miranda","1983","09","12","Brazil","Pará","Tucuruí","Breu Branco, margem do rio Tocantins.","-49.6725006103516","-3.76610994338989",NA,NA,"NY02433427","NY02433427_01","Magnoliophyta","Oxalidales","553","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2657374' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02433423","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"J. F. Ramos","1983","11","05","Brazil","Pará","Tucuruí","BR-422, km 45, Breu Branco, margem do rio Tocantins.","-49.6735668","-4.1715176",NA,NA,"NY02433423","NY02433423_01","Magnoliophyta","Oxalidales","1009","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2657365' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00997550","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","A. Lourteig",NA,"H. S. Irwin","1969","02","20","Brazil","Minas Gerais","Cristália","Serra do Espinhaço, ca. 15 km west of Grão Mogol, road to Cristália.","-42.9786","-16.6349",NA,NA,"NY00997550","NY00997550_01","Magnoliophyta","Oxalidales","23600","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180356' target='other'> <mi>dwc_moreinfo</mi></a>","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:46:28-03","EAO","IAN","135576","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A","1969","Irwin, HS; Santos, RR dos","1969","02","20","Brasil","Minas Gerais",NA,"Cerrado thickets. Dense cerrado on red clay, hilltop ca. 15km west of Grão Mogol, road to Cristália.",NA,NA,NA,NA,"IAN135576",NA,"Dicotiledônea",NA,"23600","Southern America",NA,"Erect subshrub ca. 1,5m tall. Corolla yellow. Fruit green.","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:46:28-03","EAO","IAN","58480","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Pires, JM; Black, GA","1950","05","24","Brasil","Maranhão",NA,"Ilha dos Botes, duas leguas abaixo de Carolina, Rio Tocantins.",NA,NA,NA,NA,"IAN058480",NA,"Dicotiledônea",NA,"2050","Southern America",NA,"Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:46:28-03","EAO","IAN","58580","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A","1967","Pires, JM; Black, GA","1950","05","24","Brasil","Maranhão",NA,"Ilha dos Botes , duas léguas abaixo de Carolina, rio Tocantins.",NA,NA,NA,NA,"IAN058580",NA,"Dicotiledônea",NA,"2050","Southern America",NA,"Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:46:28-03","EAO","IAN","86015","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Black, GA","1954","12","23","Brasil","Bahia","Barreiras","Estrada São Desidério.","-44.9900016784668","-12.1527996063232",NA,NA,"IAN086015",NA,"Dicotiledônea",NA,"17708","Southern America",NA,"Flor amarela.",NA,NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:46:28-03","EAO","IAN","132253","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A","1978","Pena, BS da","1970","10","14","Brasil","Pará","Ponta de Pedras","Ilha de mata. Próximo a fazenda Cururú.","-48.8711013793945","-1.39028000831604",NA,NA,"IAN132253",NA,"Dicotiledônea",NA,"203","Southern America",NA,"Arbustinho, flor amarela.",NA,NA,"106185","auto","03",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:46:28-03","EAO","IAN","54459","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A","1956","Black, GA; Lobato, JJ","1950","03","15","Brasil","Pará","Soure","Entre Fazenda Desterro e Fazenda Laranjeira; campo.","-48.5233001708984","-0.716666996479034",NA,NA,"IAN054459",NA,"Dicotiledônea",NA,"9156","Southern America",NA,"Flor amarela clara.",NA,NA,"69952","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2013-07-03 11:18:58-03","EBDA","BAH","7699","S","Plantae","Oxalidaceae","Oxalis","cearensis","Oxalis cearensis","Turcz.",NA,NA,"L.R. Noblick","1980","01","30","Brasil","Bahia","Tanquinho",NA,"-39.716667","-12.7","39W 43' 00","12S 42' 00",NA,NA,NA,NA,"1652",NA,NA,"Subarbusto de 30-50cm com folhas trifoliadas de foliolos lanceolados e flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-07-03 11:18:58-03","EBDA","BAH","4522","S","Plantae","Oxalidaceae","Oxalis","cearensis","Oxalis cearensis","Turcz.","Edna L.P.G. de Oliveira","1985","H.P. Bautista et","1983","05","26","Brasil","Bahia","Itiúba","Fazenda Experimental da EPABA.","-39.833333","-10.716667","39W 50' 00","10S 43' 00",NA,NA,NA,NA,"760",NA,NA,"Subarbusto ereto de ac. 20 a 40cm de altura; face dorsal dos folíolos vilosa, flores terminais amarelas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2013-07-03 11:18:58-03","EBDA","BAH","6068","S","Plantae","Oxalidaceae","Oxalis","cearensis","Oxalis cearensis","Turcz.","Edna L.P.G. de Oliveira","1985","Berenice C. Bastos","1985","03","28","Brasil","Bahia","Jacobina","Margem esquerda do Rio Jacípe.","-40.5183","-11.1806",NA,NA,NA,NA,NA,NA,"410",NA,NA,"Subarbusto esrecto, face dorsal dos folíolos rubrosos flores terminais amarelo.",NA,NA,"62396","auto","05",NA,NA,NA,NA,NA,NA,NA
"33","2013-07-03 11:18:58-03","EBDA","BAH","1766","S","Plantae","Oxalidaceae","Oxalis","cearensis","Oxalis cearensis","Turcz.","Edna L.P.G. de Oliveira","1985","Hermínia Freitas Souza","1975","08","27","Brasil","Bahia","Castro Alves",NA,"-39.4283","-12.7656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26883","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:09:26-03","NBC","NL-BOTANY","L.2120462","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Vauthier M","1833","01","01","Brazil",NA,NA,"Serra do Orgaos (Pu de Rio de Janeiro).",NA,NA,NA,NA,"NL-L2120462","NL-L2120462",NA,"Oxalidales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:09:26-03","NBC","NL-BOTANY","L.2120463","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Martius CFPS",NA,NA,NA,"Brazil",NA,NA,"Herbar Florae Brasil.",NA,NA,NA,NA,"NL-L2120463","NL-L2120463",NA,"Oxalidales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:09:26-03","NBC","NL-BOTANY","L.2120464","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi",NA,NA,"Martius CFPS",NA,NA,NA,"Brazil",NA,NA,"Herbar Florae Brasil.",NA,NA,NA,NA,"NL-L2120464","NL-L2120464",NA,"Oxalidales",NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:32:50-03","MN","R","86092","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A.","1956","Glaziou, A.F.M.; Schwacke, C.A.W.; Netto, L.S.M. & Moreira, N.","1880","11","29","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000086092","R000086092_001",NA,NA,NA,NA,NA,"Plantas do Brasil Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:32:50-03","MN","R","8013","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Lourteig, A.","1958","Glaziou, A.F.M.","1877","07","27","Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"R000008013","R000008013_001",NA,NA,"10448",NA,NA,"Plantas do Brasil Central",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:47:02-02","IPA","IPA","83624","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Wanderley, A.M.","2008","Leite, M.S.; Wanderley, A.M.; Wanderley, A.M.","2008","04","12","Brasil","Pernambuco","Cabo de Santo Agostinho","Pedra do Cayango, Litoral, entre os Engenhos Megahype e Cayango.","-34.985278","-8.201944","-34.985278","-8.201944","IPA0083624",NA,"Plantae",NA,"736","Southern America",NA,"Subarbusto pouco ramificado ca. 50cm de altura. Plena floração. Flores amarelas, sem odor.; Afloramento rochoso.","112","112",NA,NA,"06",NA,"10",NA,NA,NA,NA,NA
"40","2019-02-15 11:47:02-02","IPA","IPA","80824","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Leite, M.S.","2007","Leite, M.S.","2007","05","20","Brasil","Pernambuco","Maraial","Engenho Curtume, Entorno da Pedra do Uruçu.","-35.84","-8.804444","-35.84","-8.804444","IPA0080824",NA,"Plantae",NA,"366","Southern America",NA,"Arbusto pouco ramificado na beira da estrada de acesso ao afloramento. Indivíduos em início de floração. Flores amarelas, sem odor.; Vegetação degradada.","245","245",NA,NA,"08",NA,"08",NA,NA,NA,NA,NA
"41","2019-02-15 11:47:02-02","IPA","IPA","86505","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Barbosa, J.I.S.","2011","Josinaldo Alves; Oliveira, M.; et al.; Oliveira, M.; et al.","2011","07","19","Brasil","Pernambuco","Barra de Guabiraba","Próximo a Cachoeira do Galo.","-35.675","-8.401389","-35.675","-8.401389","IPA0086505",NA,"Plantae",NA,"518","Southern America",NA,"Erca com ca. de 0,60cm. Flores rosadas.",NA,NA,NA,NA,"08",NA,"11",NA,NA,NA,NA,NA
"42","2019-02-15 11:47:02-02","IPA","IPA","18417","S","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Pohl ex Progel","Abreu, M.C.","2006","Lira, O.C.","1968","08","06","Brasil","Pernambuco","Brejo da Madre de Deus","Biturizinho","-36.3711013793945","-8.14583015441895",NA,NA,"IPA0018417",NA,"Plantae",NA,"284","Southern America",NA,"Arbusto fino de até 1m. Flores amarelas.",NA,NA,"34231","auto","05",NA,"08",NA,NA,NA,NA,NA
"43","2019-11-27 13:51:19-03","UFS","ASE","25585","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Gomes, LA","2012","Gomes, LA; Santos, E; Porto, NM","2012","08","17","Brasil","Sergipe","Capela","RVS Mata do Junco, Borda da trilha","-37.04645","-10.5752","-37.04645","-10.5752","ASE0011444","ASE0011444","Magnoliophyta",NA,"696","Southern America",NA,"Subarbusto com cerca 40 cm. Com flores amarelas. UTM 0712454S8835455.&nf;; Solo arenoso. Mata Atlântica.",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:51:19-03","UFS","ASE","25845","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Gomes, LA","2013","Melo, LMS; Santana, TTS; Farias, MCV","2012","11","01","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo Argiloso.","-37.04645","-10.5752","-37.04645","-10.5752","ASE0011446",NA,"Magnoliophyta",NA,"85","Southern America",NA,"Herbácea com aproximadamente 30 cm. Tricomas presentes em toda planta, inclusive nas folhas. Flores amarelas.; Mata Atlântica.",NA,NA,NA,NA,"07",NA,"19",NA,NA,NA,NA,NA
"45","2019-11-27 13:51:19-03","UFS","ASE","28270","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","hedysarifolia","Oxalis hedysarifolia","Raddi","Silva, ACC","2013","Melo, LMS; Déda, RM; Freire, GS; Rocha, LP","2013","03","14","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo arenoso.","-37.052194","-10.532083","-37.052194","-10.532083","ASE0032281",NA,"Magnoliophyta",NA,"106","Southern America",NA,"Herbácea com aproximadamente 50 cm. Flores amarelas.; Mata Atlântica.",NA,NA,NA,NA,"03",NA,"21",NA,NA,NA,NA,NA
