"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","01057603","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","C. V. Mendonça f°","S. de Souza Silva","21","1996","08","22","South America","Brazil","Goiás","Rio Formiga. Folha SD-22-XD",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162120' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057603","NY01057603_01","Amaralina","-49.2969","-13.9267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","885176","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"H. C. de Lima","3041","1987","06","28","South America","Brazil","Rio de Janeiro","Estrada para Trajano de Morais, a 5 km de Santa Maria Madalena, próx. a Paradinha.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885176","NY00885176_01","Santa Maria Madalena","-41.98","-21.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01092837","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","C. V. Mendonça Filho","D. O. Norris","427","1964","11","21","South America","Brazil","São Paulo","near LEME.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238546' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092837","NY01092837_01","Leme","-47.3897","-22.1803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01092836","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","A. M. S. da F. Vaz","A. M. S. da F. Vaz","718","1990","08","30","South America","Brazil","Rio de Janeiro","Macaé de Cima, estrada para o Sitio sofronites, em área de formação de floresta ombrófila densa Atlântica montana.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238544' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092836","NY01092836_01","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:19:50-03","UFRJ","RFA","5796","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,"A.P. Duarte",NA,"1959","04","15",NA,"Brasil","Rio de Janeiro","Entre o Joá e a Barra da Tijuca",NA,NA,NA,"Árvore cujo tronco se esfolia e maneira das Myrtaceas, frutífero, madeira.","RFA25923",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:30:34-03","UFRJ","RFA","39519","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel","R. D. Ribeiro","Finotti R.; Caruzo J.","17",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Interior de fragmento florestal cujo o entorno é ocupado por propriedades particulares pequenas e pela Fazenda Recanto","50","50",NA,"Árvore de 10 metros de altura e PAP de 37,3 cm.","RFA24477",NA,"Cachoeiras de Macacu","-42.795278","-22.499722",NA,NA,"42º47'43''W","22º29'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:34-03","UFRJ","RFA","7052","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Allemão","A. Mattos","A. Mattos","220","1962","07","15",NA,"Brasil","Paraná",NA,NA,NA,NA,"Árvore de 20m X 0,40, frutos maduros","RFA26733",NA,"Londrina","-51.1627998352051","-23.3103008270264","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:42-03","UTFPR","DVPR","6185","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Silva, DR","Silva, DR; Piva, J; Machado, C","203","2018","03","09",NA,"Brasil","Paraná","Estrada a direita do Córrego Bevilaqua.","384","384",NA,"Árvore 20 m de altura. Folhas verde-concolores, cartáceas. Sâmaras imaturas, verdes. Ponto 819.; Árvore remanescente meio a áreas de pastagem e agricultura.","DVPR006185",NA,"Capitão Leonidas Marques","-53.3942","-25.2708",NA,NA,"-53.3942","-25.2708","2018","03","20",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:42-03","UTFPR","DVPR","867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Dias, MC","Carvalho, PHR; Fadelli, L; Dias, MC","s.n.","2002","06","28",NA,"Brasil","Paraná","Sítio Fadelli",NA,NA,NA,"Árvore 8m, frutos secos verde-amarronzados.; Em área de regeneração.","DVPR000867","DVPR000867","Alvorada do Sul","-51.2310981750488","-22.7803001403809","20708","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:42-03","UTFPR","DVPR","6185","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Silva, DR","Silva, DR; Piva, J; Machado, C","203","2018","03","09",NA,"Brasil","Paraná","Estrada a direita do Córrego Bevilaqua.","384","384",NA,"Árvore 20 m de altura. Folhas verde-concolores, cartáceas. Sâmaras imaturas, verdes. Ponto 819.; Árvore remanescente meio a áreas de pastagem e agricultura.","DVPR006185",NA,"Capitão Leonidas Marques","-53.614200592041","-25.4792003631592","14258","auto",NA,NA,"2018","03","20",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-24 17:10:42-03","UTFPR","DVPR","3473","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Kranz, WM","Kranz, WM; Cassiano, J","794","2002","03","25",NA,"Brasil","Paraná",NA,NA,NA,NA,"Planta arbórea, tamanho de 6m, rebrota do toco e das raízes superficiais.; Pastagem","DVPR003473",NA,"Iretama","-52.1058006286621","-24.423900604248","27581","auto",NA,NA,"2002","03","25",NA,NA,NA,NA,NA,NA,NA
"23","2016-10-18 16:25:32-02","UNEMAT","TANG","1387","S","Plantae",NA,NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tull.",NA,"Silva, CA","314","2011","07","28",NA,"Brasil","Mato Grosso","Fragmento Florestal Dona Lolita.",NA,NA,NA,"Porte arbustivo arbóreo, ocorre na borda do fragmento, presença de acúleos nos ramos e tronco.","TANG000001387",NA,"Tangará da Serra","-57.4858016967773","-14.6194000244141","175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-08 17:41:51-03","EAO","IAN","2634","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","pedicellatum","Machaerium pedicellatum","Vogel",NA,"Thotzky","52",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN002634","IAN002634_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-08 17:41:51-03","EAO","IAN","186911","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Lovato, MC","Lovato, MC","349","2003","02","19","Southern America","Brasil","Paraná","Fazenda Figueira -Paiquerê.",NA,NA,NA,"Árvore 5 m , com espinhos , frutos imaturos,fragmento 16.","IAN186911",NA,"Londrina","-50.975556","-23.540833",NA,NA,"-50.975556","-23.540833","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:51-03","EAO","IAN","20935","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Claussen, AM","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN020935","IAN020935_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:51-03","EAO","IAN","97670","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Rudd, VE","Fróes, RL","33246","1957","08","25","Southern America","Brasil","Minas Gerais","Adjacências do Horto Florestal de Paraopebas. Mata suja de cerrado, terrenos baixos, úmidos, (terra preta).",NA,NA,NA,"Árvore 8 m","IAN097670",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","26090","auto",NA,NA,"1972","05",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:51-03","EAO","IAN","35606","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mendonça Filho, CV","Lima, AS","6860","1942","12","18","Southern America","Brasil","São Paulo","Praça Imprensa Fluminense.",NA,NA,NA,"Árvore","IAN035606","IAN035606 IAN035606_e IAN035606_e1","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,"2002","05","15",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:16:27-03","UFBA","ALCB","19860","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","pedicellatum","Machaerium pedicellatum","Vog.",NA,"Mattos Silva, LA; Santos, TS dos; Santos, EB dos","2382","1988","05","03","Southern America","Brasil","Bahia","Litoral Sul, Fazenda Teimoso. Ramal com entrada no km 8 da rodovia Jussari/Palmira, lado esquerdo. Coletas na margem da mata","200","200",NA,"10,0m X 15,0cm.; Solo argiloso, com bastante afloramento de rochas.","ALCB031577","ALCB031577","Jussari","-39.483333","-15.183333",NA,NA,"-39.483333","-15.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:16:27-03","UFBA","ALCB","024996","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mendonça Filho, CV","Guedes, ML","2734","1992","11","28","Southern America","Brasil","Bahia","Serra Geral",NA,NA,NA,"ca. 10 m alt., armada. Inflorescência com flores liláses.","ALCB031596","ALCB031596","Caetité","-42","-14",NA,NA,"-42","-14","2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:16:27-03","UFBA","ALCB","24234","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mendonça Filho, CV","Guedes, ML","2875","1993","03","01","Southern America","Brasil","Bahia","Sudoeste",NA,NA,NA,"ca. 6 m alt. Frutos sâmara, marrom.","ALCB031594","ALCB031594","Itanagé","-42.016667","-13.7",NA,NA,"-42.016667","-13.7","2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:16:27-03","UFBA","ALCB","60087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Filho, CVM","Hatschbach, G; Carneiro, J; Silva, JM","69948","2000","01","14","Southern America","Brasil","Paraná","Fazenda Monte Verde, Mata do Cruzeiro",NA,NA,NA,"6,0m. Flor creme, nervuras e ápice purpúreos.; Floresta.","ALCB031595","ALCB031595","Jundiaí do Sul","-50.247501373291","-23.4367008209229","17300","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:16:27-03","UFBA","ALCB","025002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.","Mendonça Filho, CV","Guedes, ML","2698","1992","11","28","Southern America","Brasil","Bahia","Serra Geral, AN-13",NA,NA,NA,"espinescente","ALCB031597","ALCB031597","Caetité","-42","-14",NA,NA,"-42","-14","2002","05",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:16:27-03","UFBA","ALCB","80303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Machaerium","scleroxylum","Machaerium scleroxylum","Tul.",NA,"Conceição, AA; Harley, RM; Santos, RM; Rocha, DS","1942","2007","04","28","Southern America","Brasil","Bahia","Chapada Diamantina, caminho Catuarama para Mateus","593","593",NA,"7,0m alt. fruto sâmara com núcleo seminífero verde. Início ala amarelada e ápice de ala verde. material coletado:DNA","ALCB031593","ALCB031593","Paramirim","-42.245556","-13.297222",NA,NA,"-42.245556","-13.297222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:13:52-03","NBC","NL-BOTANY","L.1063345","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","15","Southern America","Brazil","Paraná","Est. Parana. Near Casa Branca, c. 10 km W. of Cerro Azul.",NA,NA,NA,"Forest on top and sides of ridge.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063345","NL-L1063345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13689",NA,NA,NA,NA,NA
"36","2020-02-08 09:13:53-03","NBC","NL-BOTANY","L.1063346","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","08","Southern America","Brazil","Paraná","Est. Parana. Near Cerro Azul. Rio Pontagrossa.",NA,NA,NA,"Secondary wood on slope of valley of Rio Pontagrossa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063346","NL-L1063346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0054961 | Uw 13507",NA,NA,NA,NA,NA
"37","2020-02-08 09:13:53-03","NBC","NL-BOTANY","L.1063347","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","08","Southern America","Brazil","Paraná","Est. Parana. Near Cerro Azul. Rio Pontagrossa.",NA,NA,NA,"Secondary wood on slope of valley of Rio Pontagrossa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063347","NL-L1063347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13507",NA,NA,NA,NA,NA
"38","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0054962","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","08","Southern America","Brazil","Paraná","Est. Parana. Near Cerro Azul. Rio Pontagrossa.",NA,NA,NA,"Secondary wood on slope of valley of Rio Pontagrossa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 13507",NA,NA,NA,NA,NA
"39","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0270076","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","06","Southern America","Brazil","Paraná","Est. Paraná. E. of Cerro Azul.",NA,NA,NA,"Forest on top and northern flank of steep ridge; dry sandy soil overlying soft bedrock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13499",NA,NA,NA,NA,NA
"40","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0270078","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","05","Southern America","Brazil","Paraná","Est. Parana. E. of Cerro Azul.",NA,NA,NA,"Forest on top and northern flank of steep ridge; dry, sandy soil overlying soft bedrock.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270078 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13465",NA,NA,NA,NA,NA
"41","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0270079","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná","Cêrro Azul",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13497",NA,NA,NA,NA,NA
"42","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0278327","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","15","Southern America","Brazil","Paraná","Est. Parana. Near Casa Branca, c. 10 km W. of Cerro Azul.",NA,NA,NA,"Forest on top and sides of ridge.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278327 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13689",NA,NA,NA,NA,NA
"43","2020-02-08 09:13:53-03","NBC","NL-BOTANY","U 0278834","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Machaerium","scleroxylon","Machaerium scleroxylon","Tul.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","08","Southern America","Brazil","Paraná","Est. Parana. Near Cerro Azul. Rio Pontagrossa.",NA,NA,NA,"Secondary wood on slope of valley of Rio Pontagrossa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13507",NA,NA,NA,NA,NA
