"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"45","2021-03-15 16:37:00-03","NY","NYBG","01055404","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"H. S. Irwin","24372","South America","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 37 km north of Veadeiros","-47.5167","-13.78228","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055404","NY01055404_01","A. E. Burkart","1969","03","14","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01056126","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"M. G. da Silva","5010","South America","Brazil","Mato Grosso","Aripuanã","Aripuanã, arredores do campo de aviação","-59.4592","-10.1669","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01056126","NY01056126_01","R. H. Fortunato","1979","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","01055454","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"W. R. Anderson","11358","South America","Brazil","Mato Grosso","Chapada dos Guimaraes","At western edge of the Chapada dos Guimarães","-55.75","-15.4333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1141210' target='other'> <mi>dwc_moreinfo</mi></a>","NY01055454","NY01055454_01","J. W. Grimes","1975","02","13","550","680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","01056156","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"B. M. T. Walter","1591","South America","Brazil","Goiás","Niquelândia","Regiao da Faz. São Joao. Margem esquerda do R. Trairas. A 3 km da ponte sobre o Rio proxima a Indaianapolis. Area de influencia da UHE Serra da Mesa","-48.6","-14.27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01056156","NY01056156_01","R. H. Fortunato","1992","06","10","480","480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01045941","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"H. S. Irwin","16735","South America","Brazil","Mato Grosso",NA,"Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.33687","-14.65392","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191780' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045941","NY01045941_01","R. C. Barneby; J. W. Grimes","1966","06","07","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-29 11:30:31-03","UFRJ","RFA","35478","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"C.M. Vieira; F. Fontes; A. Maciel","1876",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum. E, trecho do morro a ser explorado (área 147)","-57.6533012390137","-19.0091991424561",NA,"Subarbusto heliófilo. Botões verdes; flores roxas","RFA22860",NA,"C.M. Vieira","2008","10","14",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-06-29 11:30:31-03","UFRJ","RFA","35501","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"C.M. Vieira; F. Fontes; A. Maciel","1885",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum. E, trecho do morro a ser explorado (área 15)","-57.6533012390137","-19.0091991424561",NA,"Subarbusto. Folhas verdes discolores. Cálice esverdeado, estandarte verde riscado de vinho, demais pétalas vinosas. frutos esverdeados","RFA22879",NA,"C.M. Vieira","2008","10","15",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-08 17:41:39-03","EAO","IAN","12707","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Haught, O","2700",NA,"Colômbia",NA,NA,"Departamento Boyacá. O. R. Guanapalo. Between Trinidad and Orocué.",NA,NA,NA,"Perennial herb of open Llanos. Flowers pink.","IAN012707","IAN012707 IAN012707_e IAN012707_e1",NA,NA,NA,NA,"160","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-08 17:41:39-03","EAO","IAN","140380","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pires, JM","13437","Southern America","Brasil","Pará",NA,"Estudo Ecológico entre Estreito e Marabá. Cerrado.",NA,NA,NA,NA,"IAN140380",NA,"Lima, HC de","1973","09","15",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-08 17:41:39-03","EAO","IAN","140381","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pires, JM","13438","Southern America","Brasil","Pará",NA,"Estudo Ecológico entre Estreito e Marabá. Cerrado.",NA,NA,NA,NA,"IAN140381",NA,"Lima, HC de","1973","09","15",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-08 17:41:39-03","EAO","IAN","142985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pinheiro, GS; Carvalho, JFV","461","Southern America","Brasil","Pará",NA,"Estreio-Marabá, km .",NA,NA,NA,"Planta de 1 m de altura, com flor rosa.","IAN142985",NA,"Rosa, NA","1974","04","08",NA,NA,NA,NA,NA,"1975","01",NA,NA,NA,NA,NA,NA,NA
"56","2021-04-08 17:41:39-03","EAO","IAN","2014","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN002014","IAN002014_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-08 17:41:39-03","EAO","IAN","2014","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN002014","IAN002014_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-08 17:41:39-03","EAO","IAN","58519","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pires, JM; Black, GA","2087","Southern America","Brasil","Maranhão",NA,"Ilha dos Botes, Rio Tocantins, perto de Carolina.",NA,NA,NA,"Arbustinho; flores arroxeadas.","IAN058519",NA,"Cowan, RS","1950","05","25",NA,NA,NA,NA,NA,"1973","02",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-08 17:41:39-03","EAO","IAN","58802","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pires, JM; Black, GA","2377","Southern America","Brasil","Goiás",NA,"Varedão do Relâmpago, dus léguas de Carolina.",NA,NA,NA,"Arbustinho; flores roxas.","IAN058802",NA,"Burkart, A","1950","05","28",NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-08 17:41:39-03","EAO","IAN","88367","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens glaucescens","Kunth",NA,"Macêdo, A","3967","Southern America","Brasil","Goiás","Porto Nacional",NA,NA,NA,NA,"Sub-arbusto do cerrado. Specimem published: Darwiniana 16:771:1971.","IAN088367",NA,"Burkart, A","1955","07","31",NA,NA,"glaucescens",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-08 17:41:39-03","EAO","IAN","77176","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens lanciofolia","Kunth",NA,"Black, GA; Cordeiro, E","15294",NA,"Bolívia",NA,NA,"Rio Guaporé; campo de Santo Antonio de Manoelito.",NA,NA,NA,"Perene; flor roxa.","IAN077176",NA,"Burkart, A","1952","06","24",NA,NA,"lanciofolia",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-08 17:41:39-03","EAO","IAN","13928","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Magalhães, MG","1881","Southern America","Brasil","Minas Gerais","Pirapora","Cerrado pedregoso. Independência.","-44.9418983459473","-17.3449993133545",NA,"Arbusto de 1 m de altura. Flores lilazes.","IAN013928","IAN013928 IAN013928_e","Barreto, M","1942","04","24",NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-08 17:41:39-03","EAO","IAN","81139","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Andrade-Lima, D de","1615","Southern America","Brasil","Pará","Monte Alegre","Ilha de campo entre o povoado e a serra o Ererê. Em solo piçarreiro ntre gramineas e arbustos isolados.","-54.0691986083984","-2.00778007507324",NA,"Erva semi-lenhosa, +/- 1,50 m. Flores roeas com estrias. Dorso das folhas mais claros.","IAN081139",NA,"Ducke, A","1953","05","17",NA,NA,NA,"279177","auto","1953",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-04-08 17:41:39-03","EAO","IAN","170437","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Bastos, MNC; Cordeiro, MR","2054","Southern America","Brasil","Pará","São Geraldo do Araguaia","Campo cerrado, morro 3.","-48.5550003051758","-6.40055990219116",NA,"Arbusto de 1,50m de altura; flores lilás.","IAN170437",NA,NA,"1995","06","15",NA,NA,NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-26 18:08:14-03","CPAN-UFMS","COR","4085","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Damasceno Jr., G.A.; Cavalheiro, A.G.; Rodriguez, D.P.","936",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro do Urucum.","-57.608889","-19.194444",NA,"Com Flor: alaranjada; flores rajadas de púrpura p/ fora Habito: Erva",NA,NA,"R.R. Silva","1995","10","09","900","900",NA,NA,NA,"2003",NA,"57º36'32''W","19º11'40''S",NA,NA,NA,NA,NA
"66","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14955","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens glaucescens",NA,NA,"Silva,R.R. & Ramires","1121",NA,"Brasil","Mato Grosso do Sul","Corumbá","Serra Santa Cruz, Planalto Residual do Urucum. Acesso pela Estrada do Lago Azul. Campo Cerrado; Solo minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: Flores com estandarte verde externamente com estrias vináceas, lilás internamente, como asas e pétalas da quilha.",NA,NA,"Silva, R.R.","2004","09","10","848","848","glaucescens","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14588","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens glaucescens",NA,NA,"Silva,R.R.& Velásquez, JS","1287",NA,"Brasil","Mato Grosso do Sul","Corumbá","Topo da Serra do Jacadigo, Planalto Residual do Urucum. Acesso pelo sítio Nossa Sra. Auxiliadora. Campo Cerrado; Solo minério de ferro.;.","-57.6533012390137","-19.0091991424561",NA,"Com fruto:Frutos imaturos verdes.",NA,NA,"Silva, R.R.","2004","11","22","617","617","glaucescens","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14734","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens glaucescens",NA,NA,"Silva,R.R.& Velásquez, JS","270",NA,"Brasil","Mato Grosso do Sul","Corumbá","Topo da Serra Tromba dos Macacos, Planalto Residual do Urucum. Acesso pela Fazenda Vovô Oswaldo. Campo Cerrado; Solo minério de ferro;.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: Botões verdes; Com fruto:Frutos imaturos verdes.",NA,NA,"Silva, R.R.","2003","02","13",NA,NA,"glaucescens","295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-26 18:08:14-03","CPAN-UFMS","COR","14579","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens glaucescens",NA,NA,"Silva,R.R & Silva,M.V.","396",NA,"Brasil","Mato Grosso do Sul","Ladário","Serra do Rabichão, Planalto Residual do Urucum. Acesso pela Faz. Uruba. Interior de Floresta Estacional Decidual; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: Flrores roxas.; Com fruto:Fruto imaturo verde e maduro castanho.",NA,NA,"Silva, R.R.","2003","10","22",NA,NA,"glaucescens","23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-10-09 11:16:04-03","UFBA","ALCB","43759","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, LP de; Torres, DC; Oliveira, AA; Santos, CC dos; Rios, L","6011","Southern America","Brasil","Bahia","Santana","Oeste, serra a N de Santana na estrada para a torre de TV","-44.055556","-12.945556",NA,"ereto, pouco ramificado, de ca. 0,5-1,0 m alt. folíolos cartáceos com face abaxial glauca. Flores com cálice verde, estandarte vermelho com face externa acinzentada com estrias esverdeadas.; comdossel a ca. 7 m alt.","ALCB031430","ALCB031430","Queiroz, LP de","2000","02","14","663","663",NA,NA,NA,"2009","09","-44.055556","-12.945556",NA,NA,NA,NA,NA
"71","2020-02-08 09:13:00-03","NBC","NL-BOTANY","L.1946920","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Herzog T",NA,"Southern America","Bolivia",NA,NA,"in den Hügelcampos westlich vom Rio Pirai bei Santa Cruz.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1946920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1946920","NL-L1946920",NA,"1911","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"72","2020-02-08 09:13:00-03","NBC","NL-BOTANY","L.1946921","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Breteler FJ",NA,"Southern America","Venezuela",NA,NA,"6 km from Barinas along road to Bari- nitas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1946921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1946921","NL-L1946921",NA,"1964","09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"73","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243181","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Irwin HS; Harley RM; Smith GL",NA,"Southern America","Brazil",NA,NA,"Olants of the Planalto do Brasil, Estado de Bahia, Valley of the Rio das Ondas, Cerrado, Cerrado and gallery on clay, lower slopes of Espigao Mestre, ca. 4km N. of Barreiras, road to Santa Rita da Cassia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243181","NL-U1243181",NA,"1971","03","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"74","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1243182","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Mexia YEJ",NA,"Southern America","Brazil",NA,NA,"Plants of Brazil, State of Minas Geraes, Cortino, Fazenda do Diamante, pasture north of buildings, grassy hillside.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243182","NL-U1243182",NA,"1931","04","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"75","2020-02-08 09:13:00-03","NBC","NL-BOTANY","U.1301968","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Breteler FJ",NA,"Southern America","Venezuela",NA,NA,"6 km from Barinas along road to Bari- nitas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301968","NL-U1301968",NA,"1964","09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"76","2020-02-08 09:13:00-03","NBC","NL-BOTANY","WAG.1019851","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Breteler FJ",NA,"Southern America","Venezuela",NA,NA,"6 km from Barinas along road to Bari- nitas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1019851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1019851","NL-WAG1019851",NA,"1964","09","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"77","2020-02-08 09:13:00-03","NBC","NL-BOTANY","L.1946923","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens macrocarpa","Hassl.",NA,"Fiebrig K",NA,"Southern America","Paraguay",NA,NA,"N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1946923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1946923","NL-L1946923",NA,"1908","10","01",NA,NA,"macrocarpa",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"78","2020-11-04 11:09:32-03","ESALQ","ESA","41012","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17232.0",NA,"Brasil","Mato Grosso","Nobres","Gleba Coqueiral. Cerca de 43 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado).","-55.57","-14.35",NA,"Subarbusto, ca. 1, 5 m alt.; botões verdes.","ESA041012","ESA041012","Ceolin, G.B.","1997","05","24",NA,NA,NA,NA,NA,"2009","11","-55.57","-14.35",NA,"06",NA,NA,NA
"79","2020-11-04 11:09:32-03","ESALQ","ESA","41015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","18201.0",NA,"Brasil","Mato Grosso","São José do Rio Claro","Fazenda Cachoeira de Pau. Savana Arborizada (cerrado)","-56.31","-13.52",NA,"Arbusto, ca. 1 m alt.; flores róseas; frutos castanhos.","ESA041015","ESA041015","Ceolin, G.B.","1997","06","14",NA,NA,NA,NA,NA,"2009","11","-56.31","-13.52",NA,"06",NA,NA,NA
"80","2020-11-04 11:09:32-03","ESALQ","ESA","41005","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14680.0",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Ca. 31 km WNW (em linha reta) de São Félix do Araguaia. Estrada para Luciara. Fazenda Buritizal. Savana Parque. Área arborizada com palmeiras (buritizal).","-50.6693992614746","-11.6171998977661",NA,"Subarbusto, ca. 50 cm alt.; flores lilases.","ESA041005","ESA041005","Ceolin, G.B.","1997","03","20",NA,NA,NA,"290331","auto","2009","11","-50,942,222","-11,501,389",NA,"06",NA,NA,NA
"81","2020-11-04 11:09:32-03","ESALQ","ESA","41027","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16571.0",NA,"Brasil","Mato Grosso","Alto Paraguai","Crista da Serra da Bocaina. 15 Km SW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Savana arborizada (cerrado) entre rochas.","-56.4824981689453","-14.5136003494263",NA,"Arbusto, ca. 1 m alt.; flores rosa-forte.","ESA041027","ESA041027",NA,"1997","05","20",NA,NA,NA,"78022","auto","2002","06",NA,NA,NA,"01",NA,NA,NA
"82","2020-11-04 11:09:32-03","ESALQ","ESA","41000","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14739.0",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada entre a Vila de Pontinópolis e a Serra dos Magalhães. Savana Parque. Área arborizada densa (cerrado).","-50.6693992614746","-11.6171998977661",NA,"Subarbusto; flores róseas.","ESA041000","ESA041000","Ceolin, G.B.","1997","03","21",NA,NA,NA,"290331","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
