"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"91","2020-10-01 14:25:44-03","JBB","HEPH","29","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M","2000",NA,NA,"Heringer, EP","8106","1961","02","20","Brasil","Distrito Federal","Guará","Horto do Guará",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-10-01 14:25:44-03","JBB","HEPH","7952","S","Plantae","Magnoliid","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M","2000","01",NA,"Ramos, AE","458","1993","03","15","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,"Southern America","1025","1150",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA
"93","2020-12-11 11:40:13-03","UFMG","BHCB","160145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2019","10",NA,"Gontijo, FD","s.n.","2012","06","13","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova","-43.433333","-20.198611",NA,NA,NA,"Southern America",NA,NA,NA,"BHCB052581",NA,"-43.433333","-20.198611",NA,NA,NA,NA,NA,NA,NA
"94","2020-12-11 11:40:13-03","UFMG","BHCB","140545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2010",NA,NA,"Carmo, FF","3791","2008","12","06","Brasil","Minas Gerais","Catas Altas","Chapada de Canga., Coletado em borda de afloramento de canga.","-43.405278","-21.3625",NA,NA,NA,"Southern America","910","910",NA,NA,NA,"-43.405278","-21.3625",NA,NA,NA,NA,NA,NA,NA
"95","2020-12-11 11:40:13-03","UFMG","BHCB","183849","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2019","10",NA,"Sousa, NL; Souza, JAM; Avelar, R","361","2016","11","21","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.841944","-20.2625",NA,"Arbustivo, 2,8m alt. Terrestre. Flor branca, creme.; Floresta Estacional Semidecidual. Área próximo a curso d'água.",NA,"Southern America","1002","1002",NA,"BHCB052608",NA,"-43.841944","-20.2625",NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:40:13-03","UFMG","BHCB","185581","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2018","07",NA,"Tameirão Neto, E; Vidal, CV","5487","2013","11","27","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.360014","-19.08955",NA,"Arbóreo; Floração; Flores creme; Floresta estacional semidecidual",NA,"Southern America",NA,NA,NA,"BHCB185581",NA,"-43.360014","-19.08955",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:40:13-03","UFMG","BHCB","186588","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2015","10","27","Castro, R; Gomes, P","2589","2015","10","27","Brasil","Minas Gerais","Mariana",NA,"-43.476389","-20.186389",NA,"Floresta Semidecidual",NA,"Southern America","996","996",NA,"BHCB186588",NA,"-43.476389","-20.186389",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:40:14-03","UFMG","BHCB","198149","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2019","10",NA,"Faria, JEQ; Otoni, TJO","6656","2016","10","11","Brasil","Minas Gerais","Serro","Fazenda na margem da rodovia entre Serro e Santo Antônio do Itambé, próximo à Serro.","-43.344167","-18.571389",NA,"Arbusto ca.3,5m de altura, espigas verdes eretas.; Floresta Estacional Semidecidual com afloramento de quartzítico.",NA,"Southern America","802","802",NA,"BHCB198149",NA,"-43.344167","-18.571389",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:40:13-03","UFMG","BHCB","140540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2010",NA,NA,"Carmo, FF","3442","2008","09","28","Brasil","Minas Gerais","Iguarapé","Pico do Itatiaiuçu., C1. Coletado em capão, afloramento de canga.","-44.362139","-21.202778",NA,NA,NA,"Southern America","1340","1340",NA,NA,NA,"-44.362139","-21.202778",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:40:13-03","UFMG","BHCB","140543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,"2010",NA,NA,"Carmo, FF","3594","2008","09","28","Brasil","Minas Gerais","Iguarapé","Pico Itatiaiuçu., C1. Coletado em capão, afloramento de canga.","-44.362139","-21.202778",NA,NA,NA,"Southern America","1340","1340",NA,NA,NA,"-44.362139","-21.202778",NA,NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:40:14-03","UFMG","BHCB","57125","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Salino, A; Morais, PO","6003","2000","09","27","Brasil","Minas Gerais","Miradouro","Córrego Alegre.","-42.3424987792969","-20.8906002044678","20127","Arbusto com 1,5m de altura, folhas cartáceas e inflorescências esverdeadas.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:40:13-03","UFMG","BHCB","17534","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Andrade, PM de","s.n.","1989","12","29","Brasil","Minas Gerais","Nova Lima","Reserva Biológica do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:40:14-03","UFMG","BHCB","20227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Andrade, PM de","s.n.","1990","12","03","Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:40:14-03","UFMG","BHCB","20230","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Andrade, PM de","s.n.","1990","12","03","Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-11 11:40:14-03","UFMG","BHCB","20258","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Andrade, PM de","s.n.","1990","12","16","Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-12-11 11:40:14-03","UFMG","BHCB","67001","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Mota, RC da","805","2000","04","03","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555","11966","Planta coletada em mata semidecídua; arbusto.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-11 17:21:14-03","UFPR","UPCB","66304","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2008","01","01","Castro, R.M.de","380","2001","05","20","Brasil","Minas Gerais","Lima Duarte","Arraial da Conceição do Ibitipoca. Parque Estadual do Ibitipoca e Pedra do Gavião.","-43.793098449707","-21.8425006866455","30417","Arvoreta na borda da mata próximo ao curso d'água, em local sombreado. Espigas imaturas verdes..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2013-05-07 06:03:00-03","MO","MOBOT","3064151","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","estrellense","Piper estrellense","C. DC.","Trelease",NA,NA,NA,"Ynés Mexia","Mexia 5419","1930","12","18","Brazil","Minas Gerais",NA,"Viçosa. Fazenda do Deserto; woods adjoining Morta, in deep shade.",NA,NA,NA,NA,NA,"South America","720.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2011-06-27 08:43:00-03","MO","MOBOT","3101963","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2018-05-11 05:21:00-03","MO","MOBOT","100660925","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","A. Bornstein",NA,NA,NA,"M.C. Assis|Renato de Mello-Silva|E. M. Nic Lughadha","Assis 600","1999","2","25","Brazil","Minas Gerais","Rio Preto","Carrascal em quartzito na Fazenda da Cachoeira Alta.","-43.8297223","-21.9675",NA,NA,NA,"South America","940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"111","2009-07-31 17:16:00-03","MO","MOBOT","3100435","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas",NA,NA,NA,"Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20818","1968","2","24","Brazil","Minas Gerais",NA,"Disturbed slope forest and adjacent rocky campo, Serra do Espinhaço at Lapinha, Minas Gerais, ca. 19km N. of Sêrro on road ro Diamantina.",NA,NA,NA,NA,NA,"South America","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","3101223","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","M. Carvalho-Silva",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 55882","1991",NA,NA,"Brazil","Goiás",NA,"Córrego Libório (Mun. Água Fria)",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2009-07-17 14:12:00-03","MO","MOBOT","3101432","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas",NA,NA,NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 8614a","1965","9","24","Brazil","Distrito Federal",NA,"Riacho Fundo, ca. 15 km SW. of Brasília on road to Goiânia. Gallery forest.",NA,NA,NA,NA,NA,"South America","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2009-07-21 13:04:00-03","MO","MOBOT","3101706","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas",NA,NA,NA,"Timothy C. Plowman|José Schunke V.","Plowman 11663","1981","12","23","Peru","San Martín","Mariscal Cáceres","Disrito Tocache Nuevo. Carretera Marginal de la Selva, about km 50 north of Tocache Nuevo, between Puerto Pizana and Quebrada de Salas.","-76.65","-7.95",NA,NA,NA,"South America","460.00000000","470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2010-10-07 15:39:00-03","MO","MOBOT","3101875","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas",NA,NA,NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10198","1965","11","11","Brazil","Distrito Federal",NA,"Shaded slope. Gallery forest, steep rocky slope, Parque Municipal do Gama, D.F.",NA,NA,NA,NA,NA,"South America","1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2015-05-20 10:36:18-03","UFERSA","MOSS","11130","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Monteiro, D.","2008","08","01","Castro, R.M.","380","2001","05","20","Brasil","Minas Gerais","Lima Duarte","Conceição do Ibitipoca, Parque Estadual do Ibitipoca e Pedra do Gavião.","-43.7931","-21.8425","30417","arvoreta; coletada na borda da mata, próximo ao curso d'água, em local sombreado; espiga imatura, verde.","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-08-31 09:14:10-03","INPA","INPA","94449","S","Plantae","Dicotyledon Magnoliids","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R","1979",NA,NA,"Irwin, HS","9036","1965","10","07","Brasil","Distrito Federal",NA,"Ca. 2 km S of Sobradinho",NA,NA,NA,NA,NA,"Southern America","1100","1100",NA,"INPA0094449","INPA0094449 INPA0094449_e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-08-31 09:14:10-03","INPA","INPA","94460","S","Plantae","Dicotyledon Magnoliids","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R","1979",NA,NA,"Irwin, HS","12298","1966","02","05","Brasil","Distrito Federal",NA,"Fazenda Vargem Bonita, ca. 10 km S of Brasília",NA,NA,NA,NA,NA,"Southern America","975","975",NA,"INPA0094460","INPA0094460 INPA0094460_e",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-08-31 09:14:10-03","INPA","INPA","204408","S","Plantae","Dicotyledon Magnoliids","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Gonçalves, EG","1996",NA,NA,"Kirkbride Junior, JH","4640","1982","02","10","Brasil","Distrito Federal","Brasília","Em Fazenda 20 de Maio, perto de DF-20, ca. 12 km de Gama.","-48.2","-16.016667",NA,NA,NA,"Southern America","960","960",NA,"INPA0204408","INPA0204408 INPA0204408_e","-48.2","-16.016667",NA,NA,NA,NA,NA,NA,NA
"120","2020-06-15 15:31:08-03","UNESP-RC","HRCB","64984","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Grupo Verde",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha Rui Braga.","-44.619861","-22.43025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"044°37'11.5W","22°25'48,9S",NA,NA,NA,NA,NA,NA,NA
"121","2018-10-09 16:32:01-03","UFLA","ESAL","18425","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Elsie Franklin Guimarães",NA,NA,NA,"Gavilanes, ML","4759",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"arbusto; 3 m; amarronzada;; floresta",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"122","2018-10-09 16:32:01-03","UFLA","ESAL","18426","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Elsie Franklin Guimarães",NA,NA,NA,"Almeida, RJ et alii","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"arbusto; 2,50 m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"123","2018-10-09 16:32:01-03","UFLA","ESAL","18429","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Elsie Franklin Guimarães",NA,NA,NA,"Gavilanes, ML","4728",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,"arbusto; 3 m; creme;; floresta",NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA
"124","2019-12-19 11:20:00-03","UFG","UFG","29020","S","Plantae",NA,NA,"Piperaceae","Piper","tectonifolium","Piper tectonifolium","Kunth.","Guarino, E.S.G.","2000","09","18","Guarino, E.S.G.; Pereira, J.B. & Souza, S.P.","434","2000","09","18","Brasil","Distrito Federal","Brasília","Fazenda Sucupira. Mata de galeria do córrego Riacho Fundo. Mata de galeria inundável. Solo argiloso com muita serrapilheira.","-48","-15.866667",NA,"Flor creme. Planta nº 1642, p. 23.",NA,NA,"1100","1100",NA,NA,NA,"-48","-15.866667",NA,NA,NA,NA,NA,NA,NA
"125","2019-06-10 10:11:25-03","FZB-BH","BHZB","12010","S","Plantae",NA,NA,"Piperaceae","Piper","tectonifolium","Piper tectonifolium",NA,NA,NA,NA,NA,"Ferreira Junior, C.A.","1455","2014","11","01","Brasil","MG","Nova Lima","Corrego do Cardoso, Bairro Ouro Velho, Nova Lima, Minas Gerais","-43.8466987609863","-19.9855995178223","29211","com duplicata. Doação de duplicata para herbário RB em outubro 2017.","auto",NA,"865","865",NA,NA,NA,"43°53'37.4","19°59'20.7",NA,NA,NA,NA,NA,NA,NA
"126","2019-06-10 10:11:25-03","FZB-BH","BHZB","12011","S","Plantae",NA,NA,"Piperaceae","Piper","tectonifolium","Piper tectonifolium",NA,NA,NA,NA,NA,"Ferreira Junior, C.A.","1515","2015","01","24","Brasil","MG","Nova Lima","Corrego do Cardoso, Bairro Ouro Velho, Nova Lima, Minas Gerais","-43.8466987609863","-19.9855995178223","29211","Doação de duplicata para herbário RB em outubro 2017.","auto",NA,"867","867",NA,NA,NA,"43°53'38.9","19°59'20.4",NA,NA,NA,NA,NA,NA,NA
"127","2019-06-10 10:11:25-03","FZB-BH","BHZB","3111","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium",NA,"E.F.Guimarães","2015","07",NA,"Ordones, J. et al.","714","2001","02","16","Brasil","MG","Catas Altas","Caraça/ Bocaína","-43.4075012207031","-20.0746994018555","11966",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-06-10 10:11:25-03","FZB-BH","BHZB","2434","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium",NA,"E.F. Guimaraes","2015","07",NA,"Ordones, J.","142","2000","04","03","Brasil","MG","Catas Altas","Caraça","-43.4075012207031","-20.0746994018555","11966","Anteriormente Piper sp.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-06-10 10:11:25-03","FZB-BH","BHZB","7161","S","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium",NA,"E.F , Guimarães","2015","07",NA,"Rezende, S.G et al.","2275","2007","10","09","Brasil","MG","Santa Bárbara","Região Sumidouro, Lat: 20º 1' 23 S, Long: 43º 30' 6, W;","-43.501667","-20.023056",NA,"Recebimento em Novembro de 2008. BHCB 122093. Alt: 777 m.",NA,NA,"777","777",NA,NA,NA,"43W 30' 6","20S 1' 23",NA,NA,NA,NA,NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","2934433","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"H. S. Irwin, R. Souza & R. R. Santos","s.n.","1965","9","24","Brazil","Distrito Federal","Brasília","ca.15km S.W. of Brasília on road to Goiânia","-47.9296989440918","-15.7797002792358","70570",NA,"auto","South America - Neotropics","1150",NA,NA,"US01331016","US01331016_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","1618096","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Y. Mexia","5419","1930","12","18","Brazil","Minas Gerais","Viçosa","Fazenda do Deserto","-42.8819007873535","-20.7539005279541","13937",NA,"auto","South America - Neotropics","720",NA,NA,"US01331017","US01331017_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"C. Feuillet","4417","1987","8","29","French Guiana",NA,NA,"Station des Nouragues, Bassin de l'Approuague, Arataye","-52.7","4.05",NA,"US",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"133","2020-09-12 05:00:02-03","US","US","3134768","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Görts-van Rijn, A. R. A.",NA,NA,NA,"J.-J. de Granville, C. Feuillet, L. Hollenberg, O. Poncy & M. S. Sangrey","9052","1986","2","1","French Guiana",NA,NA,"Saül, Crique Cochon","-53.2","3.58",NA,NA,NA,"South America - Neotropics","200",NA,NA,"US00671873",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","3275236","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"J. H. Kirkbride","4640","1982","2","10","Brazil","Distrito Federal",NA,"na beira do córrego em Fazenda 28 de Maio, perto de DF-20, ca. 12 km W de Gama","-48.2","-16.02",NA,NA,NA,"South America - Neotropics","960",NA,NA,"US01331014","US01331014_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","2934438","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20818","1968","2","24","Brazil","Minas Gerais","Lagoa Santa","Serra do Espinhaço, 19km N. of Sêrro on road (MG-2) to Diamantina.","-43.8897018432617","-19.6271991729736","12338",NA,"auto","South America - Neotropics","1200",NA,NA,"US01331015","US01331015_01",NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"136","2020-09-02 16:35:55-03","Cenargen","CEN","86312","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","M. Carvalho-Silva","2015","07",NA,"Alba Cordeiro","179","2012","07","05","Brasil","DF","BRASILIA","Brazlândia - Sítio Coité do Cerrado.","-47.9296989440918","-15.7797002792358","70570","Doação","auto",NA,NA,NA,"Exsicatas","CEN00086312","CEN00086312",NA,NA,NA,NA,"1",NA,NA,NA,NA
"137","2020-09-02 16:35:55-03","Cenargen","CEN","26730","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","W. Burger","1999","03",NA,"Marta Camargo de Assis","265","1995","09","20","Brasil","DF","BRASILIA","Fazenda Sucupira. Cerrado próximo a sede.","-47.9296989440918","-15.7797002792358","70570",NA,"auto",NA,NA,NA,"Exsicatas","CEN00026730","CEN00026730",NA,NA,NA,NA,"2",NA,NA,NA,NA
"138","2020-09-02 16:35:55-03","Cenargen","CEN","26735","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. L. Teixeira","1995","10",NA,"Marta Camargo de Assis","270","1995","09","20","Brasil","DF","BRASILIA","Fazenda Sucupira. Riacho Fundo.","-47.9296989440918","-15.7797002792358","70570",NA,"auto",NA,NA,NA,"Exsicatas","CEN00026735","CEN00026735",NA,NA,NA,NA,"2",NA,NA,NA,NA
"139","2020-09-02 16:35:55-03","Cenargen","CEN","38025","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","M. Carvalho-Silva","2001","06",NA,"Alba Evangelista Ramos","458","1993","03","15","Brasil","DF","BRASILIA","Jardim Botânico de Brasília - 20 km de Brasília. No interior da mata do Córrego Cabeça do Veado. Entre 1025 a 1150 m de altitude.","-47.9296989440918","-15.7797002792358","70570","Inflorescências brancas. Doação do Jardim Botânico de Brasília - Herbário Ezechias Paulo Heringer - HEPH (7948-1). Flora do Brasil.","auto",NA,NA,NA,"Exsicatas","CEN00038025","CEN00038025","-4785000.0","-1586667.0",NA,NA,"1",NA,NA,NA,NA
"140","2020-09-02 16:35:55-03","Cenargen","CEN","49321","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas","1996","06",NA,"Jimi Naoki Nakajima","1442","1995","09","29","Brasil","MG","SAO ROQUE DE MINAS","Trilha da parte de baixo da Cachoeira da Casca D'Anta.","-46.3657989501953","-20.2453002929688","57119","Inflorescências jovens creme-esverdeadas. Doação Herbário Uberlandensis - HUFU.","auto",NA,NA,NA,"Exsicatas","CEN00049321","CEN00049321",NA,NA,NA,NA,"1",NA,NA,NA,NA
"141","2020-09-02 16:35:55-03","Cenargen","CEN","55707","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","M. Carvalho-Silva","2003","12",NA,"Roberto Fontes Vieira","2259","2003","12","11","Brasil","DF","BRASILIA","Riacho Fundo. Fazenda Sucupira, mata da churrasqueira.","-48.010833","-15.905833",NA,NA,NA,NA,"1080","1080","Unicata","CEN00055707","CEN00055707","-48.010833","-15.905833",NA,NA,"1",NA,NA,NA,NA
"142","2020-09-02 16:35:55-03","Cenargen","CEN","83048","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","C. G. Fontes","2007","02",NA,"Clarissa Gouveia Fontes","48","2007","02","15","Brasil","DF","BRASILIA","Fazenda Sucupira. Mata de galeria próxima ao bambuzal.","-48.004444","-15.911111",NA,"Frutos verdes imaturos.",NA,NA,"1100","1100","Exsicatas","CEN00083048","CEN00083048","-48.004444","-15.911111",NA,NA,"4",NA,NA,NA,NA
