"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","infraspecificEpithet","typeStatus","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","557298","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","T. G. Yuncker",NA,NA,NA,"J. Vidal","V-77","1955","03",NA,"Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgaos, Pimenteiras","-42.9656","-22.4122",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323679' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America",NA,NA,"sheet","NY00557298","NY00557298_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01021355","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","13062","1966","02","20","Brazil","Distrito Federal","Brasília","Ca. 25 km S.W. of Brasília","-48.0816667","-15.94305",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","1000","1000","sheet","NY01021355","NY01021355_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01021352","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","8614a","1965","09","24","Brazil","Distrito Federal","Brasília","Riacho Fundo, ca. 15 km S.W. of Brasília on road to Goiânia","-48.02","-15.88",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098487' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","1150","1150","sheet","NY01021352","NY01021352_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02422366","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"M. C. de Assis","601","1999","02","25","Brazil","Minas Gerais","Rio Preto","Carrascal em quartzito na Fazenda da Cachoeira Alta","-43.8297","-21.9675",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635465' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","940","940","sheet","NY02422366","NY02422366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1801098","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro",NA,NA,NA,"D. Monteiro","111","2005","06","03","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Itatiaia, A ca. de 1 m da primeira guarita, lado direito na margem da estrada, subindo em direção à 2° guarita.","-44.5633010864258","-22.4960994720459","19648","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2016072' target='other'> <mi>dwc_moreinfo</mi></a>","auto","South America",NA,NA,"sheet","NY01801098","NY01801098_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01021358","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E. F. Guimarães; D. M. Ferreira",NA,NA,NA,"R. C. Forzza","3014","2004","03","08","Brazil","Minas Gerais",NA,"Belmiro Braga, 3 km de Fortaleza na estrada para Monte Verde","-43.4939","-21.9456",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098499' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","525","525","sheet","NY01021358","NY01021358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","557296","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"P. C. Porto","1611","1927","12","15","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, B. Picos","-44.5631","-22.4961",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323681' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America",NA,NA,"sheet","NY00557296","NY00557296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01021362","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","T. G. Yuncker",NA,NA,NA,"E. P. Heringer","3106","1961","03","20","Brazil","Distrito Federal","Brasília","Horto do Guara","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098837' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America",NA,NA,"sheet","NY01021362","NY01021362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","557301","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"R. Callejas Posada","1603","1983","10","28","Brazil","Bahia","Camacan","Mun. de Camaca, 2 km oeste de Camaca. Estrada Camaca-Pau Brasil","-39.49","-15.41",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323677' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","160","160","sheet","NY00557301","NY00557301_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01021353","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","9036","1965","10","07","Brazil","Distrito Federal","Brasília","Ca. 2 km E. of Sobradinho","-47.79805","-15.6333",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098490' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","1100","1100","sheet","NY01021353","NY01021353_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","557300","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"M. Kuhlmann","s.n.","1939","03","18","Brazil","São Paulo","Monteiro Lobato","Buquira, caminho para Campos do Jordao","-45.84","-22.9503",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323682' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America",NA,NA,"sheet","NY00557300","NY00557300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","557297","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"J. B. E. Pohl","3465",NA,NA,NA,"Brazil",NA,NA,"St. Cruz do de Terza",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323680' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America",NA,NA,"sheet","NY00557297","NY00557297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01021356","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","20818","1968","02","24","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at Lapinha, ca. 19km N. of Sêrro on road (MG 2) to Diamantina.","-43.55","-18.55",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098495' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","1200","1200","sheet","NY01021356","NY01021356_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01021351","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","R. Callejas Posada",NA,NA,NA,"H. S. Irwin","5964","1964","09","04","Brazil","Distrito Federal","Brasília","Ca. 23 km. S.W. of Brasília on road to Anápolis.","-48.15","-15.93",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098484' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","700","1000","sheet","NY01021351","NY01021351_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:46:53-03","EAO","IAN","157925","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Callejas, R","1979",NA,NA,"Irwin, HS; Soderstrom, TR","5964","1964","09","04","Brasil","Distrito Federal",NA,"Creek margin, gallery forest, ca. 23km S.W. of Brasília on road to Anapólis.",NA,NA,NA,"Shrub ca. 3m tall, the few stems up to 3cm in diameter; inflorescences pale green, erect.",NA,"Southern America","1000","1000",NA,"IAN157925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:43:19-03","EAO","IAN","33743","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"IAN033743","IAN033743_f",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:22:43-03","UFBA","ALCB","038907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Guimarães, EF",NA,NA,NA,"Giulietti, AM; Harley, RM; Hind, DJN; Smith, S; Bautista, HP","PCD&nf;3508","1996","07","08","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.383333","-12.55",NA,"4,00 m, caule verde. Folhas papiráceas, discolores, faces adaxial verde-escuras e abaxial verde-clara. Inflorescência em espigas ascendentes verde-amareladas. Frequente.; Floresta úmida.",NA,"Southern America",NA,NA,NA,"ALCB002595","ALCB002595","-41.383333","-12.55",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:22:43-03","UFBA","ALCB","137869","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Grupo Verde; Bolson, M; Lombardi, JA; Marcusso, GM; Melo, PHA; Royer, CA","115","2015","08","25","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha Rui Braga.","-44.619722","-22.43",NA,"de aproximadamente 3 m, na beira da trilha. Fruto amarronzado. Amostra em sílica.",NA,"Southern America",NA,NA,NA,"ALCB068336","ALCB068336 ALCB068336_1","-44.619722","-22.43",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:22:43-03","UFBA","ALCB","38908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Guimarães, EF","1997","03",NA,"Giulietti, AM; Funch, L","PCD1575","1995","02","05","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.416667","-12.45",NA,"10,00 m. Folhas simples,quando jovens de cor verde mais claro. Inflorescência em espigas acinzentadas. Ocasional.; Mata de grotão em local muito úmido, com açaí de até 30 m de altura, imbés e ciclantera. Afloramentos rochosos de areni",NA,"Southern America","700","700",NA,"ALCB002596","ALCB002596","-41.416667","-12.45",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:22:43-03","UFBA","ALCB","41013","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Carvalho-Silva, M","2009","07",NA,"Conceição, AA; Salimena-Pires, FR; Lima, R; Atkins, S; Nobre, PH","PCD2197","1996","03","09","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.45","-12.466667",NA,"Ca. de 3m. Inflorescência em espigas verdes. Frequente.; Mata perenifólia úmida,com árvores de até 10m. Solo rico em serrapilheira.",NA,"Southern America","1000","1000",NA,"ALCB002594","ALCB002594","-41.45","-12.466667",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:11:12-03","NBC","NL-BOTANY","U.1484920","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","estrellense","Piper estrellense","C.DC.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","12","18","Brazil",NA,NA,"State of Minas Geraes, Viçosa, Fazenda do Deserto; woods adjoining Morto, in deep shade.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1484920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1484920","NL-U1484920",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:11:53-03","NBC","NL-BOTANY","U.1477747","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","(Kunth) Steud.",NA,NA,NA,NA,"Plowman TC; Schunke Vigo J",NA,"1981","12","23","Peru",NA,NA,"Dept. San Martín: Prov. Mariscal Cáceres. Distrito Tocache Nuevo. Carretera Marginal de la Selva, about km 50 north of Tocache Nuevo, between Puerto Pizana and Quebrada de Salas.","-76.65","-7.95",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1477747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1477747","NL-U1477747","-76.65","-7.95","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-11-04 12:18:18-03","ESALQ","ESA","87498","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","Guimarães, E.F.","2003","01","01","Pifano, D.S.","33099.0","2001","05","05","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713","36144",NA,"auto",NA,NA,NA,NA,"ESA087498","ESA087498",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 12:18:18-03","ESALQ","ESA","103429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium",NA,"Monteiro, D.","2008",NA,NA,"Castro, R.M.","381.0","2001","05","20","Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455","30417",NA,"auto",NA,NA,NA,NA,"ESA103429","ESA103429",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:10:24-03","MN","R","234604","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth.",NA,NA,NA,NA,"Giulietti, A.M.","1575","1995","02","05","Brasil","Bahia","Lençóis","Serra da chapadinha","-41.3899993896484","-12.563099861145","47385",NA,"auto",NA,NA,NA,NA,"R010037519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-01 10:58:45-03","UFPI","TEPB","21287","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","(Kunth) Steud.","Ernestino de Souza Gomes Guarino",NA,NA,NA,"E. S. G. Guarino","434","2000","09","18","Brasil","Distrito Federal","Brasília","Fazenda Sucupira, Mata de Galeria do Córrego Riacho Fundo.","-48","-15.866667",NA,"cor da flor creme, solo argiloso com muita serrapilheira. Ambiente: Mata de Galeria",NA,NA,"1100","1100",NA,NA,NA,"48°00'00W","15°52'00S",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:18:52-03","UFV","VIC","13086","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Heringer, Y.P.","s.n.","1944","12","29","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,"Planta encontrada em barranco,altitude de mais de 750 m.",NA,NA,NA,NA,NA,"VIC013086","VIC013086",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:52-03","UFV","VIC","1692","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Kulhmann","s.n.","1934","12","24","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937","Arbustinho.","auto",NA,NA,NA,NA,"VIC001692","VIC001692",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:52-03","UFV","VIC","3172","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth.",NA,NA,NA,NA,"Mexia, Y.","5419","1930","12","18","Brasil","Minas Gerais","Viçosa","Fazenda do Deserto","-42.8819007873535","-20.7539005279541","13937","Em sombra profunda erva ereta perene de 3 m, uma planta encontrada.","auto",NA,NA,NA,NA,"VIC003172","VIC003172",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:52-03","UFV","VIC","11211","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth",NA,NA,NA,NA,"Silva, A.F.","1591","1987","12","14","Brasil","São Paulo","São José dos Campos","Flora da reserva florestal Boa Vista","-45.8800010681152","-23.1700000762939","39297","Planta de porte arbóreo, inflorescência verde claro.","auto",NA,NA,NA,NA,"VIC011211","VIC011211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:41:57-03","UFJF","CESJ","41192","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","D. Monteiro","2008","07",NA,"L.C.S. Assis","930","2004","01","06","Brasil","Minas Gerais","Barroso","Morro da Telha, Trilha para a cachoeira da torre de televisão.","-43.9757995605469","-21.1868991851807","7934","Arvoreta ca. 1,8m, no interior da floresta, à beira do curso d'água. Folhas discolores; inflorescências verdes a castanhas.","auto","América do Sul",NA,NA,NA,"CESJ041192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:41:57-03","UFJF","CESJ","31526","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2002",NA,NA,"R.C. Forzza; L.D. Meireles","1691","2000","11","26","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373","11991","Arvoreta com 2m de altura. Folhas discolores, inflorescência creme.","auto","América do Sul",NA,NA,NA,"CESJ031526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:41:57-03","UFJF","CESJ","31129","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","E.F.Guimarães","2002",NA,NA,"P.C.L. Faria; et al.","s.n.","2000","04","15","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373","11991","Arbusto à margem do riacho. (Coleta 128)","auto","América do Sul",NA,NA,NA,"CESJ031129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:41:57-03","UFJF","CESJ","45696","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Piper","tectoniifolium","Piper tectoniifolium","Kunth","M.Carvalho-Silva","2003",NA,NA,"G. Hatschbach; M. Hatschbach; D.Guimarães","55882","1991","11","07","Brasil","Goiás","Água Fria","Córrego Libório",NA,NA,NA,"Arbusto, 3m, espiga pendente, alvacenta. Mata de galeria.",NA,"América do Sul",NA,NA,NA,"CESJ045696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
