"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"12","2021-03-15 16:37:00-03","NY","NYBG","615643","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","G. G. Hatschbach","18158","1967","12","20","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615643","NY00615643_01",NA,NA,NA,"Contenda","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615626","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","L. R. Landrum","H. S. Irwin","2778","1959","03","03","Brazil","Espírito Santo",NA,"-41.798225","-20.433785",NA,NA,"2804.2","2804.2","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615626","NY00615626_01",NA,NA,NA,"Pico da Bandeira, Serra Caparao","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1552459","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","M. L. Kawasaki","M. L. Kawasaki","1005","1997","05","27","Brazil","Minas Gerais",NA,"-43.84","-20.2114",NA,NA,"1420",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1947316' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552459","NY01552459_01",NA,NA,NA,"Rodovia dos Inconfidentes (BR 365), km 46, próx. do restaurante Cabana da Serra.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615631","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum","L. R. Landrum","G. G. Hatschbach","35833","1975","01","30","Brazil","Rio de Janeiro","Itatiaia","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615631","NY00615631_01",NA,NA,NA,"Itatiaia, subida ao Planato, E. Rio","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","880197","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum",NA,"S. J. da Silva Neto","1442","2001","06","19","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"2400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2536920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880197","NY00880197_01",NA,NA,NA,"Parque Nacional de Itatiaia. Base do Pico das Prateleiras.","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615640","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","G. G. Hatschbach","18158","1967","12","20","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615640","NY00615640_01",NA,NA,NA,"Contenda","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","615639","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","L. R. Landrum","2723","1977","11","24","Brazil","Santa Catarina","Mafra","-49.62","-26.25",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615639","NY00615639_01",NA,NA,NA,"Ca. 10 km west of Rio Negrinho, at bridge crossing Rio Preto","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00908334","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","W. R. Anderson","36240","1972","02","18","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1125","1125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992477' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908334","NY00908334_01",NA,NA,NA,"Serra do Espinhaço, Serra do Cipó","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00908332","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","H. S. Irwin","29383","1971","01","30","Brazil","Minas Gerais","Ouro Preto","-43.5057","-20.3874",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992474' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908332","NY00908332_01",NA,NA,NA,"Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615645","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","L. R. Landrum","4233","1982","01","31","Brazil","Minas Gerais",NA,"-43.67","-19.25",NA,NA,"1000","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615645","NY00615645_01",NA,NA,NA,"Serra do Cipó, between Veu da Noiva and Alto do Palacio","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","615644","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","R. Reitz","8393","1959","02","12","Brazil","Santa Catarina","Sao Joaquim","-49.9317","-28.2942",NA,NA,"1500","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615644","NY00615644_01",NA,NA,NA,"Curral Falso, Bom Jardim, Sao Joaquim","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615636","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum",NA,"B. Rambo","36796","1948","02","02","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.143208","-29.047894",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615636","NY00615636_01",NA,NA,NA,"Cambará, Sao Francisco de Paula","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615632","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum","L. R. Landrum","L. R. Landrum","2110","1977","10","18","Brazil","Rio de Janeiro","Itatiaia","-44.67","-22.42",NA,NA,"2000","2600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=691796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615632","NY00615632_01",NA,NA,NA,"Parque Nacional Itatiaia, along road to Agulhas Negras","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00908335","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","L. R. Landrum","B. D. Sucre","5793","1969","08","16","Brazil","Minas Gerais",NA,"-44.658333","-22.384444",NA,NA,"2100","2220","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908335","NY00908335_01",NA,NA,NA,"Subida para Agulhas Negras","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","615628","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","L. R. Landrum","P. K. H. Dusén","528","1902","06","11","Brazil","Rio de Janeiro",NA,"-44.637876","-22.374281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615628","NY00615628_01",NA,NA,NA,"Serra do Itatiaia","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1146750","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","M. Sobral","J. L. Paixão","716","2006","02","26","Brazil","Bahia","Rio de Contas","-41.9503","-13.5503",NA,NA,"1250","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299340' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146750","NY01146750_01",NA,NA,NA,"Pico das Almas. 25 km do centro da cidade em direção ao Campo do Queiroz.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","615630","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","L. R. Landrum","J. N. Rose","20540","1915","07","26","Brazil","Rio de Janeiro",NA,"-44.637876","-22.374281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615630","NY00615630_01",NA,NA,NA,"Vicinity of Itatiaia","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00908336","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","G. M. Barroso","H. C. de Lima","2560","1985","02","05","Brazil","Minas Gerais","Caparaó","-41.9042","-20.5233",NA,NA,"1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992486' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908336","NY00908336_01",NA,NA,NA,"Caparaó, Troqueira. Parque Nacional do Caparaó","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","615629","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","M. Sobral","M. Sobral","2149","1983","08",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","-50.1444","-29.0481",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615629","NY00615629_01",NA,NA,NA,"Faxinal, Camabará do Sul","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","615625","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","M. L. Kawasaki","L. O. Williams","6217","1945","03","11","Brazil","Minas Gerais","Betim","-44.1981","-19.9681",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=481406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615625","NY00615625_01",NA,NA,NA,"Iron formation, Serra da Caveira","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00908337","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena","(DC.) Landrum","G. M. Barroso","K. Kubitzki","84-30","1984","02","28","Brazil","Rio de Janeiro",NA,"-44.658333","-22.384444",NA,NA,"2350","2350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908337","NY00908337_01",NA,NA,NA,"Serra da Mantiqueira, nahe Serra das Alguhas Negras. Bäumchen, Aldeia das Agulhas Negras","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-05-17 10:20:00-03","NY","NYBG","02680580","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena",NA,NA,"S. J. da Silva Neto","1443","2001","06","19","Brazil","Rio de Janeiro","Itatiaia","-44.566667","-22.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948929' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680580","NY02680580_01",NA,NA,NA,"Trilha para as Prateleiras.","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1551122","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum","G. M. Barroso","J. M. A. Braga","1586","1994","11","22","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"2200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551122","NY01551122_01",NA,NA,NA,"Parque Nacional de Itatiaia. Estrada para o Pico das Agulhas Negras.","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1551141","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum",NA,"J. M. A. Braga","4470","1997","12","02","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"1800",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911929' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551141","NY01551141_01",NA,NA,NA,"Parque Nacional de Itatiaia. Estrada para o Pico das Agulhas Negras.","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1551139","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena alpigena","(DC.) Landrum",NA,"J. M. A. Braga","3887","1997","01","23","Brazil","Rio de Janeiro","Itatiaia","-44.65833","-22.35833",NA,NA,"2200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1911925' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551139","NY01551139_01",NA,NA,NA,"Parque Nacional de Itatiaia. Estrada para o Pico das Agulhas Negras.","Magnoliophyta","Myrtales","South America","sheet","alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","615641","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","G. G. Hatschbach","31065","1972","12","28","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615641","NY00615641_01",NA,NA,NA,"Rod. BR 277, Rio Itagui","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","615638","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum",NA,"G. G. Hatschbach","13483","1966","01","12","Brazil","Paraná","Palmeira","-50.0064","-25.4294",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615638","NY00615638_01",NA,NA,NA,"Serra das Almas","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","615633","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","A. Uhlmann","S. M. Silva","s.n.","1994","04","19","Brazil","Paraná","Tibagi","-50.3","-24.52",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615633","NY00615633_01",NA,NA,NA,"Parque Estadual do Guarteiá","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","615637","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","G. G. Hatschbach","18158","1967","12","20","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615637","NY00615637_01",NA,NA,NA,"Contenda","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","615642","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena rufa","(O.Berg) Landrum","L. R. Landrum","L. B. Smith","10563","1957","02","01","Brazil","Santa Catarina","Campo Alegre","-49.2656","-26.1925",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=570980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615642","NY00615642_01",NA,NA,NA,"Lower fazenda of Ernesto Scheide, Campo Alegre","Magnoliophyta","Myrtales","South America","sheet","rufa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG1220","S","Plantae","Myrtaceae","Myrceugenia","alpigena","Myrceugenia alpigena",NA,"Colombini, M.A.G.; Starling, MFV","Colombini, M.A.G; Santos, J.A.G; Paiva, J.A.M.",NA,"2008","11","08","Brasil","Minas Gerais","Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Estadual Serra do do Rola Moça",NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
