"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"11","2020-09-23 10:37:10-03","E","E","53734","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada",NA,"Gardner, George","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00053734",NA,NA,NA,NA,NA,"1905","01","10","<a href=http://data.rbge.org.uk/herb/E00053734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","370","E. Tropical South America","herbarium specimen of unspecif","BGBASE:61215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","428218","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","gardneri","Hirtella gardneri","Benth.","G. Gardner","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00428218","NY00428218_01",NA,NA,NA,NA,"1836",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658418' target='other'> <mi>dwc_moreinfo</mi></a>","370","South America","sheet",NA,"Magnoliophyta","Malpighiales","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","428217","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","gardneri","Hirtella gardneri","Benth.","G. Gardner","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00428217","NY00428217_01",NA,NA,NA,NA,"1836",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658417' target='other'> <mi>dwc_moreinfo</mi></a>","370","South America","sheet",NA,"Magnoliophyta","Malpighiales","isotype",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","378255","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","L. Riedel","Brazil","São Paulo",NA,"In collib. siccis sylv. montosis inter Taubaté et Sao Paulo",NA,NA,NA,NA,NA,NA,"NY00378255","NY00378255_01","G. T. Prance",NA,NA,NA,"1833","11",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166278' target='other'> <mi>dwc_moreinfo</mi></a>","1665","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","378244","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. Reitz","Brazil","Santa Catarina","Vidal Ramos","Sabiá, Vidal Ramos","-49.3556","-27.3919",NA,NA,"650","650","NY00378244","NY00378244_01","L. B. Smith",NA,NA,NA,"1975","12","31","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166305' target='other'> <mi>dwc_moreinfo</mi></a>","5973","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","378314","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. Reitz","Brazil","Santa Catarina","Palhoça","Piloes, Palhoça","-48.694057","-27.77489",NA,NA,"200","200","NY00378314","NY00378314_01","G. T. Prance",NA,NA,NA,"1956","11","06","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166280' target='other'> <mi>dwc_moreinfo</mi></a>","3059","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","378310","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. M. Klein","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"50","50","NY00378310","NY00378310_01","R. Reitz",NA,NA,NA,"1954","11","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166270' target='other'> <mi>dwc_moreinfo</mi></a>","898","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","378247","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","H. de F. Leitão Filho","Brazil","São Paulo","Jundiaí","Nativo en mata na Serra do Japi","-46.88","-23.1803",NA,NA,NA,NA,"NY00378247","NY00378247_01","G. T. Prance",NA,NA,NA,"1981","11","07","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166290' target='other'> <mi>dwc_moreinfo</mi></a>","13118","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","378315","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","L. Riedel","Brazil","São Paulo","Sao Carlos","In fruticis siccis pr. St. Carlos","-47.8897","-22.0103",NA,NA,NA,NA,"NY00378315","NY00378315_01","G. T. Prance",NA,NA,NA,"1834","01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166283' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","378309","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. M. Klein","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","-48.6617","-26.9081",NA,NA,"10","10","NY00378309","NY00378309_01","R. Reitz",NA,NA,NA,"1954","11","29","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166269' target='other'> <mi>dwc_moreinfo</mi></a>","871","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","378249","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","J. Nadeaud","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,"NY00378249","NY00378249_01","G. T. Prance",NA,NA,NA,"1862",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166288' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","378707","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","I. Isernhagen","Brazil","Paraná","Guaraqueçaba","PR 405, Cacatu-Guaraqueçaba","-48.32","-25.32",NA,NA,NA,NA,"NY00378707","NY00378707_01","S. M. Silva",NA,NA,NA,"1998","11","22","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166297' target='other'> <mi>dwc_moreinfo</mi></a>","204","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777803","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","V. B. Zipparro","Brazil","São Paulo","Sete Barras","Sete Barras, Fazenda Intervales, Base Saibadela, trilha azul","-47.9197","-24.38",NA,NA,NA,NA,"NY00777803","NY00777803_01","G. T. Prance",NA,NA,NA,"1994","11","08","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166295' target='other'> <mi>dwc_moreinfo</mi></a>","814","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","378263","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","G. F. J. Pabst","Brazil","Rio de Janeiro",NA,"Baixada Fluminense, Km. 13 da estrada para Friburgo",NA,NA,NA,NA,NA,NA,"NY00378263","NY00378263_01","G. T. Prance",NA,NA,NA,"1962","12","24","E. Pereira 7225 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166312' target='other'> <mi>dwc_moreinfo</mi></a>","7232","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","378313","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. Reitz","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"150","150","NY00378313","NY00378313_01","L. B. Smith",NA,NA,NA,"1954","03","03","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166304' target='other'> <mi>dwc_moreinfo</mi></a>","1690","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","378253","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","F. C. Hoehne","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00378253","NY00378253_01","G. T. Prance",NA,NA,NA,"1931","12","11","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166282' target='other'> <mi>dwc_moreinfo</mi></a>","28586","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","378311","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. M. Klein","Brazil","Santa Catarina","Itajaí","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"450","450","NY00378311","NY00378311_01","R. Reitz",NA,NA,NA,"1954","12","14","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166271' target='other'> <mi>dwc_moreinfo</mi></a>","921","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","378245","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","I. A. Silva","Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Estr. 162, km 1200, lado direito","-40.0719","-19.3911",NA,NA,NA,NA,"NY00378245","NY00378245_01","G. T. Prance",NA,NA,NA,"1979","12","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166296' target='other'> <mi>dwc_moreinfo</mi></a>","131","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","823315","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","B. Rambo","Brazil","Rio Grande do Sul",NA,"Vila Manresa prope Porto Alegre.",NA,NA,NA,NA,NA,NA,"NY00823315","NY00823315_01",NA,NA,NA,NA,"1949","02","02","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940089' target='other'> <mi>dwc_moreinfo</mi></a>","40100","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","378316","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","L. Riedel","Brazil","Minas Gerais","Ouro Preto","Itacolumi","-43.5081","-20.2878",NA,NA,NA,NA,"NY00378316","NY00378316_01","G. T. Prance",NA,NA,NA,"1835","02",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166284' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","378248","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","A. Lourteig","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, Saco Grande","-48.4947681","-27.5485352",NA,NA,"200","400","NY00378248","NY00378248_01","G. T. Prance",NA,NA,NA,"1967","12","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166287' target='other'> <mi>dwc_moreinfo</mi></a>","2340","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","378307","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","A. Gevieski","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","NY00378307","NY00378307_01","L. B. Smith",NA,NA,NA,"1953","12","17","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166303' target='other'> <mi>dwc_moreinfo</mi></a>","7","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","378250","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","F. C. Hoehne","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00378250","NY00378250_01","F. C. Hoehne",NA,NA,NA,"1932","01","12","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166299' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","378262","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","G. F. J. Pabst","Brazil","Rio de Janeiro",NA,"Baixada Fluminense, Km. 13 da estrada para Friburgo",NA,NA,NA,NA,NA,NA,"NY00378262","NY00378262_01","G. T. Prance",NA,NA,NA,"1962","12","24","E. Pereira 7225 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166311' target='other'> <mi>dwc_moreinfo</mi></a>","7232","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","823316","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","B. Rambo","Brazil","Rio Grande do Sul",NA,"Ad montem Steinkopf prope Sao Leopoldo.",NA,NA,NA,NA,NA,NA,"NY00823316","NY00823316_01",NA,NA,NA,NA,"1948","12","01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940091' target='other'> <mi>dwc_moreinfo</mi></a>","38606","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-05-17 10:21:00-03","NY","NYBG","02681743","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada",NA,"S. J. da Silva Neto","Brazil","Rio de Janeiro","Duque de Caxias","trilha ao redor da barragem, lado direito, interior de mata. Reserva da Petrobras","-43.266667","-22.55",NA,NA,NA,NA,"NY02681743","NY02681743_01",NA,NA,NA,NA,"1999","11","18","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943010' target='other'> <mi>dwc_moreinfo</mi></a>","1345","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02695705","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","H. S. Irwin","Brazil","Minas Gerais",NA,"Ca. 17km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","-43.55","-18.15",NA,NA,"1250","1250","NY02695705","NY02695705_01",NA,NA,NA,NA,"1969","01","29","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980560' target='other'> <mi>dwc_moreinfo</mi></a>","22882","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","428228","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","F. Sellow","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00428228",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166317' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.","South America","photo",NA,"Magnoliophyta","Malpighiales","photo of type",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","378304","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","F. C. Hoehne","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00378304","NY00378304_01","F. C. Hoehne",NA,NA,NA,"1932","02","01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166301' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","378254","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","L. Riedel","Brazil","São Paulo",NA,"In coll. siccis inter Taubaté","-45.509677","-23.099359",NA,NA,NA,NA,"NY00378254","NY00378254_01","G. T. Prance",NA,NA,NA,"1833","11",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166277' target='other'> <mi>dwc_moreinfo</mi></a>","1665","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01192898","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","A. M. Amorim","Brazil","Bahia","Arataca","RPPN Caminho das Pedras. Serra do Peito-do-Moça, entrada a 9,5 km no Assent. Santo Antônio, mais 8,9 km até a sede da RPPN. Trilha de acesso ao Mormaço","-39.3394","-15.1742",NA,NA,"400","936","NY01192898","NY01192898_01","G. T. Prance",NA,NA,NA,"2006","11","25","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396506' target='other'> <mi>dwc_moreinfo</mi></a>","6562","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","378265","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","G. G. Hatschbach","Brazil","Paraná","Morretes","Estaçao Marumbi, Rio Taquaral","-48.918884","-25.439421",NA,NA,NA,NA,"NY00378265","NY00378265_01","G. T. Prance",NA,NA,NA,"1948","12","12","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166274' target='other'> <mi>dwc_moreinfo</mi></a>","1121","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","378298","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","L. Riedel","Brazil","São Paulo",NA,"In coll siccis Inter Taubaté et St. Paulo",NA,NA,NA,NA,NA,NA,"NY00378298","NY00378298_01","G. T. Prance",NA,NA,NA,"1833","11",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166291' target='other'> <mi>dwc_moreinfo</mi></a>","1665","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","378296","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","M. Kuhlmann","Brazil","São Paulo","Amparo","Amparo, Monte Alegre, Fazenda Ponte Alta","-46.7597","-22.7003",NA,NA,NA,NA,"NY00378296","NY00378296_01","M. Kuhlmann",NA,NA,NA,"1942","12","19","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=166298' target='other'> <mi>dwc_moreinfo</mi></a>","225","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
