"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","sex"
"467","2008-05-27 22:02:00-03","MO","MOBOT","3157669","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Per Dusén","Brazil","Paraná",NA,"Volta Grande, in silva primaeva.",NA,NA,NA,NA,NA,NA,NA,NA,"G. Hahne",NA,NA,NA,"1909",NA,NA,NA,"Dusén 8653","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2011-11-08 05:06:00-02","MO","MOBOT","3349331","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ricardo Callejas|Gert G. Hatschbach|Clovis Ramos","Brazil","Paraná",NA,"Mun. de Antonina. Localidad de Serrinha. Mata de la vertiente Atlántica.","-49.5","-25.5",NA,NA,NA,NA,NA,NA,"G.T. Prance",NA,NA,NA,"1983","11","30",NA,"Callejas Posada 1808","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2008-05-27 22:02:00-03","MO","MOBOT","3349369","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Gert G. Hatschbach|J.M. Silva","Brazil","Paraná",NA,"Rod. para Parque das Lauraceas, ponte rio Capivari (mun. Bocaiuva do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,"1990","1","24",NA,"Hatschbach 53725","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2008-05-27 22:02:00-03","MO","MOBOT","70239","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","A. Custodio Filho|Alwyn H. Gentry","Brazil","São Paulo",NA,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 9","-46","-23.58333",NA,NA,"870.00000000",NA,NA,NA,"A. Gentry (MO)",NA,NA,NA,"1987","2","4",NA,"Custodio Filho 4673","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-10","1",NA
"471","2015-02-26 22:07:00-03","MO","MOBOT","3156679","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","G. Raddi","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raddi s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-06-22 14:19:01-03","UNESP-IBILCE","SJRP","16948","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moricand","S.R. Ziller","Brasil","Paraná","Guaraqueçaba","serra negra, fazenda guam.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,"Árvore, floresta primária pouco alterada, flores brancas;",NA,"América do Sul",NA,NA,"Tracheophyta","Rosales",NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA
"473","2019-03-29 10:41:18-03","UFSM","HDCF","5707","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Sangoi Rodrigues, T. E.","Brasil","Rio Grande do Sul","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,NA,"Figueira, M.","2016","01","27","2006","06","20","Morro",NA,"América",NA,NA,NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA
"474","2018-09-12 14:48:06-03","UNIOESTE","UNOP","778","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Lombardi, J.A.; Saka, M.N.; Araújo, D.A.; Saka, M.N.; Araújo, D.A.","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova. Trilha do Areial ao açude.","-42.731306","-15.653889","-42.731306","-15.653889","812","812",NA,NA,"Stehmann, J.R.","2012","03",NA,"2012","03","20","Amostra em sílica. Cerrado pedregoso, solo arenoso. Árvore ca. 3m, próximo ao rio, folhas papiráceas, botões verdes a vináceos, cálice verde, pétalas e filetes de base branca e ápice lilás, anteras roxas.","8993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-08-31 09:00:56-03","INPA","INPA","214608","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Zipparro, VB","Brasil","São Paulo","Sete Barras","Parque Intervales - Base Saibadela. Trilha Azul, Ponto 0.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"INPA0214608","INPA0214608 INPA0214608_e",NA,NA,NA,NA,"1999","11","09",NA,"1815","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"34059","auto",NA,NA,NA,NA,NA,NA
"476","2020-08-31 09:00:56-03","INPA","INPA","214721","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Bencke, CSC","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"INPA0214721","INPA0214721 INPA0214721_e INPA0214721_e1",NA,NA,NA,NA,"1995","11","27",NA,"137","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"34265","auto",NA,NA,NA,NA,NA,NA
"477","2020-08-31 09:00:56-03","INPA","INPA","126817","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Hatschbach, GG","Brasil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"INPA0126817","INPA0126817 INPA0126817_e",NA,NA,NA,NA,"1983","11","30",NA,"47166","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"478","2020-08-31 09:00:56-03","INPA","INPA","285882","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Leoni, LS","Brasil","Minas Gerais","Carangola","Rio Carangola, fazenda Santa Clara. Resquício de mata ciliar.","-42.0293998718262","-20.7331008911133",NA,NA,NA,NA,"INPA0285882",NA,"Leoni, LS","2006","11","09","2006","11","09",NA,"6642","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"21913","auto",NA,NA,NA,NA,NA,NA
"479","2020-08-31 09:00:56-03","INPA","INPA","213053","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Velloso, HP","Brasil","Rio de Janeiro","Teresópolis","Fazenda Boa Fé.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"INPA0213053","INPA0213053 INPA0213053_e","Prance, GT","1967","10",NA,"1942","01","13",NA,"200","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"38539","auto",NA,NA,NA,NA,NA,NA
"480","2020-08-31 09:00:56-03","INPA","INPA","105334","S","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Silva, IA da","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. BICUDA, ant. 162, Km 1.200, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"INPA0105334","INPA0105334 INPA0105334_e INPA0105334_e1","Prance, GT","1983",NA,NA,"1979","12","10",NA,"131","Southern America",NA,NA,"Dicotyledon Com-Clade","Malpighiales",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"481","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","48058",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","F.A.G.Guilherme","Brasil","São Paulo","Sete Barras","Parque Intervales-Base Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"MBML048058","MBML048058","F.A.G. Guilherme/Fev.2002",NA,NA,NA,"2001","09","17","Floresta atlântica de terras baixas. Árvore aprox. 13m de alt., botões florais verdes, indivíduo IC22","231",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"482","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","10471",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","W. P. Lopes; E. Bausen & W. Pizziolo","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML010471","MBML010471","V. Demuner/14-04-2003",NA,NA,NA,"1999","05","05","Arvore 15m. Dap 35cm. Fuste 8m. Flores com cálice verdolengo e corola branca, estames liláses.","605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","11712",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. Kollmann; et al","Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111","40W36'54","19S51'40",NA,NA,"MBML011712","MBML011712","F.Z. Saiter/26-IV-2013",NA,NA,NA,"1999","04","06","Mata de encosta. Trepadeira. Flores brancas. Estames roxas.","2380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","26044",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","V. Demuner; et al","Brasil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete","-40.470639","-20.058611","40W28'14,3","20S3'31",NA,NA,"MBML026044","MBML026044","F.Z. Saiter/26-IV-2013",NA,NA,NA,"2006","02","16","Árvore 12m, fuste 7m, DAP 30cm, botões florais cálice verde, corola branca, estames vinho. Interior de mata em regeneração.","1866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-07-22 12:15:09-03","MBML","MBML-HERBARIO","28192",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","R. C. Britto","Brasil","Espírito Santo","Santa Teresa","Penha, propriedade do Tabajara","-40.556389","-19.951389","40W33'23","19S57'5",NA,NA,"MBML028192","MBML028192","R.Asprino/10-06-2015",NA,NA,NA,"2006","02","17","Arvore com 13m de altura, botões verdes, flores com pétalas brancas, sépalas verdes e estames violáceos.","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","28818",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","Brasil","Espírito Santo","Marilândia","Alto Liberdade, propr.: Deuclecio Lorenzini.","-40.516944","-19.353611","40W31'1","19S21'13","300","300","MBML028818","MBML028818","F.Z. Saiter/26-IV-2013",NA,NA,NA,"2006","04","19","Arvoreta 7m de alt. Frutos pretos e flores brancas com estames vináceos. Mata","937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","47857",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","F.S. Meyer","Brasil","Santa Catarina","São Bento do Sul","Arredores do Cepa Rugendas-Univille, Rio Natal","-49.378611","-26.250556","49W22'43","26S15'2",NA,NA,"MBML047857","MBML047857","F.S. Meyer/Fev.-2009",NA,NA,NA,"2009","02","07","Arvoreta ca 7m alt., coletada em matinha secundária, na região de floresta ombrófila densa montana. Flores perfumadas, com pétalas brancas e estames com filetes roxos","893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7323",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. D. Thomaz","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML007323","MBML007323",NA,NA,NA,NA,"1995","01","17","Altura 16m, PAP 72cm, caule interno vinho, com odor. Botões esverdeados, flores brancas.","1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7330",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. D. Thomaz","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML007330","MBML007330","M. Sobral/1995",NA,NA,NA,"1993","08","25","Altura 14m, PAP 35cm; caule interno branco, externo vinho.","1023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","7331",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC","L. D. Thomaz","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML007331","MBML007331","V. Demuner/14-04-2003",NA,NA,NA,"1993","05","25","Altura 22cm, PAP 104, caule interno vinoso. Estéril.","1302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","8876",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. Kollmann; E. Bausen & W. Pizziolo","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML008876","MBML008876","V. Demuner/14-04-2003",NA,NA,NA,"1999","02","11","Árvore 12m. DAP 23cm. Fuste 8m. Flores verdes, estames roxos.","1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","8967",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. Kollmann; E. Bausen","Brasil","Espírito Santo","Santa Teresa","Estrada do Vinte e Cinco de Julho","-40.615","-19.861111","40W36'54","19S51'40",NA,NA,"MBML008967","MBML008967","R. Asprino/10-06-2015",NA,NA,NA,"1999","02","10","Árvore 7m. DAP 28cm. Fuste 4m. Flores verdes.","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","9535",NA,"Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex A.DC.","L. Kollmann; E. Bausen & W. Pizziolo","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML009535","MBML009535","V. Demuner/14-04-2003",NA,NA,NA,"1999","01","28","Árvore 13m. DAP 25cm. Fuste 9m. Flores verdes, pétalas brancas, estames rosas.","1734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2020-06-15 15:29:58-03","UNESP-RC","HRCB","29329","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Hatschbach, G.","Brasil","Paraná","Guaratuba","Porto Miranda","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"1966","11","18","Árvore de pequeno porte, flor abscente, estames lilazes","s.n.",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"495","2020-06-15 15:29:58-03","UNESP-RC","HRCB","36690","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Carrasco, P.G.","Brasil","São Paulo","Ilha Comprida","Arredores da Vila de Pedrinhas","-47.5400009155273","-24.7399997711182",NA,NA,NA,NA,NA,NA,"Ivanauskas, N.M.","2002",NA,NA,"2001","11","10","Arbórea, flor branca e lilás","206",NA,NA,NA,NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA,NA
"496","2020-06-15 15:29:58-03","UNESP-RC","HRCB","48625","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Lombardi","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758","46º56'08.8W","23º13'49,6S","850","850",NA,NA,NA,NA,NA,NA,"2007","10","22","Árvore ca. 7 m, folhas cartáceas, botões verde acinzentados","6940",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"497","2020-06-15 15:29:58-03","UNESP-RC","HRCB","15358","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Sobral, M.","Brasil","São Paulo","Peruíbe","Parque Estadual da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,"M.S.","1991",NA,NA,"1991","01",NA,"Arvoreta 6 m, em beira de mata; frutos imaturos","6620",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA
"498","2020-06-15 15:29:58-03","UNESP-RC","HRCB","14919","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Moraes, P.L.R. de","Brasil","São Paulo","São Miguel Arcanjo","P.E.C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700",NA,NA,"Prance, G.T.","1998","03",NA,"1991","12","19","Árvore 10 m alt. Flores brancas, estames roxos, beira de estrada","586",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"499","2020-06-15 15:29:58-03","UNESP-RC","HRCB","14918","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Moraes, P.L.R. de","Brasil","São Paulo","São Miguel Arcanjo","P.E.C. Botelho","-47.9900016784668","-23.8700008392334",NA,NA,"700","700",NA,NA,"Prance, G.T.","1998","03",NA,"1991","11","17","Árvore 7 m alt. Frutos pretos","569",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"500","2020-06-15 15:29:58-03","UNESP-RC","HRCB","21301","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ziparro, V.B.","Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"Prance, G.T.","1998","03",NA,"1994","11","08","Árvore, 9 m de altura, flores brancas, estames rosados","s.n.",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"501","2020-06-15 15:29:58-03","UNESP-RC","HRCB","32194","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ziparro, V.B.","Brasil","São Paulo","Sete Barras","Parque Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,NA,"Ziparro, V.B.","1999","11",NA,"1999","10","15","Árvore com ca. 10 m de alt. Follhas muito pilosas na face inferior, nervuras principal e secundárias são ferrugíneas. Botões de coloração verde-ferrugíneo","1801",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"502","2020-06-17 15:25:03-03","UNESP-RC","HRCB","31078","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Bencke, C. S. C.","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"503","2020-06-17 15:25:03-03","UNESP-RC","HRCB","31096","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Bencke, C. S. C.","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"504","2020-06-15 15:29:58-03","UNESP-RC","HRCB","35802","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Guilherme","Brasil","São Paulo","Sete Barras","Parque Intervales","-48.083333","-24.233333","48º05'W","24º14'S",NA,NA,NA,NA,"Guilherme, F.A.G.","2002","03",NA,"2001","09","17","Árvore; aprx. 13 m de altura, botões florais verdes","231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-06-15 15:29:58-03","UNESP-RC","HRCB","23545","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Garcia, R.J.F.","Brasil","São Paulo","Marsilac","Sítio na Estrada para Marsilac",NA,NA,NA,NA,NA,NA,NA,NA,"Prance, G.T.","1998","03",NA,"1996","01","19","Árvore, 8 m alt., DAP 40 cm com vários troncos, pétalas brancas, filetes com base branca e ápice lilás","762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-06-15 15:29:58-03","UNESP-RC","HRCB","24399","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Thomaz, L.D.","Brasil","Espírito Santo","Estação Biológica de Santa Teresa",NA,NA,NA,NA,NA,"650","650",NA,NA,"Fulks, R.","1995",NA,NA,"1995","01","17","Altura 16m, PAP 72 cm, caule interno vinho, com odor. Botões esverdeados, flores brancas","1638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-06-15 15:29:58-03","UNESP-RC","HRCB","28334","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ivanauskas, N.M.","Brasil","São Paulo","Pariquera-açu","Estação Experimental Do IAC","-47.876944","-24.608333","47º52'37W","24º36'30S",NA,NA,NA,NA,"Ivanauskas, N.M.","1996","04","08","1995","12","16","Árvore de 7 m. Casca creme, fissurada longitudinalmente. Flores brancas, estames lilases","612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-06-15 15:29:58-03","UNESP-RC","HRCB","28380","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ivanauskas, N.M.","Brasil","São Paulo","Pariquera-açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,NA,NA,"Ivanauskas, N.M.","1996","04","08","1995","12","18","Árvore de 5m. Flores brancas com estames lilases. Frutos","639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-06-15 15:29:58-03","UNESP-RC","HRCB","28404","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Ivanauskas, N.M.","Brasil","São Paulo","Pariquera-açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,NA,NA,"Ivanauskas, N.M.","1996","04","08","1995","11","08","Árvore de 4m. Flores em botão","531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-06-15 15:29:58-03","UNESP-RC","HRCB","48495","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Lombardi","Brasil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi","-46.935778","-23.230444","46º56'08.8W","23º13'49,6S","850","850",NA,NA,"Biral, L.","2008","06",NA,"2007","12","04","Árvore ca. 6 m, folhas cartáceas, cálice verde, corola branca, filetes brancos com ápice arroxeado","7005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-06-15 15:29:58-03","UNESP-RC","HRCB","57007","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Lombardi","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual da Serra Nova","-42.731306","-15.653889","42º43'52.7W","15º39'14S","812","812",NA,NA,"Stehmann, J.R.","2012","03",NA,"2012","03","20","Árvore ca. 3 m, próximo ao rio, folhas papiráceas, botões verdes a vináceos, cálice verde, pétalas e filetes de base branca e ápice lilás, anteras roxas","8993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-06-15 15:29:58-03","UNESP-RC","HRCB","58459","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric.","Lombardi","Brasil","Bahia","Palmeiras","Rodovia BR-242, Conceição de Baixo a Bom Jardim, margem do Rio Preto","-41.565111","-12.495361","41º33'54.4W","12º29'43.3S","667","667",NA,NA,"Biral, L.","2012","07",NA,"2012","07","14","Prensado em álcool, amostra em sílica. Árvore ca. 6 m, ramos amarelo-dourados, folhas cartáceas, brácteas e ramos das inflorescências arroxeados, hipânto e cálice arroxeados, internamente brancos, est","9428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-06-15 15:29:58-03","UNESP-RC","HRCB","60351","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Assis, M.A.","Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, localizada ao longo da trilha do Corisco, sertão da Casa da Farinha","-44.835556","-23.336944","44º 50'08W","23º20'13S","33","33",NA,NA,"Assis, M.A.",NA,NA,NA,"2005","12","08","Parcela B Biota Gradiente Funcional, indivíduo nº 83","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-06-15 15:29:58-03","UNESP-RC","HRCB","61789","PreservedSpecimen","Plantae","Chrysobalanaceae","Hirtella","hebeclada","Hirtella hebeclada","Moric. ex DC.","Marcusso, G.M.","Brasil","São Paulo","Botucatu","Escola do Meio Ambiente","-48.46","-22.92475","48º27'36W","22º55'29,1S","860","860",NA,NA,"Marcusso, G.M.","2014",NA,NA,"2013","12","09","Árvore cerca de 13 metros.","318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
