"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2019-10-09 11:11:50-03","UFBA","ALCB","026516","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Ginzbarg, S; Mattos Silva, LA; Brito, HS","804","1988","03","22","Southern America","Brasil","Bahia","Iaçu","Rodovia Iaçu/Milagres (BA 046), km 13. Coletas no início do ramal para as fazendas Suíbra e Morros. Lado esquerda da rodovia. Área de pastaria abandonada.","-40.166667","-12.816667","240","240",NA,"7m x 30cm. Flores em botões de cor marron. Coletado em álcool.; Solo sílico-argiloso.( ca. 80% areia.)",NA,NA,"Espírito-Santo, FS","2010","06",NA,"-40.166667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:11:50-03","UFBA","ALCB","035417","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Bautista, HP; Hind, DJN; Harley, RM; Roque, N","PCD&nf;4536","1996","11","21","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Fazenda Umbú de Paca, a 3km de Baraúnas","-41.600833","-13.401667","545","545",NA,"3,50 m. Profusão de flores com cálice verde-amarelado, tricomas castanhos; corola amarelo-ouro, internamente com estrias vermelhas; filetes alvacentos, estilete verde-amarelado; anteras creme.",NA,NA,"Espírito Santo, FS","2011","07","26","-41.600833","-13.401667",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:11:50-03","UFBA","ALCB","107459","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Dias Martins, CTV de","164c","2011","08","05","Southern America","Brasil","Pernambuco","Petrolina","área experimental da caatinga - Embrapa","-40.516667","-9.116667",NA,NA,NA,"ca. 6 m alt. Flores vistosas.",NA,NA,NA,NA,NA,NA,"-40.516667","-9.116667",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:11:50-03","UFBA","ALCB","130091","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Guedes, ML; Araújo, F; Alunos de Botânica BIOC05","25965","2017","11","18","Southern America","Brasil","Bahia","Lajedinho","Paraguaçu, Caminho fazenda Santa Cruz.","-40.9","-12.35",NA,NA,NA,"Folhas compostas, digitadas. Inflorescência com flores vistosas, amarelas.","ALCB045929","ALCB045929","Guedes, ML","2017","12",NA,"-40.9","-12.35",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:11:50-03","UFBA","ALCB","106784","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Guedes, ML; Lisboa, MS; et al.","20158","2012","07","08","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Caminho para Fazendola","-40.416667","-13.433333",NA,NA,NA,"Folhas compostas, digitadas, vilosas. Inflorescência com flores de cálice ferrugíneo, corola amarelo-ouro.",NA,NA,"Guedes, ML","2013","01",NA,"-40.416667","-13.433333",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-06 14:38:33-03","UFPI","TEPB","160","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa",NA,"EMPERAIRE, L.",NA,NA,NA,NA,NA,"Brasil","Piauí","São Raimundo Nonato","Parque Nacional Serra da Capivara","-42.6994018554688","-9.01527976989746",NA,NA,NA,"Ambiente: caatinga arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA
"17","2014-09-04 12:55:51-03","UNICAP","HUCPE","604","S","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizz.","Lima, D. .P.","13247","1973","10","03",NA,"Brasil","Piauí","São João do Piaui","Fazenda Logoa de Baixo.","-41.740833","-7.927944",NA,NA,NA,"Árvore com mais ou menos 8m de altura por 20cm de largura. Flores amarelas, com raios vermelhos na parte interna das pétalas. Muito Perfumandas. Perfume agradável.",NA,NA,"C. T. Rizzini",NA,NA,NA,"-41.740833","-7.927944",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-02-15 11:35:02-02","IPA","IPA","74377","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Carvalho, G.H.","85","1968","10","18","Southern America","Brasil","Pernambuco","Ouricuri","Estrada entre Araripina e Ouricuri","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore, ca. de 8m de altura por 10cm de diâmetro. Flor amarela, grande, ornamentl. Internamente possui pêlos brancos e macios","IPA0074377",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"19","2019-02-15 11:35:01-02","IPA","IPA","11044","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Andrade-Lima","56-2622","1956","11","08","Southern America","Brasil","Pernambuco","Petrolina",NA,"-40.5008010864258","-9.39861011505127",NA,NA,NA,"Flor amarela com listras castanhas.; Caatinga, abundante em toda a área.","IPA0011044",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"20","2019-02-15 11:35:01-02","IPA","IPA","43907","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Fotius, G.","2703","1984","01","20","Southern America","Brasil","Bahia","Irecê","Fazenda Bela Vista","-41.8558006286621","-11.3042001724243",NA,NA,NA,"Árvore 6-8m de altura.; Mata residual, sobre latossolo vermelho.","IPA0043907",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"19644","auto",NA,NA,NA,NA,NA
"21","2019-02-15 11:35:02-02","IPA","IPA","74370","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Monteiro, M.T.","23184","1970","03","04","Southern America","Brasil","Bahia","Jaguarari","Fazenda Conceição","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,"IPA0074370",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"60045","auto",NA,NA,NA,NA,NA
"22","2019-02-15 11:35:01-02","IPA","IPA","13392","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Andrade-Lima","59-4242","1959","11","25","Southern America","Brasil","Pernambuco","Ouricuri",NA,"-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore pequena 4-6m. Frutos.; Caatinga.","IPA0013392",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"23","2019-02-15 11:35:01-02","IPA","IPA","42145","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Costa Lima, G.","11","1984","07","12","Southern America","Brasil","Pernambuco","Ouricuri","Fazenda Barrinha","-40.0816993713379","-7.88250017166138",NA,NA,NA,NA,"IPA0042145",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"24","2019-02-15 11:35:02-02","IPA","IPA","76462","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Carvalho, G.H.","42","1968","09","01","Southern America","Brasil","Pernambuco","Ouricuri","Fazenda Caraíbas.","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Com folhas.","IPA0076462",NA,"Espirito-Santo, F.S.","2011","04","27",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"25","2019-07-26 11:39:32-03","IPA","IPA","47095","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Luciano","47095","1982",NA,NA,"Southern America","Brasil","Pernambuco","Petrolina",NA,"-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"IPA0047095",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"26","2019-02-15 11:35:02-02","IPA","IPA","51478","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Rita Pereira","269","1988","04","13","Southern America","Brasil","Pernambuco","Petrolina","em direção à afrânio, km 52.","-40.5008010864258","-9.39861011505127",NA,NA,NA,"Árvore ca. 4m. Flores botões ferrugíneos.; Solo muito piçarrento com bastante cascalho.","IPA0051478",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA
"27","2019-02-15 11:35:01-02","IPA","IPA","21536","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Academia Brasileira de Ciências","1199","1971","12","05","Southern America","Brasil","Piauí",NA,"31 km de São Raimundo Nonato, na estrada para Bom Jardim.",NA,NA,NA,NA,NA,"Árvore 6-7m; frutos velhos.; Caatinga arbórea. Solo pedregoso.","IPA0021536",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-02-15 11:35:01-02","IPA","IPA","29121","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Emperaire, L.","372","1979",NA,NA,"Southern America","Brasil","Piauí",NA,"Serra da Capivara",NA,NA,NA,NA,NA,NA,"IPA0029121",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:35:02-02","IPA","IPA","5276","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Andrade-Lima; Magalhães, M.; Magalhães, M.","52-1058","1952","06","21","Southern America","Brasil","Pernambuco",NA,"entre Rajada (PE) e Lago (BA).",NA,NA,NA,NA,NA,"Árvore em populações mais ou menos nos altos. Casca largando em faixas ao longo do caule.","IPA0005276",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:35:02-02","IPA","IPA","87930","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Ferreira, J.V.A.; Messias, N.; Ferreira, F.; Messias, N.; Ferreira, F.","129","2011","11","25","Southern America","Brasil","Bahia","Casa Nova","Serra Branca, Sítio Morrinho.","-40.251111","-9.2725","433","433",NA,"Árvore ca. 4,0 m de altura. Botões florais dormentes. Frutos marrom deiscentes abertos.; Bioma Caatinga. Fitofisionomia Savana Estépica. Área prioritária para conservação: CA-462- Remanso - Insuficientemente conhecida.","IPA0087930",NA,"Ferreira, J.V.A.","2011","11","25","-40.251111","-9.2725",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:35:02-02","IPA","IPA","91807","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Moraes, T.M.","652","2017","06","23","Southern America","Brasil","Pernambuco","Petrolina","Conglomerado do Inventário Florestal Nacional, PE_240 , 1-1-1","-40.5","-8.135278",NA,NA,NA,"Árvore ca. 5,9m de altura; Flor amarela; fruto tipo vagem de cor marrom.; Solo arenoso; relevo suave. Caatinga.","IPA0091807","IPA0091807","Oliveira, M.A.","2017","08","15","-40.5","-8.135278",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:35:02-02","IPA","IPA","91808","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Moraes, T.M.","655","2017","06","23","Southern America","Brasil","Pernambuco","Petrolina","Conglomerado do Inventário Florestal Nacional, PE_240 , 3-10-2RN","-40.5","-8.135278",NA,NA,NA,"Árvore ca. 2,5m de altura; Flor amarela.; Solo arenoso; relevo suave. Caatinga.","IPA0091808","IPA0091808","Oliveira, M.A.","2017","08","15","-40.5","-8.135278",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:35:02-02","IPA","IPA","87929","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Ferreira, J.V.A.; Almeida, N.M.; Almeida, N.M.","143","2012","01","04","Southern America","Brasil","Pernambuco","Lagoa Grande","Distrito de Vermelhos.","-40.118889","-9.047222","362","362",NA,"Árvore ca. 2,5 m de altura. Frutos deiscentes marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Argissolo Vermelho-Amarelo Eutrófico. Área prioritária para conservação: CA-417- Curaça-1-Extremamente alta.","IPA0087929",NA,"Ferreira, J.V.A.","2012","01","04","-40.118889","-9.047222",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:35:02-02","IPA","IPA","87931","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Siqueira Filho, J.A.; Ferreira, J.V.A.; Ferreira, J.V.A.","2403","2011","02","15","Southern America","Brasil","Pernambuco","Petrolina","Sítio Olho D'Água, Serra paralela a BR 122 próximo ao Posto da Polícia Rodoviária Federal.","-40.392222","-9.216389","384","384",NA,"Árvore ca. 5 m de altura. Botões florais dormentes.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Argissolo Vermelho-Amarelo Eutrófico.","IPA0087931",NA,"Zuntini, A.R.","2011","12","01","-40.392222","-9.216389",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:35:02-02","IPA","IPA","91811","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Nascimento, I.S.","596","2017","06","07","Southern America","Brasil","Pernambuco","Salgueiro","Conglomerado do Inventário Florestal Nacional, PE_109 , 1-2-2","-38.880278","-8.280278",NA,NA,NA,"Árvore ca.5,0m de altura. Fruto imaturo, cilìndrico marrom.; Solo pedregoso; relevo declivoso. Caatinga.","IPA0091811","IPA0091811","Oliveira, M.A.","2017","08","15","-38.880278","-8.280278",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:35:02-02","IPA","IPA","76132","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Ramalho, F.B.","232","1973","07","13","Southern America","Brasil","Bahia","Oliveira dos Brejinhos","Fazenda Zé Nunes","-42.8960990905762","-12.3169002532959",NA,NA,NA,"Árvore com aproximadamente 6 m alt., com resina; flores esverdeadas, perfume leve agradável.","IPA0076132",NA,"Silva-Castro, M.M.","2013","04","10",NA,NA,NA,"62270","auto",NA,NA,NA,NA,NA
"37","2019-02-15 11:35:02-02","IPA","IPA","74378","S","Plantae","Plantae",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","Carvalho, G.H.","84","1968","10","17","Southern America","Brasil","Pernambuco","Ouricuri","Fazenda milho novo","-40.0816993713379","-7.88250017166138",NA,NA,NA,"Árvore, ca. de 5m de altura. Flores amarelas ornamentais, grandes, a parte interna com ramificações cor de vinho. Perfume agradável. Não tem látex","IPA0074378",NA,"Espírito-Santo, F.S.","2011","04","26",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA
"38","2020-12-20 21:16:17-03","UFV","VIC","21440","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","Araújo Filho, O.","54","1996","09","23",NA,"Brasil","Minas Gerais","Jaíba","Mocambinho - Área A","-43.6744003295898","-15.3382997512817",NA,NA,NA,"Árvore com 13 metros de altura; flores amarelas, tronco esfoliativo e casca fina. Indivíduo 241.","VIC021440","VIC021440","Araújo, R.S. de","2007","12","14",NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA
"39","2020-12-20 21:16:17-03","UFV","VIC","21441","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","Araújo Filho, O.","55","1996","09","23",NA,"Brasil","Minas Gerais","Jaíba","Mocambinho - Área A","-43.6744003295898","-15.3382997512817",NA,NA,NA,"Árvore com 9,0 metros de altura; flores amarelas, tronco esfoliativo e casca fina. Indivíduo 469.","VIC021441","VIC021441","Araújo, R.S. de","2007","12","14",NA,NA,NA,"47016","auto",NA,NA,NA,NA,NA
"40","2019-11-27 13:46:28-03","UFS","ASE","40486","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.Grose","Guedes, ML; Araújo, F","25965","2017","11","18","Southern America","Brasil","Bahia","Lajedinho","Paraguaçu, Caminho Faz. Santa Cruz","-40.54","-12.21",NA,NA,NA,"Árvore: folhas compostas, digitadas. Inflorescencia com flores vistosas, amarelas.; Caatinga.","ASE0042007",NA,"; Guedes, ML","2017","12",NA,"-40.54","-12.21",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-19 14:05:07-03","UFRPE","PEUFR","15530","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","J.S. Sobrinho","415","1968","06","22",NA,"Brasil","Pernambuco","Ouricuri","Fazenda Caraiba","-40.081667","-7.882778",NA,NA,NA,"Coordenadas geográficas do município.","PEUFR015530",NA,"A.M. Miranda; A.M. Souza","2014","12",NA,"40º04'54 W","7º52'58S",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-19 14:05:07-03","UFRPE","PEUFR","15533","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","F.B. Ramalho","292","1973","11","21",NA,"Brasil","Pernambuco","Petrolina","Mais ou menos 4km do povoado de Pau-Ferro","-40.500556","-9.398611",NA,NA,NA,"Árvore de mais ou menos 6m de altura; fó frutos; coordenadas geográficas do município.","PEUFR015533",NA,"A.M. Miranda; A.M. Souza","2014","12",NA,"40º30'02W","09º23'55S",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 14:05:07-03","UFRPE","PEUFR","29136","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","F.B. Ramalho","292a","1973","11","21",NA,"Brasil","Pernambuco","Petrolina","Mais ou menos 4km do povoado de Pau-Ferro","-40.500556","-9.398611",NA,NA,NA,"Árvore de mais ou menos 6m de altura; fó frutos; coordenadas geográficas do município.","PEUFR029136",NA,"A.M. Miranda; A.M. Souza","2014","12",NA,"40º30'02W","09º23'55S",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 14:05:07-03","UFRPE","PEUFR","31636","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Handroanthus","spongiosus","Handroanthus spongiosus","(Rizzini) S.O.Grose","F.B. Ramalho","292b","1973","11","21",NA,"Brasil","Pernambuco","Petrolina","Mais ou menos 4km do povoado de Pau-Ferro","-40.500556","-9.398611",NA,NA,NA,"Árvore de mais ou menos 6m de altura; fó frutos; coordenadas geográficas do município.","PEUFR031636",NA,"A.M. Miranda; A.M. Souza","2014","12",NA,"40º30'02W","09º23'55S",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 12:29:28-03","UFRPE","PEUFR","443","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Tabebuia","spongiosa","Tabebuia spongiosa","Rizzini","A. Lima; M. Magalhães","1058","1952","06","21",NA,"Brasil","Bahia","Rajada/Lago",NA,"-40.970556","-9.161944",NA,NA,NA,"Árvore em populações mais ou menos nos altos; casca largando em faixas ao longo do caule; coordenadas geográficas do município.","PEUFR000443",NA,NA,NA,NA,NA,"40°58'14W","09°09'43S",NA,NA,NA,NA,NA,NA,NA,NA
