"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","locality","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"49","2019-10-09 11:21:41-03","UFBA","ALCB","9903","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Sobral, M","Grupo Pedra do Cavalo","1980","10",NA,"Brasil","Bahia","Cachoeira","-39.083333","-13.533333","-39.083333","-13.533333","ALCB060560",NA,"70","70","Ca. 5 m de altura. Muita folhagem ; flores caulinares, alvas, singela; frutos globosos e verdes.","832","Southern America",NA,NA,"Dicotyledon",NA,"Recôncavo Sul, Vale dos Rios Jacuipe e Paraguaçu. Mata do Rio Jacuípe","1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-09 11:21:41-03","UFBA","ALCB","134444","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Stadnik, A","Sá, RR","2019","06","03","Brasil","Bahia","Salvador","-38.5225","-12.893333","-38.5225","-12.893333","ALCB059220","ALCB059220",NA,NA,"de ca 2,5 m de alt. Folhas cartáceas. Inflorescência cauliflora. Frutos imaturos verdes e maduros vináceos.","02","Southern America",NA,NA,"Dicotyledon",NA,"Mata de São João.","2019","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-25 16:51:17-03","UFBA","ALCB","138366","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Stadnik, A","Stadnik, A; Tuller, A; Gandara, A; Coutinho, K","2016","11","11","Brasil","Bahia","Porto Seguro","-39.109444","-16.357778","-39.109444","-16.357778","ALCB069205","ALCB069205","74","74","ca. 2m. Folhas discolores. Catáfilos castanhos.","407","Southern America",NA,NA,"Dicotyledon",NA,"RPPN Veracel.","2016","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-05-19 10:30:33-03","UFBA","ALCB","138678","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Guedes, ML","Guedes, ML","2019","12","19","Brasil","Bahia","Salvador","-38.504444","-13.0575","-38.504444","-13.0575","ALCB066076",NA,NA,NA,"Folhas cartáceas, discolores. Flores brancas, cauliflora..","31857","Southern America",NA,NA,"Dicotyledon",NA,"Campus Universitário de Ondina . Cultivada.W","2019","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-09 11:21:41-03","UFBA","ALCB","128240","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Stadnik, A","Stadnik, A; Lopes, R; Coelho, J; Santana, A","2015","05","12","Brasil","Bahia","Licínio de Almeida","-42","-14","-42","-14","ALCB045503","ALCB045503",NA,NA,"ca. 4m alt. Folhas discolores. Hipanto e cálice verdes, Corola, filetes alvos. Frutos verdes imaturos, embrião rosa choque.","296","Southern America",NA,NA,"Dicotyledon",NA,"Xaxa","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-09 11:21:41-03","UFBA","ALCB","93945","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Stadnik, A","Roque, N; Oliveira, RB; Teixeira, SR; Alves, M","2010","03","27","Brasil","Bahia","Entre Rios","-38.084400177002","-11.9419002532959",NA,NA,"ALCB0060403",NA,NA,NA,"Ca. de 7,5 m de alt., folhas levimente discolores, cálice verde, corola alva. Frutos imaturos verdes passando a vináceos.","2728","Southern America",NA,NA,"Dicotyledon",NA,"Litoral Norte, Fazenda Experimental. Escola de Medicina Veterinária(UFBA). Reserva Florestal do Povoado de Aguazinha","2014","06",NA,"52418","auto",NA,NA,NA,NA,NA,NA
"55","2019-10-09 11:21:41-03","UFBA","ALCB","131442","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart. ex Tul.) L.P.Queiroz","Stadnik, A","Coelho, J; Vieira, T","2016","08","24","Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,NA,"ALCB48010",NA,NA,NA,"ca. 3,0 m, folhas levemente dicolores, gemas apicais vináceas.","137","Southern America",NA,NA,"Dicotyledon",NA,"Fazenda na entrada do Xaxá.","2017","04",NA,"31339","auto",NA,NA,NA,NA,NA,NA
"56","2019-11-25 16:51:17-03","UFBA","ALCB","138298","PreservedSpecimen","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Stadnik, A","Stadnik, A; Cajado, B","2019","03","08","Brasil","Bahia","Amargosa","-39.917778","-13.166111","-39.917778","-13.166111","ALCB069137",NA,NA,NA,"ca. 6-7m. Folhas discolores. Frutos imaturos verdes.","607","Southern America",NA,NA,"Dicotyledon",NA,"Tabuleiro do córrego.","2019","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-10-09 11:21:41-03","UFBA","ALCB","125136","PreservedSpecimen","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Stadnik, A","Coelho, J; Gandara, A; Stadnik, A","2016","06","06","Brasil","Bahia","Salvador","-38.510799407959","-12.9710998535156",NA,NA,"ALCB019769","ALCB019769",NA,NA,"ca. 6 m. Folhas discolores, frutos roxos espaçados, cauliflora.; Área antropizada","287","Southern America",NA,NA,"Dicotyledon",NA,"Parque Zoobotânico - Ondina, trilha do auditório.","2017","12","28","26018","auto",NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1452240","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg",NA,"Mexia YEJ","1930","10","27","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1452240","NL-U1452240",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","State of Minas Geraes. Fazenda de Aguada; just within entrance, in open pasture alt. 690m.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"59","2020-02-08 10:07:24-03","NBC","NL-BOTANY","L.1135009","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Hatschbach GG","1961","12","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-L1135009","NL-L1135009",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1135009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Parana ( Brasil ). Mun. Jaguariaiva. Rodovia Jaguariaiva - Senges.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"60","2020-02-08 10:07:24-03","NBC","NL-BOTANY","L.2528118","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Reitz R; Klein RM","1963","09","14","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528118","NL-L2528118",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Santa Catarina - Barsil. Jaboticabeira. Colonia Santa Ana, Anita Garihaldi. Mata beira ri. Arvore.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"61","2020-02-08 10:07:24-03","NBC","NL-BOTANY","L.2528119","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Hatschbach GG","1961","12","20","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528119","NL-L2528119",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Parana ( Brasil ). Mun. Jaguariaiva. Rodovia Jaguariaiva - Senges.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"62","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U 0005172","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Regnell AF",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NL-U0005172","NL-U0005172",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Provincia Minas",NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","69311 B",NA,NA,NA
"63","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U 0284910","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Pedersen TM","1956","09","23","Argentina","Corrientes",NA,NA,NA,NA,NA,"NL-U0284910",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Plants of Argentina. Estancia,, Santa Teresa' Dep. Mburucuya. Prov Corrientes.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw10503",NA,NA,NA
"64","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452093","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Pedersen TM","1956","09","23","Argentina","Corrientes",NA,NA,NA,NA,NA,"NL-U1452093","NL-U1452093",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Plants of Argentina. Estancia,, Santa Teresa' Dep. Mburucuya. Prov Corrientes.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"65","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452094","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Pedersen TM","1956","09","23","Argentina","Corrientes",NA,NA,NA,NA,NA,"NL-U1452094","NL-U1452094",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Plants of Argentina. Estancia,, Santa Teresa' Dep. Mburucuya. Prov Corrientes.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"66","2020-02-08 10:07:24-03","NBC","NL-BOTANY","U.1452200","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"Reitz R","1947","10","08","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1452200","NL-U1452200",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452200 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"Myrtales","Santa Catarina. Brusque.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"67","2020-11-04 10:56:25-03","ESALQ","ESA","141176","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Flores, T.B.","Silva, T.D.; Assis, L.S.; Gardon, F.R.; Lozano-Baez, S.E.; Mazzeo, R.R.; Zanini, A.N.; Souza, V.C.; Rodrigues, R.R.; Colletta, G. D.; Koch, I.","2017","04","25","Brasil","Rio de Janeiro","Rio de Janeiro","-43.5859","-22.8541","-43.5859","-22.8541","ESA141176",NA,NA,NA,"Árvore; 8 metros de altura; frutos imaturos verdes","106.0",NA,NA,NA,NA,NA,"Campo Grande; Complexo Guandu do Sâpe; Trilha da mata saída próxima ao páiol de munição - Pista de reação; Floresta Ombrófila Densa","2017","06","20",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:15:04-03","ESALQ","ESA","27817","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Caldas, D.K.D.","Souza, V.C. et al.","1996","01","25","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA027817","ESA027817",NA,NA,NA,"10461.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2019","08","08","27729","auto",NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:15:04-03","ESALQ","ESA","3084","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Yokomizo, G.K.","1997","10","23","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA003084","ESA003084",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:15:04-03","ESALQ","ESA","108452","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora",NA,"Kuntz, J.","Yida","2009","10","14","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA108452","ESA108452",NA,NA,NA,"2.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:15:04-03","ESALQ","ESA","27442","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Evert, M.A.","1995","10","21","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA027442","ESA027442",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:15:04-03","ESALQ","ESA","14400","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Goldenberg, R.","1989","10","20","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA014400","ESA014400",NA,NA,NA,"479.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:15:04-03","ESALQ","ESA","96038","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora",NA,"Sobral, M.E.G.","Pietro, R.C.L.R.","2006","04","23","Brasil","São Paulo","São Carlos","-47.8899993896484","-22.0100002288818",NA,NA,"ESA096038","ESA096038",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:15:04-03","ESALQ","ESA","7795","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Caldas, D.K.D.","Soares, A.R.X.",NA,NA,NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"ESA007795","ESA007795",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2019","08","08","53584","auto",NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:15:04-03","ESALQ","ESA","92936","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Sobral, M.","Mattos, J.","1967","10","03","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA092936","ESA092936",NA,NA,NA,"15067.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"76","2020-11-04 11:15:04-03","ESALQ","ESA","37200","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Bernacci, L.C. et al.","1995","03","17","Brasil","São Paulo","Monte Alegre do Sul","-46.6800003051758","-22.6800003051758",NA,NA,"ESA037200","ESA037200",NA,NA,NA,"1367.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA
"77","2020-11-04 11:15:04-03","ESALQ","ESA","629","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.",NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA000629","ESA000629",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"78","2020-11-04 11:15:04-03","ESALQ","ESA","50369","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Galoppini, B.A. et al.","2006","09","19","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA050369",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"79","2020-11-04 11:15:04-03","ESALQ","ESA","79389","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora",NA,"Sobral, M.","Mazine, F.F. et al.","1999","10","20","Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"ESA079389","ESA079389",NA,NA,NA,"233.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA
"80","2020-11-04 11:15:04-03","ESALQ","ESA","68671","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Krieger, L.","1985","09","24","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"ESA068671","ESA068671",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"81","2020-11-04 11:15:04-03","ESALQ","ESA","10335","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Kuntz, J.","Barreto, K.D. et al.","1993","03","04","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA010335","ESA010335",NA,NA,NA,"59.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"82","2020-11-04 11:15:04-03","ESALQ","ESA","109971","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA109971","ESA109971",NA,NA,NA,"4536.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"83","2020-11-04 11:15:04-03","ESALQ","ESA","105404","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,"Durigan, G. & Franco, G.A.D.C.","Gorenstein, M.R.","2005","06","15","Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA105404",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"84","2020-11-04 11:15:04-03","ESALQ","ESA","26963","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Kuntz, J.","Cardoso-Leite, E. ; Oliveira, A.","1993","10","16","Brasil","São Paulo","São Roque","-47.1300010681152","-23.5200004577637",NA,NA,"ESA026963","ESA026963",NA,NA,NA,"267.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA
"85","2020-11-04 10:56:25-03","ESALQ","ESA","133109","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cf. trunciflora","Plinia cf. trunciflora","(O.Berg) Kausel","Caldas, D.K.D.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","08","Brasil","São Paulo","Piracicaba","-47.82393","-22.7782","-47.82393","-22.7782","ESA133109",NA,"553","553","Árvore. Caule liso; pontuações de difícil visualização.","226.0",NA,NA,NA,NA,NA,"Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","2019","08","05",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 11:15:04-03","ESALQ","ESA","2671","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O.Berg) Kausel","Caldas, D.K.D.","Viegas, A.P.","1939","09","20","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA002671","ESA002671",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"2019","08","08","23900","auto",NA,NA,NA,NA,NA,NA
"87","2020-11-04 11:15:04-03","ESALQ","ESA","5907","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(Berg)","Soares e Silva, L.H.","Soares e Silva, L.H.","1989","01","20","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"ESA005907",NA,NA,NA,NA,"178.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"88","2020-11-04 11:15:04-03","ESALQ","ESA","92615","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(Berg) Kausel","Sobral, M.","Mattos, J.","1967","10","03","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"ESA092615",NA,NA,NA,NA,"15070.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"89","2020-11-04 11:15:04-03","ESALQ","ESA","51034","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Kuntz, J.","Coelho, R.L.G. et al.","2005","04","03","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"ESA051034","ESA051034",NA,NA,NA,"64.0",NA,NA,NA,"Magnoliophyta",NA,NA,"2011",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"90","2020-11-04 11:15:04-03","ESALQ","ESA","109991","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA109991","ESA109991",NA,NA,NA,"4556.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"91","2020-11-04 11:15:04-03","ESALQ","ESA","109993","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA109993","ESA109993",NA,NA,NA,"4558.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"92","2020-11-04 11:15:04-03","ESALQ","ESA","110040","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273",NA,NA,"ESA110040","ESA110040",NA,NA,NA,"4605.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"93","2021-03-31 13:40:33-03","MN","R","9093","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Mattos, J.","Glaziou, A.F.M.","1890","09","15","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000009093","R000009093_001",NA,NA,"Plantas do Brasil Central","18240",NA,NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2015-07-02 14:03:22-03","JBP","HPL","10891","S","Plantae","Myrtaceae","Myrciaria","cf. cauliflora","Myrciaria cf. cauliflora",NA,"H. Lorenzi","H. Lorenzi","2007","10","20","Brasil","BA","Uma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6404",NA,NA,NA,NA,NA,"Coletado na trilha Ecoparque.","2007","10","20",NA,NA,NA,NA,NA,NA,NA,NA
