"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","typeStatus","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","886697","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","M. R. de V. Barbosa","D. B. O. S. Cardoso","2007","05","22","Brazil","Anguera","Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.1839","-12.1617",NA,NA,"300","600","NY00886697","NY00886697_01","1891","Bahia",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033301' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","397569","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. M. Silva","C. Kozera","1996","06","11","Brazil","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"NY00397569","NY00397569_01","306","Paraná",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157257' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","397550","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","L. B. Smith","1957","03","17","Brazil","Vacaria","Pinheiral, ravine by the Rio Pelotas, by Estrada da Rodagem Federal","-50.9339","-28.5122",NA,NA,"600","700","NY00397550","NY00397550_01","12251","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157265' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","397563","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","G. Grazziotin","1990","02","27","Brazil","Pantano Grande","Antiga Faz. Capivarita","-52.3733","-30.1917",NA,NA,NA,NA,"NY00397563","NY00397563_01","6845","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157250' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","397599","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"O. Morrone","1996","02","09","Argentina","Concepción","Ruta 2, camino de C. de la sierra a Sta. María","-55.43","-27.97",NA,NA,NA,NA,"NY00397599",NA,"592","Misiones",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157272' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","397568","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"A. Sehnem","1980","01","04","Brazil","Herval","Herval","-53.3956","-32.0236",NA,NA,NA,NA,"NY00397568","NY00397568_01","16773","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157271' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","799289","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1962","12","11","Brazil","Mafra","Campo Novo","-49.8053","-26.1117",NA,NA,"750","750","NY00799289","NY00799289_01","3820","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794046' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","397553","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","R. A. Wasum","1994","12","28","Brazil","Agudo","Morro do Agudo","-53.24","-29.6456",NA,NA,"200","200","NY00397553","NY00397553_01","10395","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157252' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","397554","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","R. A. Wasum","1997","12","12","Brazil","Caçapava do Sul","Caminho Passo da Barquinha","-53.4914","-30.5122",NA,NA,"300","300","NY00397554","NY00397554_01","12245","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157254' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","799293","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. Reitz","1962","12","21","Brazil","Capinzal",NA,"-51.63632","-27.424604",NA,NA,"500","500","NY00799293","NY00799293_01","14385","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794058' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","397564","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","B. Bremer","A. H. Gentry","1985","01","26","Brazil","Ponta Grossa","Lagoa Dourado","-50","-25.25",NA,NA,NA,NA,"NY00397564","NY00397564_01","49872","Paraná",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157261' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","397567","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"B. Rambo","1946","11","10","Brazil","Porto Alegre","Porto Alegre, ad urbem","-51.153181","-30.11284",NA,NA,"200","200","NY00397567","NY00397567_01","27101","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157270' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","799296","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1970","01","22","Brazil","Florianópolis","Morro Pantano do Sul","-48.4946823","-27.7843407",NA,NA,"100","100","NY00799296","NY00799296_01","8598","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794076' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","799295","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","L. B. Smith","1964","12","06","Brazil","Sao Lourenço do Oeste","16 mk west of Sao Lourenço","-52.87","-26.38",NA,NA,"900","1000","NY00799295","NY00799295_01","13663","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794071' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","799288","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1963","10","30","Brazil","Capinzal","Entrada de Capinzal","-51.6117","-27.3436",NA,NA,"700","700","NY00799288","NY00799288_01","4289","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794045' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","950357","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","A. Macedo",NA,NA,NA,"Brazil",NA,"São Thome das Letras, Região Montanhosa","-44.9853","-21.7222",NA,NA,"1100","1100","NY00950357","NY00950357_01","5629","Minas Gerais",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061395' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","397562","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","R. A. Wasum","1991","11","11","Brazil","Jari","Tupancireta-Jari-Passo das Vassouras. Próximo a margem de afluente Rio Santana","-54.2239","-29.2917",NA,NA,"415","415","NY00397562","NY00397562_01","7997","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157251' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","799291","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","P. G. Delprete","L. B. Smith","1964","11","10","Brazil",NA,"East bank of Rio Iracema, Caibi",NA,NA,NA,NA,NA,NA,"NY00799291","NY00799291_01","13121","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794049' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","397555","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","S. F. Smith","R. A. Wasum","1997","12","12","Brazil","Caçapava do Sul","Minas de Camaqua","-53.4914","-30.5122",NA,NA,"300","300","NY00397555","NY00397555_01","12227","Rio Grande do Sul",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157255' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 03:43:00-03","NY","NYBG","397600","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis",NA,"C. M. Taylor","E. M. Zardini","1994","10","29","Paraguay",NA,"Pilcomayo River basin: Rio Negro","-57.8828","-25.0564",NA,NA,NA,NA,"NY00397600",NA,"41699","Presidente Hayes",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157258' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","397565","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","J. H. Kirkbride Jr.","R. Kummrow","1981","02","20","Brazil","Campo do Tenente","Rio da Varzea","-49.6828","-25.9783",NA,NA,NA,NA,"NY00397565","NY00397565_01","1482","Paraná",NA,"South America","sheet",NA,"carpoteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157262' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","397601","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","M. H. Nee","M. H. Nee","1990","11","17","Bolivia","Andrés Ibáñez","9 km ESE of Comunidad Don Lorenzo, near Quebrada Caracore on road to Estancia Caracore","-62.7917","-17.83",NA,NA,"310","310","NY00397601",NA,"39971","Santa Cruz",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157246' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","950356","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.",NA,"A. F. Regnell",NA,NA,NA,"Brazil","Caldas","Caldas","-46.3858","-21.9236",NA,NA,NA,NA,"NY00950356","NY00950356_01","I:276","Minas Gerais",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061394' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","397552","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","P. K. H. Dusén","P. K. H. Dusén","1910","12","28","Brazil","Castro","Castro opp.","-50.003909","-24.788757",NA,NA,"855","855","NY00397552","NY00397552_01","11304","Paraná",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157248' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","799287","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1972","04","25","Brazil","Palhoça","Morro do Cambirola","-48.6678","-27.6456",NA,NA,"50","50","NY00799287","NY00799287_01","10181","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794042' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","397559","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","G. G. Hatschbach","G. G. Hatschbach","1972","01",NA,"Brazil","Uniao da Vitória","Col. Zulmira. Rio Iguaçu","-51.0864","-26.23",NA,NA,NA,NA,"NY00397559","NY00397559_01","28434","Paraná",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157267' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","799292","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","P. G. Delprete","L. B. Smith","1965","01","23","Brazil","Rio Negro","Steep slope of Rio Passa Tres, Convento","-49.7975","-26.1058",NA,NA,"800","800","NY00799292","NY00799292_01","15000","Paraná",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794054' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","799290","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1970","11","19","Brazil","Florianópolis","Lagoinha do Loste, Pantano do Sul, Ilha de Santa Catarina","-48.490421","-27.772379",NA,NA,"5","5","NY00799290","NY00799290_01","9264","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794047' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","397558","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","uruguensis","Guettarda uruguensis","Cham. & Schltdl.","L. B. Smith","R. M. Klein","1962","12","11","Brazil","Mafra","Campo Novo, Mafra","-49.849819","-26.072275",NA,NA,"750","750","NY00397558","NY00397558_01","3820","Santa Catarina",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=157264' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
