"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","occurrenceRemarks","recordNumber","phylum","order","continentOcean","locality","preparationType","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"55","2019-10-07 09:19:17-03","UEFS","HUEFS","192522","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.",NA,"Woolston, A.L.","1955","01","17","Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0192522","HUEFS0192522",NA,NA,"431","Angiospermae","Caryophyllales",NA,"Alto Paraguay, Primavera.",NA,NA,NA,NA,NA,"Caryophyllanae",NA,NA
"56","2019-10-07 09:19:17-03","UEFS","HUEFS","76534","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","A.Oliveira","Vieira, L.L.","1965","08","28","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"HUEFS0076534","HUEFS0076534","2004",NA,NA,"Angiospermae","Caryophyllales",NA,"Cidade Universitária.",NA,"10",NA,"53584","auto","Caryophyllanae",NA,NA
"57","2019-11-13 16:05:02-03","UNISANTA","HUSC","2145","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Spegazzini","Sampaio, P.S.P.","Magenta, M.A.G.; Sampaio, P.S.P.","1999","10","15","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,"2011","Erva. Frutos verdes imaturos. Flores rosas.; Vegetação de praia.","222","Magnoliophyta",NA,NA,"Praia do Itaguaré.",NA,"02",NA,"37616","auto",NA,NA,NA
"58","2019-11-01 15:08:24-03","UnB","UB","12115","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Coelho, AOP","Sucre, D","1967","01","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decumbente, heliofila.; Flor vermelha; .","1405","Dicotyledoneae",NA,"Southern America","Restinga de Cabo Frio, estrada para o Matadouro",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-20 20:38:29-03","UFSC","FLOR","49996","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Ferreira, J.P.R.","Ferreira, J.P.R.; Hassemer, G.N. & Weber, P.","2013","02","19","Brasil","Santa Catarina","Florianópolis","-48.421944","-27.513333","48º25'19''W","27º30'48''S",NA,NA,"FLOR0049996","FLOR0049996","2013","erva, flor rosa forte","319",NA,"Caryophyllales",NA,"Na estrada da SC-407 na altura do Parque Estadual do Rio Vermelho, Ilha de Santa Catarina.",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-20 20:38:29-03","UFSC","FLOR","17696","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.","Klein, R.M.; Bresolin, A.","1966","01","17","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2","FLOR0017696",NA,"1984","erva suculenta, flor roxa","6511",NA,"Caryophyllales",NA,"Rio Vermelho, Ilha de Santa Catarina.",NA,NA,NA,"27000","auto",NA,NA,NA
"61","2020-08-20 20:38:29-03","UFSC","FLOR","17695","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.","Klein, R.M.; Sob, Souza & Bresolin, A.","1966","03","15","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2","FLOR0017695",NA,"1984","erva suculenta, flor roxa","6682",NA,"Caryophyllales",NA,"Rio Vermelho, Ilha de Santa Catarina.",NA,NA,NA,"27000","auto",NA,NA,NA
"62","2020-08-20 20:38:29-03","UFSC","FLOR","28199","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.","Klein, R.M.","1966","07","22","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"5","5","FLOR0028199",NA,"1984","erva suculenta, flor amarela","6770",NA,"Caryophyllales",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"63","2020-08-20 20:38:29-03","UFSC","FLOR","28186","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.","Klein, R.M.","1966","01","16","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"5","5","FLOR0028186",NA,"1984","erva suculenta, flor roxa","6502",NA,"Caryophyllales",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"64","2020-08-20 20:38:29-03","UFSC","FLOR","26231","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, J.","Reitz, R.","1966","02","25","Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,"2","2","FLOR0026231",NA,"1984","erva, flor avermelhada","7004",NA,"Caryophyllales",NA,NA,NA,NA,NA,"9090","auto",NA,NA,NA
"65","2021-03-19 18:13:06-03","UFMT","UFMT","22932","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira-Paes Coelho, A.","SchessI, M.","1991","12","06","Brasil","Mato Grosso","Poconé","-56.583333","-16.4","-56.583333","-16.4","110","110",NA,NA,"2004","Herb up to 5 cm tall, flowers brightly reddish pink.; Seasonally inundated floodplains south of the farm houses. Sandy alluvial sediments, Shortgrass campo dominated by Reimarochloa brasiliensis.","2480",NA,NA,NA,"Pantanal mato-grossense, Fazenda Ipiranga, at Transpantaneira highway Km 10.",NA,"10","26",NA,NA,NA,NA,NA
"66","2021-02-08 12:44:59-03","UFRGS","ICN","000978","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Paes-Coelho, AA de O","Schultz, AR","1951","12","14","Brasil","RS","Iraí","-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,NA,NA,"2004",NA,"978","Dicotyledon",NA,"América do Sul",NA,NA,"10","18","18820","auto",NA,NA,NA
"67","2021-02-08 12:44:59-03","UFRGS","ICN","198552","S","Plantae","Portulacaceae","Portulaca","cf. amilis","Portulaca cf. amilis","Speg.","Köhler, M","Köhler, M; Külkamp, J; Rabuske, C; Soares, MVB","2017","10","12","Brasil","RS","Barra do Quaraí","-57.439444","-30.2","-57.439444","-30.2","60","60",NA,NA,"2017","Erva prostrada, flores brancas (?); cerdas nas bracteas da inflroescencia e nós.; Em campo ralo, úmido na ocasião. Solo arenoso.","231","Dicotyledon",NA,"América do Sul","Parque Estadual do Espinilho",NA,"10","12",NA,NA,NA,NA,NA
"68","2021-02-08 12:44:59-03","UFRGS","ICN","084734","S","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, JR","Klein, S; Bresolin, A","1966","03","15","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2",NA,NA,NA,"erva suculenta, flor roxa; restinga, praia úmida","6682","Dicotyledon",NA,"América do Sul","Rio Vermelho",NA,NA,NA,"27000","auto",NA,NA,NA
"69","2021-02-08 12:44:59-03","UFRGS","ICN","084733","S","Plantae","Portulacaceae","Portulaca","striata","Portulaca striata","Poelln.","Mattos, JR","Klein, RM; Bresolin, A","1966","01","17","Brasil","SC","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2",NA,NA,NA,"erva suculenta, flor roxa; restinga úmida","6511","Dicotyledon",NA,"América do Sul","Rio Vermelho",NA,NA,NA,"27000","auto",NA,NA,NA
"70","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82200","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A.","Klein, R.M.","1966","03",NA,"Brasil","Santa Catarina","Rio Vermelho",NA,NA,NA,NA,"2","2","HAS0082200",NA,"2006","Restinga úmida, erva suculenta. Flor roxa","6682","Magnoliophyta",NA,NA,NA,NA,"04","26",NA,NA,NA,NA,NA
"71","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82225","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A.","Klein, R.M.","1966","01",NA,"Brasil","Santa Catarina","Rio Vermelho",NA,NA,NA,NA,"2","2","HAS0082225",NA,"2006","Restinga úmida, erva suculenta. Flor roxa","6511","Magnoliophyta",NA,NA,NA,NA,"04","26",NA,NA,NA,NA,NA
"72","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82202","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A.","Klein, R.M.","1966","01",NA,"Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"5","5","HAS0082202",NA,"2006","Entre pedras, erva suculenta. Flor roxa","6502","Magnoliophyta",NA,NA,NA,NA,"04","26","27253","auto",NA,NA,NA
"73","2020-08-26 10:50:36-03","MCN-FZBRS","HAS","82201","PreservedSpecimen","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A.","Reitz, R.","1966","02",NA,"Brasil","Santa Catarina","Itapema","-48.611400604248","-27.0902996063232",NA,NA,"2","2","HAS0082201",NA,"2006","Restinga, erva, flor roxo-avermelhada","7004","Magnoliophyta",NA,NA,NA,NA,"04","26","9090","auto",NA,NA,NA
"74","2020-05-27 17:52:16-03","IBt","SP","120377","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Oliveira, A","Silva, JS","1973","06","04","Brasil","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"80","200",NA,NA,"2008",NA,"19",NA,NA,NA,"Guaicurus",NA,"08","08","92112","auto",NA,NA,NA
"75","2020-02-13 09:37:16-03","IBt","SP","465637","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Santos, TV","Magenta, MAG; Sampaio, PSP","1999","10","15","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,NA,NA,"2019",NA,"222",NA,NA,NA,"Praia do Itaguaré",NA,"05","08","37616","auto",NA,NA,NA
"76","2020-02-13 09:37:16-03","IBt","SP","295449","S","Plantae","Portulacaceae","Portulaca","amilis","Portulaca amilis","Speg.","Santos, TV","Bernacci, LC; et al.","1995","09","07","Brasil","São Paulo","Dracena","-51.5299987792969","-21.4799995422363",NA,NA,NA,NA,NA,NA,"2017",NA,"2128",NA,NA,NA,"Margem do rio do Peixe",NA,"11","07","23670","auto",NA,NA,NA
