"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","typeStatus"
"11","2020-12-21 16:38:16-03","MBM","MBM","418356","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Roher, D.","Roher, D.; Dutra, M.M.; Dutra, M.M.","549","2019","01","30","Southern America","Brazil","Paraná","Tibagi","Resgate de Flora UHE Tibagi Montante","-50.4075","-24.551944",NA,"Epífita, flores amarelas e vináceas.; Floresta Ombrófila Mista Aluvial.","MBM418356",NA,"2019","05","15","-50.4075","-24.551944",NA,NA,"717","717",NA,NA,NA,NA
"12","2020-12-21 16:38:16-03","MBM","MBM","49077","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Pabst, G.","Hatschbach, G.","12418","1965","02","28","Southern America","Brazil","Paraná","Castro","Carambei, Rio S. João","-50.0119018554688","-24.7910995483398",NA,"Rupícola, dos afloramentos de arenito expostos ao sol. Sépala verde, pétalas e labelo alvescente salpicado de bordeaux","MBM049077","MBM049077","1965",NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:16-03","MBM","MBM","1628","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Pabst, G.","Hatschbach, G.","14206","1966","04","14","Southern America","Brazil","Paraná","Castro","Carambeí, Rio S. João","-50.0119018554688","-24.7910995483398",NA,"Rupícola. Flor esverdeada com leves tons avermelhados, labelo com ápice avermelhado. Unicata","MBM001628","MBM001628","1966","11","19",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:16-03","MBM","MBM","49076","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Pabst, G.","Hatschbach, G.","2979","1953","03",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Flor verde com labelo alvo (pont. bordeau) Rupícola. Unicata","MBM049076","MBM049076","1956","12","30",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:38:16-03","MBM","MBM","160975","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Smidt, E.C.","Hatschbach, G.; Kummrow, R.; Silva, J.M.; Kummrow, R.; Silva, J.M.","59100","1993","03","31","Southern America","Brazil","Paraná","Tibagi","Guartelá, Canyon Rio Iapó","-50.4136009216309","-24.5093994140625",NA,"Afloramentos de arenito, na borda do canyon. Flor verde oliva, labelo alvo com manchas vinosas mais no ápice.","MBM160975","MBM160975","2007","08",NA,NA,NA,"56988","auto","900","900",NA,NA,NA,NA
"16","2020-12-21 16:38:16-03","MBM","MBM","424189","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.",NA,"Ariati, V.; Roher, D.; Bittencourt, L.S.; Roher, D.; Bittencourt, L.S.","1727","2019","07","10","Southern America","Brazil","Paraná","Tibagi","UHE Tibagi Montante","-50.4136009216309","-24.5093994140625",NA,"Epífita, flor com tonalidades de verde, branco e vinho.; Floresta Ombrófila Mista.","MBM424189",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"17","2015-09-03 20:02:39-03","MNHN","RECOLNAT_MNHN_P","P00419856","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Cogniaux","Regnell, A.F.",NA,"1877","1","22",NA,"Brésil",NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419856' target='other'> <mi>dwc_moreinfo</mi></a>","P00419856","P00419856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1134",NA,NA,NA
"18","2015-09-20 05:41:12-03","MNHN","RECOLNAT_MNHN_P","P00419857","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Dusén, P.",NA,"1916","4","1",NA,"Brésil",NA,NA,"Parana : Porto Amazonas, in rupibus",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419857' target='other'> <mi>dwc_moreinfo</mi></a>","P00419857","P00419857_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18060",NA,NA,NA
"19","2020-10-01 14:25:52-03","JBB","HEPH","18838","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Smidt, EC","Salles, AEH; Fagundes, J","2663","2003",NA,NA,"Southern America","Brasil","Distrito Federal","Santa Maria","Córrego Caxeta",NA,NA,NA,NA,NA,NA,"2007","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-01 14:25:52-03","JBB","HEPH","22173","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Lima, JH","Salles, AEH","3840","2005","11","11","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Mata próximo da captação 1 Caesb","-47.85","-15.866667",NA,NA,NA,NA,"2005","11","11","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-01 14:25:52-03","JBB","HEPH","6893","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Smidt, EC","Salles, AEH","1522","1989","02","09","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.887222","-15.965833",NA,NA,NA,NA,"2007","08",NA,"-47.887222","-15.965833",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-01 14:25:52-03","JBB","HEPH","3964","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Smidt, EC","Bianchetti, LB","418","1979","05","03","Southern America","Brasil","Distrito Federal","Brasília","Escola Fazendária","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2007","08",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:44:20-03","UFMG","BHCB","100400","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Borba, EL; Melo, MC; Moreira, ASFP; Batista, JAN","2235","2006","04","21","Southern America","Brasil","Minas Gerais","Joaquim Felício","Sera do Cabral","-44.198528","-17.690028",NA,"Erva epífita.","BHCB045169",NA,"2006",NA,NA,"-44.198528","-17.690028",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:44:20-03","UFMG","BHCB","105509","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Salino, A; Almeida, TE; Heringer, G; Viana, MM","11719","2007","03","12","Southern America","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual da Serra Nova, Distrito de Serra Nova. Cadeia do Espinhaço","-42.735833","-15.615297",NA,"Prensado em álcool.; Rupícola; Área com predomínio de Campos Rupestres e Matas de Galeria; em afloramento junto a mata ciliar.","BHCB014455",NA,"2014","04","29","-42.735833","-15.615297",NA,NA,"810","810",NA,NA,NA,NA
"25","2020-12-11 11:44:21-03","UFMG","BHCB","27997","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,NA,"s.n.","1989","05",NA,"Southern America","Brasil","Minas Gerais","Pará de Minas",NA,"-44.6082992553711","-19.8603000640869",NA,"epífita; Mata","BHCB001038","BHCB001038","2007","08",NA,NA,NA,"21843","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:44:20-03","UFMG","BHCB","113692","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Batista, JAN; Borba, EL; Moreira, AS; Melo, MC; Gontijo, SL","1622","2006","04","21","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,"Erva epífita, em mata seca sobre afloramento rochoso de quartzito.",NA,NA,NA,NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:21-03","UFMG","BHCB","67227","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Mota, RC da","1029","2000","12","27","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em campo rupestre; erva rupestre; flores vináceas.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:21-03","UFMG","BHCB","92295","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Mota, RC da","2416","2002","02","16","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em campo rupestre; erva rupestre; flores vináceas.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:21-03","UFMG","BHCB","92691","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Mota, RC da","2812","2005","03","20","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Gruta do Pe. Caio.","-43.4075012207031","-20.0746994018555",NA,"erva rupícola; perianto vináceo; Planta coletada em campo rupestre","BHCB001032","BHCB001032",NA,NA,NA,NA,NA,"11966","auto","1250","1250",NA,NA,NA,NA
"30","2021-02-11 17:20:53-03","UFPR","UPCB","67342","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Mancinelli, W.S.","Mancinelli, W.S.","1120","2010","01","09",NA,"Brasil","Paraná","Tibagi","Fazenda Diamante","-50.407778","-24.549167",NA,"Epífita, sépalas verdes, pétalas e labelo brancos com manchas púrpuras, ocorrente em Cerrado..",NA,NA,"2010","01","09","-50.407778","-24.549167",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-11 17:20:53-03","UFPR","UPCB","67346","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Mancinelli, W.S.","Mancinelli, W.S.","861","2009","03","31",NA,"Brasil","Paraná","Tibagi","Fazenda Diamante","-50.407778","-24.549167",NA,"Epífita, sépalas verdes, pétalas e labelo brancos com manchas púrpuras, ocorrente em Cerrado..",NA,NA,"2009","03","31","-50.407778","-24.549167",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-11 17:20:53-03","UFPR","UPCB","63263","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Baptista, D.H.","Bonnet, A.","71294","2007","01","17",NA,"Brasil","Paraná","Tibagi","Epífita. Ecótono (FOM, FES e Savana).","-50.4136009216309","-24.5093994140625",NA,"Floresta nas margens do rio Tibagi (Ilha Bowman)..",NA,NA,"2007","03","05",NA,NA,"56988","auto","712","712",NA,NA,NA,NA
"33","2009-07-21 23:34:00-03","MO","MOBOT","2480257","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.",NA,"Per Dusén","Dusén 9483",NA,NA,NA,"South America","Brazil","Paraná",NA,"Ponta Grossa","-50.1619444","-25.095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","18882",NA,"Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","A.P.Fontana/06-09-2001","A. P. Fontana; et al","107","2001","02","24",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Rupícola. Folhas verdes. Sépalas verdes com leves pintas marrons (frente e verso), pétalas amarelas-esverdeadas com pintas roxas e pilos em toda sua margem. Coluna branca; labelo com calosidade na base com pilos e lâmina amarela esverd","MBML018882","MBML018882",NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","18883",NA,"Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","A.P.Fontana/05-09-2001","A. P. Fontana; et al","117","2001","04","14",NA,"Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, E.A.F.S.T.","-40.681389","-19.805556",NA,"Epífita em árvore sobre rocha, sépalas verdes com leves pintas amarronzadas no verso, pétalas amarela esverdeadas com pintas roxas e pelos em suas margens, coluna branca, labelo com calosidade na base com pelos em suas margens, coluna","MBML018883","MBML018883",NA,NA,NA,"40W40'53","19S48'20",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:11:19-03","FZB-BH","BHZB","2940","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","lundianum","Bulbophyllum lundianum",NA,NA,"Ordones, J.","479","2000","10","10",NA,"Brasil","MG","Catas Altas","Caraça/ Padre Caio","-43.4075012207031","-20.0746994018555",NA,"Rupícola.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA
"37","2014-11-06 16:18:18-02","UFPB","EAN","5645","S","Plantae",NA,NA,"Orchidaceae","Bulbophylum","plumosum","Bulbophylum plumosum","(B. Rodr.) Cogn","L. P. Felix",NA,"1505","1990","03","02",NA,"Brasil","Paraná","Vila Velha",NA,NA,NA,NA,"Erva, espécie pouco frequente, árvores-meia sombra; inflorescência pendentes com até 7 flores..Habitat: Epífita",NA,NA,"1990","03","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-02 16:34:31-03","Cenargen","CEN","64705","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","pabstii","Bulbophyllum pabstii","Garay",NA,"Glocimar Pereira-Silva","7655","2003","05","09",NA,"Brasil","GO","ALEXANIA","Faz. Cafundó, margem esquerda do rio Corumbá.","-48.5071983337402","-16.0821990966797","Unicata","Área de Influência Direta (lago). Muda coletada em 09/05/2003 e mantida em cultivo no Cenargen. Material devidamente herborizado em 16/02/2007.","CEN00064705","CEN00064705",NA,NA,NA,NA,NA,"32626","auto","830","830",NA,"1",NA,NA
"39","2020-09-02 16:34:31-03","Cenargen","CEN","89030","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","R. de Paula","Rodolfo de Paula Oliveira","76","2013","01","16",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa (Córrego Capetinga)","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00089030","CEN00089030","2011","12",NA,NA,NA,"70570","auto",NA,NA,NA,"3",NA,NA
"40","2020-09-02 16:34:31-03","Cenargen","CEN","32000","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","J. H. Lima","Bruno Machado Teles Walter","2337","1995","02","22",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa/UnB. Coletada próximo ao córrego, na cabeceira da mata, em local mal drenado (mesmo na seca).","-47.9296989440918","-15.7797002792358","Unicata","Epífita posicionada no meio do fuste (3m) do forófito. Labelo róseo com pintas brancas. Sépalas verde-amareladas. Coletada a meia distância entre a Cabeceira e a porção Central da Mata, mais para o bordo. Espécie rara ao longo de toda a Mata.","CEN00032000","CEN00032000","2013","10",NA,NA,NA,"70570","auto","1060","1060",NA,"1",NA,NA
"41","2020-09-02 16:34:31-03","Cenargen","CEN","87474","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","A. Mesquita & Bruno Machado Teles Walter","João Benedito Pereira","185","2010","02","04",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira.","-47.9296989440918","-15.7797002792358","Unicata",NA,"CEN00087474","CEN00087474","2016","06",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA
"42","2020-09-02 16:34:31-03","Cenargen","CEN","35062","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Eric C. Smith","João Aguiar Nogueira Batista","1051","2000","03","07",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (Cenargen-Embrapa). Entre os bairros do Riacho Fundo e o Recanto das Emas. Mata do Riacho Fundo. Trecho de mata abaixo da ponte e da área de lazer com as churrasqueiras.","-47.9296989440918","-15.7797002792358","Exsicatas","Em plena floração.","CEN00035062","CEN00035062","2007","08",NA,NA,NA,"70570","auto",NA,NA,NA,"1",NA,NA
"43","2020-09-02 16:34:31-03","Cenargen","CEN","65623","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","J. H. Lima","Aécio Amaral-Santos","312","1998","10","19",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília.","-47.9296989440918","-15.7797002792358","Exsicatas","Material coletado na parcela nº 6 (parcelas feitas para estudos de Euterpe edulis).","CEN00065623","CEN00065623","2013","10",NA,NA,NA,"70570","auto",NA,NA,NA,"2",NA,NA
"44","2020-09-02 16:34:31-03","Cenargen","CEN","14873","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Eric C. Smith","Luciano de Bem Bianchetti","847","1990","02","12",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte, chácara de propriedade da Sra. Cilúlia M. Maury. Próximo do trecho 8. Beirando o córrego Taquari.","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas verdes (quanto mais maduras, mais amareladas). Labelo pontilhado de vinho.","CEN00014873","CEN00014873","2007","08",NA,NA,NA,"70570","auto",NA,NA,NA,"2",NA,NA
"45","2019-12-09 17:30:34-03","UFPR","EFC","16743","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Engels, M.E.","Engels, M.E.","353","2011","07","12",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Epífita, corola avermelhada","EFC016743",NA,"2011","07",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"46","2021-03-25 13:53:02-03","UNIVILLE","JOI","15114","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Mancinelli, W. S.","Mancinelli, W.S.","1149","2010","02","15",NA,"Brasil","Paraná","Tibagi","Canyon do Guartelá.","-50.4136009216309","-24.5093994140625",NA,"Inflorescência apical; HABITO: Epífita","JOI015114",NA,"2010","02","15",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-25 13:53:02-03","UNIVILLE","JOI","15113","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Mancinelli, W. S.","Mancinelli, W.S.","1144","2010","02","15",NA,"Brasil","Paraná","Tibagi","Canyon do Guartelá.","-50.4136009216309","-24.5093994140625",NA,"; HABITAT: mata ciliar; HABITO: Epífita","JOI015113",NA,"2010","02","15",NA,NA,"56988","auto","920","920",NA,NA,NA,NA
