"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","continentOcean","preparationType","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"49","2015-09-05 12:12:20-03","MNHN","RECOLNAT_MNHN_P","P06782565","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Burchell, W.J.",NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06782565' target='other'> <mi>dwc_moreinfo</mi></a>","P06782565",NA,NA,NA,NA,"hb","P06782565_01 P06782565_02",NA,NA,NA,NA,NA,NA,NA,"1552",NA,NA
"50","2015-09-05 12:10:54-03","MNHN","RECOLNAT_MNHN_P","P06788244","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Glaziou, A.","1882","6","9","Brasil","Minas Gerais",NA,"Brésil. Minas",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788244' target='other'> <mi>dwc_moreinfo</mi></a>","P06788244",NA,NA,NA,NA,"hb","P06788244_01",NA,NA,NA,NA,NA,NA,NA,"13667",NA,NA
"51","2016-03-09 18:11:31-03","MNHN","RECOLNAT_MNHN_P","P01818958","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Gardner, G.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01818958' target='other'> <mi>dwc_moreinfo</mi></a>","P01818958",NA,NA,NA,NA,"hb","P01818958_01","isotype",NA,NA,NA,NA,NA,NA,"734",NA,NA
"52","2015-09-05 12:10:54-03","MNHN","RECOLNAT_MNHN_P","P06788243","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Glaziou, A.","1882","6","9","Brasil","Minas Gerais","Carandaí",NA,"-43.8064002990723","-20.9535999298096",NA,NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788243' target='other'> <mi>dwc_moreinfo</mi></a>","P06788243",NA,NA,NA,NA,"hb","P06788243_01",NA,NA,NA,NA,NA,"23079","auto","13667",NA,NA
"53","2015-09-05 12:10:54-03","MNHN","RECOLNAT_MNHN_P","P06788245","PreservedSpecimen",NA,"Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Mosén","1875","6","1","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06788245' target='other'> <mi>dwc_moreinfo</mi></a>","P06788245",NA,NA,NA,NA,"hb","P06788245_01",NA,NA,NA,NA,NA,"23900","auto","3853",NA,NA
"54","2020-09-12 05:00:02-03","US","US","1188363","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"E. W. D. Holway & M. M. Holway","1922","4","4","Brazil","São Paulo",NA,"Campinas.",NA,NA,NA,NA,NA,"US01875681",NA,"Rhamnales","1698","South America - Neotropics",NA,"US01875681_01",NA,"750",NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","1066412","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek in Mart.",NA,NA,NA,NA,"G. Gardner","1838",NA,NA,"Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.",NA,NA,NA,NA,NA,"US00094526",NA,"Rhamnales","734","South America - Neotropics",NA,"US00094526_01","Isotype",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","1114755","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek in Mart.",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US01875764",NA,"Rhamnales","13667","South America - Neotropics",NA,"US01875764_01 US01875764_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"57","2019-10-07 09:36:32-03","UEFS","HUEFS","6724","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","R.Lima","1998","12",NA,"Queiroz, L.P.de","1986","11","13","Brasil","Bahia","Feira de Santana",NA,"-39.183333","-12.166667","39W11'","12S10'",NA,"HUEFS0006724","Angiospermae","Rosales","1024",NA,NA,"HUEFS0006724",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:36:32-03","UEFS","HUEFS","77952","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Torrend, C.P.",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"HUEFS0077952","Angiospermae","Rosales","168",NA,NA,"HUEFS0077952",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"59","2019-09-04 19:10:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia",NA,NA,NA,NA,NA,"G. Raddi",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,NA,"South America",NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"60","2019-09-04 19:10:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris",NA,NA,NA,NA,NA,"G. Gardner",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Spermatophyta",NA,"734","South America",NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"61","2016-08-23 11:00:09-03","NHMLondon","NHM-LONDON-BOT","BM000544262","S","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,"2002","05",NA,"George Gardner; b.1812; d.1849; Gardner","1837","03",NA,"Brasil","Rio de Janeiro",NA,NA,"-42.64735","-22.531489","-42.64735","-22.531489","<a href=http://www.nhm.ac.uk/services/media-store/asset/33a6ebfbcfaf86edc0f74eaaaa8e0eb367fdf642/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"734",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4977439"
"62","2016-08-23 11:00:09-03","NHMLondon","NHM-LONDON-BOT","BM000544407","S","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,"2002","05",NA,"George Gardner; b.1812; d.1849; Gardner",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"-42.64735","-22.531489","-42.64735","-22.531489","<a href=http://www.nhm.ac.uk/services/media-store/asset/ae7e3ec7f4e0f709e79098121d77f8ad825fe1da/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"734",NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4977441"
"63","2020-11-12 17:02:57-03","UEL","FUEL","27219","PreservedSpecimen","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Vieira, AOS; Carneiro, JS","2006",NA,NA,"Záchia, RA; Oliveira, A","1997","02","18","Brasil","Rio Grande do Sul","Rolante",NA,"-50.5758018493652","-29.6506004333496",NA,NA,NA,NA,"Tracheophyta","Rosales","2551",NA,NA,NA,NA,NA,NA,NA,NA,"18269","auto",NA,NA,NA
"64","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Vauthier, AC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Pohl, JBE",NA,NA,NA,"?",NA,NA,"ad Coral Falso et Sapotira",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Raben, FC",NA,NA,NA,"?",NA,NA,"loco non indicato",NA,NA,NA,NA,"Fructus Februario et Martio maturantur",NA,NA,NA,"s.n.",NA,NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Mikan, JC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Saquarema et Pertininga",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Raddi, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in monte Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi",NA,NA,NA,NA,"Vellozo, JMC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in plerisque locis prov. Rio de Janeiro, prope urbem",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"P11P1N0026 P11P1N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"734","Southern America",NA,"P11P1N0025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2014-09-23 10:59:19-03","G","G","G00177035","S","Plantae","Rhamnaceae","Gouania","corylifolia","Gouania corylifolia","Raddi","Lima, R.","2003","01","01","Raddi, G.",NA,NA,NA,"Brazil",NA,NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556","Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179084&base=img&lang=en","G00177035",NA,NA,NA,"AMERIQUE DU SUD",NA,"G00177035","ISOTYPUS of Gouania corylifolia Raddi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014-09-23 10:59:20-03","G","G","G00177038","S","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek","Lima, R.","2003","01","01","Gardner, G.",NA,NA,NA,"Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.4333333","-43.0","-22.4333333","Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179087&base=img&lang=en","G00177038",NA,NA,"734","AMERIQUE DU SUD",NA,"G00177038","ISOTYPUS of Gouania petiolaris Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-09-23 10:59:20-03","G","G","G00177040","S","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek","Lima, R.","2003","01","01","Gardner, G.",NA,NA,NA,"Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.4333333","-43.0","-22.4333333","Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179089&base=img&lang=en","G00177040",NA,NA,"734","AMERIQUE DU SUD",NA,"G00177040","ISOTYPUS of Gouania petiolaris Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-09-23 10:59:20-03","G","G","G00177039","S","Plantae","Rhamnaceae","Gouania","petiolaris","Gouania petiolaris","Reissek","Lima, R.","2003","01","01","Gardner, G.",NA,NA,NA,"Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.4333333","-43.0","-22.4333333","Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179088&base=img&lang=en","G00177039",NA,NA,"734","AMERIQUE DU SUD",NA,"G00177039","ISOTYPUS of Gouania petiolaris Reissek",NA,NA,NA,NA,NA,NA,NA,NA,NA
