"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","infraspecificEpithet","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","504994","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"W. Hoehne","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272110' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504994","Magnoliophyta","Laurales","Nees & Mart. ex Nees",NA,"s.n.","1965","11","17","São Paulo","Sao Paulo",NA,NA,"Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00918218","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"G. H. von Langsdorff","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918218","Magnoliophyta","Laurales","Nees & Mart. ex Nees","L. E. Kopp","s.n.","1825","11",NA,NA,"Iter Brasiliense",NA,NA,NA,NA,NA,NA,"NY00918218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04206059","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"J. L. Paixão","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4558510' target='other'> <mi>dwc_moreinfo</mi></a>","NY04206059","Magnoliophyta","Laurales","Kosterm.","H. H. van der Werff","893","2006","03","19","Bahia","Serra do Concovado, Rod. Almadina/Coaraci, ca. 5 km.","300","900","Almadina","-39.6025","-14.7036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2422669","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"L. C. de S. Assis","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2670188' target='other'> <mi>dwc_moreinfo</mi></a>","NY02422669","Magnoliophyta","Laurales","Kosterm.",NA,"1106","2005","07","14","Minas Gerais","Parque Estadual da Serra do Ibitipoca. Trilha Monjolinho - Pico do Peão. Borda da floresta com destino à gruta do Pico do Peão.",NA,NA,"Lima Duarte","-43.793098449707","-21.8425006866455",NA,"NY02422669_01","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02679555","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"S. J. da Silva Neto","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3181006' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679555","Magnoliophyta","Laurales","Kosterm.",NA,"1245","1999","02","09","Rio de Janeiro","Município de caxias, Reserva da Petrobrás, trilha em direção ao marco extremo da área.",NA,NA,"Rio de Janeiro","-43.2666667","-22.55",NA,"NY02679555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","629771","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"J. G. Jardim","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629771","Magnoliophyta","Laurales","Kosterm.","H. H. van der Werff","2847","2000","02","24","Bahia","14,5 km na rod. Elísio Medrado/ Sta. Teresinha. Torre da Embratel, ca. 7 km do Distr. de Pedra Branca. Serra da Giboia",NA,NA,"Santa Teresinha","-39.4758","-12.8536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","504914","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"J. M. Silva","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=267581' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504914","Magnoliophyta","Laurales","Kosterm.","H. H. van der Werff","2291","1998","03","04","Paraná","Estrada para o Parque das Lauráceas, rio Capivari",NA,NA,"Bocaiúva do Sul","-49.115","-25.2061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","8224","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Ferreira, J.A.","FUEL","Brasil",NA,NA,NA,"BOTU008224",NA,NA,"(D. Don) Spreng.","Baitello, J.B.",NA,"1999","02","09","Paraná","Sítio do Pinheiro",NA,NA,"Ventania",NA,NA,NA,NA,NA,NA,"1999","9999","9999",NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","27004","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Fadelli, L. et al",NA,"Brasil",NA,NA,NA,"BOTU027004",NA,NA,"Kosterm.","Moraes, P.","316","2001","01","25","Paraná","Sítio Pinheiros",NA,NA,"Ventania",NA,NA,NA,NA,NA,NA,"2012","9999","9999","12","03",NA,NA,NA,NA
"20","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","4389","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Noce, O.F.",NA,"Brasil",NA,NA,NA,"BOTU004389",NA,NA,"Kosterm.","Pacheco, R.S.","27-B","1974","10","19","São Paulo","Distrito de Ruião Jr. ao encosta do morro da Igreja Santo Antonio",NA,NA,"Botucatu",NA,NA,NA,NA,NA,NA,"2012","9999","9999","08","22",NA,NA,NA,NA
"21","2021-02-08 11:09:09-03","UNESP-IBB","BOTU","30067","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Ferraz, E.O.",NA,"Brasil",NA,NA,"Árvore, com galhas nas folhas.","BOTU030067",NA,NA,"Kosterm.",NA,"2","2012","08","24","São Paulo",NA,NA,NA,"Botucatu","-48.416667","-22.833333",NA,NA,NA,NA,NA,"48°25'w","22°50's",NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","4388","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Ferreira, J.M.",NA,"Brasil",NA,NA,"Árvore.","BOTU004388",NA,NA,"Kosterm.","Moraes, P.","24","1974","10","13","São Paulo",NA,NA,NA,"Itatinga",NA,NA,NA,NA,NA,NA,"2012","9999","9999","12","03",NA,NA,NA,NA
"23","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","23319","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Sartori, M.S.",NA,"Brasil",NA,NA,"Árvore 2,7m.","BOTU023319",NA,NA,"Kosterm.",NA,NA,"2001","02","21","São Paulo",NA,NA,NA,"Itatinga",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:05-03","UFRJ","RFA","43187","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Marta Osorio e Castro Portes",NA,"Brasil",NA,NA,"Planta lenhosa na borda de cordão de árvores","RFA43944",NA,NA,"Kosterm.","Marta Portes","s.n.","2017","02","02","Rio de Janeiro","Parque Nacional da Restinga de Jurubatiba","5","5","Carapebus","-41.6625","-22.203333",NA,NA,NA,NA,"2019","41º39'45''W","22º12'12''S","01","11",NA,NA,NA,NA
"25","2020-11-24 17:10:47-03","UTFPR","DVPR","5696","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Brotto, ML; Marinero, F",NA,"Brasil",NA,NA,"Árvore com 13 m de altura , folhas discolores, face adaxial verde claro e abaxial glaucescentes, inflorecência e flores castanhas, flores internamente amareladas.; Floresta Ombrófila Densa Montana.","DVPR005696","Magnoliophyta",NA,"Kosterm.","Brotto, ML","2262","2016","03","14","Paraná","Estrada para o Parque Estadual da Lauráceas.","980","980","Tunas do Paraná","-48.4704","-24.5346",NA,NA,NA,NA,"2016","-48.4704","-24.5346","03","30",NA,NA,NA,NA
"26","2020-11-24 17:10:47-03","UTFPR","DVPR","974","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Francisco, EM",NA,"Brasil",NA,NA,"Árvore 15m, fruto maduro cor azulada.","DVPR000974","Magnoliophyta",NA,"Kosterm.","Estevan, DA","s.n.","2007","03","07","Paraná",NA,NA,NA,"Curiúva","-50.4583015441895","-24.0324993133545",NA,"DVPR000974","23566","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:47-03","UTFPR","DVPR","2703","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Francisco, EM; Cavalheiro, AL",NA,"Brasil",NA,NA,"Árvore 10, botões florais e flores amarelas.","DVPR002703","Magnoliophyta",NA,"Kosterm.","Moraes, P","s.n.","1998","12","11","Paraná","Sítio Pinheiro",NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,NA,"32424","auto","2009",NA,NA,"05","11",NA,NA,NA,NA
"28","2020-11-24 17:10:47-03","UTFPR","DVPR","920","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Pavão, OC; et al.",NA,"Brasil",NA,NA,"Árvore 10m, frutos imaturos.; No meio do pasto.","DVPR000920","Magnoliophyta",NA,"Kosterm.","Moraes, P","s.n.","1999","02","23","Paraná","Sítio Pinheiro",NA,NA,"Ventania","-50.2428016662598","-24.2458000183105",NA,"DVPR000920","32424","auto","2009",NA,NA,"05","11",NA,NA,NA,NA
"29","2019-11-19 15:44:14-03","UNEB","HUNEB","6414","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Jardim, J.G.",NA,"Brasil",NA,NA,NA,"HUNEB0006414","Angiospermae","Florideophycidae","Kosterm.",NA,"2847","2001","02","24","Bahia","14,5 km na Rod. Elísio Medrado/ Santa Terezinha. Torre da Embratel, ca. 7 km do Dist. De Pedra Branca. Serra da Giboia.","750","750","Santa Teresinha","-39.475833","-12.853611",NA,NA,NA,NA,NA,"39W28'33''","12S51'13''",NA,NA,"Dicotyledoneae",NA,NA,NA
"30","2019-11-19 15:44:14-03","UNEB","HUNEB","6286","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Carvalho, A.M.de",NA,"Brasil",NA,NA,"Campos de altitude em solo arenoso e Floresta de Encosta.","HUNEB0006286","Angiospermae","Florideophycidae","Kosterm.",NA,"6996","2001","08","17","Bahia","Trod. Pa ra Villa das Graças 27,2 km E, ca. 4,4 Km de Villa das graças.","560","600","Macarani","-40.413889","-15.771944",NA,NA,NA,NA,NA,"40W24'50''","15S46'19''",NA,NA,"Dicotyledoneae",NA,NA,NA
"31","2020-01-20 14:40:34-03","UPM","MACK","419","PreservedSpecimen","Plantae","Lauraceae","Persea","wildenovii","Persea wildenovii",NA,"J. P. M. Carvalho; M. J. Robim",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kosterm.","J. B. Baitello","s/n","1984","07","31","SP","São José dos Alpes",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto","2010",NA,NA,"03","25",NA,NA,NA,NA
"32","2020-01-20 14:40:34-03","UPM","MACK","1575","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M. Fascina",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kosterm.","J. Baitello","A97","2011","04","28","SP","Floresta Ombrófila Mista",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-20 14:40:34-03","UPM","MACK","1574","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"M. Fascina",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kosterm.","J. Baitello","M84","2012","01","21","SP","Floresta Ombrófila Mista",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:34-03","UPM","MACK","2830","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"S. Honda; R.J.F. Garcia, R. Costa",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Kosterm.","S. Honda","125","2007","10","19","SP","Parque Tizo",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto","2007",NA,NA,"12","20",NA,NA,NA,NA
"35","2019-12-04 15:26:06-03","PUCPR","HUCP","19919","S","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Brotto, M",NA,"Brasil",NA,NA,NA,"HUCP00012972","Magnoliidae",NA,"(D. Don) Spreng.","Brotto, M","158","2008","06","29","Paraná",NA,NA,NA,"Quatro Barras","-49.0769004821777","-25.3656005859375",NA,"HUCP00012972","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-04 15:26:06-03","PUCPR","HUCP","19720","S","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Selusniaki, M",NA,"Brasil",NA,NA,NA,"HUCP00012871","Magnoliidae",NA,"(D. Don) Spreng.","Selusniaki, M","2104","2008","05","17","Paraná","Morro dos Perdidos",NA,NA,"Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,"HUCP00012871","25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-12-04 15:26:06-03","PUCPR","HUCP","23093","S","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Bonaldi, R; Selusniaki, M",NA,"Brasil",NA,NA,NA,"HUCP00012932","Magnoliidae",NA,NA,"Bonaldi, R","471","2012","02","03","Paraná",NA,NA,NA,"Ortigueira","-50.9494018554688","-24.2082996368408",NA,"HUCP00012932","46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:18:16-03","UFBA","ALCB","97953","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Silva, JM; Cordeiro, J","Southern America","Brasil",NA,NA,"6 m alt. Frutos esverdeados.","ALCB003499","Dicotyledon",NA,"Nees","Brotto, ML","696","1989","10","04","Paraná","Serra do Capivari","400","400","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,"ALCB003499","55154","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:18:16-03","UFBA","ALCB","111969","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Hatschbach, G; Kummrow, R","Southern America","Brasil",NA,NA,NA,"ALCB003619","Dicotyledon",NA,"Nees","Brotto, ML","36649","1975","04","16","Paraná","Estrada da Graciosa, alto da Serra.",NA,NA,"Quatro Barras","-49.0769004821777","-25.3656005859375",NA,"ALCB003619","17116","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:18:16-03","UFBA","ALCB","59011","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Jardim, JG; Aguiar, C; Sant'Ana, SC de; Juchum, F; Paixão, JL da","Southern America","Brasil",NA,NA,"ca. 25 m alt. Folhas verde-escuro na face superior e a face inferior mais clara. Frutos imaturos verdes.","ALCB003625","Dicotyledon",NA,"Kosterm.","Moraes, PLR de","2847","2000","02","24","Bahia","Recôncavo Sul, 14,5Km na Rod. Elísio Medrado/Sta. Terezinha. Torre da EMBRATEL, ca. 7 Km do Distr. de Pedra Branca. Serra da Giboia","750","750","Santa Teresinha","-39.475833","-12.853611",NA,"ALCB003625",NA,NA,"2010","-39.475833","-12.853611","03",NA,NA,NA,NA,NA
"41","2019-10-09 11:18:16-03","UFBA","ALCB","61734","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Nascimento, FHF","Southern America","Brasil",NA,NA,"ca. 6 metros de altura; 30,5+33,5 cm perímetro. Folhas discolores. Flores amarronzadas. Frutos verdes.; vegetação à beira da trilha.","ALCB003627","Dicotyledon",NA,"Kosterm.","Werff, H van der; Moraes, PLR de","140","1999","02","10","Bahia","Chapada Diamantina, Mata da base do pico do Itoibira, trilha para casa do Osório","1700","1700","Rio de Contas","-41.8","-13.566667",NA,"ALCB003627",NA,NA,"2009","-41.8","-13.566667",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:18:16-03","UFBA","ALCB","59277","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Carvalho, AM de; Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, J dos","Southern America","Brasil",NA,NA,"ca. 2m de altura. Folhas verde-brilhantes na face superior e face inferior glauca. Frutos imaturos verde, cálice e pendúnculo vermelhos.; Sobre solo arenoso e Floresta de Encosta","ALCB003626","Dicotyledon",NA,"Kosterm.","Moraes, PLR de","6996","2001","08","17","Bahia","Sudoeste, Rod. para Vila das Graças 27,2 Km E, ca. 4,4 Km de Vila das Graças.","600","600","Macarani","-40.413889","-15.771944",NA,"ALCB003626",NA,NA,"2010","-40.413889","-15.771944","03",NA,NA,NA,NA,NA
"43","2020-02-08 09:36:48-03","NBC","NL-BOTANY","U.1417712","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Unreadable","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1417712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1417712",NA,"Laurales","(D.Don) Spreng.",NA,NA,NA,NA,NA,NA,"Rio de Janeiro, Bon Jorus - R.G. Sul.",NA,NA,NA,NA,NA,NA,"NL-U1417712",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0199359",NA,NA
"44","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L.1813029","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii",NA,"Sellow F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1813029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1813029",NA,"Laurales","Kosterm.",NA,NA,"1833","01","01",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1813029",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 09:36:48-03","NBC","NL-BOTANY","L.1813030","PreservedSpecimen","Plantae","Lauraceae","Persea","willdenovii","Persea willdenovii major",NA,"Glaziou AFM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1813030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1813030",NA,"Laurales",NA,NA,NA,NA,NA,NA,NA,"Province de Brésil.",NA,NA,NA,NA,NA,"major","NL-L1813030",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-11-04 11:12:10-03","ESALQ","ESA","23241","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Barreto, K.D. et al.",NA,"Brasil",NA,NA,NA,"ESA023241","Magnoliophyta",NA,"Nees","Caliari, C.P.","3435.0","1994","12","15","São Paulo",NA,NA,NA,"Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,"25656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:10-03","ESALQ","ESA","85519","PreservedSpecimen","Plantae","Lauraceae","Persea","pyrifolia","Persea pyrifolia",NA,"Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.",NA,"Brasil",NA,NA,"Árvore, ca. 10m alt. Flores creme-esverdeadas","ESA085519","Magnoliophyta",NA,"Nees","Caliari, C.P.","3731.0","2003","11","14","São Paulo","Estrada Itararé-Riversul, 3,5km de Itararé. Mata estacional","700","700","Itararé","-49.2","-24.04",NA,"ESA085519",NA,NA,NA,"-49.2","-24.04",NA,NA,NA,NA,NA,NA
