"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9195","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Pabst, G.",NA,"Amaral Jr., A.","1448","1973","02","22",NA,"Brasil","São Paulo","Botucatu","Fazenda Monjolão, a +- 12 km de Botucatu",NA,NA,NA,NA,"BOTU009195",NA,NA,NA,"1973","03","17","9999","9999",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L 0627962","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Bulbophyllum","jaguariahyva","Bulbophyllum jaguariahyva","Kraenzl.","Smidt EC","isotype","Dusén PKH",NA,"1911","04","17","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200627962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0627962","NL-L0627962",NA,NA,"2006","03","01",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:46:01-03","NBC","NL-BOTANY","U.1458375","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,NA,"Hatschbach GG",NA,"1966","03","04","Southern America","Brazil","Paraná",NA,"Fda. Cajuru (mun. Jaguariaiva), Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1458375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1458375","NL-U1458375",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0120403",NA,NA,NA,NA,NA
"14","2020-02-08 08:46:01-03","NBC","NL-BOTANY","WAG.1131014","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,NA,"Hatschbach GG",NA,"1966","03","04","Southern America","Brazil","Paraná",NA,"Fda. Cajuru (mun. Jaguariaiva), Paraná",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1131014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1131014","NL-WAG1131014",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:46:01-03","NBC","NL-BOTANY","WAG.1131368","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Hatschbach GG; Anderson WR; Barneby RC; Gates B",NA,"1975","02","28","Southern America","Brazil",NA,NA,"S. Tome das Letras, arredores, Minas Corais.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1131368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1131368","NL-WAG1131368",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-11-04 12:17:23-03","ESALQ","ESA","114189","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum",NA,"Singer, R.B.",NA,"Breier, T.B.","865.0","2003","02","11",NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,"ESA114189","ESA114189",NA,NA,"2003",NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA
"17","2016-07-05 11:14:14-03","FFCLRP","LBMBP","1181","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:20:06-03","UNICAMP","UEC","139890","S","Plantae","Liliopsida",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Singer, RB",NA,"Breier, TB; Breier, J","865","2003","02","11",NA,"Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Base do Instituto Florestal.","-49.5","-22.25",NA,"Sobre jatobá ao lado do alojamento a 20m do solo.","UEC064673","UEC064673",NA,NA,"2003","03",NA,"-49.5","-22.25",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:20:06-03","UNICAMP","UEC","146297","S","Plantae","Liliopsida",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Singer, RB",NA,"Breier, TB; Breier, J","865","2003","02","11",NA,"Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Base do Instituto Florestal.","-49.5","-22.25",NA,"Sobre jatobá ao lado do alojamento a 20m do solo.","UEC064676","UEC064676",NA,NA,"2003","03",NA,"-49.5","-22.25",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-18 16:42:05-03","UTFPR","HCF","30545","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","M.G. Caxambu",NA,"E.L. Siqueira","3437","2020","02","11",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.866222","-25.225611",NA,"erva epífita, semi-ciófila. Flores alvas com labelo maculado de castanho, formando densos aglomerados sobre o forófito. Forófito: Aspidosperma polyneuron Müll.Arg (Apocynaceae).",NA,NA,"578","578","2020","02","11","53°51'58,4 W","25°13'32,2 S",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-16 08:40:23-03","UTFPR","HCF","11829","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","M.G. Caxambu",NA,"H.R. Barbosa e Barbosa",NA,"2013","03","06",NA,"Brasil","PR","Tuneiras do Oeste","Reserva Biológica das Perobas","-52.731278","-23.890528",NA,"erva epífita, semi-ciófila, ca. 0,07 m. Flores esverdeadas, com labelo amarelado, com máculas vináceas. Forófito: Aspidosperma polyneuron Müll.Arg. (Apocynaceae).",NA,NA,"564","564","2013","03","21","52°43'52,6 W","23°53'25,9 S",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:38:16-03","MBM","MBM","408967","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Barboza, E.",NA,"Silva, J.M.","9303","2016","03","26","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Epífita, flor de coloração bege.; Cerrado.","MBM408967","MBM408967",NA,NA,"2017","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:38:16-03","MBM","MBM","49069","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, E.C.",NA,"Hatschbach, G.","3575","1957","04","24","Southern America","Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,"Epífita de flor creme, labelo pont. bordeau. Unicata","MBM049069","MBM049069",NA,NA,"2007","08",NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA
"24","2020-12-21 16:38:16-03","MBM","MBM","253367","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","et al.; Mancinelli, W.S.",NA,"Dusén, P.","11721","1911","04","17","Southern America","Brazil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,"In campo ad ramos arborum","MBM253367",NA,NA,NA,"2010","04","14",NA,NA,NA,NA,"44368","auto",NA,NA,NA
"25","2020-12-21 16:38:16-03","MBM","MBM","862","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, E.C.",NA,"Hatschbach, G.; Haas, H.; Haas, H.","14009","1966","03","04","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,"Epífita, rupicola. Flor creme","MBM000862","MBM000862",NA,NA,"2007","08",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"26","2020-12-21 16:38:16-03","MBM","MBM","423518","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Cordeiro, J.",NA,"Fagundes-Filho, C.A.; Teixeira, T.A.B.; Gonçalves, R.; Teixeira, T.A.B.; Gonçalves, R.","42","2011","09","22","Southern America","Brazil","Paraná","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,NA,"MBM423518",NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"27","2020-12-21 16:38:16-03","MBM","MBM","49080","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, E.C.",NA,"Hatschbach, G.","3267","1954","01","16","Southern America","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Mauá","-50.4136009216309","-24.5093994140625",NA,"Epífita em mata de Araucária. Flor creme, base sepálas bordeau","MBM049080","MBM049080",NA,NA,"2007","08",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA
"28","2020-12-21 16:38:16-03","MBM","MBM","216179","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt, E.C.",NA,"Carneiro, J.","397","1997","02","05","Southern America","Brazil","Paraná","Wenceslau Braz","Arredores","-49.8027992248535","-23.8738994598389",NA,"Epífita; mata","MBM216179","MBM216179",NA,NA,"2007","08",NA,NA,NA,NA,NA,"17717","auto",NA,NA,NA
"29","2015-09-15 23:51:17-03","MNHN","RECOLNAT_MNHN_P","P00419838","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,NA,"Hatschbach, G.|Haas, H.",NA,"1966","3","4",NA,"Brésil",NA,NA,"Paraná : Mun. Jaguariaiva : Fda. Cajuru",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419838' target='other'> <mi>dwc_moreinfo</mi></a>","P00419838","P00419838_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14009",NA,NA
"30","2015-09-04 12:48:56-03","MNHN","RECOLNAT_MNHN_P","P00419839","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,"isotype","Dusén, P.",NA,"1911","4","17",NA,"Brésil",NA,NA,"Paraná : Jaguariahyva, in Campo ad ramos arborum",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419839' target='other'> <mi>dwc_moreinfo</mi></a>","P00419839","P00419839_01 P00419839_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11721",NA,NA
"31","2015-09-03 20:02:39-03","MNHN","RECOLNAT_MNHN_P","P00419837","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Smidt",NA,"Gonnelle, E.",NA,"1885","1",NA,NA,"Vénézuela",NA,NA,"Caraca [Caracas]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419837' target='other'> <mi>dwc_moreinfo</mi></a>","P00419837","P00419837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-20 05:41:54-03","MNHN","RECOLNAT_MNHN_P","P00419868","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Hassler, E.",NA,"1907","3",NA,NA,"Paraguay",NA,NA,"Paraguay : in altaplanitie et declivibus Sierra de Amambay",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00419868' target='other'> <mi>dwc_moreinfo</mi></a>","P00419868","P00419868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10272",NA,NA
"33","2020-12-11 11:44:21-03","UFMG","BHCB","92795","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Mota, RC da","2916","2005","02","20","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,"Planta coletada em campo rupestre, próximo à Gruta do Pe. Caio; erva rupestre; sépalas verde-claras com manchas vináceas na base, pétalas laterais verde-claras com manchas vináceas, labelo verde-claro coberto com manchas vináceas.","BHCB001041","BHCB001041",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA
"34","2021-02-11 17:20:53-03","UFPR","UPCB","67285","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Mancinelli, W.S.",NA,"Mancinelli, W.S.","1121","2010","01","11",NA,"Brasil","Paraná","Sengés","Fazenda Valor Florestal.","-49.3375","-24.140556",NA,"Rupícola, ocorrente em Campo Rupestre..",NA,NA,NA,NA,"2009","01","11","-49.3375","-24.140556",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:20:53-03","UFPR","UPCB","70033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Mancinelli, W.S.",NA,"Mancinelli, W.S.","1142","2010","02","15",NA,"Brasil","Paraná","Tibagi","Canyon do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Epífito, flores amarelas, labelo amarelo e preto, odor adocicado, ocorrente em Mata Ciliar. Margens do Rio Iapó..",NA,NA,NA,NA,"2010","02","15",NA,NA,NA,NA,"56988","auto",NA,NA,NA
"36","2021-02-11 17:20:53-03","UFPR","UPCB","70038","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Mancinelli, W.S.",NA,"Mancinelli, W.S.","1141","2010","02","15",NA,"Brasil","Paraná","Tibagi","Canyon do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Rupícola, flores amarelas, labelo amarelo e preto, odor adocicado, ocorrente em Campo. Margens do Rio Iapó..",NA,NA,NA,NA,"2010","02","15",NA,NA,NA,NA,"56988","auto",NA,NA,NA
"37","2021-02-11 17:20:53-03","UFPR","UPCB","6510","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Pabst, G.",NA,"Hatschbach, G.","14009","1966","03","04",NA,"Brasil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,"Epífita, rupícola, flor creme..",NA,NA,NA,NA,"1967","10",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA
"38","2021-02-11 17:20:53-03","UFPR","UPCB","70031","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Mancinelli, W.S.",NA,"Mancinelli, W.S.","865","2009","04","01",NA,"Brasil","Paraná","Tomazina","Iate Clube","-49.9496994018555","-23.778299331665",NA,"Epífita, ocorrente em Mata Ciliar, margens do rio das Cinzas..",NA,NA,NA,NA,"2009","04","01",NA,NA,NA,NA,"29630","auto",NA,NA,NA
"39","2009-12-02 16:09:00-02","MO","MOBOT","100232351","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.","Kraenzl",NA,"Per Dusén","Dusén 11721","1911","1","4","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2009-07-09 17:05:00-03","MO","MOBOT","2480198","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","jaguariahyvae","Bulbophyllum jaguariahyvae","Kraenzl.",NA,NA,"Gert G. Hatschbach","Hatschbach 14009",NA,NA,NA,"South America","Brazil","Paraná",NA,"Jaguariaiva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","635513","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","C. Dodson",NA,"David R. Brunner|S. Caballero","Brunner 1916","1986","4","20","South America","Paraguay","Alto Paraná",NA,"Reserva Biológica Limoy de itaipu Binacional, 2.3 km al oeste de la reserva al lado el camino. Bosque alto, humedo, de 30 m de altura. Suelo arsilloso de origen basaltico.","-54.55","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-12","2",NA
"42","2013-01-28 05:13:00-02","MO","MOBOT","2409643","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Andres E. Johnson","Johnson 515",NA,NA,NA,"South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, Zona Palo Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-08-21 07:03:00-03","MO","MOBOT","2513981","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Émile Hassler","Hassler 10292",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-04 15:23:00-03","MO","MOBOT","2813004","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"Teodoro Rojas","Rojas 10292","1907",NA,NA,"South America","Paraguay",NA,NA,"In altaplanitie et declivibus <<Sierra de Amambay>>. Custos herbarii nostri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","2813163","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Pabst",NA,"Per Dusén","Dusén 18075","1916","3","22","South America","Brazil","Paraná",NA,"Jaguariahyva in silvula as ramos arle.",NA,NA,NA,NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2813280","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","G. Pabst",NA,"Gert G. Hatschbach","Hatschbach 36542","1975","2","28","South America","Brazil","Minas Gerais",NA,"S. Tomé das Letras arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2018-12-03 15:35:27-02","UNIOESTE","UNOP","7277","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.","Martinez, M.T.",NA,"Martinez, M.T.; Temponi, L.G.; Temponi, L.G.","164","2011","09","06",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.","-53.82175","-25.239833",NA,"Epífita. Pseudobulbo tetrágono.",NA,NA,NA,NA,"2011","12",NA,"-53.82175","-25.239833",NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2839402","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Bulbophyllum","tripetalum","Bulbophyllum tripetalum","Lindl.",NA,NA,"G. Hatschbach, W. R. Anderson, R. C. Barneby & B. Gates","36542","1975","2","28","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00503463","US00503463_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
