"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus","relatedCatalogItem"
"29","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","26602",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/13-V-2013","L. Kollmann; et al","9103","2006","05","11",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,NA,"Erva 2m. Rupestre no sol. Flores lilás.","MBML026602","MBML026602","Santa Teresa","-40.530278","-19.971389",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","27033",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/14-V-2013","V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2455","2006","06","07",NA,"Brasil","Espírito Santo","Rochedo, propr.: Arlindo Breda","450","450",NA,"Arbusto 1m, flores lilás. Afloramento rochoso.","MBML027033","MBML027033","Águia Branca","-40.800278","-18.945",NA,NA,"40W48'1","18S56'42",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","27189",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana & L.Kollmann/14-V-2013","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2698","2006","08","23",NA,"Brasil","Espírito Santo","Pedra de Santa Luzia, prop.: Firmino Sottele","350","350",NA,"Arbusto 2m, botões florais, flores lilás. Base de afloramento rochoso.","MBML027189","MBML027189","Governador Lindenberg","-40.463333","-19.275833",NA,NA,"40W27'48","19S16'33",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","27645",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/09-V-2013","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1622","2006","11","29",NA,"Brasil","Espírito Santo","Rochedo, área de afloramento rochoso, propr.: Ailton Corteleti.","300","300",NA,"Arbusto 2m de alt. Flores lilás. Vegetação Rupestre.","MBML027645","MBML027645","Águia Branca","-40.798611","-18.944167",NA,NA,"40W47'55","18S56'39",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","30140",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/14-V-2013","V. Demuner; T. Cruz, R. R. Vervloet e Elias Bausen.","3900","2007","05","16",NA,"Brasil","Espírito Santo","Rochedo, propr.: Arlindo Breda","400","400",NA,"Erva 1m botões florais, flores lilás. Afloramento rochoso.","MBML030140","MBML030140_1 MBML030140_2","Águia Branca","-40.802778","-18.945833",NA,NA,"40W48'10","18S56'45",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","34001",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/09-V-2013","M.M. Saavedra; et al","752","2008","05","02",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,NA,NA,"Planta, ca. 1,5m alt., indumento ferrugineo, folhas levemente discolores, bracteas involucrais verdes com ápice vináceo, papus alvo, corolas roxas, ramos do estilete alvos.","MBML034001","MBML034001","Castelo","-41.083611","-20.516111",NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","35336",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/13-V-2013","A. M. Amorim; et al","7428","2008","05","10",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental da Pedra do Elefante",NA,NA,NA,NA,"MBML035336","MBML035336","Nova Venécia","-40.457778","-18.766944",NA,NA,"40W27'28","18S46'1",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","36748",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/09-V-2013","R. C. Forzza; et al","4954","2008","02","12",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,NA,NA,NA,"MBML036748","MBML036748","Castelo","-41.083611","-20.516111",NA,NA,"41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","44929",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/14-V-2013","L. Kollmann; A.P.Fontana","12505","2012","09","25",NA,"Brasil","Espírito Santo","São José","950","950",NA,"Arbusto 1m rupícola ao sol, inflorescência seca","MBML044929","MBML044929","Mantenópolis","-41.088611","-18.899444",NA,NA,"41W5'19","18S53'58",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","45535",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardn.) H. Robinson","A.P. Fontana/23-VII-2013","A. M. Assis; J. Santos & R. Santos","3202","2012","06","29",NA,"Brasil","Espírito Santo","APA Monte Mochuara - afloramento rochoso em Sertão Velho","150","150",NA,"Subarbusto 1m; flores roxas. Afloramento rochoso","MBML045535","MBML045535","Cariacica","-40.465139","-20.280444",NA,NA,"40W27'54,5","20S16'49,6",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","45561",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardn.) H. Robinson",NA,"L. Kollmann; A.P.Fontana & C.N.Fraga","12682","2013","04","25",NA,"Brasil","Espírito Santo","Rio das Farinhas","560","560",NA,"Arbusto 1m ao sol, flores lilás. VIDE ÁLCOOL","MBML045561","MBML045561","Santa Leopoldina","-40.626667","-20.15",NA,NA,"40W37'36","20S9'0",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","46048",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardn.) H. Robinson",NA,"L. Kollmann; A.P.Fontana","12692","2013","05","09",NA,"Brasil","Espírito Santo","Penha, perto terreno do Zurlo, beira estrada","640","640",NA,"Arbusto 2m, rupícola ao sol, flores lilás","MBML046048","MBML046048","Santa Teresa","-40.533611","-19.953056",NA,NA,"40W32'1","19S57'11",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","46149",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","G. Heiden/05-04-2016","A. P. Fontana; M.I.P.Fontana, Matozo e Mirlene","7723","2013","07","25",NA,"Brasil","Espírito Santo","Toma Vento, Capela de Santa Luzia. Afloramento rochoso granítico",NA,NA,NA,"Arbusto ca. 1,5m. Inflorescência passadas. Brácteas involocrais externas verdes","MBML046149","MBML046149_1 MBML046149_2","Santa Teresa","-40.793889","-19.918611",NA,NA,"40W47'38","19S55'7",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","48323",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H. Rob.","A.M. Assis/Dez.2013","A. M. Assis; J. Freitas","3852","2013","07","01",NA,"Brasil","Espírito Santo","RPPN Rancho Chapadão - Bragança","620","620",NA,"Subarbusto 1m. Inflorescência vinosa. Frutos secos. Afloramento rochoso próximo a floresta em regeneração.","MBML048323","MBML048323","Santa Leopoldina","-40.55525","-20.112139",NA,NA,"40W33'18,9","20S6'43,7",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","45775",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A. P. Fontana/31-05-2013","A. P. Fontana; L. Kollmann","7683","2013","05","31",NA,"Brasil","Espírito Santo","BR 262, próximo da entrada de Conceição do Castelo","935","935",NA,"Arbustivo, ca 3m. Flores lilás","MBML045775","MBML045775_1 MBML045775_2","Venda Nova do Imigrante","-41.229722","-20.303889",NA,NA,"41W13'47","20S18'14",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:45:14-03","MBML","MBML-HERBARIO","2273",NA,"Plantae",NA,NA,"Compositae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H.Rob.","A.P. Fontana/13-V-2013","J. M. Vimercat","131","1984","05","15",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,"Escandente com flores roxeadas.","MBML002273","MBML002273","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"45","2021-02-25 10:11:40-03","CVRD","CVRD","2745","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Cololobus","rupestris","Cololobus rupestris","(Gardn.) H. Rob.","Harold Robinson","Gibran, M.","121","1990","06","06","América do Sul","BRASIL","ES","Folhas pilosa, em capoeira em encosta de morro.",NA,NA,NA,"<ll>dwc_commonname:</ll> Coroa de lúcia","CVRD002745",NA,"Santa Teresa","-40.6002998352051","-19.9356002807617","1994","07",NA,NA,"24","23813","auto",NA,"Magnoliopsida",NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","3290629","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H. Rob.",NA,"M. Gibram","121",NA,NA,NA,"South America - Neotropics","Brazil","Espírito Santo","Estacão Bioloógica de Santa Lúcia - Santa Tereza","0.1",NA,NA,NA,"US01625744","US01625744_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","3377534","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & J. M. Silva","69174","1999","5","20","South America - Neotropics","Brazil","Espírito Santo","Rod. Br-262, viaduto, km 161 (Mun. Conceicão do Castelo)",NA,NA,NA,NA,"US01625745","US01625745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","2027523","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Cololobus","rupestris","Cololobus rupestris","(Gardner) H. Rob.",NA,"A. C. Brade","19780","1949","5","22","South America - Neotropics","Brazil","Espírito Santo","Municipio de Castelo","1200",NA,NA,NA,"US01625743","US01625743_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
