"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"48","2020-09-12 05:00:02-03","US","US","1484108","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","L. Riedel & B. Luschnatt","s.n.","1836","3",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01333236",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","US01333236_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,"Dicotyledonae","57442","auto",NA,"1"
"49","2020-09-12 05:00:02-03","US","US","1110441","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","A. F. M. Glaziou","8108",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US01333235",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,NA,NA,NA,NA,"US01333235_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","1442159","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","A. Ducke","s.n.","1928","5","15","South America - Neotropics","Brazil",NA,NA,NA,"US01333232",NA,"Proteales","(Schott ex Spreng.) Ducke",NA,"Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","US01333232_01","100","600",NA,NA,NA,"Rio de Janeiro",NA,NA,"Dicotyledonae","57442","auto",NA,"1"
"51","2019-11-13 11:29:34-03","USP","SPF","227932","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Baez, C","590","2016","07","12",NA,"Brasil",NA,NA,NA,"SPF00227932",NA,NA,"(Schott) Ducke","Baez, C","Rio de Janeiro","Parque Nacional da Tijuca, Cume do Morro Queimado.","-43.256111","-22.962222","SPF00227932","694","694","2016","07","13","Rio de Janeiro","-43.256111","-22.962222",NA,NA,NA,NA,NA
"52","2019-11-13 11:29:34-03","USP","SPF","215804","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Perdiz, RO","847","2011","07","28",NA,"Brasil",NA,NA,NA,"SPF00215804",NA,NA,"(Schott) Ducke",NA,"Bahia",NA,"-39.533333","-14.766667",NA,"872","872",NA,NA,NA,"Barro Preto","-39.533333","-14.766667",NA,NA,NA,NA,NA
"53","2019-11-13 11:29:34-03","USP","SPF","71779","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Kuehn, E","158","1966","07",NA,NA,"Brasil",NA,NA,NA,"SPF00071779",NA,NA,"(Schott) Ducke","Ilegível","São Paulo","Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,"1966","10",NA,"Santo André",NA,NA,NA,"27258","auto",NA,NA
"54","2015-03-07 09:06:30-03","F","FMNH-SEEDPLANTS","V0177535F","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177535F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177535F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"55","2015-03-07 09:06:30-03","F","FMNH-SEEDPLANTS","V0177536F","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177536F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177536F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"56","2015-03-07 09:06:30-03","F","FMNH-SEEDPLANTS","V0177538F","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0177538F","Spermatophyta",NA,NA,NA,NA,NA,"-52.8731","-10.8339","V0177538F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"57","2020-07-23 12:19:35-03","CEPLAC","CEPEC","128985","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Perdiz, R. de O.","847","2011","07","28",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Sem Informação","Bahia","Serra da Pedra Lascada.","-39.533333","-14.766667",NA,"872","872",NA,NA,NA,"Barro Preto","39W32'","14S46'",NA,NA,NA,NA,NA
"58","2019-11-01 15:08:30-03","UnB","UB","166158","PreservedSpecimen","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35706","1972","02","09","Southern America","Brasil",NA,NA,"Tree 3,5m with large spreading canopy; flowers greenish yellow, fragrant; Hillsides with second growth forest and bracken-covered campo, sloping down to river with blocky sandstone and sandy soil",NA,"Dicotyledoneae",NA,"(Schott ex Spreng) Ducke","Edwards, KS","Minas Gerais","South-eastern drainage of Pico de Itambé, about 5km directly west and north of Santo Antonio de Itambé",NA,NA,NA,"950","950","1993","07","02",NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 16:28:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Proteaceae","Andripetalum","multiflorum","Andripetalum multiflorum","Pohl, JBE","s.n.",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"Schott",NA,NA,"in silvis montium circa Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 16:28:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Proteaceae","Andripetalum","multiflorum","Andripetalum multiflorum","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Schott",NA,"Rio de Janeiro","in silvis montium circa Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,NA
"61","2017-09-11 16:28:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Proteaceae","Andripetalum","multiflorum","Andripetalum multiflorum","Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Schott",NA,"Rio de Janeiro","in silvis montium circa Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,NA,NA,"Rio de Janeiro","-43.21","-22.9",NA,NA,NA,NA,NA
"62","2020-04-30 16:07:41-03","UFMT","CNMT","7717","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Bronholi, A.Z.; Sousa, J.R.; Souza, N.S.; Oliveira, R.A.",NA,"2014","10","03",NA,"Brasil",NA,NA,"Base reta, casca reticulada e lenhosa, casca morta cinza escuro, casca viva cinza. Folhas concolores. Frutos secos, maduros marrom, elípticos.Doação Resgate de FLORA da UHE Colíder - COPEL - Herbário n°475","CNMT007717","Angiosperma",NA,"(Schott ex Spreng.) Ducke","Melo, J.A.M.; Ferneda Rocha, L.C.","Mato Grosso","Resgate da FLORA da UHE Colíder. Lote C de Supressão.","-55.715833","-10.974167",NA,"251","251","2015","01","12","Itaúba","55°42'57W","10°58'27S",NA,NA,NA,NA,NA
"63","2019-11-21 10:17:22-03","IBt","SP","360938","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Benedito, ALD","58","2002","03","25",NA,"Brasil",NA,NA,"Árvore ca. 12m alt., coletada na trilha doze, próximo ao entrocamento com a dois",NA,NA,NA,"(Schott ex Spreng.) Ducke",NA,"São Paulo","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"Santo André",NA,NA,NA,"27258","auto",NA,NA
"64","2019-11-21 10:17:22-03","IBt","SP","79495","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Kühn, E","158","1966","07",NA,NA,"Brasil",NA,NA,"Na mata, árvore de ca. 8m de alt.",NA,NA,NA,"(Schott ex Spreng.) Ducke","Edwards, KS","São Paulo","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"1993","05","25","Santo André",NA,NA,NA,"27258","auto",NA,NA
"65","2019-11-21 10:17:22-03","IBt","SP","98629","S","Plantae","Proteaceae","Panopsis","multiflora","Panopsis multiflora","Kühn, E","159","1966","09","30",NA,"Brasil",NA,NA,"Na mata virgem, árvore com ca. 8m de alt., frutos maduros",NA,NA,NA,"(Schott ex Spreng.) Ducke","Edwards, KS","São Paulo","E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos","-46.5299987792969","-23.6599998474121",NA,NA,NA,"1993","05","28","Santo André",NA,NA,NA,"27258","auto",NA,NA
