"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","order","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude"
"11","2021-03-15 16:37:00-03","NY","NYBG","02899595","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","33317","2001","11","06","South America","Chile","Bío-Bío","Región VIII: 15 km S of Tirúa","-73.4","-38.33","300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3234058' target='other'> <mi>dwc_moreinfo</mi></a>","NY02899595","NY02899595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01914137","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","M. A. Lewis","78-2502","1978","11","09","South America","Ecuador","Azuay","Area Nacional de Recreación Cajas, in the small lakes N and W of the head of Río Maladero, 0-3 km from the ranger station, WNW of Sayausí","-79.23","-2.8","4000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914137","NY01914137_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01914159","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"E. L. Linares C.","3932","1992","08","28","South America","Colombia","Cundinamarca","Páramo Cruz Verde","-73.98","4.57","3300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914159","NY01914159_01","Choachí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01914141","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","27853","1984","10","24","South America","Ecuador","Azuay","páramo above Soldados, W of Cuenca, Nudo de Portete",NA,NA,"3870","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142750' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914141","NY01914141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02899583","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","32193","2001","10","03","South America","Chile","Bío-Bío","Región VIII, road from Talcamávida to Rere, 7 km NE of Talcamávida","-72.83","-37.13","250","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3233715' target='other'> <mi>dwc_moreinfo</mi></a>","NY02899583","NY02899583_01","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01914135","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","9457","1944","08","17","South America","Ecuador","Carchi","páramo above Tufiño, SE slope of Volcán de Chiles, Cordillera Occidental",NA,NA,"3353","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142743' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914135","NY01914135_01",NA,"3658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01914157","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"W. Jameson",NA,NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142766' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914157","NY01914157_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01914160","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"B. Øllgaard","8900","1976","08","21","South America","Ecuador","Napo","lake at origin of Río Antisana on SW slope of Volcán Antisana (Laguna Micacocha)","-78.18","-0.52","3900","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142769' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914160","NY01914160_01",NA,"4100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01914132","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"B. Løjtnant","11588","1979","03","31","South America","Ecuador","Napo","around Laguna Yuragcocha, 3 km E of the peak of Cerro Quilindaña, Cordillera Oriental","-78.35","-0.78","4100","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914132","NY01914132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01914142","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","27566","1984","10","09","South America","Ecuador","Carchi","Páramo de El Angel, old Tulcán-El Angel road ca. 20 km N of El Angel",NA,NA,"3630","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142751' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914142","NY01914142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01207363","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","35709","2002","12","03","South America","Chile","Bío-Bío","Region VIII: Road from El Pangue to Pitrillón.","-71.6","-37.88","540","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01207363",NA,NA,"540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01914134","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","9437","1944","08","17","South America","Ecuador","Carchi","páramo above Tufiño, SE slope of Volcán de Chiles, Cordillera Occidental",NA,NA,"3353","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914134","NY01914134_01",NA,"3658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02515003","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"J. Muñoz","98-299","1998","07","26","South America","Colombia","Nariño","subida al volcán Cumbal","-77.83","0.95","3700","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2746471' target='other'> <mi>dwc_moreinfo</mi></a>","NY02515003",NA,"Cumbal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01207366","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","34410","2002","11","14","South America","Chile","Bío-Bío","Region VIII: El Saltuco on Queuco River, 15 km N of Ralco.","-71.53","-37.78","530","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416486' target='other'> <mi>dwc_moreinfo</mi></a>","NY01207366",NA,NA,"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01914154","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"Claude-Joseph","2450","1923","10",NA,"South America","Chile","Los Lagos","Valdivia. Panguipulli","-72.33","-39.63",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142763' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914154","NY01914154_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01914165","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","S. P. Churchill","B. R. Ramírez Padilla","2681-b","1990","09","14","South America","Colombia","Nariño","Páramo de la Pastora, km 15 Pasto-El Encano","-77.2","1.18","3000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142774' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914165","NY01914165_01","Pasto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 20:32:00-03","NY","NYBG","02378576","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis",NA,"R. R. Ireland, Jr.","R. R. Ireland, Jr.","32483","2001","10","10","South America","Chile","Ñuble","road from La Achira to Trehuaco","-72.75","-36.2","280","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2593664' target='other'> <mi>dwc_moreinfo</mi></a>","NY02378576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1010815","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"R. R. Ireland, Jr.","32512","2001","10","10","South America","Chile","Ñuble","Road from La Achira to Trehuaco","-72.75","-36.25","410","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1086368' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010815",NA,NA,"410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 12:00:00-03","NY","NYBG","01914152","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis",NA,"R. R. Ireland, Jr.","R. R. Ireland, Jr.","35475","2002","11","30","South America","Chile","Bío-Bío","Jaujau Farm (Mininco)","-71.95","-38.03","760","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142761' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914152","NY01914152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1076975","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","M. J. Cano","M. J. Cano","2687a","2006","07","12","South America","Ecuador","Pichincha","Reserva de Yanacocha","-78.5761","-0.1106","3360","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1207120' target='other'> <mi>dwc_moreinfo</mi></a>","NY01076975",NA,NA,"3360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01914153","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","W. C. Steere","7484","1942","11","17","South America","Colombia","Norte de Santander","Carvajal region E of Piedra de Maiz pass, drainage of Río Valegrá, Cordillera Oriental",NA,NA,"3048","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142762' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914153","NY01914153_01",NA,"3353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01817476","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","J. Larraín","J. Larraín","26487","2007","01","15","South America","Chile","Aisén del General Carlos Ibáñez del Campo","en bifurcación Tortel/Yungay, en río que atraviesa el camino","-73.3025","-47.7808","50","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2166719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01817476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02429252","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","M. J. Cano","A. E. R. Soares","1789","2012","05","04","South America","Brazil","Rio de Janeiro","Parque Nacional Itatiaia, pr. Abrigo Rebouças","-44.6992","-22.375","2430","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2647515' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01914145","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","M. R. Crosby","10713","1975","06","12","South America","Ecuador","Cotopaxi","N slopes of Mt. Cotopaxi, 3 km, Boca Toma","-78.42","-0.67","3600","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914145","NY01914145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01914129","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","S. He","M. Mahú","22505","1986","01","12","South America","Chile","Los Lagos","Yerbas Buenas, Centro de Recreación Las Cascadas, entre Las Cabanas","-73.1","-40.6","20","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914129","NY01914129_01","Osorno",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01914170","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. R. Ireland, Jr.","R. R. Ireland, Jr.","33919","2001","11","23","South America","Chile","Bío-Bío","Bellavista Creek, San José Farm","-72.93","-36.68","90","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142779' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914170","NY01914170_01","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01914148","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","S. P. Churchill","S. P. Churchill","20557","2001","06","26","South America","Bolivia","Cochabamba","Canton Paracti, Cordillera El Ronco, carretera antigua Chapare (Cochabamba/Villa Tunari)","-65.73","-17.33","4000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142757' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914148","NY01914148_01","Chapare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01914155","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","R. H. Zander","D. M. Vital","11773","1984","09","16","South America","Brazil","Espírito Santo","Parque Nacional do Caparaó, along trail from Terreirao to the summit of Pico da Bandeira","-41.72","-20.42","2350","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142764' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914155","NY01914155_01","Iúna","2890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01914158","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"R. Spruce",NA,NA,NA,NA,"South America","Ecuador",NA,"Aguyan",NA,NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142767' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914158","NY01914158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01288715","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","J. Jiménez","R. R. Ireland, Jr.","32231","2001","10","07","South America","Chile","Bío-Bío","Region VIII: Road from Dichato to Burca, 3 km N of Dichato.","-72.9","-36.52","89","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1533443' target='other'> <mi>dwc_moreinfo</mi></a>","NY01288715",NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01914163","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"S. P. Churchill","16332-c","1990","04","12","South America","Colombia","Caldas","Carretera Manizales-Bogotá, sobre la carretera que conduce al Nevado del Ruiz (km 213)","-75.35","4.92","3920","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914163","NY01914163_01","Villamaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01914139","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","W. C. Steere","M. A. Lewis","78-2511","1978","11","09","South America","Ecuador","Azuay","Area Nacional de Recreación Cajas, in the small lakes N and W of the head of Río Maladero, 0-3 km from the ranger station, WNW of Sayausí","-79.23","-2.8","4000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914139","NY01914139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1010681","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers",NA,"R. R. Ireland, Jr.","31653","2001","09","16","South America","Chile","Bío-Bío","Tumbes Peninsula","-73.08","-36.63",NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085698' target='other'> <mi>dwc_moreinfo</mi></a>","NY01010681",NA,"Concepción","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01914131","PreservedSpecimen","Plantae","Bryophyta","Ditrichaceae","Chrysoblastella","chilensis","Chrysoblastella chilensis","(Mont.) Reimers","D. G. Griffin","S. P. Churchill","13415","1985","07","01","South America","Colombia","Antioquia","Abajo del Páramo de Frontino, ca. 15 km directamente N de Urrao","-76.08","6.42","3180","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142739' target='other'> <mi>dwc_moreinfo</mi></a>","NY01914131","NY01914131_01","Urrao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
