"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"48","2020-09-12 05:00:02-03","US","US","1097481","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.",NA,"K. Fiebrig","6366","1909",NA,NA,"South America","Paraguay","Alto Parana",NA,"In regione fluminis Alto Parana",NA,NA,NA,NA,"US02346841","US02346841_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"49","2020-09-02 16:28:15-03","Cenargen","CEN","16","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","A. C. Allem","Antônio Costa Allem","16","1976","10","01",NA,"Brasil","MS","CORUMBA","Fazenda Leque.","-57.6533012390137","-19.0091991424561","Exsicatas","Subarbusto em campos grossos. Invasora. Há indivíduos glabros e pubescentes, tanto no indumento quanto nos frutos.","CEN00000016","CEN00000016_1",NA,NA,"1976","10",NA,NA,NA,NA,NA,NA,"295160","auto",NA,"2"
"50","2021-03-04 11:16:59-03","UEFS","HUEFS","58645","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","H.C. de Lima","Pifano, D.S.","199","2001","11","30",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama.","-42.9674987792969","-21.4596996307373",NA,"Beira de estrada.","HUEFS0058645",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,"11991","auto",NA,NA
"51","2016-04-15 11:24:01-03","F","FMNH-SEEDPLANTS","V0368629F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0368629F","V0368629F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"52","2020-11-12 16:59:40-03","UEL","FUEL","40975","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Leguminosae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Lewis, GP","Hatschbach, G; Hatschbach, M; Barbosa, E","74572","2003","03","11",NA,"Brasil","Mato Grosso do Sul","Bela Vista","od. BR-267, Próximo do trevo para Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA
"53","2019-05-06 11:57:56-03","UFU","HUFU","48708","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Lewis, G.P.","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","74572","2003","03","11",NA,"Brasil","Mato Grosso do Sul","Bela Vista","Rodovia BR - 267, Próximo ao trevo para Bela Vista.","-56.5210990905762","-22.1089000701904",NA,"Ereta.Flores amarelas.; Campo limpo.","HUFU00010078","HUFU00010078",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA
"54","2021-02-08 12:42:18-03","UFRGS","ICN","135959","S","Plantae","Dicotyledon",NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","D'Eça Neves, FF","Mattos, J; Mattos, N","15127","1967","11","14","América do Sul","Brasil","SP","Capão Bonito","no Parque Florestal Getúlio Vargas","-48.3400001525879","-24",NA,"Subherbácea com flores amarelas; Campo sujo","ICN00025342","ICN00025342 ICN00025342_1",NA,NA,"1997","09",NA,NA,NA,NA,NA,NA,"39505","auto",NA,NA
"55","2019-11-21 10:06:26-03","IBt","SP","314274","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Bezerra, LMPA","Correa Gomes Jr, J","1593","1964","02","15",NA,"Paraguai","Caballero",NA,"Fazenda Cerro-Cora. Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,"2016","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:06:26-03","IBt","SP","328133","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Bezerra, LMPA","Correa Gomes Jr, J","1504","1964","02","09",NA,"Paraguai",NA,NA,"Estrada que vai de Souza Puita ao Rio Pequi-doce",NA,NA,NA,NA,"SP041979","SP041979",NA,NA,"2017","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:06:26-03","IBt","SP","69923","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Fortunato, R","Kuhlmann, E","s.n.","1952","02","03",NA,"Brasil","Mato Grosso do Sul","Maracaju",NA,"-55.1683006286621","-21.6144008636475",NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,"77391","auto",NA,NA
"58","2019-11-21 10:06:26-03","IBt","SP","102807a","Extra","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Mantovani, W","Mattos, JR; Mattos, NF","15127","1967","11","14",NA,"Brasil","São Paulo","Capão Bonito","No Parque Florestal Getúlio Vargas. No campo sujo","-48.3400001525879","-24",NA,NA,"SP027813","SP027813",NA,NA,"1983","06",NA,NA,NA,NA,NA,NA,"39505","auto",NA,NA
"59","2019-11-21 10:06:26-03","IBt","SP","102807","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Mantovani, W","Mattos, JR; Mattos, NF","15127","1967","11","14",NA,"Brasil","São Paulo","Capão Bonito","No Parque Florestal Getúlio Vargas. No campo sujo","-48.3400001525879","-24",NA,NA,"SP027814","SP027814",NA,NA,"1983","06",NA,NA,NA,NA,NA,NA,"39505","auto",NA,NA
"60","2019-11-21 10:06:26-03","IBt","SP","101863","S","Plantae",NA,NA,"Fabaceae","Rhynchosia","leucophylla","Rhynchosia leucophylla","Benth.","Bezerra, LMPA","Mattos, J; Mattos, N","14871","1966","12","09",NA,"Brasil","São Paulo","Capão Bonito","Próximo ao km 14 da rodovia Capão Bonito - Itapeva. No campo sujo","-48.3400001525879","-24",NA,NA,NA,NA,NA,NA,"2016","07","18",NA,NA,NA,NA,NA,"39505","auto",NA,NA
