"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","continentOcean","country","stateProvince","occurrenceRemarks","barcode","imagecode","locality","infraspecificEpithet","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","sex"
"11","2021-03-04 11:04:45-03","UFRB","HURB","13670","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo",NA,NA,NA,NA,NA,"Mendes, D. B.; Machado, M.",NA,"Brasil","Minas Gerais",NA,"HURB000013670","HURB000013670","Estrada ao sul de Serranópolis de Minas que segue contornando as montanhas (Serra Nova), na direção de Vila Natanael (municipio de Rio Pardo de Minas)",NA,"62","2015","11","11","Riacho dos Machados","-42.860806","-16.021028",NA,NA,NA,"42º51'38,9W","16º01'15,7S","895","895",NA
"12","2019-12-19 11:17:55-03","UFG","UFG","14951","S","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","Esteves-Pereira, E.","1994","04","11",NA,"Esteves-Pereira, E.",NA,"Brasil","Bahia","Material em meio líquido.","UFG0014951",NA,"Rodovia Roda Velhas. Coletado junto à base da Serra de Roda Velhas.",NA,"117","1994","04","21","Barreiras","-44.9900016784668","-12.1527996063232","152720","auto",NA,NA,NA,NA,NA,NA
"13","2021-03-15 18:26:23-03","USP","SPF","220025","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","Zappi, DC","2015","02",NA,NA,"Antar, GM",NA,"Brasil","Tocantins","Suculenta ca. 25 cm alt. Coroa alvacenta.; Campo sujo. Solo arenoso seco.","SPF00220025",NA,"Estação Ecológica Serra Geral do Tocantins, Lagoa do Caldeirão.",NA,"691","2015","01","29","Ponte Alta do Tocantins","-47.043333","-10.909667",NA,NA,NA,"-47.043333","-10.909667","472","472",NA
"14","2019-10-07 09:18:38-03","UEFS","HUEFS","84837","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","M.R.Santos","2013","12",NA,NA,"Machado, M.",NA,"Brasil","Bahia","solo arenoso.","HUEFS0084837","HUEFS0084837","cerca de 10km ao sul da cidade na BR 136",NA,"146","2004","01","16","Coribe","-44.432222","-13.9325",NA,NA,"Angiospermae","44W25'56''","13S55'57''","750","750",NA
"15","2019-10-07 09:18:38-03","UEFS","HUEFS","84900","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","M.R.Santos","2013","12",NA,NA,"Machado, M.",NA,"Brasil","Bahia","Solo arenoso.","HUEFS0084900","HUEFS0084900","próximo à vila de Porto Novo, cerca de 1km da vila na estrada para Santana, daí 5km em estrada vicinal",NA,"160B","2004","01","17","Santana","-43.894722","-13.261111",NA,NA,"Angiospermae","43W53'41''","13S15'40''","465","465",NA
"16","2019-10-07 09:18:38-03","UEFS","HUEFS","84902","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","M.R.Santos","2013","12",NA,NA,"Machado, M.",NA,"Brasil","Goiás","Solo arenoso.","HUEFS0084902","HUEFS0084902","Arredores da cidade.",NA,"131B","2004","01","15","Posse","-46.315556","-14.072222",NA,NA,"Angiospermae","46W18'56''","14S4'20''","855","855",NA
"17","2019-10-07 09:18:38-03","UEFS","HUEFS","84905","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","M.R.Santos","2013","12",NA,NA,"Machado, M.",NA,"Brasil","Bahia","Solo arenoso.","HUEFS0084905","HUEFS0084905","Cachoeira do Redondo no Rio de Janeiro (cerca de 20km em estrada de terra depois da Cachoeira do Acaba Vidas)",NA,"125C","2004","01","14","Barreiras","-45.439722","-11.881389",NA,NA,"Angiospermae","45W26'23''","11S52'53''","590","590",NA
"18","2019-10-07 09:18:38-03","UEFS","HUEFS","84834","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","solo arenoso.","HUEFS0084834","HUEFS0084834","Sítio Grande, localidade conhecida como Jatobás","catingicola","105","2004","01","13","São Desidério","-45.076944","-12.473889",NA,NA,"Angiospermae","45W4'37''","12S28'26''","610","610",NA
"19","2019-10-07 09:18:38-03","UEFS","HUEFS","84835","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","solo arenoso.","HUEFS0084835","HUEFS0084835","Cachoeira do Redondo no Rio de Janeiro (cerca de 20km em estrada de terra depois da Cachoeira do Acaba Vidas)","catingicola","125A","2004","01","14","Barreiras","-45.439722","-11.881389",NA,NA,"Angiospermae","45W26'23''","11S52'53''","590","590",NA
"20","2019-10-07 09:18:38-03","UEFS","HUEFS","84836","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Goiás","solo arenoso.","HUEFS0084836","HUEFS0084836","arredores da cidade","catingicola","131A","2004","01","15","Posse","-46.315556","-14.072222",NA,NA,"Angiospermae","46W18'56''","14S4'20''","855","855",NA
"21","2019-10-07 09:18:38-03","UEFS","HUEFS","84838","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","solo arenoso.","HUEFS0084838","HUEFS0084838","próximo à vila de Porto Novo, cerca de 1km da vila na estrada para Santana, daí 5km em estrada vicinal","catingicola","160A","2004","01","17","Santana","-43.894722","-13.261111",NA,NA,"Angiospermae","43W53'41''","13S15'40''","465","465",NA
"22","2019-10-07 09:18:38-03","UEFS","HUEFS","84901","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus var. catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","Solo arenoso.","HUEFS0084901","HUEFS0084901","próximo à vila de Porto Novo, cerca de 1km da vila na estrada para Santana, daí 5km em estrada vicinal","var. catingicola","160C","2004","01","17","Santana","-43.894722","-13.261111",NA,NA,"Angiospermae","43W53'41''","13S15'40''","465","465",NA
"23","2019-10-07 09:18:38-03","UEFS","HUEFS","84903","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus var. catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Goiás","Solo arenoso.","HUEFS0084903","HUEFS0084903","Arredores da cidade.","var. catingicola","131C","2004","01","15","Posse","-46.315556","-14.072222",NA,NA,"Angiospermae","46W18'56''","14S4'20''","855","855",NA
"24","2019-10-07 09:18:38-03","UEFS","HUEFS","84904","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Discocactus","heptacanthus","Discocactus heptacanthus var. catingicola","(Buining & Brederoo) N.P.Taylor & Zappi",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","Solo arenoso.","HUEFS0084904","HUEFS0084904","Cachoeira do Redondo no Rio de Janeiro (cerca de 20km em estrada de terra depois da Cachoeira do Acaba Vidas)","var. catingicola","125B","2004","01","14","Barreiras","-45.439722","-11.881389",NA,NA,"Angiospermae","45W26'23''","11S52'53''","590","590",NA
"25","2019-11-01 14:55:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","Faria, JEQ; Oliveira, ALR","2018","05","09",NA,"Moura, EO","Southern America","Brasil","Bahia","Coleta não registrada em formulários anteriores - extra. Conglomerado BA-993. Subunidade -. Subparcela -. Indivíduo -; Herbácea; Margens de vereda. Solo areno-argiloso, seco","UB0126241","UB0126241",NA,NA,"IFN-9931524extr","2017","08","21","Correntina","-45.179722","-13.505833",NA,NA,"Dicotyledoneae","-45.179722","-13.505833",NA,NA,NA
"26","2021-04-05 12:31:28-03","UNIVASF","HVASF","23503","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","J.A. Siqueira Filho","2018","03","27",NA,"J.A. Siqueira Filho","América do Sul","Brasil","Bahia","Erva terrícola, vegetativo em solo pedregoso na trilha à jusante da cachoeira, margem direita.","HVASF023503","HVASF023503_v01 HVASF023503_v02 HVASF023503_v03","Parque municipal da vida, cachoeira Acaba Vidas",NA,"4070","2018","03","27","Barreiras",NA,NA,NA,NA,NA,"9999.000000","9999.000000",NA,NA,"U"
"27","2021-04-05 12:31:28-03","UNIVASF","HVASF","23523","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Discocactus","catingicola","Discocactus catingicola","Buining & Brederoo","J.A. Siqueira Filho","2018","03","30",NA,"J.A. Siqueira Filho","América do Sul","Brasil","Bahia","População pequena e esparsa ao longo do Cerrado Sujo. Solo arenoso. Material cultivado no VIVASF","HVASF023523","HVASF023523_v01 HVASF023523_v02","Comunidade do Jatobá",NA,"4091","2018","03","28","São Desidério",NA,NA,NA,NA,NA,"9999.000000","9999.000000","608","608","U"
