"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2020-02-08 08:44:01-03","NBC","NL-BOTANY","L.2583863","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor",NA,"Balansa B",NA,"1878","01","01","Southern America","Paraguay",NA,NA,"! blanches georapi, dans les prairies mareagues.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2583863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2583863","NL-L2583863",NA,"(Hill) Pérez-Mor.",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:44:01-03","NBC","NL-BOTANY","WAG.1937861","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor",NA,"Pedersen TM",NA,"1969","11","03","Southern America","Argentina",NA,NA,"Dep. Mburucuyà Prov. Corrientes.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1937861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1937861","NL-WAG1937861",NA,"(Hill) Pérez-Mor.",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:32:54-02","IPA","IPA","83567","S","Plantae","Plantae",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Leite, M.S.","Leite, M.S.; Wanderley, A.M.; Wanderley, A.M.","717","2008","04","10","Southern America","Brasil","Pernambuco","Recife","Parque Estadual de Dois Irmãos, Açude do Prata.","-34.948667","-8.007389","18","18",NA,"Erva submersa em corrego perrene no interior da mata. Mata estéril.; Floresta Ombrofila Densa.","IPA0083567",NA,NA,"(Glaz.) Affolter",NA,NA,"2008","04","13","-34.948667","-8.007389",NA,NA,NA,NA
"14","2019-08-27 13:33:50-03","IAP","PACA-AGP","54794","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor",NA,"Rambo, B.",NA,"1954","02","11",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"fl. Habitat: prope litus in arenosis humidis Fenofase: flor","PACA054794",NA,NA,"(Hill.) Prez-Mor.",NA,"Magnoliatae","1954","09","25",NA,NA,"20837","auto",NA,NA
"15","2019-08-27 13:33:50-03","IAP","PACA-AGP","49764","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor","Emrich-Rambo","Rambo, B.",NA,"1951","01","18",NA,"Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,"fl. fr. Habitat: in arenosis humidis ad lacum Fenofase: flor e fruto","PACA049764",NA,NA,"(Hill.) Prez-Mor.",NA,"Magnoliatae","1954","09","25",NA,NA,"20837","auto",NA,NA
"16","2019-08-27 13:33:50-03","IAP","PACA-AGP","36760","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in humidis graminosis","PACA036760",NA,NA,"(Hill.) Prez-Mor.",NA,"Magnoliatae","1954","09","25",NA,NA,"76715","auto",NA,NA
"17","2019-08-27 13:33:50-03","IAP","PACA-AGP","66943","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Lilaeopsis","minor","Lilaeopsis minor","Math. & Const.","Reitz & Klein","16490","1963","12","28",NA,"Brasil","SC","Iraní",NA,"-51.9016990661621","-27.0247001647949","1000","1000",NA,"flor branca, erva, altit. 1000 m. Habitat: beira rio Fenofase: flor branca Hábito: erva","PACA066943",NA,NA,"(Hill.) Prez-Mor.",NA,"Magnoliatae","1965",NA,NA,NA,NA,"13629","auto",NA,NA
"18","2019-01-17 11:23:55-02","PUCRS","MPUC","2648","S","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","S.M. Nunes",NA,NA,"1972","09","18","South America","Brasil","RS","Canela",".","-50.8155556","-29.3658333",NA,NA,NA,NA,NA,NA,NA,"(A.W.Hill) Pérez-Moreou",NA,"Magnoliopsida","1982","01","01","-50.8155556000","-29.3658333000",NA,NA,"1",NA
"19","2019-01-17 11:23:55-02","PUCRS","MPUC","7359","S","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","B.E. Irgang","G.C. Hiltl",NA,"1988","09","25","South America","Brasil","SC","Campos Novos","Bom Jesus (terras do Sr. Mocelin)","-51.2247222","-27.4016667",NA,NA,NA,NA,NA,NA,NA,"(A.W.Hill) Pérez-Moreou",NA,"Magnoliopsida","2010","01","01","-51.2247222000","-27.4016667000",NA,NA,"1",NA
"20","2021-03-16 17:50:07-03","UCS","HUCS","51390","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Dani, J.G.","Dani, J.G.","94","2019","04","12",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim da Lagoa, Desvio Rizzo. P1, lado sul.","-51.401197","-29.313939",NA,NA,NA,"Apiaceae aquatica, região alagada.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"2020","12",NA,"-51.401197","-29.313939",NA,NA,NA,NA
"21","2021-03-16 17:50:07-03","UCS","HUCS","50882","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Gonzatti, F.","Valduga, E.","707","2016","12","10",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Pico Montenegro","-49.950167","-28.801894",NA,NA,NA,"erva subaquática, séssil sobre rocha.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"2020","07",NA,"-49.950167","-28.801894",NA,NA,NA,NA
"22","2020-12-21 16:12:13-03","MBM","MBM","35874","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Smith, L.B.","Hatschbach, G.","1606","1949","11","15","Southern America","Brazil","Paraná","Piraquara","Morro Pão-de-Ló","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM035874","MBM035874",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA
"23","2020-12-21 16:12:13-03","MBM","MBM","30735","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Pedersen, T.M.","Pedersen, T.M.","9335","1969","11","21","Southern America","Paraguay",NA,NA,"Villa Elisa, Dep. Central",NA,NA,NA,NA,NA,"Wet ground, sandy soil","MBM030735","MBM030735",NA,"(Glaz.) Affolter",NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:12:13-03","MBM","MBM","30736","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Pedersen, T.M.","Pedersen, T.M.","9273","1969","06","04","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM030736","MBM030736",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:12:14-03","MBM","MBM","51391","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Math.; Const.","Reitz, R.; Klein, R.M.; Klein, R.M.","16490","1963","12","28","Southern America","Brazil","Santa Catarina","Irani","Irani","-51.9016990661621","-27.0247001647949",NA,NA,NA,NA,"MBM051391","MBM051391",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"13629","auto",NA,NA
"26","2020-12-21 16:12:14-03","MBM","MBM","51396","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Math.; Const.","Klein, R.M.","3744","1962","12","09","Southern America","Brazil","Santa Catarina","Matos Costa","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,"MBM051396","MBM051396",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"17656","auto",NA,NA
"27","2020-12-21 16:12:14-03","MBM","MBM","82889","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","Pedersen, T.M.","Pedersen, T.M.","13405","1982","09","16","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM082889","MBM082889",NA,"(Hill.) Perez-M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-24 20:31:34-03","MNHN","RECOLNAT_MNHN_P","P00634461","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Hassler, E.",NA,"1900","9",NA,NA,"Paraguay",NA,NA,"in regione collinum : Cerros de tobaty",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634461' target='other'> <mi>dwc_moreinfo</mi></a>","P00634461","P00634461_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6439"
"29","2015-10-11 14:02:04-03","MNHN","RECOLNAT_MNHN_P","P00835210","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Affolter","Glaziou, A.",NA,"1844","6",NA,NA,"Brésil",NA,NA,"Entre Ouro Fieto & Marianna",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835210' target='other'> <mi>dwc_moreinfo</mi></a>","P00835210","P00835210_01",NA,"(Glaz.) Affolter","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18510"
"30","2015-10-11 17:58:20-03","MNHN","RECOLNAT_MNHN_P","P00835236","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Affloter","Hassler, E.",NA,"1900","9",NA,NA,"Paraguay",NA,NA,"in regione collinum : Cerros de tobaty",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835236' target='other'> <mi>dwc_moreinfo</mi></a>","P00835236","P00835236_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6439"
"31","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237180","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Courbon",NA,"1859","9","14",NA,"Uruguai",NA,NA,"Montevideo. (Plata).",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237180' target='other'> <mi>dwc_moreinfo</mi></a>","P03237180","P03237180_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237181","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Balansa, B.",NA,"1874","11","29",NA,"Paraguai",NA,NA,"Villa-Rica.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237181' target='other'> <mi>dwc_moreinfo</mi></a>","P03237181","P03237181_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1102"
"33","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237182","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Balansa, B.",NA,"1875","11","21",NA,"Argentina",NA,NA,"Flaques D´eau bordant le Rio de la Plata, à Buenos Aires.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237182' target='other'> <mi>dwc_moreinfo</mi></a>","P03237182","P03237182_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237183","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Fruchard, C.",NA,"1877","1","1",NA,"Uruguai",NA,NA,"Rincon of Cerro. Montevideo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237183' target='other'> <mi>dwc_moreinfo</mi></a>","P03237183","P03237183_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237185","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Pedersen, T.M.",NA,"1969","11","3",NA,"Argentina",NA,NA,"Prov. Corrientes, Dep. Mburucuyá.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237185' target='other'> <mi>dwc_moreinfo</mi></a>","P03237185","P03237185_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9273"
"36","2015-09-04 04:35:35-03","MNHN","RECOLNAT_MNHN_P","P03237186","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Ule",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237186' target='other'> <mi>dwc_moreinfo</mi></a>","P03237186","P03237186_01",NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-10-10 20:25:37-03","MNHN","RECOLNAT_MNHN_P","P00835208","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","carolinensis","Lilaeopsis carolinensis minor","Affolter","Balansa, B.",NA,"1879","1",NA,NA,"Paraguay",NA,NA,"Guarapi, dans les prairies marecageuses",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835208' target='other'> <mi>dwc_moreinfo</mi></a>","P00835208","P00835208_01","minor","A.W.Hill","lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3164"
"38","2014-06-23 10:15:55-03","MNHN","RECOLNAT_MNHN_P","P00835209","PreservedSpecimen",NA,NA,NA,"Apiaceae","Lilaeopsis","carolinensis","Lilaeopsis carolinensis minor","Affolter","Balansa, B.",NA,"1879","1",NA,NA,"Paraguay",NA,NA,"Guarapi, dans les prairies marecageuses",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00835209' target='other'> <mi>dwc_moreinfo</mi></a>","P00835209","P00835209_01","minor","A.W.Hill","isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3164"
"39","2021-02-11 17:17:51-03","UFPR","UPCB","65962","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","Guimarães, O.A.","Cervi, A.C.","8694","2004","10","01",NA,"Brasil","Paraná","Palmas","Fazenda Lageado Grande, Rio Neno, próximo à cachoeira.","-51.9906005859375","-26.4841995239258",NA,NA,NA,"Planta fixa submersa, planta rara..",NA,NA,NA,"(A.W.Hill) Perez-Moreau",NA,NA,"2008","06","17",NA,NA,"46666","auto",NA,NA
"40","2021-02-11 17:17:51-03","UFPR","UPCB","64886","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","Guimarães, O.A.","Cervi, A.C.","8666","2004","09","30",NA,"Brasil","Paraná","General Carneiro","Fazenda São Pedro, Filtro Três.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa, brejo..",NA,NA,NA,"(A.W.Hill) Perez-Moreau",NA,NA,"2008","06","17",NA,NA,"33284","auto",NA,NA
"41","2021-02-11 17:17:51-03","UFPR","UPCB","65132","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","Guimarães, O.A.","Cervi, A.C.","8875","2006","03","07",NA,"Brasil","Paraná","General Carneiro","Fazenda São Pedro, Filtro Três.","-51.315601348877","-26.4274997711182",NA,NA,NA,"Planta fixa submersa, fruto creme..",NA,NA,NA,"(A.W.Hill) Perez-Moreau",NA,NA,"2008","07","03",NA,NA,"33284","auto",NA,NA
"42","2016-10-28 13:16:00-02","MO","MOBOT","100930797","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","T. Bone","Troels M. Pedersen","Pedersen 9273","1969","3","11","South America","Argentina","Corrientes","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2009-08-21 07:03:00-03","MO","MOBOT","2090026","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Affolter A.","Émile Hassler","Hassler 6439",NA,NA,NA,"South America","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-03-24 16:21:00-03","MO","MOBOT","2408686","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Pedersen, T. M., //","Maria M. Arbo|Sergio Cáceres M.|M. Silvia Ferrucci|Victor Maruñak","Arbo 6713","1996","10","22","South America","Argentina","Corrientes","San Roque","Estancia Caaguazú, 11 Km NE de Chavarría, camino a Tacuaritas. Aprox. 2km al N del casco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-09 17:05:00-03","MO","MOBOT","2454775","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Gert G. Hatschbach","Hatschbach 1606",NA,NA,NA,"South America","Brazil","Paraná",NA,"Piraquara. Morro Pão de Ló",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-08-07 05:41:00-03","MO","MOBOT","2489165","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Émile Hassler","Hassler 6439",NA,NA,NA,"South America","Paraguay","Cordillera",NA,"prope Tobaty in palude",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2010-01-29 20:51:00-02","MO","MOBOT","2514331","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"W.G. Herter","Herter 81393-467",NA,NA,NA,"South America","Uruguay",NA,NA,"Punta Yeguas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2010-01-29 20:51:00-02","MO","MOBOT","3350435","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","James Affolter","W.G. Herter","Herter 467","1926","11",NA,"South America","Uruguay","Montevideo",NA,"Punta Yeguas, soli exp., aren./argill.",NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 11:47:02-03","UFPE","UFP","52428","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Sobral-Leite, M","Sobral-Leite, M; Wanderleym, AM","717","2008","04","10",NA,"Brasil","Pernambuco","Recife",NA,"-34.939444","-8.0075","18","18",NA,"Erva submersa em córrego perene no interior da mata.Material estéril.","UFP052428",NA,NA,"(Glaz.) Afflolter",NA,NA,"2008","06","13","-34.939444","-8.0075",NA,NA,NA,NA
