"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","00700685","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","H. C. Cutler","12427",NA,NA,NA,"South America","Brazil","Ceará","Fortaleza","-38.5431","-3.7172",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700685","Magnoliophyta","Solanales","Lam.",NA,"NY00700685_01",NA,NA,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00713045","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","B. Maguire","34453","1953","02","28","South America","Venezuela","Bolívar","Between Pilot Plant and Tunnel E-4",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853423' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713045","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00713045_01 NY00713045_02","600","675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00742417","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. H. Nee","34408","1987","03","16","South America","Brazil","Rondônia","Ca. 5 km NW of center of Ariquemes, vicinity of airport.","-63.05","-9.92",NA,NA,"separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742417","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00742417_01 NY00742417_02","175","175","Aríquemes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00700716","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","G. Gardner","2267","1839","04",NA,"South America","Brazil","Piauí","Woods near Peiras, Piauhy [Oeiras?]",NA,NA,NA,NA,"sheet",NA,"Herb. John Miers. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700716","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02852565","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","L. Santos","1309","2014","11","05","South America","Brazil","Rondônia","Inventário Florestal Nacional - Rondônia (IFN - RO). Conglomerado RO - 093, subunidade 02, subparcela 06, árvore nº 2 F8.","-63.36","-9.359722222",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3102543' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852565","Magnoliophyta","Solanales","Lam.","F. Justiniano","NY02852565_01",NA,NA,"Candeias do Jamari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00713039","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","B. G. Stergios D.","8894","1986","11","14","South America","Venezuela","Bolívar","Bajo Caura, límite entre Dtto. Cedeño y Dtto. Sucre. Río Urbani, carretera hacia Las Trincheras","-65.08","7.25",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713039","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00713039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 05:27:00-03","NY","NYBG","00713040","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","R. L. Liesner","4073","1977","12","01","South America","Venezuela","Amazonas","10 km northeast of San Carlos de Rio Negro","-67.05","1.95",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713040","Magnoliophyta","Solanales",NA,"R. L. Liesner",NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00713047","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A. L. Bernardi","6729","1957","04","23","South America","Venezuela",NA,"Cerca de Rancho de indio brasilero (entrado en Venez.) 5 Km. SE de Sta Elena, cerca del rio Uairién [Uairén?]. Guayana Venez.",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853425' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713047","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00700718","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","E. L. Sette Silva","752","1986","08","06","South America","Brazil","Roraima","Margem do rio Mucajaí.","-60.92","2.5",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837140' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700718","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700718_01",NA,NA,"Mucajaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00700757","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","R. Romero-Castañeda","3609","1952","11","17","South America","Brazil",NA,"Inambú",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700757","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700757_01 NY00700757_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00700693","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","J. A. Ratter","R1164","1968","04","24","South America","Brazil","Mato Grosso","4 km N. of the Base Camp of the Expedition. (Base Camp, close to the Xavantina-São Felix road)","-51.87","-12.9",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700693","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00713080","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","L. J. Gillespie","2953","1989","12","29","South America","Guyana","Cuyuni-Mazaruni","Mazaruni River, mining camp near Iruwa River mouth","-60.27","5.63",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713080","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"560","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00700689","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","H. S. Irwin","16914","1966","06","11","South America","Brazil","Mato Grosso","Ca. 30 km. S. of Xavantina","-52.32","-14.92",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700689","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700689_01","400","400","Barra do Garças",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00700743","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","I. L. do Amaral","1131","1983","05","04","South America","Brazil","Pará","Estrada Santarém-Cuiabá, BR 163, km 886 a km 881, Serra do Cachimbo","-54.95","-8.75",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837173' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700743","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700743_01",NA,NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00713141","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M.-F. Prévost","284","1978","09","01","South America","French Guiana","Cayenne","Km 2 sortie de Cayenne vers le Larivot",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713141","Magnoliophyta","Solanales","Lam.",NA,"NY00713141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00713044","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","B. M. Boom","10354","1992","03","07","South America","Venezuela","Bolívar","Margin of Majawaña village along the Río Majagua, a tributary of the Río Erebato","-65.03","5.12",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713044","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00713044_01","530","530","Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00700740","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. J. P. Pires-O'Brien","498","1985","08","01","South America","Brazil","Pará","Monte Dourado, área 14","-52.539719","-0.8678545",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700740","Magnoliophyta","Solanales","Lam.",NA,"NY00700740_01",NA,NA,"Almeirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00700728","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","D. Frame","166","1984","05","24","South America","Brazil","Rondônia","1 km W from BR-364; ca. 1 km N of road to São Sebastião",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700728","Magnoliophyta","Solanales","Lam.",NA,"NY00700728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","03361397","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","E. C. Gomes","7","2017","02","07","South America","Brazil","Pará","Flona Tapajós, estrada que corta a flona no km 72.","-54.9397","-2.8756",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3565566' target='other'> <mi>dwc_moreinfo</mi></a>","NY03361397","Magnoliophyta","Solanales","Lam.","J. Beros","NY03361397_01",NA,NA,"Belterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00700706","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","G. Eiten","4495","1962","05","02","South America","Brazil","Maranhão","Ilha de Balsas region, between the Balsas & Parnaíba Rivers. Ca. 4 km north of main house of Fazenda Morros, ca. 35 km south of Lorêto. 10 m. below narrow flat top of a steep-sided narrow peak, one of a series called Morros do Caldeirão. This peak ca. ½ km west of southernmost one of the series","-45.07","-7.35",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700706","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700706_01","350","350","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00713072","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","P. A. Mutchnick","583","1994","12","07","South America","Guyana","Potaro-Siparuni","Iwokrama; Kurupukari-Lethem Highway; Iwokrana base camp and roadside","-58.67","4.67",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=851405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713072","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00742029","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","R. Guillén","3698","1995","05","16","South America","Bolivia","Santa Cruz","Reserva ecologica El Refugio, a 200 m al W del campamento Toledo","-61.1611667","-14.7091389",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=873130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00742029","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,"200","200","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00700755","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","D. E. Costich","1085","1982","07","18","South America","Brazil","Pará","Near EMBRAPA headquarters","-48.4447503","-1.4380977",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=837203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700755","Magnoliophyta","Solanales","Lam.",NA,"NY00700755_01",NA,NA,"Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00700723","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","M. H. Nee","34507","1987","03","26","South America","Brazil","Rondônia","Ca. Km. 85 NE of Costa Marques","-63.82","-12.08",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=750530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00700723","Magnoliophyta","Solanales","Lam.","M. H. Nee","NY00700723_01",NA,NA,"Costa Marques",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00713065","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","R. E. Schultes","24310","1966","09","27","South America","Colombia","Vaupés","Río Vaupés, Mitú and vicinity","-70.2362126","1.2525562",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=850932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713065","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 19:54:00-03","NY","NYBG","00713083","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","A. L. Stoffers","113","1982","10","29","South America","Guyana",NA,"Near Mabura Hill sawmill","-58.63","5.32",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713083","Magnoliophyta","Solanales",NA,"A. M. Polak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00713050","PreservedSpecimen","Plantae","Solanaceae","Solanum","crinitum","Solanum crinitum","T. Lasser","1270","1946","04","18","South America","Venezuela",NA,"Alto Caroni. Alrededores de Sta. Elena de Uairen",NA,NA,NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=853429' target='other'> <mi>dwc_moreinfo</mi></a>","NY00713050","Magnoliophyta","Solanales","Lam.","M. H. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
