"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","monthIdentified","dayIdentified","locality","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00997501","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"H. S. Irwin","26794","1970","03","03","Brazil","Minas Gerais","Corinto","-44.6088","-18.30355",NA,NA,"525","525","NY00997501","NY00997501_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179962' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Rio Bicudo, ca. 20 km W of Corinto",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00980374","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","O. Kosovsky",NA,"T. B. Cavalcanti","1832","1995","10","07","Brazil","Goiás","Campinaçu","-48.57","-14.03",NA,NA,"510","510","NY00980374","NY00980374_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093696' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Fazenda Praia Grande. Estrada de acesso pela margem esquerda do Rio Praia Grande.",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","470393","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"R. Reiss","38-A","1935","11","20","Brazil","Paraná","Tibagi","-50.4133","-24.5094",NA,NA,NA,NA,"NY00470393","NY00470393_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93088' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Along river NE",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","470400","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","R. L. Liesner",NA,"J. C. Solomon","14738","1985","11","15","Bolivia","El Beni","José Ballivián","-66.47","-14.75",NA,NA,"250","250","NY00470400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93074' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Estación Biológica Beni, 45 km E of the Rio Maniqui on the road to Trinidad, then 6.5 km N to the Rio Curiraba, then 2 hours by trail, passing Estancia Isla de Creta, to Arroyo Aguas Negras",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00997502","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"H. S. Irwin","27158","1970","03","08","Brazil","Minas Gerais",NA,"-44.13","-17.57",NA,NA,"850","850","NY00997502","NY00997502_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179965' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Middle slopes of Serra do Cabral, ca. 2 km W. of Cantoni",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00997503","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"H. S. Irwin","27560","1970","03","15","Brazil","Minas Gerais",NA,"-43.50795","-18.1448",NA,NA,"800","800","NY00997503","NY00997503_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179967' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02433409","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.",NA,NA,"G. G. Hatschbach","68880","1998","11","26","Brazil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"NY02433409","NY02433409_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2656407' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Rio Bom Sucesso, 3-5 km O da Barra",NA,"South America","sheet","32006","auto",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","470387","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"P. E. Gibbs","3518","1976","11","10","Brazil","São Paulo","Sao Sebastiao","-46.017404","-23.798221",NA,NA,NA,NA,"NY00470387","NY00470387_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93082' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Bertioga",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","470399","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"H. S. Irwin","12081","1966","01","28","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"900","900","NY00470399","NY00470399_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93077' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Ca. 25 km E of Brasilia",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","470386","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","S. Romaniuc Neto",NA,"L. Rossi","991","1988","03","14","Brazil","São Paulo","Moji-Guaçu",NA,NA,NA,NA,NA,NA,"NY00470386","NY00470386_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93075' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Mata dos Portugueses vizinho a Reserva Biológica e Estaçao Experimental de Moji-Guaçu",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00919434","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"F. C. Hoehne","s.n.","1926","04","24","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00919434","NY00919434_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006144' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Campos altos do Turvo",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","470396","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"M. Guillemin","666","1839","05",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"NY00470396","NY00470396_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93089' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","470397","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"Wilkes Expedition",NA,"1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,"NY00470397","NY00470397_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93090' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Brazil, near Rio Janeiro",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00997500","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"H. S. Irwin","11294","1965","12","14","Brazil","Distrito Federal","Brasília","-47.91666667","-15.55738",NA,NA,"950","950","NY00997500","NY00997500_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179959' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Riberão da Contagem, ca. 25 km N. of Brasília",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02433408","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY02433408","NY02433408_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2656406' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","470389","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"P. E. Gibbs","3152","1976","10","26","Brazil","São Paulo","Itapetininga","-48.0497","-23.5903",NA,NA,NA,NA,"NY00470389","NY00470389_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93081' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Ca. 50 km S de Itapetininga, estrada a Registro. Reserva Florestal de Carlos Botelho",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","470391","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"L. B. Smith","11909","1957","02","27","Brazil","Santa Catarina","Capinzal","-51.6117","-27.3436",NA,NA,"500","600","NY00470391","NY00470391_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93085' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Southwest pf Capinzal on the east bank of the Rio do Peixe",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","470395","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","O. A. Guimarães",NA,"A. C. Cervi","6077","1995","11","22","Brazil","Paraná","Tomazina","-49.93","-23.77",NA,NA,NA,NA,"NY00470395","NY00470395_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93076' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Estrada para Salto Cavalcanti",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00997504","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"Z. A. Trinta","743","1964","04","19","Brazil","Minas Gerais","Teófilo Otoni","-41.5053","-17.8578",NA,NA,NA,NA,"NY00997504","NY00997504_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179974' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","470394","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"P. K. H. Dusén","16900-A","1915","03","29","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,"790","790","NY00470394","NY00470394_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93087' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Capao Bonito, ad margimen silvulae",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","470390","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"J. E. Leite","4197","1947","01",NA,"Brazil","Rio de Janeiro","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"NY00470390","NY00470390_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93080' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","470388","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"P. E. Gibbs","3518","1976","11","10","Brazil","São Paulo","Sao Sebastiao","-46.017404","-23.798221",NA,NA,NA,NA,"NY00470388","NY00470388_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93083' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Bertioga",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","470584","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","C.Mart. & Zucc.","A. Lourteig",NA,"R. Callejas Posada","1858","1983","12","06","Brazil","Paraná","Cerro Azul","-48.75","-25.25",NA,NA,NA,NA,"NY00470584","NY00470584_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=93084' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Oxalidales",NA,NA,"Estrada Rio Branco do Sul - Cerro Azul. 15 km antes de Cerro Azul",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2019-03-20 11:47:21-03","MCN-PUC-MINAS","HPUC-MG","ANG3114","S","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides",NA,"J.S. Silva 07/2008",NA,"A.G. Amaral et.al","2051","2008","07","03","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta com 60 cm. Flor amarela. Levantamento feito para o plano de manejo.",NA,NA,NA,NA,"Lago Sul (EEJB) - proximo a administração",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-03-20 11:47:21-03","MCN-PUC-MINAS","HPUC-MG","ANG492","S","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides",NA,NA,NA,"Maielo - Silva, L.",NA,"2009","09","24","Brasil","Rio de Janeiro","Itaperuna","-41.8877983093262","-21.2049999237061",NA,NA,NA,NA,NA,NA,"Nº Ibama (CTF) = 4477412.",NA,NA,NA,NA,"Itaperuna",NA,NA,NA,"32377","auto",NA,NA,NA,NA,NA
"36","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","24172","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","Fiaschi, P.","2005","Denardi, J.D.","1","2005","02","15","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU024172",NA,NA,NA,NA,"05",NA,"Distrito de Rubião Junior, UNESP- Dep. Botânica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","2765","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","Fiaschi, P.","2010","Gottsberger, I.","31","1971","04","07","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU002765",NA,NA,NA,NA,"02",NA,"Direção leste 10 km, perto da fábrica Duratex, mata cilir ao longo de um vale, incluindo brejos e clareiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:51-03","UFRJ","RFA","5118","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","A. Lourteig",NA,"Mendes Magalhães","9787","1957","11","02","Brasil","Minas Gerais","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"RFA25873",NA,"Flor rósea, subarbusto",NA,NA,NA,NA,NA,NA,NA,NA,"22051","auto",NA,NA,NA,NA,NA
"39","2020-11-13 09:20:36-03","UFRJ","RFA","11039","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc.","A. Lourteig","1971","G.G. Hatschbach","25875","1970","12","20","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"RFA10905",NA,"Flor rosada",NA,NA,NA,NA,"Coatis",NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA
"40","2020-11-24 17:10:56-03","UTFPR","DVPR","4533","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. ex Zucc","Cordeiro, J; Barboza, E","2008","Silva, AR; et al.","673","2008","04","20","Brasil","Paraná","Campo Magro","-49.36225","-25.13245","-49.36225","-25.13245","804","804","DVPR004533",NA,"erva terrestre, heliófita , ereta, ca. 0,50m. Flores rosas.; Relevo: ondulado, Em beira de talude.","Magnoliophyta",NA,NA,NA,"Eatrada do Cerne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-15 11:14:52-03","FUNED","FUNED-POL","4153","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides",NA,NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,"-46.009444","-17.009722","46W 00' 34","17S 00' 35",NA,NA,"POL004153",NA,NA,NA,NA,NA,NA,"Brasilandia de Minas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:46:28-03","EAO","IAN","135200","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc. ex Zucc.","Lourteig, A","1968","Irwin, HS; Santos, RR dos","11294","1965","12","14","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"950","950","IAN135200",NA,"Erect subshurb to ca. 1m tall. Corolla pink.","Dicotiledônea",NA,NA,NA,"Disturbed woods, Ribeirão da Contagem, ca. 25km W of Brasília.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:46:28-03","EAO","IAN","135218","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc. ex Zucc.","Lourteig, A","1968","Irwin, HS; Santos, RR dos","12081","1966","01","28","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"900","900","IAN135218",NA,"Herb ca. 1m tall. Corolla pale pink.","Dicotiledônea",NA,NA,NA,"Cerrado, ca. 25km E. of Brasília.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:46:28-03","EAO","IAN","135267","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc. ex Zucc.","Lourteig, A","1968","Irwin, HS; Grear Jr., JW; Grear Jr., JW","14034","1966","03","17","Brasil","Distrito Federal",NA,NA,NA,NA,NA,"950","950","IAN135267",NA,"Subshrub to ca. 1m tall. Corolla pink, yellow at base.","Dicotiledônea",NA,NA,NA,"Forested slopes, rocky talus, córrego Landim, ca. 20km N.E. of Brasília.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:46:28-03","EAO","IAN","14775","PreservedSpecimen","Plantae","Oxalidaceae","Oxalis","cytisoides","Oxalis cytisoides","Mart. & Zucc. ex Zucc.","Lourteig, A","1956","Magalhães, MG","1950","1942","03","22","Brasil","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"IAN014775","IAN014775 IAN014775_e IAN014775_e1","Arbusto de 0,50m de altura; flores róseas.","Dicotiledônea",NA,NA,NA,"Mata, serra do Curral, muito frequente.",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA
