"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00572008","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"W. Ganev","2308","1993","South America","Brazil","Cabaceira. Riacho Fundo, atrás da Serra do Bicota","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00572008","NY00572008_01","A. M. Giulietti","10","25","Bahia","Abaíra","-41.85","-13.38","1480","1480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:19:36-03","UFRJ","RFA","36403","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"A.M. Giuletti; E. Varanda, A.Furlan, R.M.Harley & M.G.Wanderley","CFCR 4706","1984",NA,"Brasil","Chapada do Couto, na descida da chapada do Couto",NA,"Brácteas externas castanhas e internas alvas","RFA23223",NA,"A.M. Giulietti","07","17","Minas Gerais","Couto de Magalhães de Minas","-43.4710998535156","-18.0713996887207",NA,NA,"1985","32974","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:26-03","EAO","IAN","14907","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Oliveira, JE de","s.n.","1940","Southern America","Brasil","Campo. Serra do Cipó. Muito frequente.",NA,"Herbacea. Flores alvas.","IAN014907","IAN014907 IAN014907_e IAN014907_e1","Moldenke, HN","08","13","Minas Gerais","Jaboticatuba",NA,NA,NA,NA,"1950",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"14","2021-02-24 18:14:23-03","UFBA","ALCB","040134","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(L.) Welld. ex Benth.",NA,"Queiroz, LP de; Hind, DJN; Bautista, HP; M.M. da Silva","PCD&nf;4097","1996","Southern America","Brasil","Chapada Diamantina, TrÆs Morros",NA,"Folhas rosuladas no 1/4 basal do escapo. Capítulo com brácteas castanhas, 'lígulas' creme e flores amareladas. Ocasional.","ALCB016973","ALCB016973","Watanabe, MTC","11","05","Bahia","Piatã","-41.883333","-13.05","1300","1300","2012",NA,NA,"07","-41.883333","-13.05",NA,NA,NA,NA,NA
"15","2019-10-09 11:28:17-03","UFBA","ALCB","73748","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(L.) Welld. ex Benth.",NA,"Guedes, ML; Tosto, MG; Rigueira, D; Santos, JS","12112","2006","Southern America","Brasil","Baixo Sul, Garapuá",NA,"ca de 25 cm. Folhas lineares, espata e folhas pubescentes; bracteas douradas. Flores creme.; Mussununga, herbácea- arbustiva","ALCB016974","ALCB016974","Watanabe, MTC","08","12","Bahia","Cairu","-39.033333","-13.483333",NA,NA,"2012",NA,NA,"07","-39.033333","-13.483333",NA,NA,NA,NA,NA
"16","2020-02-08 10:15:34-03","NBC","NL-BOTANY","U.1289176","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Harley RM; Mello-Silva R de; Cordeiro I; Rossi L",NA,"1988","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1289176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1289176","NL-U1289176","Giulietti AM; Parra LR","11","30","Bahia",NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA,"-41.95","-13.533333","Magnoliopsidae","U 0098987",NA,NA,NA
"17","2021-01-14 15:27:58-03","MN","R","235045","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Pangaio, L.; Fernandes, M.A.; Menezes, C. & Souza, K.C.","917","2007",NA,"Brasil","Serra do Cabral. Região do Cuba, Lapa da Dança.",NA,NA,"R010054573",NA,"Sano, P.T.","03","13","Minas Gerais","Buenópolis","-44.239722","-17.924722",NA,NA,"2008",NA,NA,NA,"44°14'23#?#W","17°55'29S",NA,NA,NA,NA,NA
"18","2016-02-02 14:38:09-02","BGBM","B","B 10 0250271","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland","isotype","Gardner","5262","1842","Middle and South America","Brazil","Minas Gerais.",NA,"<a href=http://herbarium.bgbm.org/object/B100250271 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100250271","B100250271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:00:20-03","UNICAMP","UEC","130954","S","Plantae","Liliopsida",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Oliveira, RP; Giulietti, AM","641","2000",NA,"Brazil","Trilha para o Campo do Queiroz, Campo rupestre.",NA,"Erva ca. 25 cm alt. Folhas em roseta verde mais escuro, caule castanho, escapo verde-claro. Brácteas douradas.","UEC030946","UEC030946","Giulietti, AM","08","10","Bahia","Rio de Contas","-41.952778","-13.552778",NA,NA,"2000",NA,NA,"08","-41.952778","-13.552778",NA,NA,NA,NA,NA
"20","2019-11-06 10:17:16-03","UFOP","OUPR","29526","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Echternacht, L.; Sano, P.T.; Trovó, M.L.O.; Costa, F.N.; Watanabe, M.T.C.; Andrino, C.O.; Ramos,","2653","2015",NA,"Brasil","Vargem da Estiva, Próximo ao povoado do Gigante. Campo rupestre quartzoso entre veredas, que estavam secas.",NA,"Brácteas involucrais estramíneas.; Campo limpo, solo úmido, escuro e turfoso. População próxima ao afloramento.",NA,NA,"Echternacht, L.","12","01","Minas Gerais","Botumirim","-43.090542","-17.145039","790","790","2015",NA,NA,"12","-43.090542","-17.145039",NA,NA,"01",NA,NA
"21","2019-11-06 10:17:16-03","UFOP","OUPR","29464","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Echternacht, L.; Sano, P.T.; Cota, M.M.T.; Roque, N.; Trovó, M.L.O.; Machado, F.A.; Lucca, M.; An","2528","2014",NA,"Brasil","Parque Nacional das Sempre-vivas, Fazenda dos Álamos, cabeceira do córrego dos Confins.",NA,"População com inflorescências velhas.; Erva em beira de córrego. Solo arenoso escuro úmido.",NA,NA,"Echternacht, L.","11","26","Minas Gerais","Olhos d'Água","-43.756806","-17.636444","1117","1117","2014",NA,NA,"11","-43.756806","-17.636444",NA,NA,"26",NA,NA
"22","2020-12-21 16:23:44-03","MBM","MBM","320627","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Giulietti, A.M.; Varanda, E.; Furlan, A.; Harley, R.M.; Wanderley, M.G.; Varanda, E.; Furlan, A.; Harley, R.M.; Wanderley, M.G.","s.n.","1984","Southern America","Brazil","Chapada do Couto, Na descida da Chapada do Couto",NA,"Brácteas externas castanhas e internas alvas.; Solo arenoso.","MBM320627","MBM320627","Giulietti, A.M.","07","17","Minas Gerais","Couto Magalhães",NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-03 22:53:10-03","MNHN","RECOLNAT_MNHN_P","P01917111","PreservedSpecimen",NA,NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Mello-Silva, R.|Forzza, R.C.|Saavedra, M.M.|Monteiro, R.F.",NA,"2007",NA,"Brasil","Estrada para o Rio do Peixe, entrada a 2,2, km de Botumirim em frente à fazenda Botafogo, 4 km do inicio da estrada.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01917111' target='other'> <mi>dwc_moreinfo</mi></a>","P01917111","P01917111_01",NA,"11","18","Minas Gerais","Botumirim","-42.99167","-16.895","785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3011",NA
"24","2020-12-11 11:44:10-03","UFMG","BHCB","560","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Schwacke, CAW","s.n.","1904","Southern America","Brasil","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:44:10-03","UFMG","BHCB","70397","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Harley, RM","26520",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:44:10-03","UFMG","BHCB","63165","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Barreto, HLM; Archer, WA","4930",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797",NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:10-03","UFMG","BHCB","103705","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Vidal, CV","310","2006","Southern America","Brasil","Companhia Suzano Celulose., Gleba E (Caiçara).",NA,"Plantas do Brasil.; Herbáceo.; Campo rupestre. Sob rocha em solo arenoso com água.",NA,NA,NA,"03","28","Minas Gerais","Turmalina","-42.7299995422363","-17.2856006622314",NA,NA,NA,"36128","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:10-03","UFMG","BHCB","99017","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Tameirão Neto, E","4223","2005","Southern America","Brasil","Fazenda Tamanduá - Córrego Brejinho.",NA,"Plantas do Brasil.; Herbáceo.; Campo hidromórfico.",NA,NA,NA,"10","04","Minas Gerais","Juramento","-43.5868988037109","-16.8481006622314",NA,NA,NA,"19357","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:10-03","UFMG","BHCB","56297","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Bedê, L","s.n.","2000","Southern America","Brasil","Parque Estadual do Rio Preto.",NA,"Erva",NA,NA,NA,"07","01","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-08-13 05:50:00-03","MO","MOBOT","3051268","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"R.M. Harley","Harley 26357","1988","South America","Brazil","Mun: Rio de Contas. Pico das Almas. Vertente leste. Campo do Queiroz. Campo arenoso com afloramento de rocha conglomerada. Em solo úmido escuro.",NA,NA,NA,NA,"A.M. Giulietti & L.R. Parra","11","11","Bahia",NA,"-41.95","-13.53333","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-08-13 05:50:00-03","MO","MOBOT","3050916","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"R.M. Harley|Renato de Mello-Silva|I. Cordeiro|Lucia Rossi","Harley 26520","1988","South America","Brazil","Rio de Contas. Pico das Almas. Vertente leste. Campo ao sul do Queiroz. Em brejo úmido con Xyris.",NA,NA,NA,NA,"A.M. Giulieet, L.R. Parra","11","30","Bahia",NA,"-41.95","-13.53333","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 18:26:47-03","USP","SPF","220553","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Watanabe, MTC","324","2012",NA,"Brasil","Estrada Diamantina - Milho Verde, lado direito, próximo à margem do córrego.",NA,"Erva ca. 40 cm alt. Capítulo urceolado. Brácteas involucrais castanho-douradas. Flores alvas.","SPF00220553",NA,"Watanabe, MTC","06","11","Minas Gerais","Diamantina","-43.54975","-18.344083",NA,NA,"2013",NA,NA,"05","-43.54975","-18.344083",NA,NA,"23",NA,NA
"33","2021-03-15 18:26:47-03","USP","SPF","219510","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Mendonça, CV","930","2002",NA,"Brasil","Comunidade Abóboras",NA,"Campo limpo.","SPF00219510",NA,"Watanabe, MTC","06","22","Minas Gerais","Couto de Magalhães de Minas","-43.4710998535156","-18.0713996887207",NA,NA,"2015","32974","auto","12",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 18:26:47-03","USP","SPF","222971","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Watanabe, MTC","122","2007",NA,"Brasil","Parque Estadual do Rio Preto",NA,"Erva, ca. 25 cm alt. Brácteas involucrais creme a douradas. Flores alvas. Apresenta verticilo de brácteas acima da roseta.","SPF00222971",NA,"Watanabe, MTC","06","29","Minas Gerais","São Gonçalo do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"2012","26697","auto","08",NA,NA,NA,NA,"21",NA,NA
"35","2019-10-07 09:21:28-03","UEFS","HUEFS","47592","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Oliveira, R.P.","641","2000",NA,"Brasil","Trilha para o campo do Queiroz.",NA,"Campo rupestre.","HUEFS0047592","HUEFS0047592",NA,"08","10","Bahia","Rio de Contas","-41.950278","-13.550278",NA,NA,NA,NA,NA,NA,"41W57'1''","13S33'1''","Lilianae",NA,NA,NA,NA
"36","2020-02-20 13:52:44-03","UEFS","HUEFS","244187","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Harley, R.M.","58233","2018",NA,"Brasil",NA,NA,"Campo rupestre com rochas e pedrinhas, com solo arenoso.","HUEFS0244187",NA,NA,"10","16","Bahia","Rio de Contas","-41.9","-18.383333","1412","1412",NA,NA,NA,NA,"41W54'","18S23'","Lilianae",NA,NA,NA,NA
"37","2019-10-07 09:21:28-03","UEFS","HUEFS","12208","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Ganev, W.","1144","1992",NA,"Brasil",NA,NA,NA,"HUEFS0012208","HUEFS0012208","A.M.Giulietti","09","22","Bahia","Abaíra","-41.85","-13.316667","1500","1500","1996",NA,NA,"09","41W51'","13S19'","Lilianae",NA,NA,NA,NA
"38","2019-10-07 09:21:28-03","UEFS","HUEFS","12352","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Ganev, W.","1288","1992",NA,"Brasil",NA,NA,NA,"HUEFS0012352","HUEFS0012352","A.M.Giulietti","10","19","Bahia","Abaíra","-41.883333","-13.316667","1890","1890","1996",NA,NA,"09","41W53'","13S19'","Lilianae",NA,NA,NA,NA
"39","2019-10-07 09:21:28-03","UEFS","HUEFS","15847","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Ganev, W.","2308","1993",NA,"Brasil",NA,NA,NA,"HUEFS0015847","HUEFS0015847","A.M.Giulietti","10","25","Bahia","Abaíra","-41.85","-13.383333","1480","1480","1998",NA,NA,"10","41W51'","13S23'","Lilianae",NA,NA,NA,NA
"40","2019-10-07 09:21:28-03","UEFS","HUEFS","63309","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Queiroz, E.P.","PCD4097","1996",NA,"Brasil","Pai Inácio. Três Morros.",NA,NA,"HUEFS0063309","HUEFS0063309","M.Watanabe","11","05","Bahia","Piatã","-41.886389","-13.060833","1300","1300","2013",NA,NA,"01","41W53'11''","13S3'39''","Lilianae",NA,NA,NA,NA
"41","2019-10-07 09:21:28-03","UEFS","HUEFS","74848","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Giulietti, A.M.","2412","2003",NA,"Brasil","Kaiambola. Serra da Mesa.",NA,"Campo Rupestre. Solo arenoso.","HUEFS0074848","HUEFS0074848",NA,"04","19","Bahia","Rio de Contas","-41.85","-13.383333","1564","1564",NA,NA,NA,NA,"41W51'","13S23'","Lilianae",NA,NA,NA,NA
"42","2019-10-07 09:21:28-03","UEFS","HUEFS","79527","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Santos, A.K.A.","129","2003",NA,"Brasil","Caminho Mato Grosso/Itoibira em direção as populações de Syngonanthus marcados para o projeto do FNMA.",NA,"Coletada em solo arenoso. Campo rupestre.","HUEFS0079527","HUEFS0079527","M.Watanabe","04","19","Bahia","Rio de Contas","-41.833333","-13.516667",NA,NA,"2013",NA,NA,"01","41W50'","13S31'","Lilianae",NA,NA,NA,NA
"43","2019-10-07 09:21:28-03","UEFS","HUEFS","82086","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Harley, R.M.","26520","1988",NA,"Brasil","Pico das Almas. Vertente leste. Campo ao sul do Queiroz.",NA,"Em brejo úmido com Xyris.","HUEFS0082086","HUEFS0082086","M.Watanabe","11","30","Bahia","Rio de Contas","-41.95","-13.533333","1500","1500","2013",NA,NA,"01","41W57'","13S32'","Lilianae",NA,NA,NA,NA
"44","2019-10-07 09:21:28-03","UEFS","HUEFS","82088","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Pirani, J.R.","CFCR7988","1985",NA,"Brasil","Morro do Coco, 3 Km da cidade em direção à Diamantina. 1200 - 1300m.",NA,NA,"HUEFS0082088","HUEFS0082088",NA,"08","03","Minas Gerais","Datas","-43.6557998657227","-18.4456005096436",NA,NA,NA,"23532","auto",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"45","2018-04-04 16:36:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"Mello Barreto","9494",NA,"South America","Brazil",NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,"9494",NA
