"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","579910","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","M. L. Kawasaki","M. Kuhlmann","1955","11","13","Brazil","São Paulo","Sao Paulo","Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botânico.","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149465' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579910","NY00579910_01","Magnoliophyta","Myrtales","2731","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579912","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","G. M. Barroso","G. B. Fontenelle","1985","10","16","Brazil","Rio de Janeiro","Maricá",NA,"-42.8183","-22.9194",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579912","NY00579912_01","Magnoliophyta","Myrtales","s.n.","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1758980","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","A. R. L. Lourenço","A. A. Roque","2011","02","11","Brazil","Rio Grande do Norte","Sao José de Mipibu","Fazenda Muriaé.","-35.235","-6.1322",NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2046506' target='other'> <mi>dwc_moreinfo</mi></a>","NY01758980","NY01758980_01","Magnoliophyta","Myrtales","1115","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1738400","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","B. S. Amorim","R. M. Déda","2012","04","17","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.4258","-11.3828",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738400","NY01738400_01","Magnoliophyta","Myrtales","131","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1738281","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,"A. R. L. Lourenço","2009","01","22","Brazil","Rio Grande do Norte",NA,"Baía Formosa. RPPN Mata Estrela.","-35.0078","-6.3694",NA,NA,"4",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1983863' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738281","NY01738281_01","Magnoliophyta","Myrtales","220","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","557967","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","M. C. de Souza","A. M. Amorim","1993","11","10","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada da Bandeira","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557967","NY00557967_01","Magnoliophyta","Myrtales","1440","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","579894","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","B. K. Holst","H. S. Irwin","1960","10","18","Brazil","Amapá",NA,"Rio Oiapoque. Summit of Mt. Tipac.","-51.32","3.6",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=89035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579894","NY00579894_01","Magnoliophyta","Myrtales","48804","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2017-01-12 10:50:00-02","NY","NYBG","557859","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa",NA,"F. F. Mazine","F. C. Hoehne","1917","09",NA,"Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557859","NY00557859_01","Magnoliophyta","Myrtales","SP349","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1738077","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","L.A. Gomes","L.A. Gomes","2011","03","03","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto. Trilha.","-37.4219","-11.3944",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1966058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738077","NY01738077_01","Magnoliophyta","Myrtales","75","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","557896","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","M. Sobral","S. A. Mori","1978","09","18","Brazil","Bahia","Prado","Rod. BA 284, trecho Prado/Itamaraju, ca. de 65 km a NW a Prado. FOlha SE-24 (17-39c)","-39.2206","-17.3411",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557896","NY00557896_01","Magnoliophyta","Myrtales","10645","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01450710","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","R. McVaugh","B. A. Krukoff","1931","09",NA,"Brazil","Pará",NA,"Upper Cupary River, plateau between the Xingu and Tapajos Rivers","-53.9867735","-3.7272268",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1682450' target='other'> <mi>dwc_moreinfo</mi></a>","NY01450710","NY01450710_01","Magnoliophyta","Myrtales","1125","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","580031","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","C. M. D. E. Legrand","C. Angeli","1960","03","18","Brazil","Rio de Janeiro",NA,"Guanabara, Rio de Janeiro, Tijuca, Estrada da Vista Chinesa.","-43.257166","-22.971675",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580031","NY00580031_01","Magnoliophyta","Myrtales","78","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","580033","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","G. M. Barroso","G. Martinelli","1984","02","07","Brazil","Rio de Janeiro","Magé","Paraiso, Centro de Primatologia.","-43.0406","-22.6531",NA,NA,"250","250","Quadrat I, árvore no. 314. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580033","NY00580033_01","Magnoliophyta","Myrtales","10223","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","580030","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","C. M. D. E. Legrand","R. Reitz","1956","10","12","Brazil","Santa Catarina","Ibirama","Nova Bremen, Ibirama.","-49.5178","-27.0569",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580030","NY00580030_01","Magnoliophyta","Myrtales","3829","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","580027","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","M. Sobral","G. G. Hatschbach","1968","11","07","Brazil","Paraná","Morretes","Colônia Floresta.","-48.8342","-25.4769",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580027","NY00580027_01","Magnoliophyta","Myrtales","20224","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","580028","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","1969","09","02","Brazil","Paraná","Morretes","Col. Floresta.","-48.8342","-25.4769",NA,NA,"50","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580028","NY00580028_01","Magnoliophyta","Myrtales","22124","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1279931","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","G. M. Barroso","G. Martinelli","1984","11","07","Brazil","Rio de Janeiro","Magé","Paraiso, área do Centro de Primatologia do RJ","-43.0406","-22.6531",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514620' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279931","NY01279931_01","Magnoliophyta","Myrtales","10168","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","580026","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","M. Sobral","G. G. Hatschbach","1968","07","10","Brazil","Paraná","Paranaguá","Rio Saquarema.","-48.5092","-25.5203",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580026","NY00580026_01","Magnoliophyta","Myrtales","19465","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","580025","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","C. M. D. E. Legrand","G. G. Hatschbach","1968","10","04","Brazil","Paraná","Morretes","Col. Floresta.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580025","NY00580025_01","Magnoliophyta","Myrtales","19909","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","580029","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","C. M. D. E. Legrand","R. Reitz","1956","09","21","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580029","NY00580029_01","Magnoliophyta","Myrtales","3748","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","580024","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg",NA,"R. Negrelle","1992","09","27","Brazil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.65","-26.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580024","NY00580024_01","Magnoliophyta","Myrtales","A-396","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","580032","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg",NA,"H. C. de Lima","1984","12","01","Brazil","Rio de Janeiro","Magé","Paraiso, floresta secondária próximo ao Centro de Primatologia.","-43.0406","-22.6531",NA,NA,NA,NA,"[Invalid date typed on label: 31/11/1984.] Quadrat IV. Arvore no. 2. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=90013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00580032","NY00580032_01","Magnoliophyta","Myrtales","2459","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","405575","PreservedSpecimen","Plantae","Myrtaceae","Stenocalyx","alagoensis","Stenocalyx alagoensis","O.Berg",NA,"G. Gardner","1838",NA,NA,"Brazil","Alagoas",NA,"In provinica Dos Alagoas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405575","NY00405575_01","Magnoliophyta","Myrtales","IV1290","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","405576","PreservedSpecimen","Plantae","Myrtaceae","Stenocalyx","alagoensis","Stenocalyx alagoensis","O.Berg",NA,"G. Gardner","1838",NA,NA,"Brazil","Alagoas",NA,"In provinica Dos Alagoas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405576","NY00405576_01","Magnoliophyta","Myrtales","1290","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","405574","PreservedSpecimen","Plantae","Myrtaceae","Stenocalyx","alagoensis","Stenocalyx alagoensis","O.Berg",NA,"G. Gardner","1838",NA,NA,"Brazil","Alagoas",NA,"In provinica Dos Alagoas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201368' target='other'> <mi>dwc_moreinfo</mi></a>","NY00405574","NY00405574_01","Magnoliophyta","Myrtales","1290","South America","sheet","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:36-03","UFRJ","RFA","22449","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","J.E.Q. Faria","Cézio Pereira","1988","10","10","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Área A","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto com flor","RFA39100",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:36-03","UFRJ","RFA","28356","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","M. C. Souza","H. M. Dias; A. de C. Borges","2003","05","30","Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia. As margens da estrada que leva à linha 2, na área do Exército. Na subida da duna interior.","-43.242778","-22.497778","43º14'34''W","22º29'52''S",NA,NA,"Arbusto ca.2,4m de altura; folha opostas com estípulas; heliófilo; frequente; estéril. Coletada como dados estruturais para monografia de bacharelado do coletor principal.","RFA53518",NA,NA,NA,"36",NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:36-03","UFRJ","RFA","39602","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","M. Sousa","R. Finotti; J. CaruzoFra",NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333","42º54'19''W","22º29'36''S","50","50","Árvore de 5 metros de altura e PAP de 35 cm.","RFA24602",NA,NA,NA,"144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:36-03","UFRJ","RFA","22942","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,NA,"1987","09","30","Brasil","Rio de Janeiro","Maricá","N° 24","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"RFA46385",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:36-03","UFRJ","RFA","22943","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,NA,"1987","10","07","Brasil","Rio de Janeiro","Maricá","N° 36","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"RFA46384",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:36-03","UFRJ","RFA","22944","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg","G. M. Barroso",NA,"1989","10","11","Brasil","Rio de Janeiro","Maricá","Trilha do Suy","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Planta com botão, arbusto de 4 - 6 m","RFA46387",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:31:36-03","UFRJ","RFA","22945","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,NA,"1985","08","13","Brasil","Rio de Janeiro","Maricá","Trilha do Suy (na marcação n° 58)","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto escandente, poucas frutas","RFA46382",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:31:36-03","UFRJ","RFA","22947","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,NA,"1988","11","30","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"RFA46388",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:31:36-03","UFRJ","RFA","22946","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","excelsa","Eugenia excelsa","O.Berg",NA,NA,"1985","10","16","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"RFA46383",NA,NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:20:23-03","UFRJ","RFA","14523","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","D. Legrand","G.G. Hatschbach","1968","10","04","Brasil","Paraná","Morretes","Col. Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arvoreta 5 m de altura; flor alva","RFA46438",NA,NA,NA,"19909",NA,NA,NA,"30514","auto","1972",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-13 09:20:23-03","UFRJ","RFA","13218","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","obovata","Eugenia obovata","O.Berg","D. Legrand","G.G. Hatschbach","1969","08","03","Brasil","Paraná","Guaratuba","Divisa","-48.5746994018555","-25.8827991485596",NA,NA,"100","100","Arvoreta 4 m de altura","RFA46439",NA,NA,NA,"22096",NA,NA,NA,"41937","auto","1972",NA,NA,NA,NA,NA,NA,NA
