"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","01127941","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","J. Y. V. Norlind","P. K. H. Dusén","15662","1914","10","20","South America","Brazil","Paraná",NA,"in campo inter Lagos et Desvio Ribas",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127941","NY01127941_01","A.St.-Hil. & Moq.","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01127942","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","T. M. Pedersen","T. M. Pedersen","12723","1979","12","17","South America","Brazil","Rio Grande do Sul","Vacaria",NA,"-50.9339","-28.5122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272224' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127942","NY01127942_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1801065","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"J. M. A. Braga","2556","1995","07","26","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Taquaral, margem do rio Campo Belo.","-44.65833","-22.35833","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015749' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801065","NY01801065_01","A.St.-Hil. & Moq.","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00856502","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","A. C. Brade","A. C. Brade","18998","1948","05","05","South America","Brazil","Minas Gerais","Passa Quatro","Pico do Muro","-44.9667","-22.3906","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856502","NY00856502_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","687538","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Buck","11064","1943","02",NA,"South America","Brazil","Rio Grande do Sul",NA,"Serro Azul.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687538","NY00687538_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01127947","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","B. Rambo","B. Rambo","34680","1947","01","01","South America","Brazil","Rio Grande do Sul",NA,"Fazenda B. Velho, Bom Jesus","-50.388347","-28.558459","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272232' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127947","NY01127947_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00668688","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","R. Lüdtke","B. Rambo","27277","1945","10","10","South America","Brazil","Rio Grande do Sul",NA,"Porto Alegre.","-51.153181","-30.11284","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668688","NY00668688_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00784401","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"R. Reitz","17760","1965","12","16","South America","Brazil","Paraná",NA,"Fazenda 3 (Trois) Capoes, Guarapuava.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=50290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784401","NY00784401_01","A.St.-Hil. & Moq.","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01127943","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","J. J. Wurdack","R. Reitz","13699","1962","10","27","South America","Brazil","Santa Catarina",NA,"Matos Costa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127943","NY01127943_01","A.St.-Hil. & Moq.","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01131933","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","R. Lüdtke","R. Lüdtke","31","2002","11","03","South America","Brazil","Rio Grande do Sul","Cambará do Sul","a 1 km. da RS 020, estrada de chão em direção em direção à Jaquirana.","-50.1444","-29.0481","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131933","NY01131933_01","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01127936","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","J. J. Wurdack","L. B. Smith","13435","1964","12","03","South America","Brazil","Santa Catarina","Agua Doce","Campos de Palmas, 30 km. southeast of Horizonte.","-51.4","-26.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272212' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127936","NY01127936_01","A.St.-Hil. & Moq.","1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02071672","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"H. S. Irwin","2757","1959","03","02","South America","Brazil","Espírito Santo","Alegre","Pico da Bandeira, Serra Caparaó","-41.79956","-20.432568","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2202684' target='other'> <mi>dwc_moreinfo</mi></a>","NY02071672","NY02071672_01","A.St.-Hil. & Moq.","2743","2743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:04-03","UFRJ","RFA","11384","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","J.J. Wurdack","P. Occhioni","4650","1971","11","16",NA,"Brasil","Rio Grande do Sul","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,"Herbácea de 25 cm, flor roxa","RFA47746",NA,"A.St.-Hil. & Moq.",NA,NA,"1975","13851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2013-07-03 11:21:39-03","EBDA","BAH","116","S","Plantae",NA,NA,"Polygalaceae","Polygala","pulchella","Polygala pulchella","A. C. Brade","A. C. Brade",NA,"1941","09","09",NA,"Brasil","Minas Gerais","Serra do Caparão",NA,NA,NA,NA,"Flores alvascentas.",NA,NA,"A. St.-Hil. & Moq.","2200","2200","1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172225","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Reitz R; Klein RM",NA,"1962","12","19","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil. Campo de Areao, Santa Cecilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172225","NL-L2172225","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172226","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Pedersen TM",NA,"1969","10","08","Southern America","Argentina",NA,NA,"Plantae Argentinae. Estancia,, Garruchos'. Dep. Santo Tome. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172226","NL-L2172226","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172228","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Reitz R; Klein RM",NA,"1963","09","14","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil. Vacas Gordas, Lajes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172228","NL-L2172228","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172229","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Pedersen TM",NA,"1962","09","26","Southern America","Paraguay",NA,NA,"Plants of Paraguay. Estancia,, La Soledad'' Santiago. Dep. Misiones.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172229 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172229","NL-L2172229","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172230","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Hatschbach GG",NA,"1956","10","26","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun. S. Mateus do Sul. Foz do Rio Taquaral.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172230","NL-L2172230","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172231","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Lorentz PG",NA,"1877","08","01","Southern America","Uruguay",NA,NA,"Concepcion del Uruguay. Flora Entreriana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172231","NL-L2172231","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.2172232","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172232 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172232","NL-L2172232","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:16:00-03","NBC","NL-BOTANY","L.4165887","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Pedersen TM",NA,"1979","12","17","Southern America","Brazil",NA,NA,"Plantas brasilienses. Rio Grande do Sul: Vacaria.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4165887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4165887","NL-L4165887","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U 0018972","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Rambo B",NA,"1945","10","10","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200018972 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0018972",NA,"A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae","51887 B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U.1527986","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC; Irgang BE; Valls JFM",NA,"1971","10","15","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527986 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527986","NL-U1527986","A.St.-Hil. & Moq.",NA,NA,"2003",NA,NA,"Magnoliopsidae","U 0018979","10","01",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U.1527987","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Krukoff BA; Rambo B",NA,"1944","09","10","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527987","NL-U1527987","A.St.-Hil. & Moq.",NA,NA,"2003",NA,NA,"Magnoliopsidae","U 0018976","10","01",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U.1527988","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Rambo B",NA,"1945","10","10","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527988 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527988","NL-U1527988","A.St.-Hil. & Moq.",NA,NA,"2003",NA,NA,"Magnoliopsidae","U 0018972 | 51887 B","09","15",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U.1527989","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC",NA,"1980","12","16","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527989 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527989","NL-U1527989","A.St.-Hil. & Moq.",NA,NA,"2003",NA,NA,"Magnoliopsidae","U 0018973","09","15",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:16:00-03","NBC","NL-BOTANY","U.1527990","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC; Haas JH de",NA,"1966","10","21","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527990 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527990","NL-U1527990","A.St.-Hil. & Moq.",NA,NA,"2007",NA,NA,"Magnoliopsidae","U 0111980","08","09",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527991","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC; Haas JH de",NA,"1965","11","30","Southern America","Brazil","Paraná",NA,"Paraná, Curitiba.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527991 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527991","NL-U1527991","A.St.-Hil. & Moq.",NA,NA,"2007",NA,NA,"Magnoliopsidae","U 0111963","09","17",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527992","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC; Haas JH de",NA,"1966","12","27","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina; 10 km S. of Mafra.",NA,NA,NA,"Road side.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527992","NL-U1527992","A.St.-Hil. & Moq.",NA,NA,"2007",NA,NA,"Magnoliopsidae","U 0111962","09","17",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527993","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Lüdtke R","Lindeman JC; Haas JH de",NA,"1966","05","01","Southern America","Brazil","Paraná",NA,"Paraná; Sawmill Brandalize, N. of Rio Chopim, c. 20 km N. of Clevelandia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527993 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527993","NL-U1527993","A.St.-Hil. & Moq.",NA,NA,"2007",NA,NA,"Magnoliopsidae","U 0111971","09","17",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1529875","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella","Marques MC","Maas PJM",NA,NA,NA,NA,"Southern America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1529875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1529875","NL-U1529875","A.St.-Hil. & Moq.",NA,NA,"1999",NA,NA,"Magnoliopsidae","U 0028013","09","01",NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1529878","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","pulchella","Polygala pulchella",NA,"Pedersen TM",NA,"1952","09","02","Southern America","Argentina",NA,NA,"Canado Portillo. Estancia 'Santa Teresa'. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1529878 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1529878","NL-U1529878","A.St.-Hil. & Moq.",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
