"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","375100","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","R. Reitz","R. Reitz","1954","07","01","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"NY00375100","NY00375100_01","Magnoliophyta","Ericales","1898","South America","Itajaí, Morro da Fazenda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21093' target='other'> <mi>dwc_moreinfo</mi></a>","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375252","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","C. L. Gilly","L. Riedel","1829",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00375252","NY00375252_01","Magnoliophyta","Ericales","4","South America","In locis arenosis maritimis, Her. Flor.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21102' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","375088","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","B. D. Sucre","1968","09","20","Brazil","Rio de Janeiro","Cabo Frio","-42.0183","-22.8794",NA,NA,"NY00375088","NY00375088_01","Magnoliophyta","Ericales","3736","South America","Restinga de Palmeiras, Cabo Frio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21090' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375091","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","G. G. Hatschbach","G. G. Hatschbach","1968","11","06","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00375091","NY00375091_01","Magnoliophyta","Ericales","20213","South America","Floresta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21099' target='other'> <mi>dwc_moreinfo</mi></a>","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","375092","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","G. G. Hatschbach","G. G. Hatschbach","1987","08","10","Brazil","Paraná","Guaratuba","-48.5744","-25.8831",NA,NA,"NY00375092","NY00375092_01","Magnoliophyta","Ericales","51302","South America","Boa Vista","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21100' target='other'> <mi>dwc_moreinfo</mi></a>","3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","375095","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","F. Segadas-Vianna","1950","10","29","Brazil","Rio de Janeiro",NA,"-43.3469444","-23.0036111",NA,NA,"NY00375095","NY00375095_01","Magnoliophyta","Ericales","3620","South America","Distrito Federal: Restinga de Itapeba (Recreio dos Bandeirantes)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01081502","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","M. H. Nee","L. Riedel","1822",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY01081502","NY01081502_01","Magnoliophyta","Ericales","544","South America","Brasilia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227666' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","375098","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","P. K. H. Dusén","1914","08","13","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,"NY00375098","NY00375098_01","Magnoliophyta","Ericales","15389","South America","Jacarehij, in silva primaeva","sheet","reg. lit. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","375253","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","C. L. Gilly","L. Riedel","1832","05",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"NY00375253","NY00375253_01","Magnoliophyta","Ericales","544","South America","Pr. R. Jan.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","375086","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"J. Bowie","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00375086","NY00375086_01","Magnoliophyta","Ericales",NA,"South America","Road sides 1 league W. of Sta. Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21101' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","375089","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","M. M. F. Melo","A. Rodrigues","1941","06",NA,"Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,"NY00375089","NY00375089_01","Magnoliophyta","Ericales","7252","South America","Serra da Cantareira, na Cuca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21095' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","375254","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","K. Lems","1964","03","05","Brazil","Rio de Janeiro","Rio de Janeiro","-43.482796","-23.016442",NA,NA,"NY00375254","NY00375254_01","Magnoliophyta","Ericales",NA,"South America","Guanabara - Recreio dos Bandeirantes, 30 km W. of Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21091' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","375097","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","P. K. H. Dusén","1911","08","15","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00375097","NY00375097_01","Magnoliophyta","Ericales","12053","South America","Kilom. 7, in silvula","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21104' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","375096","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","A. Aubréville","D. Hans","1947","08","21","Brazil","Rio de Janeiro","Rio de Janeiro","-43.482796","-23.016442",NA,NA,"NY00375096","NY00375096_01","Magnoliophyta","Ericales","171","South America","Guanabara; Recreio dos Bandeirantes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","375099","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","T. D. Pennington","P. K. H. Dusén","1911","03","11","Brazil","Paraná","Paranaguá","-48.62","-25.57",NA,NA,"NY00375099","NY00375099_01","Magnoliophyta","Ericales",NA,"South America","Alexandra, in silvula","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1921400","PreservedSpecimen","Plantae","Sapotaceae","Mimusops","subsericea","Mimusops subsericea","Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01921400","NY01921400_01","Magnoliophyta","Ericales","1293","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2277031' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1921401","PreservedSpecimen","Plantae","Sapotaceae","Mimusops","subsericea","Mimusops subsericea","Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01921401","NY01921401_01","Magnoliophyta","Ericales","3781","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2277032' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1921402","PreservedSpecimen","Plantae","Sapotaceae","Mimusops","subsericea","Mimusops subsericea","Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY01921402","NY01921402_01","Magnoliophyta","Ericales","1547","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2277033' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 14:36:00-03","NY","NYBG","273560","PreservedSpecimen","Plantae","Sapotaceae","Mimusops","subsericea","Mimusops subsericea",NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil",NA,NA,"-43.212076","-22.951842",NA,NA,"NY00273560","NY00273560_01","Magnoliophyta","Ericales","487","South America","M. Corcovado, prov. Sabashianopol (spelling?)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=528019' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:43-03","UNESP-IBB","BOTU","26461","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Carneiro, C.E.","Ribeiro, E.L.S.","1988","06","06","Brasil","São Paulo","Ubatuba",NA,NA,"9999","9999","BOTU026461",NA,NA,NA,"371",NA,NA,NA,"Árvore com látex, 18 mde altura; flores creme pouco odoríferas. Poucos frutos verdes.",NA,NA,NA,"1997","11",NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:35-03","UFRJ","RFA","35801","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Machado, N.C.; Konno, T.U.P.; Cunha, N.F.","2009","02","10","Brasil","Rio de Janeiro","Carapebus","-41.422222","-22.141389","41º25'20''W","22º8'29''S","RFA33617",NA,NA,NA,"73",NA,"PARNA Restinga de Jurubatiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:58-03","UFRJ","RFA","8429","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","G.G. Hatschbach","G.G. Hatschbach","1966","02","01","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA48598",NA,NA,NA,"13648",NA,"Ponta do Sul",NA,"Árvore 10 m de altura; fruto maduro vermelho",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"33","2020-11-13 09:20:58-03","UFRJ","RFA","15721","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","G.G. Hatschbach","G.G. Hatschbach","1973","07","28","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"RFA48603",NA,NA,NA,"32253",NA,"Rio Guaraguaçu",NA,"Árvore 10 m de altura; flor creme",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"34","2020-06-29 11:32:35-03","UFRJ","RFA","37290","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Manão, C. Y G.","R.S. Couto","2010","08","15","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"RFA24110",NA,NA,NA,"435",NA,"Ilha Grande, restinga de Lopes Mendes",NA,"Árvore (4m) com botões verde-claro. Folhas discolores.",NA,NA,NA,"2018","05","32988","auto","18",NA,NA,NA,NA
"35","2020-06-29 11:32:35-03","UFRJ","RFA","38965","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"SeMMA - Prefeitura Macaé; T. U. P. Konno","2010","10","28","Brasil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,"RFA32820",NA,NA,NA,"15",NA,"Restinga do Barreto",NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA
"36","2020-06-29 11:32:35-03","UFRJ","RFA","29337","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","D.S.D. Araújo","M.C.L. Ramos; C.E.S. Diniz","1993","10","20","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"RFA48592",NA,NA,NA,"188",NA,"Ilha Cardosa, topo do morro",NA,"Árvore. Flores e botões",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"37","2020-06-29 11:32:35-03","UFRJ","RFA","14277","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"P. Occhioni","1973","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA48600",NA,NA,NA,"5712",NA,"Cultivada no Jardim Botânico",NA,"Árvore pequena; flor esverdeada",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"38","2020-06-29 11:32:35-03","UFRJ","RFA","34259","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","C.Y G. Manão","R. S. Candido; H. F. da Costa, A. C. G. Ramos & R. Cotrim.","2008","07","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA22107",NA,NA,NA,"51",NA,"Restinga de Grumari (APA), próximo da Av. Estado da Guanabará",NA,"Arvoreta ca. 4 m de altura, flores verdes em botão.",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"39","2020-06-29 11:32:35-03","UFRJ","RFA","33645","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","C.Y G. Manão","Machado, N.C.; Konno, T.U.P. ; Fontella-Perreira, J.; Castilhori, M.F.","2008","08","29","Brasil","Rio de Janeiro","Carapebus","-41.551944","-22.233333","41º33'7''W","22º14'S","RFA33581",NA,NA,NA,"34",NA,"PARNA Restinga de Jurubatiba. ca. de 400 m da praia, ca. de 5 m da margem da Lagoa Paulista",NA,"Arbusto ca. de 1,5 m de altura. Folhas com face abaxial prateada. Flores cremes com látex; flores muito visitadas por insetos",NA,NA,NA,"2018","06",NA,NA,"18",NA,NA,NA,NA
"40","2020-06-29 11:32:35-03","UFRJ","RFA","40586","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Konno, T.U.P.","2012","10","03","Brasil","Rio de Janeiro","Quissamã","-41.241944","-22.103611","41º14'31''W","22º6'13''S","RFA33171",NA,NA,NA,"1512",NA,"PARNA Restinga de Jurubatiba, Praia de João Francisco, próximo a Lagoa de Piripiri.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:32:35-03","UFRJ","RFA","43107","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Manão, C. Y G.","Navarro, B.C.; Damasceno, G.C; Manão, C.Y.G.","2018","09","25","Brasil","Rio de Janeiro","Rio de Janeiro","-43.531389","-23.048611","43º31'53''W","23º2'55''S","RFA43196",NA,NA,NA,"1",NA,"Restinga de Grumari",NA,"Arbusto, 2 m de altura, flor marrom passada, caule com látex branco, folha abaxial prateada.",NA,NA,NA,"2018","10",NA,NA,"16",NA,NA,NA,NA
"42","2020-06-29 11:32:35-03","UFRJ","RFA","43264","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","L.M.Silva","D. R. Salim","2019","01","11","Brasil","Rio de Janeiro","Rio de Janeiro","-43.5325","-23.048889","43º31'57''W","23º2'56''S","RFA44629",NA,NA,NA,"30",NA,"Restinga de Grumari, próximo ao quiosque do Xuxa",NA,"Arbusto, 1.5 m. Frutos vermelho escuro. Possui látex.",NA,NA,NA,"2019","01",NA,NA,"11",NA,NA,NA,NA
"43","2020-06-29 11:32:35-03","UFRJ","RFA","30663","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard","Dorothy Araújo","Karine L. Narahara","2001","08","19","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,"RFA48609",NA,NA,NA,"1",NA,"Parque Nacional da Restinga de Jurubatiba, próximo à Lagoa Comprida",NA,"Cerca de 10 a 12 insetos visitantes dentre eles lepdoptera, hymenoptera e diptera",NA,NA,NA,"2001","09","13257","auto","10",NA,NA,NA,NA
"44","2020-06-29 11:32:35-03","UFRJ","RFA","4420","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"E. Pereira; P. Occhioni 1580","1958","07","01","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA48590",NA,NA,NA,"3962",NA,"Restinga de Jacarepaguá",NA,"Arbusto com látex; flor alva-esverdeada",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"45","2020-06-29 11:32:35-03","UFRJ","RFA","14695","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"P. Occhioni","1974","02","02","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA48595",NA,NA,NA,"5853",NA,"Recreio dos Bandeirantes",NA,"Arbusto; fruto arroxeado ou púrpura quando maduro",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"46","2021-03-30 12:49:16-03","EAO","IAN","197946","PreservedSpecimen","Plantae","Sapotaceae","Manilkara","subsericea","Manilkara subsericea","(Mart.) Dubard",NA,"Catarino, L; Freitas, JC","2018","08","25","Brasil","Pará","São Geraldo do Araguaia","-48.956389","-6.240972","-48.956389","-6.240972","IAN197946",NA,"Dicotiledônea",NA,"2684","Southern America","Parque Estadual da Serra dos Martírios-Andorinhas / APA Araguaia.",NA,"Árvore até c. 10m.; Cerrado com afloramentos de rocha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
