"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","885808","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","H. O. Sleumer","J. C. Lindeman","5521","1967","06","23","South America","Brazil","Paraná",NA,"Vicinity of Cruzeiro d'Oeste.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008552' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885808","NY00885808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00897061","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","H. O. Sleumer","M. G. da Silva","3364","1977","07","17","South America","Brazil","Mato Grosso",NA,"Rio Juruena, arredores do aeroporto","-58.3804411","-11.0249185","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897061","NY00897061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","476246","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","R. L. Liesner","V. C. Souza","11343","1996","06","07","South America","Brazil","São Paulo","Ibitinga","17 km de Ibitinga em direçao a Iacanga (SP 321). Fazenda Santo Antonio/Ruy Barbosa","-48.9667","-21.7192","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476246","NY00476246_01",NA,"460","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02210645","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"C. A. Sothers","28","1991","09","29","South America","Brazil","Acre","Bujari","Floresta Estadual de Antimari, Colocaçao Ilha, Tipologia D","-67.9519","-9.8308","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500274' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210645","NY02210645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02499446","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","R. Marquete","W. W. Thomas","12644","2001","10","25","South America","Brazil","Bahia","Boa Nova","Fazenda Cotermaia (owner Alipe Maia); entrance 1.2 km E of Boa Nova on road to Dario Meira","-40.188483","-14.37315","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280548' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499446","NY02499446_01",NA,"790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00897062","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","J. A. Kallunki","B. Maguire","56882","1963","09","28","South America","Brazil","Mato Grosso","Cuiabá","50 km from Cuiaba en route to Rodonopolis.","-56.0967","-15.5961","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897062","NY00897062_01",NA,"170","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","885807","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","H. O. Sleumer","J. C. Lindeman","1673","1966","06","21","South America","Brazil","Paraná",NA,"Forest along road to airstrip being cleared S of Porto Byington.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1008548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885807","NY00885807_01",NA,"225","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02210644","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"C. A. Cid Ferreira","4837","1984","06","28","South America","Brazil","Rondônia","Presidente Medici","BR 364, rodovia Cuiabá-Porto Velho, km 300, estrada para Alvorada do Oeste, km 24, linha 110","-63.05","-11.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500273' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210644","NY02210644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","27103","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Rodrigues, M.I.A.","Pinheiro, M.H.O.","458","1997","09","25",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,"11 m de altura, flores brancas.","BOTU027103",NA,NA,NA,NA,"1997","10","21","9999","9999",NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","18583","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Nicolini Gabriel, E.M.","Nicolini Gabriel, E.M.",NA,"1988","05","10",NA,"Brasil","São Paulo","Jaú",NA,NA,NA,NA,"Nome vulgar : Pau-de-espeto. Árvore Alta.","BOTU018583",NA,NA,NA,NA,"1988","05","10","9999","9999",NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","18623","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Leitão Filho., H.F.","Gabriel, J.L.C.",NA,"1989","12","21",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Mata mesófila semidecídua. Árvore alta.","BOTU018623",NA,NA,NA,NA,"1989","12","21","9999","9999",NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","23311","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Sartori, M.S.","32","2001","02","07",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Planta de hábito arbóreo, com 3,21 cm de diâmetro a altura do peito e 3,15 m de altura; sem flores e frutos.","BOTU023311",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"23","2021-02-18 09:30:42-03","UNESP-IBB","BOTU","2044","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Assis Camargo, P.F.","Assis Camargo, P.F.","279","1996","09","24",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 8 m de altura, caule rugoso na base, folhas membranáceaes, sub-cálice lenhoso vinho, cálice verde com formação de fruto.","BOTU002044",NA,NA,NA,NA,"1996","09","25","9999","9999",NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:11:02-03","UTFPR","DVPR","4080","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Dettke, GA","Caxambu, MG; et al.","5582","2014","10","08",NA,"Brasil","Paraná","Cianorte","Reserva Ecológica das Perobas.","-52.43065","-23.53063",NA,"árvore ca. 5 m, heliófita. Flores alvas. Frutos imaturos verdes.; Relevo: suave-ondulado - Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR004080",NA,NA,"553","553","2015","09",NA,"-52.43065","-23.53063",NA,NA,NA,NA,NA,NA
"25","2020-11-24 17:11:02-03","UTFPR","DVPR","2749","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Dias, MC","Cloclet, FA; et al.","s.n.","1997","08","20",NA,"Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,"Árvore 5m, frutos imaturos verdes.; Mata ciliar.","DVPR002749",NA,NA,NA,NA,"2000",NA,NA,NA,NA,"20625","auto",NA,NA,NA,NA
"26","2020-11-24 17:11:02-03","UTFPR","DVPR","40","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Dias, MC","?","s.n.","2003","10","25",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,"Árvore ca. 12 m, fruto jovem verdes,; Interior da mata. Floresta Estacional Semidecidual.","DVPR000040","DVPR000040",NA,NA,NA,"2004",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA
"27","2020-11-24 17:11:02-03","UTFPR","DVPR","5353","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Risso, VB","32","2017","06","15",NA,"Brasil","Paraná","Santo Antônio do Sudoeste",NA,"-53.7252998352051","-26.073600769043",NA,"Árvore, 3 m, sementes brancas, V106.","DVPR005353",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21285","auto",NA,NA,NA,NA
"28","2021-03-30 12:48:35-03","EAO","IAN","197487","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Equipe IFN-PA","Rodrigues, CB","267","2018","04","17","Southern America","Brasil","Tocantins","Araguatins","Solo escuro, rico em matéria orgânica, floresta madura.&nf;Conglomerado TO- 11, medições na subunidade completa, subunidade 1, subparcela 1, individuo 3.","-48.409808","-6.276044",NA,"Árvore com DAP de 11,7 e altura de 10m, base reta, presença de flor, casca externa verde com cinza e interna laranja, grossa, áspera com desprendimento em depressões, odor imperceptivel.","IAN197487",NA,NA,NA,NA,"2018","10","25","-48.409808","-6.276044",NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:48:35-03","EAO","IAN","196387","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Equipe IFN-PA","Santos, EA","923","2015","08","05","Southern America","Brasil","Pará","Tucuruí","Conglomerado PA_1605. Subunidade 1. Subparcela 5. Árvore nº 11","-50.133333","-4.6",NA,NA,"IAN196387",NA,NA,NA,NA,"2017","09","20","-50.133333","-4.6",NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:48:35-03","EAO","IAN","128876","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Pires, JM","12770","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,NA,"IAN128876",NA,NA,NA,NA,"1977",NA,NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:48:35-03","EAO","IAN","140586","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Pires, JM; Rosa, NA","13689","1972","07",NA,"Southern America","Brasil","Acre",NA,"Seringal Boa ÁGUA>",NA,NA,NA,NA,"IAN140586",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:48:35-03","EAO","IAN","153441","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Rosa, NA","902","1976","06","26","Southern America","Brasil","Rondônia",NA,"Sub-base São Luiz, Morro de granito, vegetação raquítica , Ponto 79 SC20YB.",NA,NA,NA,NA,"IAN153441",NA,NA,"600","600","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:48:35-03","EAO","IAN","157114","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Silva, MG da; Maria, J","3364","1977","07","17","Southern America","Brasil","Mato Grosso",NA,"Rio Juruena, arredores do aeroporto, mata de terra firme, solo amarelo.",NA,NA,NA,NA,"IAN157114",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:48:35-03","EAO","IAN","161029","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Silva, MG da","6448","1983","06","25","Southern America","Brasil","Rondônia",NA,"Rodovia Alvorada-Costa Marques, km 90. Mata de terra firme. Solo areno-argiloso.",NA,NA,NA,NA,"IAN161029",NA,NA,NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:48:35-03","EAO","IAN","18302","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Hassler, E","7276",NA,NA,NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,"IAN018302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:48:35-03","EAO","IAN","197704","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Equipe IFN-PA","Figueiredo, JB","132","2018","05","29","Southern America","Brasil","Maranhão","Açailândia","Pastagem exótica, solo bastante compactado.&nf;Conglomerado MA-425; medições na subunidade completa, subunidade 1, subparcela 6, individuo 1.","-46.980917","-5.040028",NA,"Árvore, com DAP de 14,1 e altura de 14,0m, base reta, com flor com botões vermelhos, casca externa cinza, e amarelo creme interno, grossa e áspera, com desprendimento tipo escamoso, com odor de vagem.","IAN197704",NA,NA,NA,NA,"2018","10","18","-46.980917","-5.040028",NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:48:35-03","EAO","IAN","196380","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Equipe IFN-PA","Ivan, MSD","447","2015","02","18","Southern America","Brasil","Pará","Curionópolis","Conglomerado PA_2412. Subunidade 2. Subparcela 5. Árvore nº 14.","-50.133333","-7.1",NA,NA,"IAN196380",NA,NA,NA,NA,"2017","09","20","-50.133333","-7.1",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:48:35-03","EAO","IAN","197487","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Equipe IFN-PA","Rodrigues, CB","267","2018","04","17","Southern America","Brasil","Tocantins","Araguatins","Solo escuro, rico em matéria orgânica, floresta madura.&nf;Conglomerado TO- 11, medições na subunidade completa, subunidade 1, subparcela 1, individuo 3.","-48.409808","-6.276044",NA,"Árvore com DAP de 11,7 e altura de 10m, base reta, presença de flor, casca externa verde com cinza e interna laranja, grossa, áspera com desprendimento em depressões, odor imperceptivel.","IAN197487",NA,NA,NA,NA,"2018","10","25","-48.409808","-6.276044",NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:43:47-03","EAO","IAN","XILO1199","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Pires, JM","12770","1970","08",NA,"Southern America","Brasil","Pará",NA,"Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B5), região com minério de manganês.","-50.25","-5.5",NA,NA,"IANXILO1199",NA,NA,NA,NA,"1977",NA,NA,"-50.25","-5.5",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:48:35-03","EAO","IAN","29943","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Sleumer, HO","Black, GA","1729","1947","10","20","Southern America","Brasil","Pará","Belterra","Mata virgem.","-54.937198638916","-2.63638997077942",NA,NA,"IAN029943","IAN029943 IAN029943_e",NA,NA,NA,"1977",NA,NA,NA,NA,"74752","auto",NA,NA,NA,NA
"41","2019-12-04 15:25:48-03","PUCPR","HUCP","128","S","Plantae","Eudicotiledonea",NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Hatschbach, GG","Hatschbach, GG","21503","1964","05","15",NA,"Brasil","Paraná","Terra Boa","Fazenda Murure","-52.4441986083984","-23.7681007385254",NA,NA,"HUCP00011887","HUCP00011887",NA,NA,NA,"1969",NA,NA,NA,NA,"26445","auto",NA,NA,NA,NA
"42","2020-11-26 18:09:42-03","CPAN-UFMS","COR","13234","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Ishii, I. H.",NA,"2002","10","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morraria Santa Cruz; fazenda Vale do Paraíso","-57.594722","-19.199444",NA,"Árvore; fitossociologia P7; n 3027 Habito: Árvore",NA,NA,NA,"644","644",NA,NA,NA,"57º35'41''W","19º11'58''S",NA,NA,NA,NA,NA,NA
"43","2020-11-26 18:09:42-03","CPAN-UFMS","COR","15185","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","R. Torres","Takahasi, A.; Ribas, S. M.; Silva, E. B.; Correa, R. P.","1086","2006","06","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Monjolinho. mata seca; raso; plano.","-57.528333","-19.274444",NA,"Árvore quase sem folhas, alguns brotos; Com Fruto: início de fruto Habitat: Mata seca Habito: Árvore",NA,NA,NA,"188","188",NA,NA,NA,"57º31'42''W","19º16'28''S",NA,NA,NA,NA,NA,NA
"44","2021-03-02 16:29:17-03","CPAN-UFMS","COR","11272","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Velasques, J. S.","3261","2002","12","12",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda São Sebastião do Carandá - próximo ao morro Ladário","-57.516111","-19.075278",NA,"Arvoreta com 4,5 m de altura; flor creme; fitossociologia 6279 Habito: Arvoreta",NA,NA,NA,"120","120",NA,NA,NA,"57º30'58''W","19º4'31''S",NA,NA,NA,NA,NA,NA
"45","2021-03-02 16:29:17-03","CPAN-UFMS","COR","12520","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","Carniello, M. A.","Carniello, M. A.; Silva, R. S.; Pedroga, J. A.; Cabral, C. D. de O. & Ramos, O. F.","108","2004","03","01",NA,"Brasil","Mato Grosso","Cáceres","Porto Limão","-57.679167","-16.071111",NA,"Arbóreo Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,"57º40'45''W","16º4'16''S",NA,NA,NA,NA,NA,NA
"46","2020-11-26 18:09:42-03","CPAN-UFMS","COR","17206","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.","André, C.B.D.S.","André, C.B.D.S.; Oliveira, P.P.; Urquiza, M.V.S.","92","2014","10","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Parque Municipal Piraputangas. Bancada Laterítica.","-57.6375","-19.242778",NA,"Flor amarela. Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,"57º38'15''W","19º14'34''S",NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:09:42-03","CPAN-UFMS","COR","5667","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","gossypiosperma","Casearia gossypiosperma","Briq.",NA,"Ramirez, L.","9","1998","08","28",NA,"Brasil","Mato Grosso do Sul","Ladário","Rabicho","-57.552222","-19.170833",NA,"Árvore; flor amarela Habito: Árvore",NA,NA,NA,"298","298",NA,NA,NA,"57º33'8''W","19º10'15''S",NA,NA,NA,NA,NA,NA
