"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","01044730","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","B. M. T. Walter","1080","1991","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185743' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044730","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Goiás","Colinas do Sul","-48.28","-13.83","NY01044730_01","2 Km da estrada S. da Mesa/Colinas do Sul. A meio caminho entre esta estrada e a linha de transmissão. Àrea de influência da UHE Serra da Mesa.","410","410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01044692","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","21303","1968","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185552' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044692","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Tocantins","Guaraí","-48.52","-8.93","NY01044692_01","10 km S. of Guará.","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00748721","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","19038","1968","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748721","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Vila Propício","-48.63","-15.35","NY00748721_01","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01044802","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. Eiten","9503-B","1969","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044802","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso","Barra do Garças","-52.2567","-15.8903","NY01044802_01","Bewteen 76 & 110 km N of Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01044826","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. Eiten","9514","1969","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185724' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044826","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Mato Grosso","Barra do Garças","-52.2567","-15.8903","NY01044826_01","crest of Serra do Roncador, along new road, 206 km NNE of village of Xavantina. 2.4 km S of Landico's restaurant. Stand 2.","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01044752","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","M. Duarte Macedo","1485","1980","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185699' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044752","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso",NA,NA,NA,"NY01044752_01","Cuiabá-Cáceres highway km. 40, N. Sra. do Livramento, Cuiabá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01044698","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","W. R. Anderson","6965","1973","03","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044698","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Monte Alegre de Goiás","-47.18","-13.28","NY01044698_01","Serra da Atalaia, ca. 2 km by road W of Monte Alegre de Goiás","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01044728","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","M. G. da Silva","4372","1979","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044728","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso",NA,"-56.195","-15.6489","NY01044728_01","entroncamento das rodovias, Cuiabá Santarém e Porto Velho, arredores do aeroporto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01044695","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","W. R. Anderson","11527","1975","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185658' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044695","Magnoliophyta","Fabales","Benth.","J. W. Grimes","Minas Gerais","Inimutaba","-44.3606","-18.7294","NY01044695_01","Rocky campo above BR-259, near Corrego Garrote","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01044672","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","34855","1972","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185562' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044672","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Niquelândia","-48.45","-14.5223","NY01044672_01","ca. 8 km S. of Niquelândia","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01044829","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","B. M. T. Walter","808","1991","11","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044829","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Goiás","Colinas do Sul","-48.3","-13.87","NY01044829_01","Estrada que liga Serra da Mesa/Colinas; 2.5 km da entrada sul do canteiro de obras da UHE Serra da Mesa. Area de influencia da UHE Serra da Mesa","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01044726","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","T. C. Plowman","8182","1980","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044726","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Tocantins","Presidente Kennedy","-48.6008","-8.5006","NY01044726_01","Road from highway BR-153 to Itapora, 12 km. west of village of Presidente Kennedy, Fazenda Primavera along Ribeirao Féinho","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01044668","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","10491","1965","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185541' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044668","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Cabeceiras","-46.91797","-15.8","NY01044668_01","Serra do Rio Preto, ca. 7 km E. of Cabeceiras","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01044700","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","T. de S. Filgueiras","2330","1992","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044700","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Minas Gerais","Buritis","-46.4231","-15.6181","NY01044700_01","Buritis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01044828","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","A. P. Duarte","7467","1962","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185731' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044828","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Minas Gerais","Várzea da Palma","-44.749531","-17.411382","NY01044828_01","Varzea da Palma, Fazenda Mãe d'Agua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01044697","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","W. R. Anderson","11244","1975","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185664' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044697","Magnoliophyta","Fabales","Benth.","J. W. Grimes","Mato Grosso do Sul","Camapua","-54.0439","-19.5317","NY01044697_01","Open cerrado along highway BR-163","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01044694","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","E. P. Heringer","10946","1966","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044694","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás",NA,NA,NA,"NY01044694_01","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01044753","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. Gardner","3102",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185701' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044753","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás",NA,NA,NA,"NY01044753_01","Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01044729","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","K. Mizoguchi","1414","1980","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044729","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Acreúna","-50.3767","-17.3958","NY01044729_01","Fazenda de Agua da Prata. 800 km from São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01044693","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","21577","1968","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185555' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044693","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Tocantins","Fortaleza do Tabocão","-48.52","-8.97","NY01044693_01","Ca. 12 km S. of Guará.","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01044803","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. Eiten","9830","1969","12","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185723' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044803","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso","Barra do Garças","-52.2567","-15.8903","NY01044803_01","Crest of Serra do Roncador, along new road, ca. 172 km NNE of village of Xavantina. 36.9 km S of Landico's restaurant.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01044779","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. K. Gottsberger","715-7386","1986","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185740' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044779","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Minas Gerais","Indianópolis","-47.95","-19.05","NY01044779_01","Indianópolis, Fazenda Bela Tanda and neighbouring fazendas, nearby the cascade of the Rio Mandaguari, between the basalt stones along the water","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01044827","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","A. Macedo","3413","1951","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044827","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Goiatuba","-49.3544","-18.0128","NY01044827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01044801","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. Eiten","10016","1969","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185715' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044801","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Tocantins","Gurupi","-49.07","-11.73","NY01044801_01","South side of city of Gurupi on west side of Belém-Brasília road across from Rodobras station",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01478643","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. K. Gottsberger","315-22183","1983","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478643","Magnoliophyta","Fabales","Benth.",NA,"Pará",NA,"-51.12","-7.78","NY01478643_01","Reserva Florestal de Gorotire (Kayapó-Indian Reservation). Surroundings of Gorotire village at Rio Fresco.","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01044703","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","D. Philcox","3145","1967","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044703","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso",NA,"-51.77","-12.82","NY01044703_01","Km 201, Xavantina-Cachimbo road.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01478642","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","G. K. Gottsberger","12-17183","1983","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01478642","Magnoliophyta","Fabales","Benth.",NA,"Pará",NA,"-51.12","-7.78","NY01478642_01","Reserva Florestal de Gorotire (Kayapó-Indian Reservation). Surroundings of Gorotire village at Rio Fresco.","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01044705","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","P. R. J. Bamps","5495","1976","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044705","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Mato Grosso",NA,"-56.47","-14.18","NY01044705_01","Cuiaba-Vilhena, km 206","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01044671","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","21686","1968","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185559' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044671","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Alto Paraíso de Goiás","-47.53","-14.38","NY01044671_01","Ca. 27 km S. of Paraíso.","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01044704","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","A. P. Duarte","27445","1962","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185734' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044704","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Minas Gerais","Várzea da Palma","-44.749531","-17.411382","NY01044704_01","Varzea da Palma, Fazenda Mãe d'Agua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01044754","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","L. Riedel","759","1830",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044754","Magnoliophyta","Fabales","Benth.","L. T. Silveira",NA,NA,NA,NA,"NY01044754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00748745","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","E. P. Heringer","8569/1748","1964","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748745","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás",NA,NA,NA,"NY00748745_01","Rio Corumbá, Estrada Brasília- Pires do Rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01044673","PreservedSpecimen","Plantae","Fabaceae","Periandra","heterophylla","Periandra heterophylla","H. S. Irwin","2555","1959","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01044673","Magnoliophyta","Fabales","Benth.","L. T. Silveira","Goiás","Bom Jesus de Goiás","-49.7406","-18.2142","NY01044673_01","118 km N.W. of Itumbiara on road to Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
