"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"95","2020-09-02 16:32:42-03","Cenargen","CEN","42154","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A. Krapovickas","Glocimar Pereira-Silva","4960","2001","04","18",NA,"Brasil","GO","MINACU","Margem esquerda do rio Tocantins (área com afloramento rochoso).",NA,NA,"Exsicatas","Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago).","CEN00042154","CEN00042154","300","300","-4818111.0","-1378194.0",NA,NA,NA,NA,"2011","12",NA,NA,"4",NA,NA,NA
"96","2020-09-02 16:32:42-03","Cenargen","CEN","61277","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","B. M. T. Walter","Anderson Cássio Sevilha","4071","2004","04","01",NA,"Brasil","TO","PARANA","Fazenda Chaparral. Beira de riacho.","-47.4925","-12.925833","Exsicatas",NA,"CEN00061277","CEN00061277","361","361","-47.4925","-12.925833",NA,NA,NA,NA,"2006","10",NA,NA,"2",NA,NA,NA
"97","2020-09-02 16:32:42-03","Cenargen","CEN","9972","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Antônio Krapovickas - IBONE","40229","1985","06","04",NA,"Brasil",NA,NA,"Mato Grosso. 39 km N de Rondonópolis, caminho a Paxoréu.",NA,NA,"Exsicatas","En cerrado. Arbusto 2m alt., pegajoso; corola rosa intenso. Doação da Universidad Nacional Del Nordeste - Corrientes (CTES.).","CEN00009972","CEN00009972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"98","2020-09-02 16:32:42-03","Cenargen","CEN","48706","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A. Krapovickas","Glocimar Pereira-Silva","7264","2003","02","20",NA,"Brasil","GO","ALEXANIA","Margem esquerda do rio Corumbá (próximo à ponte). Acesso secundário à Abadiânia.",NA,"-16.205555","Exsicatas","Área de Influência Direta (lago).","CEN00048706","CEN00048706","820","820","-4845194.0","-16.205555",NA,NA,NA,NA,"2011","12",NA,NA,"4",NA,NA,NA
"99","2019-06-05 10:33:44-03","UFG","HJ","4356","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2092","2005","03","23",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004356",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-06-05 10:33:44-03","UFG","HJ","4354","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","1957","2005","02","18",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004354",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-06-05 10:33:44-03","UFG","HJ","4353","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2828","2006","01","26",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004353",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-06-05 10:33:44-03","UFG","HJ","4351","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2910","2006","02","18",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004351",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-06-05 10:33:44-03","UFG","HJ","4352","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2066","2005","03","25",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004352",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-06-05 10:33:44-03","UFG","HJ","4359","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2217","2005","04","25",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004359",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-06-05 10:33:44-03","UFG","HJ","4355","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","1836","2005","01","24",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004355",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-06-05 10:33:44-03","UFG","HJ","4367","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2973","2006","02","18",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004367",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-06-05 10:33:44-03","UFG","HJ","4357","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2796","2006","01","24",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004357",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-06-05 10:33:44-03","UFG","HJ","4358","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, L.F.","2827","2006","01","24",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00004358",NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-13 11:24:56-03","USP","SPF","100753","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Anônimo","Oliveira, AA","2528","1995","05","07",NA,"Brasil","Mato Grosso",NA,"Faz. Santa Edwiges, várzea do Rio São Lourenço - 3 km além do Retiro Sinhorinho.","-55.187778","-16.628611",NA,NA,"SPF00100753",NA,NA,NA,"-55.187778","-16.628611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-13 11:24:56-03","USP","SPF","145315","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Esteves, GL","Hatschbach, G","39448","1977","01","12",NA,"Brasil","Bahia","Barreiras","Roda Velha.","-44.9900016784668","-12.1527996063232",NA,NA,"SPF00145315",NA,NA,NA,NA,NA,NA,NA,"152720","auto","1996",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-13 11:24:56-03","USP","SPF","122555","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Esteves, GL","Andrade-Lima, AD","583030","1958","04","09",NA,"Brasil","Goiás","Aragarças","Próximo à margem do Rio Araguaia.","-52.2508010864258","-15.897500038147",NA,NA,"SPF00122555",NA,NA,NA,NA,NA,NA,NA,"44227","auto","1996","10",NA,NA,NA,NA,NA,NA
"112","2019-11-13 11:24:56-03","USP","SPF","132495","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovickas, A","Hatschbach, G","66848","1997","08","13",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Águas Fria, 7 km na estrada para Rio Manso.","-55.749698638916","-15.460599899292",NA,NA,"SPF00132495",NA,NA,NA,NA,NA,NA,NA,"107042","auto","1998",NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:24:56-03","USP","SPF","141446","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Esteves, GL","Hatschbach, G","34048","1974","02","11",NA,"Brasil","Mato Grosso","Itiquira","Rio Corrente.","-54.1502990722656","-17.2089004516602",NA,NA,"SPF00141446",NA,NA,NA,NA,NA,NA,NA,"148503","auto","1996",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-13 11:24:56-03","USP","SPF","78371","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Esteves, GL","Sciamarelli, A","662","1990","05","19",NA,"Brasil","São Paulo","Cajuru","Fazenda Santa. Carlota - Cerrado 2.","-47.2999992370605","-21.2700004577637",NA,NA,"SPF00078371",NA,NA,NA,NA,NA,NA,NA,"21243","auto","1994","06",NA,NA,NA,NA,NA,NA
"115","2019-10-07 09:33:25-03","UEFS","HUEFS","94298","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","G.L.Esteves","Carvalho-Sobrinho, J.G.de","414","2005","04","06",NA,"Brasil","Bahia","Riachão das Neves","Estrada para o aterro Sanitário.","-44.910833","-13.780278",NA,"Cerrado.","HUEFS0094298","HUEFS0094298","600","600","44W54'39''","13S46'49''","Rosanae",NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA
"116","2019-10-07 09:33:25-03","UEFS","HUEFS","176977","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Pereira-Silva, G.","4960","2001","04","18",NA,"Brasil","Goiás","Minaçu",NA,"-48.2200012207031","-13.5331001281738",NA,"Mata (afloramento rochoso na margem do rio).","HUEFS0176977","HUEFS0176977",NA,NA,NA,NA,"Rosanae",NA,"54065","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-10-07 09:33:25-03","UEFS","HUEFS","176840","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Sevilha, A.C.","4071","2004","04","01",NA,"Brasil","Tocantins","Paraná","Fazenda Chaparral. Beira de riacho.","-47.4925","-12.925833",NA,"Mata.","HUEFS0176840","HUEFS0176840","361","361","47W29'33''","12S55'33''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-10-07 09:33:25-03","UEFS","HUEFS","176961","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Pereira-Silva, G.","7264","2003","02","20",NA,"Brasil","Goiás","Alexânia","Margem esquerda do rio Corumbá (próximo à ponte). Acesso secundário à Abadiânia.","-48.451944","-16.205556",NA,NA,"HUEFS0176961","HUEFS0176961","820","820","48W27'7''","16S12'20''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-10-07 09:33:25-03","UEFS","HUEFS","176967","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Pereira-Silva, G.","6288","2002","03","27",NA,"Brasil","Minas Gerais","Unaí","Cerca de 1 Km à montante do eixo da barragem. Margem direita do rio Arrependido.","-47.277778","-16.211944",NA,"Cerrado (Capoeira).","HUEFS0176967","HUEFS0176967","810","810","47W16'40''","16S12'43''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-10-07 09:33:25-03","UEFS","HUEFS","45920","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","V.A.de O.Dittrich","Harley, R.M.","53815","2000","04","01",NA,"Brasil","Bahia","Barreiras","Rio de janeiro, Cachoeira do Acaba Vidas.","-45.581111","-11.994167",NA,"Cerrado, com rio e cachoeira.","HUEFS0045920","HUEFS0045920",NA,NA,"45W34'52''","11S59'39''","Rosanae",NA,NA,NA,"2001","09",NA,NA,NA,NA,NA,NA
"121","2019-10-07 09:33:25-03","UEFS","HUEFS","94331","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","G.L.Esteves","Carvalho-Sobrinho, J.G.de","447","2005","04","06",NA,"Brasil","Bahia","Riachão das Neves","Estrada para o aterro Sanitário.","-44.910833","-13.780278",NA,"Cerrado.","HUEFS0094331","HUEFS0094331","600","600","44W54'39''","13S46'49''","Rosanae",NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA
"122","2019-10-07 09:33:25-03","UEFS","HUEFS","49294","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Hatschbach, G.","39448","1977","01","12",NA,"Brasil","Bahia","Barreiras","Roda Velha.","-44.9900016784668","-12.1527996063232",NA,"Afloramentos de arenito, borda da chapada.","HUEFS0049294","HUEFS0049294",NA,NA,NA,NA,"Rosanae",NA,"152720","auto",NA,NA,NA,NA,NA,NA,NA,NA
"123","2015-03-13 18:50:39-03","F","FMNH-SEEDPLANTS","V0241493F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241493F","V0241493F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-09-04 20:03:54-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,"J. B. E. Pohl","2895",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2015-03-13 18:50:38-03","F","FMNH-SEEDPLANTS","V0241488F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241488F","V0241488F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-03-13 18:50:39-03","F","FMNH-SEEDPLANTS","V0241490F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241490F","V0241490F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-03-13 18:50:39-03","F","FMNH-SEEDPLANTS","V0241491F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241491F","V0241491F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2015-03-13 18:50:39-03","F","FMNH-SEEDPLANTS","V0241492F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241492F","V0241492F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-03-13 18:50:39-03","F","FMNH-SEEDPLANTS","V0241494F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241494F","V0241494F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-01-25 15:42:23-02","IAC","IAC","17961","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A. Krapovickas","D.M. Dedecca & Swiercz","584","1955","05","24",NA,"Brasil","São Paulo","Matão","Fazendas Paulistas","-48.3658","-21.6033",NA,NA,NA,NA,NA,NA,"-48.3658","-21.6033",NA,NA,NA,NA,"1987","01","17",NA,NA,NA,NA,NA
"131","2019-01-25 15:42:23-02","IAC","IAC","50747","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","S.F. Smith","A. Macedo","s/nº","2002","05","08",NA,"Brasil","Minas Gerais","Campina Verde","Capão do Lajeado","-49.4864","-19.5356",NA,NA,NA,NA,NA,NA,"-49.4864","-19.5356",NA,NA,NA,NA,"2002","05","08",NA,NA,NA,NA,NA
"132","2019-01-25 15:42:23-02","IAC","IAC","50757","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","S.F. Smith","A. Macedo","s/nº","2006","04","23",NA,"Brasil","Minas Gerais","Campina Verde","Fazenda S. José do Lajiado","-49.4864","-19.5356",NA,NA,NA,NA,NA,NA,"-49.4864","-19.5356",NA,NA,NA,NA,"2006","04","23",NA,NA,NA,NA,NA
"133","2019-01-25 15:42:23-02","IAC","IAC","51024","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","A.J. Fernandes Jr.","I.M. Silva","37","2009","03","21",NA,"Brasil","São Paulo","São José do Rio Preto","Subdistrito de Talhado; Sítios Nossa Senhora Aparecida e São Sebastião","-49.3163889","-20.7080556",NA,"Coordenadas medidas 20o42`29`` S e 49o18`59``",NA,NA,NA,NA,"-49.3163889","-20.7080556",NA,NA,NA,NA,"2015","04","21",NA,NA,NA,NA,NA
"134","2020-07-23 12:12:11-03","CEPLAC","CEPEC","87440","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,"G. L. Esteves","G. Hatschbach","39448","1977","01","12",NA,"Brasil","Bahia","barreiras","Borda da Chapada. Roda Velha.","-44.9900016784668","-12.1527996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1996","152720","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-08-23 10:59:45-03","NHMLondon","NHM-LONDON-BOT","BM000583535","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapovickas",NA,"S. Moore; S.Moore","10","1891","08",NA,NA,"Brasil","Mato Grosso",NA,NA,"-55.929878","-13.163117",NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/817097323b0ceafa869b19925536d8899b92c932/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"-55.929878","-13.163117",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","NHMUK:ecatalogue:4981615",NA
"136","2019-11-01 15:03:37-03","UnB","UB","110906","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Irwin, HS","14974","1966","04","18","Southern America","Brasil","Goiás",NA,"35km ao NW de Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2019-11-01 15:03:37-03","UnB","UB","199390","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Heringer, EP","11623","1968","01","15","Southern America","Brasil","Distrito Federal",NA,"Rio Corumbá",NA,NA,NA,"Planta 2m. Flores róseas; Mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,NA,NA
"138","2019-11-01 15:03:37-03","UnB","UB","152178","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Krapovickas, A","Philcox, D; Ferreira, A","4481","1968","03","05","Southern America","Brasil","Mato Grosso","Xavantina","Base Camp, 1km N of Xavantina","-51.46","-12.49",NA,"Herb 60-70 cm tall. Flowers white; Cerrado-campo",NA,NA,NA,NA,"-51.46","-12.49",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 15:03:37-03","UnB","UB","199448","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","961","1993","06","11","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.866667","-15.766667",NA,"Herbácea 1,7m. Flores roxas. Folhas concolores; Cerrado",NA,NA,"995","995","-47.866667","-15.766667",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"140","2019-11-01 15:03:37-03","UnB","UB","2852","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1040","1993","10","04","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.866667","-15.883333",NA,"Com exudado; Flor rosa; Cerrado.",NA,NA,"1012","1012","-47.866667","-15.883333",NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,NA,NA
"141","2019-11-01 15:03:37-03","UnB","UB","95874","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Philcox, D","4044","1968","01","14","Southern America","Brasil","Goiás",NA,"51km ao N de Aragarças","-52.25","-15.85",NA,NA,NA,NA,NA,NA,"-52.25","-15.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-01 15:03:37-03","UnB","UB","7145","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília; Proença, CEB","1173","1997","01","15","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília, Centro Olímpico","-47.85","-15.75",NA,"Viscoso. Calículo verde-claro, cálice verde-claro, corola rosa-escuro na base.; Arbusto 1,5m. Flor rosa-claro; Na beira da estrada em cerrado perturbado. Topologia: Plano.",NA,NA,"1000","1000","-47.85","-15.75",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"143","2019-11-01 15:03:37-03","UnB","UB","7629","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília; Proença, CEB","1200","1997","10","11","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília, Centro Olímpico","-47.866667","-15.883333",NA,"Ramos avermelhados, viscosos, cálice verde 5 sépalas; 5 pétalas alvas com base vermelha; androf. vermelho; estames + 10 estiletes alvos.; Arbusto ereto 1,6m. Flor branca; Cerrado perturbado. Topologia: Plano. Solo: Latossolo vermelho amarelo.",NA,NA,"1012","1012","-47.866667","-15.883333",NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA
"144","2019-11-01 15:03:37-03","UnB","UB","95707","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Heringer, EP","13109","1974","02","26","Southern America","Brasil","Goiás","Caldas Novas","Caldas Novas","-48.625","-17.7417",NA,NA,NA,NA,NA,NA,"-48.625","-17.7417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-01 15:03:37-03","UnB","UB","95869","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Heringer, EP","14184","1974","12","23","Southern America","Brasil","Goiás","Caldas Novas","Caldas Novas","-48.75","-17.766667",NA,NA,NA,NA,NA,NA,"-48.75","-17.766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-01 15:03:37-03","UnB","UB","199435","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1336A","1999","02","02","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Arbusto 1,5m. Flores brancas roseadas; Cerrado perturbado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013","09",NA,NA,NA,NA,NA,NA
"147","2019-11-01 15:03:37-03","UnB","UB","199429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Leite, RRA","s.n.","1986","11","17","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Erva. Flor rosa; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013",NA,NA,NA,NA,NA,NA,NA
