"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"11","2020-11-04 11:14:42-03","ESALQ","ESA","80719","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Farias, R.; Rolim, S.G.; Uliana, V.L.C.R.; Righi, C.A.; Scaramuzza, C.A.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","720.0","2002","04","25",NA,"Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/ Floresta Ombrófila Densa Montana. Trilha da Represa.","-475.921","-24.033",NA,"Árvore de 14 m. Fruto imaturo verde.","ESA080719",NA,"Mazine, F.F.",NA,NA,NA,NA,NA,"-475,921","-24,033",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:42-03","ESALQ","ESA","125166","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Virillo, C.B.",NA,"2013","04","01",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE - Trilha da Chaminé, Floresta Ombrófila Densa na beira do ribeirão do veado","-47.204722","-24.110555",NA,NA,"ESA125166",NA,"Ivanauskas, N.M.",NA,NA,NA,NA,NA,"-47.204722","-24.110555",NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:42-03","ESALQ","ESA","104961","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Freire, G.Q.","145.0","2006","04","11",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104961",NA,"Freire, G.Q. & Siqueira, G.",NA,NA,"2006","04","14",NA,NA,NA,"48094","auto",NA,NA,NA
"14","2020-11-04 11:14:42-03","ESALQ","ESA","17724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, N.M. ; Maestro, A.L.","135.0","1995","04","19",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA017724",NA,"Aguiar, O.T.",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"15","2020-11-04 11:14:42-03","ESALQ","ESA","62172","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Sampaio, D. et al.","156.0","1999","01","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA062172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"16","2020-11-04 11:14:42-03","ESALQ","ESA","52030","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Lima, R.A.F.","464.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"no sub-bosque","ESA052030",NA,NA,"400","400",NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"17","2020-11-04 11:14:42-03","ESALQ","ESA","109811","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30187.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"18","2020-11-04 11:14:42-03","ESALQ","ESA","109816","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29349.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"19","2020-11-04 11:14:42-03","ESALQ","ESA","109810","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30186.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"20","2020-11-04 11:14:42-03","ESALQ","ESA","82477","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","455.0","2002","10","29",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota)","-47.9199981689453","-24.3799991607666",NA,"Árvore. Tronco verde bem liso. Vegetativo. Amostras coletadas para análise macromolecular.","ESA082477",NA,"Duarte, A.R.",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"21","2020-11-04 11:14:42-03","ESALQ","ESA","87949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Lucas, E.J. et al.","85.0","2003","01","26",NA,"Brasil","São Paulo","Carlos Botelho",NA,NA,NA,NA,NA,"ESA087949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:42-03","ESALQ","ESA","109413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Duarte, A.R.","536.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA109413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"23","2020-11-04 11:14:42-03","ESALQ","ESA","109814","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29347.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"24","2020-11-04 11:14:42-03","ESALQ","ESA","28898","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, N.M.","730.0","1995","12","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028898",NA,"Ivanauskas, N.M.",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"25","2020-11-04 11:14:42-03","ESALQ","ESA","28968","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Ivanauskas, N.M.","222.0","1995","06","21",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"26","2020-11-04 11:14:42-03","ESALQ","ESA","28897","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, N.M.","729.0","1995","12","01",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA028897",NA,"Matsumoto, K.",NA,NA,"2011",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA
"27","2020-11-04 11:14:42-03","ESALQ","ESA","109809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30185.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"28","2020-11-04 11:14:42-03","ESALQ","ESA","109812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30188.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"29","2020-11-04 11:14:42-03","ESALQ","ESA","109815","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29348.0","2002","12","14",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"30","2020-11-04 11:14:42-03","ESALQ","ESA","109808","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30184.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"31","2015-07-02 14:03:17-03","JBP","HPL","5117","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","R. Tsuji","1060","2005","09","16",NA,"Brasil","SP","São Miguel Arcanjo","Coletado no Parque Estadual de Carlos Botelho, em interior de mata, dentro das parcelas permanentes.","-47.99","-23.87",NA,NA,NA,NA,"R. Tsuji",NA,NA,"2005","09","16",NA,NA,NA,"27904","auto",NA,NA,NA
"32","2019-08-27 13:31:26-03","IAP","PACA-AGP","65905","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Reitz & Klein","2048","1954","08","20",NA,"Brasil","SC","Itajaí","Braço Joaquim, Luís Alves","-48.6618995666504","-26.9078006744385",NA,"8m de altura e fruto maduro preto. HBR 15047. Habitat: mata Hábito: arvoreta","PACA065905",NA,"C. D. Legrand","300","300","1957",NA,NA,NA,NA,"Magnoliatae","27253","auto",NA,NA,NA
"33","2019-08-27 13:31:26-03","IAP","PACA-AGP","65459","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Reitz & Klein","1965","1954","07","17",NA,"Brasil","SC","Itajaí","Luís Alves, Braço Joaquim","-48.6618995666504","-26.9078006744385",NA,"7m de altura e fruto imaturo verde. HBR 14956. Habitat: mata Hábito: arvoreta","PACA065459",NA,"C. D. Legrand","300","300","1957",NA,NA,NA,NA,"Magnoliatae","27253","auto",NA,NA,NA
"34","2021-03-24 17:09:34-03","UFES","SAMES","4021","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ribeiro,M.; Coelho,R.;Marcarini,L.","744","2012","01","10",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Mata Alta sobre Tabuleiro, km 4 da estrada interna.","-39.7322006225586","-18.5932998657227",NA,"Árvore de seis metros de altura, fruto verde.","SAMES04021",NA,"Souza,M.C.;Giaretta,A.",NA,NA,"2012","05","05","-398050000.0","-182625000.0",NA,"41644","auto",NA,NA,NA
"35","2021-03-24 17:09:34-03","UFES","SAMES","4020","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ribeiro,M.; Almeida,T.R.R.","619","2011","09","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta Alta de Tabuleiro, km 3 ao 4 da estrada interna.","-39.7322006225586","-18.5932998657227",NA,"Árvore de oito metros. Inflorescência jovens com botões marrons claros.","SAMES04020",NA,"Giaretta,A.",NA,NA,"2011","12","19","-398050000.0","-182625000.0",NA,"41644","auto",NA,NA,NA
"36","2021-03-24 17:09:36-03","UFES","SAMES","3966","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","neosuaveolens","Myrcia neosuaveolens","E.Lucas & C.E.Wilson","Menezes,L.F.T.; Figueiredo,D.D.;Giaretta,A.O.;Lobão,A.Q.","1885","2009","02","12",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica do Córrego Grande. Floresta alta de tabuleiro.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 6m, com frutos verdes.","SAMES03966",NA,"M.C.Souza.",NA,NA,"2019","09","05","-398050000.0","-182625000.0",NA,"41644","auto",NA,NA,NA
"37","2020-06-07 20:20:22-03","UFCG","CSTR","3064","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Silva, C.G.","32","2011","03","06",NA,"Brasil","Ceará","Milagres","Mata Ciliar, solo Areno argiloso.","-38.907389","-7.297778",NA,"Arbusto com 3 m de alt, folhas coriáceas, frutos de cor verde claro com manchas roxas.; Fazenda Nazaré prox a aroeira.",NA,NA,"Silva, C.G.","370","370","2011","03","06","-38.907389","-7.297778",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:36:27-03","UNICAMP","UEC","200142","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Padgurschi, MCG; Belinello, R","M1994","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 16 metros de altura. Frequência da espécie na parcela: n=2","UEC177767",NA,"Meireles, LD","990","1045","2016",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:27-03","UNICAMP","UEC","200684","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Pereira, LS; Belinello, R; Gomes, JAMA","N979","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Frequência da espécie na parcela: n=4; Mata Atlântica","UEC158075","UEC158075","Meireles, LD","990","1045","2017",NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:27-03","UNICAMP","UEC","124484","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM","730","1995","12",NA,NA,"Brazil","São Paulo","Pariquera-Açu","Propiedade de Antonio Povinski.","-47.876944","-24.675833",NA,"Árvoretca. 11m, Casca externa descamante em placas retangulares. Frutos. Individuos 730.; Floresta.","UEC008180","UEC008180","Ivanauskas, NM",NA,NA,NA,NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:27-03","UNICAMP","UEC","141785","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Matsumoto, K; Santos-Gonçalves, AP","783","2002","03","10",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Rio das Flores.","-42.526111","-22.436972",NA,"Árvore ca. 6m, flores velhas e frutos imaturos.","UEC008190","UEC008190","Matsemoto, K","1130","1130","2006",NA,NA,"-42.526111","-22.436972",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:27-03","UNICAMP","UEC","87356","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Martins, AB; et al.","29262","1996","11","15",NA,"Brazil","Rio de Janeiro","Parati","Entre Condomínio das Larangeiras e Praia do Somno.","-44.656944","-23.328333",NA,"Árvre de 8m.","UEC063805","UEC063805","Santos, MF",NA,NA,"2010","12",NA,"-44.656944","-23.328333",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:27-03","UNICAMP","UEC","91297","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM","222","1995","06","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 8m de alt. Tronco marrom esfoliante em verde. Frutos imaturos verdes.; Floresta Atlântica.","UEC033216","UEC033216","Ivanauskas, NM",NA,NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:27-03","UNICAMP","UEC","91358","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM; Maestro, AL","135","1995","04","04",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 4m de alt, tronco esfoliante, marrom descamado emm verde (cambuí). Frutos verdes.; Floresta Atlântica.","UEC033213","UEC033213","Aguiar, OT",NA,NA,"1995","10","10","-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:36:27-03","UNICAMP","UEC","95573","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM; Maestro, AL","135","1995","04","04",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 4m de alt, tronco esfoliante, marrom descamado emm verde (cambuí). Frutos verdes.; Floresta Atlântica.","UEC033215","UEC033215","Aguiar, OT",NA,NA,"1995","10","10","-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:36:27-03","UNICAMP","UEC","95582","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM","222","1995","06","21",NA,"Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico.","-47.876944","-24.608333",NA,"Árvore de 8m de alt. Tronco marrom esfoliante em verde. Frutos imaturos verdes.; Floresta Atlântica.","UEC033207","UEC033207","Ivanauskas, NM",NA,NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:36:27-03","UNICAMP","UEC","121379","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Pessoa, SVA; et al.","489","1989","05","30",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio Sophonites.","-42.5311012268066","-22.2819004058838",NA,"Árvore heliófila, folhas doiscolores verdes, frutos imaturos verde -escuros.","UEC008192","UEC008192",NA,"1100","1100",NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
