"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"198","2020-08-31 08:59:22-03","INPA","INPA","169788","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Beck, HT","324","Southern America","Brasil","Pará",NA,NA,"INPA0169788","INPA0169788 INPA0169788_e INPA0169788_e1","(L.) Wettst.","1987","11","Rio Anajás, Cuantã do Anajás. Rio Anajás between Anajás and Vista Alegre.","-49.825804","-0.95553","05","Anajás",NA,NA,NA,NA,"2002","-49.825804","-0.95553","10",NA,NA,NA,NA,NA
"199","2021-01-10 20:44:37-03","INPA","INPA","179658","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Costa, MAS","Costa, MAS","132","Southern America","Brasil","Amazonas",NA,NA,"INPA0179658","INPA0179658 INPA0179658_e","(L.) Wettst.","1995","02","Reserva Florestal Adolfo Ducke, Estrada de acesso, junto a guarita na entrada da Reserva.","-59.966667","-2.883333","03","Manaus",NA,NA,NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"200","2020-08-31 08:59:22-03","INPA","INPA","18670","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance, GT","3117","Southern America","Brasil","Amazonas",NA,NA,"INPA0018670","INPA0018670 INPA0018670_e","(L.) Wettst.","1966","11","Manaus-Caracarai km 12, Road Manaus-Caracaraí, km 12. Swamp beside small stream, sandy soil.","-60.035284","-2.874818","14","Manaus",NA,NA,NA,NA,NA,"-60.035284","-2.874818",NA,NA,NA,NA,NA,NA
"201","2021-01-10 20:44:37-03","INPA","INPA","191611","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Costa, MAS","Campos, MTVA do A.","592","Southern America","Brasil","Amazonas",NA,NA,"INPA0191611",NA,"(L.) Wettst.","1996","04","Reserva Florestal Adolfo Ducke, Sabiá 2, ao lado da casa da sede.","-59.966667","-2.883333","01","Manaus",NA,NA,NA,NA,"1997","-59.966667","-2.883333","08",NA,NA,NA,NA,NA
"202","2020-08-31 08:59:22-03","INPA","INPA","19488","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Silva, MF da","Prance, GT","3864","Southern America","Brasil","Amazonas",NA,NA,"INPA0019488","INPA0019488 INPA0019488_e","(L.) Wettst.","1967","01","Tarumã, Cachoeira Baixa do Tarumã. Beside river, on sandy soil.","-60.096261","-2.874326","02","Manaus",NA,NA,NA,NA,"1969","-60.096261","-2.874326",NA,NA,NA,NA,NA,NA
"203","2020-08-31 08:59:22-03","INPA","INPA","198172","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Ramos, JF","Barbosa, EM","29","Southern America","Brasil","Pará",NA,NA,"INPA0198172","INPA0198172 INPA0198172_e","(L.) Wettst.","1996",NA,"Mina Saracá, Mineração Rio do Norte, Porto Trombetas - Mina Saracá","-56.45","1.7",NA,"Oriximinã",NA,NA,NA,NA,"1998","-56.45","1.7","10",NA,NA,NA,NA,NA
"204","2020-08-31 08:59:22-03","INPA","INPA","198302","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Ramos, JF","Barbosa, EM","245","Southern America","Brasil","Pará",NA,NA,"INPA0198302","INPA0198302 INPA0198302_e","(L.) Wettst.","1999",NA,"Mina Saracá, Mineração Rio do Norte, Porto Trombetas, Mina Saracá e adjacências","-56.45","1.7",NA,"Oriximinã",NA,NA,NA,NA,"1998","-56.45","1.7",NA,NA,NA,NA,NA,NA
"205","2021-01-10 20:44:37-03","INPA","INPA","206554","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Costa, MAS","Souza, MAD de","562","Southern America","Brasil","Amazonas",NA,NA,"INPA0206554","INPA0206554 INPA0206554_e","(L.) Wettst.","1997","11","Reserva Florestal Adolfo Ducke, Próx. ao alojamento.","-59.966667","-2.883333","07","Manaus",NA,NA,NA,NA,"2000","-59.966667","-2.883333","03",NA,NA,NA,NA,NA
"206","2021-01-10 20:44:37-03","INPA","INPA","210483","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Costa, MAS","Costa, MAS","835","Southern America","Brasil","Amazonas",NA,NA,"INPA0210483","INPA0210483 INPA0210483_e","(L.) Wettst.","1998","10","Reserva Florestal Adolfo Ducke, Em frente ao alojamento.","-59.966667","-2.883333","16","Manaus",NA,NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA
"207","2020-08-31 08:59:22-03","INPA","INPA","271832","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Kinupp, VF","Lins, J","116","Southern America","Brasil","Amazonas",NA,NA,"INPA0271832",NA,"(L.) Wettst.","2012","05","Comunidade Pontão, Quintal da Dona Irene","-58.192328","-2.832164","23","Silves","32","32",NA,NA,"2013","-58.192328","-2.832164","04",NA,NA,"01",NA,NA
"208","2020-08-31 08:59:22-03","INPA","INPA","29675","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Philcox, D","Prance, GT","11274","Southern America","Brasil","Amazonas",NA,NA,"INPA0029675","INPA0029675 INPA0029675_e","(L.) Wettst.","1971","04","Flutuante do INPA, Lower Rio Negro - INPA flutuante.","-60.025","-3.10194","01","Manaus",NA,NA,NA,NA,"1975","-60.025","-3.10194",NA,NA,NA,NA,NA,NA
"209","2020-08-31 08:59:22-03","INPA","INPA","32613","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Philcox, D","Prance, GT","14397","Southern America","Brasil","Amazonas",NA,NA,"INPA0032613","INPA0032613 INPA0032613_e","(L.) Wettst.","1971","07","Rio Curuquetê, vicinity of Cachoeira Santo Antônio, Rio Curuquetê, vicinity of Cachoeira Santo Antonio. Secondary growth around falls.","-65.710216","-8.89724","17",NA,NA,NA,NA,NA,"1975","-65.710216","-8.89724",NA,NA,NA,NA,NA,NA
"210","2020-08-31 08:59:22-03","INPA","INPA","35058","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Maas, H","Maas, PJM","508","Southern America","Brasil","Amazonas",NA,NA,"INPA0035058","INPA0035058 INPA0035058_e","(L.) Wettst.","1971","10","Parque 10, Recreation-ground near Parque 10, frequently treaded.","-60.017692","-3.140675","21","Manaus",NA,NA,NA,NA,"1972","-60.017692","-3.140675",NA,NA,NA,NA,NA,NA
"211","2020-08-31 08:59:22-03","INPA","INPA","40386","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Lleras, E","P17192","Southern America","Peru","Loreto",NA,NA,"INPA0040386","INPA0040386 INPA0040386_e INPA0040386_e1","(L.) Wettst.","1973","08","Rio Javari, Angamo Garrison, Rio Javari, Angamo Garrison. Fields, terra firme.",NA,NA,"05",NA,NA,NA,NA,NA,"2004",NA,NA,"07",NA,NA,NA,NA,NA
"212","2020-08-31 08:59:22-03","INPA","INPA","45739","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Rodrigues, WA","Ongley, JC","P21805","Southern America","Brasil","Amazonas",NA,NA,"INPA0045739","INPA0045739 INPA0045739_e","(L.) Wettst.","1974","04","Rio Cuieiras., Rio Cuieiras, 50km upstream, farm of Sr. Nemerio. Terra firme; fields of Sr. Nemerio.","-60.323634","-2.623595","02","Manaus",NA,NA,NA,NA,"1974","-60.323634","-2.623595",NA,NA,NA,NA,NA,NA
"213","2020-08-31 08:59:22-03","INPA","INPA","56830","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Vincent, KA","Estrela, MR","96-5476","Southern America","Brasil","Amazonas",NA,NA,"INPA0056830","INPA0056830 INPA0056830_e","(L.) Wettst.","1976","04","Próximo ao Campus Avançado. ao redor do Campus.","-63.166667","-7.516667","05","Humaitá",NA,NA,NA,NA,"1986","-63.166667","-7.516667",NA,NA,NA,NA,NA,NA
"214","2020-08-31 08:59:22-03","INPA","INPA","72676","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Vincent, KA","Mota, CDA da","2779","Southern America","Brasil","Amazonas",NA,NA,"INPA0072676","INPA0072676 INPA0072676_e","(L.) Wettst.","1977","11","Rio Maparí, Rio Maparí, beira do lago. Mata de várzea.",NA,NA,"27",NA,NA,NA,NA,NA,"1986",NA,NA,"10",NA,NA,NA,NA,NA
"215","2020-08-31 08:59:22-03","INPA","INPA","93749","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Vincent, KA","Silva, MG da","3689","Southern America","Brasil","Pará",NA,NA,"INPA0093749","INPA0093749 INPA0093749_e INPA0093749_e1","(L.) Wettst.","1978","11","Km 63 da estrada Itaituba, Jacarecanga, Parque Nac, Km 63 da estrada Itaituba, Jacareacanga, Parque Nacional do Tapajós. (I.B.D.F.) Reserva Biológ. Descampado dos arredores dos alojamentos.","-56.7","-4.3","12","Itaituba",NA,NA,NA,NA,"1986","-56.7","-4.3","10",NA,NA,NA,NA,NA
"216","2020-08-31 08:59:22-03","INPA","INPA","94243","S","Plantae","Dicotyledon Asterids","Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC de","Ferreira, CAC","1050","Southern America","Brasil","Pará",NA,NA,"INPA0094243","INPA0094243 INPA0094243_e INPA0094243_e1","(L.) Wettst.","1980","06","Rio Trombetas, Margem esquerda da estrada da cachoeira Porteira, paralela ao rio Trombetas, km 5.","-57.033516","-1.046046","18","Oriximiná",NA,NA,NA,NA,"2004","-57.033516","-1.046046","07",NA,NA,NA,NA,NA
"217","2021-01-26 13:55:34-03","IMA","MAC","52213","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","A.V.Scatigna","Chagas-Mota","10500",NA,"Brasil","Alagoas",NA,"Rastejante. Flores lilases. Frutos verdes.; Mata Atlântica.","MAC0052213","MAC0052213","(L.) Wettst.","2011","03","Estação Ecológica de Murici, Fazenda Triunfo.","-35.724414","-9.275003","24","Flexeiras",NA,NA,NA,NA,"2019","-35.724414","-9.275003","10",NA,NA,"22",NA,NA
"218","2021-01-26 13:55:34-03","IMA","MAC","43083","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","E.C.O.Chagas","Chagas-Mota; E.Gonçalves","4587",NA,"Brasil","Alagoas",NA,"Erva ca. 2 cm de altura. Flor branca.; Mata Pluvial Atlântica.","MAC0043083",NA,"(L.) Wettst.","2009","07","Serra da Saudinha.","-35.7352981567383","-9.6658296585083","31","Maceió",NA,NA,"34538","auto","2009",NA,NA,"07",NA,NA,"31",NA,NA
"219","2021-02-04 10:29:01-03","UFRPE","HST","22685","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","A.M.Miranda","L.B. Silva","96",NA,"Brasil","Pernambuco",NA,"Herbácea; flores brancas.","HST022685",NA,"(L.) Wettst.","2019","02","banco de sementes da Usina Trapiche, cultivado na Universidade Federal Rural de Pernambuco.","-35.1161003112793","-8.59082984924316","08","Sirinhaém",NA,NA,"20997","auto","2019",NA,NA,"04",NA,NA,NA,NA,NA
"220","2021-02-04 10:29:01-03","UFRPE","HST","21766","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","A.M.Miranda","L.B.Silva","34",NA,"Brasil","Pernambuco",NA,"Herbácea; caule crasso, verde; folhas levemente crassas; flores brancas.","HST021766",NA,"(L.) Wettst.","2017","01","banco de sementes da Usina Cruangi, cultivado na Universidade Federal Rural de Pernambuco.","-35.3182983398438","-7.50528001785278","16","Timbaúba",NA,NA,"17951","auto","2017",NA,NA,"01",NA,NA,"19",NA,NA
"221","2021-02-25 10:12:35-03","CVRD","CVRD","5574","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Vinícius Castro Souza","Folli, D.A.","2876","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Estrela branca","CVRD005574",NA,"(L.) Wettst.","1996","12",NA,"-40.0722007751465","-19.3910999298096","17","Linhares",NA,NA,"48094","auto","2002",NA,NA,"05","Magnoliopsida",NA,"01",NA,NA
"222","2021-02-25 10:12:35-03","CVRD","CVRD","6869","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Vinícius Castro Souza","Folli, D.A.","3924","América do Sul","BRASIL","ES",NA,"<ll>dwc_commonname:</ll> Estrela branca","CVRD006869","CVRD006869","(L.) Wettst.","2001","05","Crescendo à beira da estrada","-40.0722007751465","-19.3910999298096","15","Linhares",NA,NA,"48094","auto","2005",NA,NA,"11","Magnoliopsida",NA,"25",NA,NA
"223","2021-03-01 11:52:15-03","UFPE","UFP","55920","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Gomes, P","Gomes, P; Alves, M; Araujo, AA; Lucena, MFA; et al.","118",NA,"Brasil","Pernambuco",NA,"Erva em local encharcado; corola rosa.","UFP055920",NA,"L.","2005","07",NA,"-35.8375","-8.3325","31","Bezerros","713","713",NA,NA,"2007","-35.8375","-8.3325",NA,NA,NA,NA,NA,NA
"224","2020-09-12 05:00:02-03","US","US","2103300","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. A. Molina & F. A. Barkley","18v 187","South America - Neotropics","Venezuela","Amazonas",NA,NA,NA,NA,"(L.) Wettst.","1948","11","Río Orinoco en los alrededores de San Fernando","-67.7","4.05","24",NA,"250",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"225","2020-09-12 05:00:02-03","US","US","1323934","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Jenman","4740","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"(L.) Wettst.","1888","11","British Guiana. Bartica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"226","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Bidgood, S.","L. J. Gillespie & H. Persaud","1116","South America - Neotropics","Guyana","Pomeroon-Supenaam",NA,NA,NA,NA,"(L.) Wettst.","1989","4","Capoey Mission, west shore of Capoey Lake, ±5 km W of Queenstown","-58.5333","7.2","22",NA,NA,"10",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"227","2020-09-12 05:00:02-03","US","US","2582347A","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Barroso, G. M.","H. S. Irwin, H. Maxwell & D. C. Wasshausen","21629","South America - Neotropics","Brazil","Goiás",NA,NA,"US00078325",NA,"(L.) Wettst.","1968","3","Gallery forest, about 27 km s of parasio, goias",NA,NA,"23",NA,"600","600",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"228","2020-09-12 05:00:02-03","US","US","1987370","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. A. Steyermark","57774","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00808417",NA,"(L.) Wettst.","1944","8","Esmeralda Savanna, between Esmeralda and Esmeralda Ridge, near Orinoco R.","-65.55","3.16","21",NA,"150",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"229","2020-09-12 05:00:02-03","US","US","1190484","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"J. S. de la Cruz","2069","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,NA,"US00701795",NA,"(L.) Wettst.","1922","9","Upper Mazaruni R.",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"230","2020-09-12 05:00:02-03","US","US","82440","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","G. S. Jenman","4740","South America - Neotropics","Guyana",NA,NA,NA,"US00701794",NA,"(L.) Wettst.","1888","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"231","2020-09-12 05:00:02-03","US","US","3483055","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Holmgren, N. H., (NY), New York Botanical Garden","H. D. Clarke","3550","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00964147",NA,"(L.) Wettst.","1997","2","Rewa River; area near Great Falls","-58.6736","3.17778","12",NA,"90",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"232","2020-09-12 05:00:02-03","US","US","3474402","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Holmgren, N. H., (NY), New York Botanical Garden","T. Henkel & M. Chin","666","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,NA,"US00825793",NA,"(L.) Wettst.","1992","12","W bank of Essequibo River 0-2 km south of Wolga settlement","-58.6333","6.45","24",NA,NA,"15",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"233","2020-09-12 05:00:02-03","US","US","1190980","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","H. A. Gleason","372","South America - Neotropics","Guyana","Potaro-Siparuni",NA,NA,"US00701788",NA,"(L.) Wettst.","1921","6","Tumatumari Village, Potaro R.","-59","5.36","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"234","2020-09-12 05:00:02-03","US","US","63631","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Wilkes Explor. Exped.","s.n.","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US00829809","US00829809_01","(L.) Wettst.","1838",NA,"Tahiti / Rio Janeiro, Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"235","2020-09-12 05:00:02-03","US","US","2514868","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. A. Steyermark","88892","South America - Neotropics","Venezuela","Bolívar",NA,NA,"US00808416",NA,"(L.) Wettst.","1961","1","Cerro El Picacho, SE of; N of Las Nieves, 45 km N of Tumeremo, Altiplanicie de Nuria","-61.21","7.61","31",NA,"100","300",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"236","2020-09-12 05:00:02-03","US","US","2103296","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. A. Molina & F. A. Barkley","18v 180","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00808413",NA,"(L.) Wettst.","1948","11","Río Orinoco en los alrededores de San Fernando","-67.7","4.05","24",NA,"250",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"237","2020-09-12 05:00:02-03","US","US","2856099","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Wurdack, J. J., (US), US (UNITED STATES)","O. Huber","1318","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00808415",NA,"(L.) Wettst.","1977","12","Puerto Ayacucho, carretera hacia Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho","-67.6","5.61","7","Atures","75",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"238","2020-09-12 05:00:02-03","US","US","1661356","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","W. A. Archer","2455","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,NA,"US00701791",NA,"(L.) Wettst.","1934","8","Mazaruni Forest Station, vic.","-58.65","6.4","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"239","2020-09-12 05:00:02-03","US","US","3383523","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","P. Acevedo-Rodriguez, G. A. Aymard, P. E. Berry & R. Schargel","10369","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00625021",NA,"(L.) Wettst.","1998","2","Along road from Maroa to Yabita, vic. of old trail to Pimichin.","-67.4908","2.8739","23","Guainía",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"240","2020-09-12 05:00:02-03","US","US","2212704","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","H. S. Irwin","718","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00701786",NA,"(L.) Wettst.","1956","4","Rupununi Dist., 4 mi. N of Lethem","-59.78","3.41","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"241","2020-09-12 05:00:02-03","US","US","1231303","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. S. de la Cruz","2521","South America - Neotropics","Guyana","Pomeroon-Supenaam",NA,NA,"US00701789",NA,"(L.) Wettst.","1922","10","Waramuri Mission, Moruka R., Pomeroon Dist.","-58.86","7.61","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"242","2020-09-12 05:00:02-03","US","US","1283022","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","J. S. de la Cruz","3820","South America - Neotropics","Guyana","Barima-Waini",NA,NA,"US00701793",NA,"(L.) Wettst.","1923","4","Waini R., NW District","-59.7","8.3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"243","2020-09-12 05:00:02-03","US","US","3265909","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Philcox, D.","M. J. Jansen-Jacobs, E. Nic Lughadha, B. Welle & D. Gopaul","1832","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,"US00701796",NA,"(L.) Wettst.","1989","9","Konashen-area, Essequibo River. Airstrip Konashen","-58.68","1.56","25",NA,"250",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"244","2020-09-12 05:00:02-03","US","US","2143747","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","H. S. Irwin","216","South America - Neotropics","Guyana","Demerara-Mahaica",NA,NA,"US00701787",NA,"(L.) Wettst.","1954","4","Atkinson Field, 0.5 mi. W of","-58.25","6.48","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"245","2020-09-12 05:00:02-03","US","US","1661324","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","W. A. Archer","2381","South America - Neotropics","Guyana","Barima-Waini",NA,NA,"US00701792",NA,"(L.) Wettst.","1934","7","Mabaruma Compound, NW Dist.","-59.78","8.2","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"246","2020-09-12 05:00:02-03","US","US","3081835","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Wurdack, J. J., (US), US (UNITED STATES)","F. Guánchez M. & E. Melqueiro","3672","South America - Neotropics","Venezuela","Amazonas",NA,NA,"US00808418",NA,"(L.) Wettst.","1984","11","raudal Ceguera, río Autana, uunto a comunidad indigena de la etnia Piaroa","-67.46","4.8","15","Atures","100",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"247","2020-09-12 05:00:02-03","US","US","1056268","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","A. S. Hitchcock","17096","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,NA,"US00808412",NA,"(L.) Wettst.","1919","12","Penal Settlement, on W side of Essequibo River, near mouth of Mazaruni River","-58.65","6.4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"248","2020-09-12 05:00:02-03","US","US","3513283","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"A. M. Raynal","18643","South America - Neotropics","French Guiana",NA,NA,NA,"US00924239",NA,"(L.) Wettst.","1976","3","Saül, pres du village",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"249","2020-09-12 05:00:02-03","US","US","2141437","PreservedSpecimen","Plantae",NA,"Scrophulariales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Qualls, D. A.","H. S. Irwin","BG 42","South America - Neotropics","Guyana","Demerara-Mahaica",NA,NA,"US00701790",NA,"(L.) Wettst.","1953","3","Atkinson Field, S border","-58.25","6.48","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
