"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"46","2021-03-15 16:37:00-03","NY","NYBG","132232","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132232","NY00132232_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666161' target='other'> <mi>dwc_moreinfo</mi></a>","1723",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","isotype",NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","132251","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132251","NY00132251_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18942' target='other'> <mi>dwc_moreinfo</mi></a>","1323",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,"syntype",NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","132230","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132230","NY00132230_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666159' target='other'> <mi>dwc_moreinfo</mi></a>","1477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","132236","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx latifolia","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1852","10",NA,"Brazil","Amazonas",NA,"Prope Panuré ad Rio Uaupés.","-68.5121369","0.2251762",NA,NA,"NY00132236","NY00132236_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542396' target='other'> <mi>dwc_moreinfo</mi></a>","2477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"latifolia","isotype",NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","132235","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx firma","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","11",NA,"Brazil","Amazonas",NA,"Secus Rio Negro, Brasiliae septentrionalis, inter Barra [Manaus] et Barcellos.","-61.3486862","-1.9405183",NA,NA,"NY00132235","NY00132235_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352472' target='other'> <mi>dwc_moreinfo</mi></a>","1902",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"firma","isotype",NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","132234","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx firma","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132234","NY00132234_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352471' target='other'> <mi>dwc_moreinfo</mi></a>","1655",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"firma","isotype",NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","132250","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132250","NY00132250_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=18943' target='other'> <mi>dwc_moreinfo</mi></a>","1477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,"syntype",NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","132231","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132231","NY00132231_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666160' target='other'> <mi>dwc_moreinfo</mi></a>","1723",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","132233","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132233","NY00132233_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666158' target='other'> <mi>dwc_moreinfo</mi></a>","1477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","132232","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132232","NY00132232_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666161' target='other'> <mi>dwc_moreinfo</mi></a>","1723",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","isotype",NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","132230","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132230","NY00132230_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666159' target='other'> <mi>dwc_moreinfo</mi></a>","1477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","132231","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132231","NY00132231_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666160' target='other'> <mi>dwc_moreinfo</mi></a>","1723",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","132233","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx coriacea","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132233","NY00132233_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=666158' target='other'> <mi>dwc_moreinfo</mi></a>","1477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"coriacea","syntype",NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","132235","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx firma","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","11",NA,"Brazil","Amazonas",NA,"Secus Rio Negro, Brasiliae septentrionalis, inter Barra [Manaus] et Barcellos.","-61.3486862","-1.9405183",NA,NA,"NY00132235","NY00132235_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352472' target='other'> <mi>dwc_moreinfo</mi></a>","1902",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"firma","isotype",NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","132234","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx firma","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1851","07",NA,"Brazil","Amazonas",NA,"Prope Barra [Manaus], Prov. Rio Negro.","-59.9953079","-3.0673242",NA,NA,"NY00132234","NY00132234_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=352471' target='other'> <mi>dwc_moreinfo</mi></a>","1655",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"firma","isotype",NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","132236","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","sclerocalyx","Mapouria sclerocalyx latifolia","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1852","10",NA,"Brazil","Amazonas",NA,"Prope Panuré ad Rio Uaupés.","-68.5121369","0.2251762",NA,NA,"NY00132236","NY00132236_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542396' target='other'> <mi>dwc_moreinfo</mi></a>","2477",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,"latifolia","isotype",NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","132238","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","spruceana","Mapouria spruceana","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1853",NA,NA,"Brazil",NA,NA,"Ad flumina Casiquiari, Vasiva et Pacirmoni.",NA,NA,NA,NA,"NY00132238","NY00132238_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770832' target='other'> <mi>dwc_moreinfo</mi></a>","3343",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","132237","PreservedSpecimen","Plantae","Rubiaceae","Mapouria","spruceana","Mapouria spruceana","Müll.Arg.",NA,NA,NA,NA,"R. Spruce","1853",NA,NA,"Brazil",NA,NA,"Ad flumina Casiquiari, Pasiva et Pacirmoni.",NA,NA,NA,NA,"NY00132237","NY00132237_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770833' target='other'> <mi>dwc_moreinfo</mi></a>","3343",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","7252","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","killipii","Rudgea killipii","Standl.",NA,NA,NA,NA,"E. P. Killip","1926","12","11","Colombia","Santander",NA,"Mesa de los Santos","-73.035785","6.942517",NA,NA,"NY00007252","NY00007252_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376057' target='other'> <mi>dwc_moreinfo</mi></a>","15246","1500","1500","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1109265","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Humb., Bonpl. & Kunth) Steyerm.","D. C. Zappi",NA,NA,NA,"G. T. Prance","1971","10","15","Brazil","Amazonas",NA,"Basin of Rio Negro, between Ilha da silva & Tapuruquara. Black water flooded river margins.","-64.669932","-0.434626",NA,NA,"NY01109265","NY01109265_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362746' target='other'> <mi>dwc_moreinfo</mi></a>","15255",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","1109275","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"W. R. Anderson",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,"NY01109275","NY01109275_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362911' target='other'> <mi>dwc_moreinfo</mi></a>","10666",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","1109268","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"J. M. Silva",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01109268","NY01109268_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362820' target='other'> <mi>dwc_moreinfo</mi></a>","33045319",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1109271","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"B. V. Rabelo",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,"NY01109271","NY01109271_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362833' target='other'> <mi>dwc_moreinfo</mi></a>","2738",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1109274","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"I. L. do Amaral","1982","11","10","Brazil","Amazonas",NA,"Novo Japurá. Rio Japurá, margem direita, lago do Mapari. Mata de igapó, solo arenoso.","-66.9647","-1.8867",NA,NA,"NY01109274","NY01109274_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362894' target='other'> <mi>dwc_moreinfo</mi></a>","409",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","1109277","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"I. L. do Amaral","1982","11","11","Brazil","Amazonas","Novo Aripuanã","Rio Japurá, margem direita lago do Mapari. Mata de igapó, solo arenoso.","-66.9647","-1.8867",NA,NA,"NY01109277","NY01109277_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362953' target='other'> <mi>dwc_moreinfo</mi></a>","432",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1109276","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"J. M. Pires",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01109276","NY01109276_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362952' target='other'> <mi>dwc_moreinfo</mi></a>","998",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","1109280","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","D. C. Zappi",NA,NA,NA,"G. T. Prance","1973","09","12","Brazil","Amazonas",NA,"Rio Cuireras. Margin of Rio Brancinho. White water varzea.","-60.3200886","-2.5451154",NA,NA,"NY01109280","NY01109280_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362959' target='other'> <mi>dwc_moreinfo</mi></a>","17784",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-09-30 01:59:00-03","NY","NYBG","1109267","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia",NA,NA,NA,NA,NA,"J. M. Silva",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01109267","NY01109267_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362803' target='other'> <mi>dwc_moreinfo</mi></a>","34021278",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","1109264","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"A. A. de Oliveira","1993","03",NA,"Brazil","Amazonas",NA,"Reserva 1501 (Km 41) do PDBFF, 90 Km NNE de Manaus","-59.6854736","-2.3153702",NA,NA,"NY01109264","NY01109264_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362744' target='other'> <mi>dwc_moreinfo</mi></a>","1270","50","50","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","1109262","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Humb., Bonpl. & Kunth) Steyerm.","D. C. Zappi",NA,NA,NA,"G. T. Prance","1971","10","21","Brazil","Amazonas",NA,"Basin of Rio Negro, Rio Uneiuxi, 100-200km. above. Black water flooded savanna forest on sand.","-65.756268","-0.931904",NA,NA,"NY01109262","NY01109262_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362740' target='other'> <mi>dwc_moreinfo</mi></a>","15483",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","1109269","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"A. J. C. Ferreira",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01109269","NY01109269_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362829' target='other'> <mi>dwc_moreinfo</mi></a>","12010.826",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","1109285","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"A. A. de Oliveira","1993","01",NA,"Brazil","Amazonas",NA,"Reserva 1501 (Km 41) do PDBFF, 90 Km NNE de Manaus","-59.6854736","-2.3153702",NA,NA,"NY01109285","NY01109285_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362997' target='other'> <mi>dwc_moreinfo</mi></a>","532","50","50","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","1109284","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"W. R. Anderson",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,"NY01109284","NY01109284_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362995' target='other'> <mi>dwc_moreinfo</mi></a>","10735",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","1109272","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.",NA,NA,NA,NA,"J. M. Pires",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,"NY01109272","NY01109272_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362866' target='other'> <mi>dwc_moreinfo</mi></a>","998",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","1109263","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","J. A. Steyermark",NA,NA,NA,"G. T. Prance","1967","01","02","Brazil","Amazonas",NA,"Manaus, and Vicinity. Cachoeira baixa Tarumã. Baside river.","-60.0962609","-2.8743255",NA,NA,"NY01109263","NY01109263_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362742' target='other'> <mi>dwc_moreinfo</mi></a>","3858",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","1005832","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"E. L. Taylor","1983","04","04","Brazil","Maranhão","Santa Luzia","Fazenda AGRIPEC (Varig Airlines); 7 km. W of Buriticupu on BR 222; 11 km. from entrance, along Fazenda road to Rio Pindare where Carajas railroad runs parallel to river.","-46.4","-4.05",NA,NA,"NY01005832","NY01005832_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098427' target='other'> <mi>dwc_moreinfo</mi></a>","E1145",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","1109286","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"A. A. de Oliveira","1993","03",NA,"Brazil","Amazonas",NA,"Reserva 1501 (Km 41) do PDBFF, 90 Km NNE de Manaus","-59.6854736","-2.3153702",NA,NA,"NY01109286","NY01109286_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362999' target='other'> <mi>dwc_moreinfo</mi></a>","1783","50","50","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","1109282","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","Steyerm.","B. M. Boom",NA,NA,NA,"C. A. Cid Ferreira","1982","11","21","Brazil","Amazonas",NA,"Novo Japurá. Fronteira de Brasil e Colombia, Vila Bittencourt, rio Apapóris, margem esquerda, igarapé Preguiça, proximo ao 3º Beque de infantaria, mata de igapó, solo argilo-arenoso.","-69.4263813","-1.3996708",NA,NA,"NY01109282","NY01109282_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1362969' target='other'> <mi>dwc_moreinfo</mi></a>","3773",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
