"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2021-04-07 11:40:44-03","UFMS","CGMS","16638","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","A. Pott; V.J. Pott","J.M. Longo; L.P. Tadei; C. Aoki","70","2004","10","29",NA,"Brasil","Mato Grosso do Sul","Nascente do Rio Sucuriú.","-53.1291999816895","-18.5438995361328",NA,"Flor amarelada. Habitat: Cerrado. Habito: Subarbusto subereto. 0,60m de altura.","CGMS1045936",NA,"Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76958","auto",NA,NA,NA
"12","2021-04-07 11:40:44-03","UFMS","CGMS","9445","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","A. Pott & V.J. Pott","A. Sangalli; M.V. Camargo",NA,"1999","12","29",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Madalena.","-54.8055992126465","-22.2210998535156",NA,NA,"CGMS001565",NA,"Dourados",NA,NA,NA,"2012","03","21",NA,NA,NA,"74744","auto",NA,NA,NA
"13","2021-04-07 11:40:44-03","UFMS","CGMS","58834","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.",NA,"A. Pott; I.S. Dutra","14046","2006","02","23",NA,"Brasil","Mato Grosso do Sul","Estrada de fazendas, 0,5 km sul da Rodovia MS-382, a 5 km de Guia Lopes da Laguna para Bonito.","-56.114200592041","-21.457799911499",NA,"Flor esverdeada com tépalas internas vermelhas. Fruto imaturo glauco. Habitat: Pastagem de Brachiaria com regeneração de cerrado. Solo arenoso. Relevo quase plano. Habito: Subarbusto. 0,6-1,2 m de altura. Ocasional.","CGMS001562",NA,"Guia Lopes da Laguna",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44012","auto",NA,NA,NA
"14","2020-04-22 16:17:13-03","UFPB","JPB","2352","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Bazante, ML","Chaves, MJ","192","1968","10","11","Southern America","Brasil","Mato Grosso",NA,NA,NA,NA,"; HABITAT: Cerrado.; DESC: Subarbusto com xilopódio folhas amplexicaule.",NA,NA,"Xavantina",NA,NA,NA,"2016","12","05",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:11:53-03","MBM","MBM","24470","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fries","Rooden, J. van","Hatschbach, G.","26098","1971","01","24","Southern America","Brazil","Mato Grosso","Fazenda Bela Vista",NA,NA,NA,NA,"MBM024470","MBM024470","Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:11:53-03","MBM","MBM","67014","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fries",NA,"Krapovickas, A.; et al.; et al.","34357","1979","01","19","Southern America","Brazil","Mato Grosso","68km E de Ponta Porã, camino a Dourados",NA,NA,NA,NA,"MBM067014","MBM067014","Ponta Porã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:11:53-03","MBM","MBM","78232","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fries","Johnson, D.M.","Hatschbach, G.","45860","1982","12","10","Southern America","Brazil","Mato Grosso","Amambai, arredores",NA,NA,NA,NA,"MBM078232","MBM078232","Amambai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:11:53-03","MBM","MBM","184071","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fries","Mello-Silva, R.","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63671","1995","10","20","Southern America","Brazil","Mato Grosso","Rodovia para Água Fria, km 30-35","-55.749698638916","-15.460599899292",NA,NA,"MBM184071","MBM184071","Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA
"19","2015-10-02 20:58:59-03","MNHN","RECOLNAT_MNHN_P","P00734945","PreservedSpecimen",NA,NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Rainer","Hassler, E.",NA,NA,"12",NA,NA,"Paraguay",NA,"In regione cursus superioris fluminis Apa",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734945' target='other'> <mi>dwc_moreinfo</mi></a>","P00734945","P00734945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","Iter ad Paraguariam septentrionalem/8119",NA
"20","2017-08-29 08:06:00-03","MO","MOBOT","1474327","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fr.","H. Rainer (WU)","Elsa M. Zardini|Leongino Guerrero","Zardini 54039","2000","5","8","South America","Paraguay","Amambay","Trail to Arroyo Estrella.","-56.4380555","-22.1211111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1203","3"
"21","2008-05-27 22:02:00-03","MO","MOBOT","1476599","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fr.","H. Rainer (WU)","Elsa M. Zardini|M. Vera","Zardini 54335","2000","5","11","South America","Paraguay","Concepción","Around Sargento José E. López. Cerrado scrub.","-56.87888","-22.55166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1206","1"
"22","2020-07-22 14:41:00-03","MO","MOBOT","2493694","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E. Fr.","Spichiger, R.","Émile Hassler","Hassler 8119","1902","12",NA,"South America","Paraguay","Concepción","In campis in regione cursus superioris fluminis Apa. Inter ad paraguariam septentrionalem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"23","2020-08-31 09:11:58-03","INPA","INPA","42458","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Rooden, J van","Prance, GT","18967","1973","10","14","Southern America","Brasil","Mato Grosso","Véu de Noiva, Vicinity of Veu de Noiva; Chapada dos Guimarães.","-56.181847","-14.860616",NA,NA,"INPA0042458","INPA0042458 INPA0042458_1e INPA0042458_e INPA0042458_e1 INPA0042458_nd",NA,NA,NA,NA,"1971",NA,NA,NA,"-56.181847","-14.860616",NA,NA,NA,NA,NA
"24","2019-09-05 15:28:00-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla",NA,NA,"E. Hassler","8119","1901","12",NA,"South America","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"25","2018-02-26 18:31:34-03","UFMT","UFMT","1103","S","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Silva, R.M.","Cordeiro, I.; Catharino, E.L.M.; Ribeiro, W.; Simonetti, C.; Machado, C.","1095","1992","11","22",NA,"Brasil","Mato Grosso do Sul","Estrada entre Bataguaçu e Brasilândia, Fazenda Santa Encarnação.","-52.4221992492676","-21.7141990661621",NA,"Subarbusto, alt. 1,0m. botões verdes, folhas adultas glaucas, castanhas quando jovens.; Cerrado sensu stricto, colinas de arenito caiuã.",NA,NA,"Bataguaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA
"26","2019-11-21 09:58:17-03","IBt","SP","263733","S","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Rainer, H","Cordeiro, I; Catharino, ELM; Ribeiro, W; Simonetti, C; Machado, C","1058","1992","11","22",NA,"Brasil","Mato Grosso do Sul","Estrada entre Bataguassu e Brasilândia. Fazenda Santa Encarnação","-52.4221992492676","-21.7141990661621",NA,NA,"SP023133","SP023133","Bataguassu",NA,NA,NA,"2006",NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA
"27","2019-11-21 09:58:17-03","IBt","SP","263738","S","Plantae",NA,NA,"Annonaceae","Annona","glaucophylla","Annona glaucophylla","R.E.Fr.","Rainer, H","Cordeiro, I; Catharino, ELM; Ribeiro, W; Simonetti, C; Machado, C","1095","1992","11","22",NA,"Brasil","Mato Grosso do Sul","Estrada entre Bataguassu e Brasilândia. Fazenda Santa Encarnação","-52.4221992492676","-21.7141990661621",NA,NA,"SP023134","SP023134","Bataguassu",NA,NA,NA,"2006",NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA
