"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","infraspecificEpithet","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"281","2013-07-30 11:55:00-03","MO","MOBOT","100615807","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","F. Javier Fernández Casas|J. Molero","1982","2",NA,"South America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"Fernández Casas 6213",NA,"Unos 50 km al Sur de Bellavista por la carretera a Yby Yaú, bosquete ralo.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"282","2013-07-30 12:01:00-03","MO","MOBOT","100615810","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Troels M. Pedersen","1955","1","22","South America","Paraguay","Central",NA,NA,NA,NA,NA,NA,"Pedersen 3138",NA,"Dry banks. Villa Elisa.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"283","2013-07-30 12:05:00-03","MO","MOBOT","100615812","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Émile Hassler",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"Hassler 8356",NA,NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"284","2013-07-30 12:10:00-03","MO","MOBOT","100615814","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Fátima Mereles","1991","3","8","South America","Paraguay","Presidente Hayes",NA,NA,NA,NA,NA,NA,"Mereles H. 4002",NA,"Ruta Trancschaco, Km. 82.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"285","2013-07-30 12:24:00-03","MO","MOBOT","100615818","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","F. Javier Fernández Casas|J. Molero","1982","2","12","South America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"Fernández Casas 6280",NA,"Afueras de Bellvista, malezas claras y secas junto al rio Apa.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"286","2013-08-05 12:01:00-03","MO","MOBOT","100617523","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Timothy J. Killeen","1985","5","15","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Killeen 929","Nuflo de Chavez","Rancho Zapocoz, 80 km SE of Concepción.","-61.6333333","-16.4833333","450.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colin (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"287","2013-08-05 12:09:00-03","MO","MOBOT","100617528","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","R.C. Quevedo","1991","3","18","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Quevedo Sopepí 494","Nuflo de Chavez","San Ramón. Puquio Sur-Ladera SW.","-62.45","-16.6375","580.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"288","2015-04-22 18:32:00-03","MO","MOBOT","100810669","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Abundio Sagástegui A.|José Mostacero L.|Segundo Leiva G.|J. Pairazaman","1983","10","6","South America","Peru","La Libertad",NA,NA,NA,NA,NA,NA,"Sagástegui Alva 643","Trujillo","Cerro Cabezon",NA,NA,"500.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colin (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"289","2016-09-21 12:02:00-03","MO","MOBOT","100929991","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","William R. Anderson","1973","3","25","South America","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"Anderson 7961",NA,"3 km by road S of São João da Aliança.",NA,NA,"1040.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","E.D. da Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"290","2013-07-29 16:18:00-03","MO","MOBOT","78344","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini","1988","12","17","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 8845",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-134",NA,"3",NA
"291","2008-05-27 22:02:00-03","MO","MOBOT","1009538","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","M. Menacho","1994","2","10","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Menacho Viruez 441","Warnes","Pampa de Viru-Viru 17 km al N de la ciudad Sta. Cruz, propiedad aerop. Viru-Viru; sabana con islas de bosques y dunas de arena estabilizadas con quemas frecuentes. Suelos arenosos.","-63.15666","-17.66277","370.00000000","380.00000000",NA,"(Nees & Mart.) Maréchal & Baudet","L. Torrez Colin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"292","2008-05-27 22:02:00-03","MO","MOBOT","1009550","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","M. Menacho|E. Gutiérrez","1994","2","13","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Menacho Viruez 462","Warnes","Pampa de Viru-Viru a 17 km al N de ciudad Sta. Cruz, Aeropuerto Int. Viru-Viru. Sabana con islas de bosque y dunas de arena estabilizadas, quemas frecuentes; suelos arenosos.","-63.15861","-17.65833","380.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Menacho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"293","2020-10-15 15:56:00-03","MO","MOBOT","101228961","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee","2009","3","22","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 56026","Andrés Ibáñez","Along dirt road at entrance to new urbanización of Banco Bisa, ca. 200 m W of Santa Cruz-Warnes highway and just E of the new urbanización.","-63.1638889","-17.6319445","370.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"294","2008-05-27 22:02:00-03","MO","MOBOT","107157","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Charlotte M. Taylor|et al.","1994","3","20","South America","Argentina","Jujuy",NA,NA,NA,NA,NA,NA,"Taylor 11376",NA,"Depto. Ledesma: N of San Pedro ca. 28-35 km by road. Moist, weedy roadsides. Plants treated with alcohol before drying.","-64.78333","-24","500.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","E. Ulibarri (SI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"168",NA,"3",NA
"295","2013-07-29 16:29:00-03","MO","MOBOT","108776","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","A. Aguayo","1989","5","13","South America","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,"Aguayo 130",NA,"Parque Nacional Ybycu'í. Matorral al borde del camino de la Administración.","-56.8333333","-26.05",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,"4",NA
"296","2012-04-12 05:10:00-03","MO","MOBOT","1322343","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Alfredo F. Fuentes","1998","5","22","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Fuentes Claros 2369","Cordillera","Estancia Rancho Chico (puesto nuevo) y alrededores. Complejo de sabanas(Aristida mendocina, Heteropogon melanocarpus, Lantana sp), arbustales(Chloroleucon chacoense-Acacia sp) y bosques chaqueños(Schinopsis quebracho colorado-Stetsonia coryne) xéricos bien drenados, degradados por fuego y ganaderia. Terreno suavemente ondulado, suelos arenosos.","-62.60388","-20.12777","400.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","R. Vanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2008-05-27 22:02:00-03","MO","MOBOT","1521615","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 48821",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2013-08-05 11:58:00-03","MO","MOBOT","1525377","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee","1989","1","29","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 37780","Andrés Ibáñez","City of Santa Cruz, along Primer Anillo, west of center.","-63.1833333","-17.7833333","420.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colin (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"299","2008-05-27 22:02:00-03","MO","MOBOT","1526110","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 49090",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2008-05-27 22:02:00-03","MO","MOBOT","1526191","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 49095",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","1527080","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 48148",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5","680.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2008-05-27 22:02:00-03","MO","MOBOT","1529302","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 48290",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5","580.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2008-05-27 22:02:00-03","MO","MOBOT","1532422","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 48482",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","450.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2013-08-05 12:04:00-03","MO","MOBOT","1534373","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee","1987","1","13","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 33466",NA,"Along road from Santa Cruz to Samaipata, 1 km, SW of Angostura.","-63.5166667","-18.15","650.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colin (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"305","2008-05-27 22:02:00-03","MO","MOBOT","1535029","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 48635",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","420.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2008-05-27 22:02:00-03","MO","MOBOT","1718769","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Israel G. Vargas C.|S. Ortiz","1994","11","13","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Vargas Caballero 3656","Andrés Ibáñez","alrededores de Tierras Nuevas - El Palmar, 8 km al SW de la ciudad de Santa Cruz de la Sierra. Bosque natural muy intervenido, por chaqueo y áreas de cultivo, márgenes de los lotes con arbolitos hasta 12 m de altura.","-63.21666","-17.86666","430.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","D.G. Debouck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2017-07-13 05:17:00-03","MO","MOBOT","2250108","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Angel L. Cabrera|Silvia M. Botta|Cecilia Ezcurra|Ana M. Ragonese|Marcelo D. Vázquez Á.","1978","11","14","South America","Argentina","Salta",NA,NA,NA,NA,NA,NA,"Cabrera 29854","Orán","Camino a Aguas Blancas",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","Drewes, S. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2012-05-09 05:09:00-03","MO","MOBOT","2250139","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","2002","1","16","South America","Argentina","Salta",NA,NA,NA,NA,NA,NA,"Seijo 2738","San Martín","Ruta 34, Km 1377, a 8 Km de Ballivián. Camino paralelo a las vías férreas.","-63.89083","-23.00611","359.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","Seijo, G. J., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2009-07-31 09:44:00-03","MO","MOBOT","2292836","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","1992","3","30","South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,"Fortunato 3415","Patiño","25 km al NNW de Las Lomitas, por ruta 32.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2009-07-31 09:44:00-03","MO","MOBOT","2292860","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","1992","3","30","South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,"Fortunato 3384","Patiño","Ea. Muchutti, a 5 km al N de Lomitas por ruta 28.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2009-07-31 09:44:00-03","MO","MOBOT","2292872","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Renée H. Fortunato|Susana Crespo|Elisa G. Nicora|Colaboradores","1992","3","28","South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,"Fortunato 3283","Patiño","5 km del crucde de la ruta Perín-Bañadero, en direcc. a Comandante Fontana.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","Fortunato, R. H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2008-05-27 22:02:00-03","MO","MOBOT","2535409","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","David E. Williams|et al.","1988","2","2","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Williams 650","Andrés Ibáñez","Jardín Botánico de Santa Cruz, 12 km E. of the center of Santa Cruz on the south side of the road to Cotoca.","-63.06666","-17.76666","375.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","R. Barneby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2009-09-02 07:28:00-03","MO","MOBOT","3207050","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Michael H. Nee|T. Andres","2005","4","21","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Nee 52908",NA,"Prov. Warnes, 6 km NE of railroad crossing on E side of Warnes, on dirt road. Former subtropical semideciduous forest and probably savanna openings. Flat, sandy soil.","-63.11694","-17.47944","330.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2015-08-23 05:45:00-03","MO","MOBOT","3207774","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","B.L. Stannard|Wilson Ganev|R.F. Queiroz","1992","3","11","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,"Stannard 51868",NA,"Mun. Abaíra: Estrada Abaíra-Piatã, 4 km de Abaíra.","-41.68333","-13.23333","800.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","G.P. Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2012-06-06 05:06:00-03","MO","MOBOT","3208060","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Lourdes Rico A.","2003","2","24","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Rico Arce 1367",NA,"Warnes, El Chorrito, on the road to Bermejo. River bank with relicts of deciduos forest with Anadenanthera, Tipuana and Machaerium, sandy soil.","-63.52333","-18.16805","663.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2013-06-24 09:48:00-03","MO","MOBOT","3211187","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Aurelio Schinini","1973",NA,NA,"South America","Paraguay","Central",NA,NA,NA,NA,NA,NA,"Schinini Cacace 6273",NA,"Itá Enramada.",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","D. G. Debouck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"317","2013-07-29 16:36:00-03","MO","MOBOT","75957","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|et al.","1987","5","22","South America","Paraguay","Central",NA,NA,NA,NA,NA,NA,"Zardini 2407",NA,"a 400 mts desvío a San Bernardino",NA,NA,NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"318","2013-10-09 05:40:00-03","MO","MOBOT","78122","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1989","2","17","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 10898",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest on eastern slope.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53",NA,"4",NA
"319","2013-07-29 16:33:00-03","MO","MOBOT","78227","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini","1988","12","17","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 8833",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-134",NA,"3",NA
"320","2013-10-09 05:40:00-03","MO","MOBOT","78656","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1988","12","17","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 8875",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-136",NA,"4",NA
"321","2013-07-29 16:36:00-03","MO","MOBOT","82820","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|E. Velázquez","1990","3","3","South America","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,"Zardini 19736",NA,"Eastern side of Río Piribebuy basin, 17 km W of Arroyos y Esteros. Inundated savanna on clay.","-57.25","-25.1333333",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"305",NA,"4",NA
"322","2013-10-09 05:40:00-03","MO","MOBOT","83554","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1989","7","23","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 13639",NA,"Cordillera de Ybytyruzú. Road to Polilla. Cerro Acatí. Forest.","-56.1666667","-25.9166667","800.00000000",NA,NA,"(Nees & Mart.) Maréchal & Baudet","Ronald L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125",NA,"3",NA
"323","2013-10-09 05:40:00-03","MO","MOBOT","85449","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1989","1","13","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 9772",NA,"Cordillera de Ybytyruzú. Forest on eastern slope of Cerro Peró, 1 km W of Destacamento Tororo.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,"4",NA
"324","2013-10-09 05:40:00-03","MO","MOBOT","85597","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1989","1","13","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 9786",NA,"Cordillera de Ybytyruzú. Cerrado forest on eastern slope of Cerro Peró, 1 km W of Destacamento Tororo.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14",NA,"4",NA
"325","2013-10-09 05:40:00-03","MO","MOBOT","85701","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Ramón Velásquez","1989","1","13","South America","Paraguay","Guairá",NA,NA,NA,NA,NA,NA,"Zardini 9794",NA,"Cordillera de Ybytyruzú. Secondary vegetation on slopes of Cerro Peró, 1 km W of Destacamento Tororo.","-56.25","-25.9166667",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,"3",NA
"326","2008-05-27 22:02:00-03","MO","MOBOT","86053","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|Rosa Degen","1987","10","23","South America","Paraguay","Cordillera",NA,NA,NA,NA,NA,NA,"Zardini 3627",NA,"Cerro Tobati. En la parte superior del Cerro.","-57.1","-25.3",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","Ronald L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-74",NA,"2",NA
"327","2013-07-29 16:19:00-03","MO","MOBOT","86416","PreservedSpecimen","Plantae","Fabaceae","Macroptilium","bracteatum","Macroptilium bracteatum","Elsa M. Zardini|A. Aguayo","1989","3","18","South America","Paraguay","Paraguarí",NA,NA,NA,NA,NA,NA,"Zardini 11956",NA,"Parque Nacional Ybycu'í. Edge of forest along road, 3 kms N of administration area.","-56.8333333","-26.05",NA,NA,NA,"(Nees & Mart.) Maréchal & Baudet","L. Torres-Colín (MEXU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,"4",NA
