"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","infraspecificEpithet","fieldNumber","typeStatus","sex"
"24","2021-03-15 16:37:00-03","NY","NYBG","504489","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","R. Riina","W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504489","NY00504489_01","Magnoliophyta","Malpighiales","6890","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","504253","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","W. W. Thomas","W. W. Thomas","1991","07","01","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504253","NY00504253_01","Magnoliophyta","Malpighiales","7495","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","504250","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","S. L. Ginzbarg","S. A. Mori","1978","10","18","Brazil","Bahia","Santa Cruz Cabrália","Arredores da Estaçao Ecológica do Pau-brasil (ca. 17 km a W de Porto Seguro), estrada velha de Sta. Cruz de Cabralia, 4-6 km a E da sede da Estaçao. Folha SE-24 (16-39c)","-39.1441852","-16.3681257",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504250","NY00504250_01","Magnoliophyta","Malpighiales","10799","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","504706","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","R. Riina","M. Kuhlmann","1951","12","20","Brazil","São Paulo","Sao Paulo","Sao Paulo, Cantareira. Matas do Horto Florestal. Regiao até proximidades de Atibaia","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=591431' target='other'> <mi>dwc_moreinfo</mi></a>","NY00504706","NY00504706_01","Magnoliophyta","Malpighiales","2810","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","685105","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","S. L. Ginzbarg","A. Euponino","1978","11","03","Brazil","Bahia","Santa Cruz Cabrália","Estaçã Ecológica do Pau-brasil, cerca de 16 km a W de Porto Seguro. Folha SE-24 (16-39c).","-39.1815805","-16.3721094",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685105","NY00685105_01","Magnoliophyta","Malpighiales","357","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:30:16-03","UFRJ","RFA","35725","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","A. Souza de Oliveira","R. P. Louro",NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.566389","-22.383611","42º33'59''W","22º23'1''S",NA,NA,NA,"RFA23056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:30:16-03","UFRJ","RFA","5495","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","P. Occhioni","P. Occhioni","1958","04","09","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, km 2","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Árvore pequena, flor unissexuada verde","RFA25737",NA,NA,NA,"1436",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:38:10-03","EAO","IAN","103942","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Filho, AM","1958","01",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgaos, area do Jardim prox. a piscima.",NA,NA,NA,NA,NA,NA,"Árvore de 20m. alt. por 0,50m de diametro, com pequenos frutos.","IAN103942",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:38:21-03","EAO","IAN","18383","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN018383","IAN018383_ft","Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:38:10-03","EAO","IAN","93977","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Glaziou, AFM",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093977",NA,"Dicotiledônea",NA,"14267","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:38:10-03","EAO","IAN","183374a","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Barnes, R","1994","12","14","Brasil","Rio de Janeiro","Nova Friburgo","Estrada Rio Friburgo a 4km do Marco Ponto mais alto do município.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Árvore alta.","IAN183374a",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:38:10-03","EAO","IAN","183374","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.",NA,"Barnes, R","1994","12","14","Brasil","Rio de Janeiro","Nova Friburgo","Estrada Rio Friburgo a 4km do Marco Ponto mais alto do município.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Árvore alta.","IAN183374",NA,"Dicotiledônea",NA,"s.n.","Southern America",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-01-20 14:40:27-03","UPM","MACK","1556","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","V. G. A. Furtado","M. Fascina","2012","01","22","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M98",NA,NA,"21048","auto","2018","04","20",NA,NA,NA,NA,NA,NA,NA
"37","2020-01-20 14:40:27-03","UPM","MACK","1469","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","V. G. A. Furtado","M. Fascina","2012","01","22","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M98",NA,NA,"21048","auto","2018","04","20",NA,NA,NA,NA,NA,NA,NA
"38","2020-01-20 14:40:27-03","UPM","MACK","1466","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","L. F. Balieiro","M. Fascina","2011","03","26","Brasil","SP","Campos do Jordão","Colônia Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A19",NA,NA,"21048","auto","2018","04","24",NA,NA,NA,NA,NA,NA,NA
"39","2020-01-20 14:40:27-03","UPM","MACK","1852","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","G. F. Gonçalves","G. V. Alvarenga","2013","03","22","Brasil","SP","Campos do Jordão","Colônia Umuarama.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"21048","auto","2018","04","20",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:14:17-03","UFBA","ALCB","029767","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, MBR","Guedes, ML","1997","01","14","Brasil","Bahia","Eunápolis","Extremo Sul, Projeto Alecrim","-39.5802993774414","-16.3775005340576",NA,NA,NA,NA,"ca de 8 metros de altura. Folhas membranáceas, discolores. Flores esverdeadas. Frutos imaturos verde-amarronzados.; em estadio secundário de regeneração",NA,NA,"Dicotyledon",NA,"4107","Southern America",NA,"37596","auto","2006","09",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:14:17-03","UFBA","ALCB","029653","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, MBR","Guedes, ML; Accioly, M","1996","10","28","Brasil","Bahia","Cairu","Baixo Sul, Morro de São Paulo","-38.9","-13.4","-38.9","-13.4",NA,NA,"ca. 3,0 m.Folhas discolores, face abaxial esbranquiçada. Inflorescência com flores masculinas creme. Ocasional.",NA,NA,"Dicotyledon",NA,"4773","Southern America",NA,NA,NA,"2006","09","21",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:14:17-03","UFBA","ALCB","029656","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, MBR","Guedes, ML; Accioly, M","1996","10","28","Brasil","Bahia","Cairu","Baixo Sul, Morro de São Paulo","-39.033333","-13.483333","-39.033333","-13.483333",NA,NA,"ca de 3 metros de altura. Folhas simples, discolores. Flores femininas imaturas verdes.",NA,NA,"Dicotyledon",NA,"4770","Southern America",NA,NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:14:17-03","UFBA","ALCB","042686","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Stradmann, MTS","Stradmann, MTS; Poveda, A; Gomes, DF","1995","03","03","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão, margem direita, afluente do rio Ribeirão, a 4 km aproximadamente após a Cachoeira do Sossego, sentido nascente. Parque Nacional da Chapada Diamantina","-41.45","-12.466667","-41.45","-12.466667",NA,NA,"Terrestre, ca. 6,5 m. Folhas membranáceas, discolores; face adaxial verde escuro e abaxial esbranquiçada e tomentosa. Ocasional; Mata ciliar, de 15 a 20 m de largura, limitada por paredões rochosos, higrófila. Sub-comunidade montana. Solo arenoso, ri",NA,NA,"Dicotyledon",NA,"0209","Southern America",NA,NA,NA,"1998","12",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:14:17-03","UFBA","ALCB","4255","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","macrobothrys","Croton macrobothrys","Baill.","Caruzo, MBR","Guedes, ML","1997","01","19","Brasil","Bahia","Eunápolis","Extremo Sul, Projeto Sapucaieira","-39.566667","-16.366667","-39.566667","-16.366667",NA,NA,"ca. de 6 metros de altura. Folhas membranáceas, discolores, com peciolos longos. Látex alaranjado; em estágio de recuperação",NA,NA,"Dicotyledon",NA,"4255","Southern America",NA,NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA
