"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"47","2021-03-15 16:37:00-03","NY","NYBG","00731338","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","E. M. Zardini","40130","1994","07","28","South America","Paraguay","Misiones","Río Tebicuary","-57.1291667","-26.3952778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=868177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00731338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00708246","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","A. L. Bernardi","20392","1980","03","28","South America","Paraguay","Alto Paraguay","Regione Fuerte Olimpo-Cerro Barrero",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843506' target='other'> <mi>dwc_moreinfo</mi></a>","NY00708246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","00708310","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L. A. Mentz","A. Schinini","27998","1993","03","27","South America","Paraguay","Guairá","Ayo. Guazú, camino a San Gervasio","-56.28","-25.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843814' target='other'> <mi>dwc_moreinfo</mi></a>","NY00708310","Independencia",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","781521","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","J. R. Stehmann","J. R. Stehmann","1593","1994","12","04","South America","Brazil","Rio Grande do Sul","Pedra do Segredo.","-53.4914","-30.5122","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781521","Caçapava do Sul","NY00781521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","00707687","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","S. Tsugaru","B-1793","1987","10","26","South America","Brazil","Mato Grosso","Fazenda Maringa, 45km SW from Juará","-56.7214","-13.4469","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=841129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707687","São José do Rio Claro","NY00707687_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","781526","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L. A. Mentz","L. A. Mentz","6","1993","04","19","South America","Brazil","Rio Grande do Sul","Na estrada da Roseira junto à Usina desativada.","-51.6158","-30.0842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781526","Eldorado do Sul","NY00781526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00731335","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","E. M. Zardini","28292","1991","08","03","South America","Paraguay","Central","Lake Ypoá basin. Lake Yabeby","-57.47","-25.67","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=868172' target='other'> <mi>dwc_moreinfo</mi></a>","NY00731335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","00707691","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","Y. E. J. Mexia","4466","1930","03","15","South America","Brazil","Minas Gerais","Viçosa, Agricultural College lands. Just outside boundary; Chacha Valley","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=841133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707691","Viçosa","NY00707691_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00731339","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","E. M. Zardini","47514","1997","11","25","South America","Paraguay","Caazapá","National Park Caaguazú","-55.4827778","-26.0969444","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=868179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00731339",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00708313","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","T. Morong","102","1888","11","11","South America","Paraguay",NA,"Central Paraguay. Asuncion",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00708313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","781525","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L. A. Mentz","C. B. Alice","s.n.","1982","08","29","South America","Brazil","Rio Grande do Sul","Mariante.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781525",NA,"NY00781525_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00731343","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","E. M. Zardini","47642","1997","11","25","South America","Paraguay","Caazapá","7 km W of Tavai","-55.5797222","-26.1777778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=868184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00731343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00707684","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","R. Charudattan","97","1995","11","26","South America","Brazil","Minas Gerais","On the dirt road out of the Botanic garden, situated off the road to Posto Porto Firme, Viçosa","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=841128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707684","Viçosa","NY00707684_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00707690","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","Y. E. J. Mexia","4157","1929","12","24","South America","Brazil","Minas Gerais","Viçosa, Agricultural College lands. Just outside grounds; road to São Miguel","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=841132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707690","Viçosa","NY00707690_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","1844165","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","M. Cueva","636","2009","06","20","South America","Peru","Pasco","Distrito Palcazú. Comunidad Nativa de Chuchurras.","-75.2167","-10.2167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2135696' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844165","Oxapampa","NY01844165_01","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00708305","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"R. O. Vanni","1585","1990","03","01","South America","Argentina","Corrientes","12 Km NE de San Miguel. Ea. Toro-y",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=843791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00708305","San Miguel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","01874282","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","S. D. Knapp","R. S. Souza","124","2012","12","13","South America","Brazil","Bahia","Centro de Recuperação Impacto","-39.6617","-14.1836","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2503864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874282","Ipiaú","NY01874282_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","00707676","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","M. H. Nee","M. H. Nee","42370","1992","01","29","South America","Brazil","Amazonas","Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, then 23 km east on ZF3, Fazenda Esteio. Projeto Dinâmica Biológica de Fragmentos, between camp Colosso and camp Florestal","-59.8885828","-2.4292245","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707676","Manaus","NY00707676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","00707683","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L. B. Smith; S. F. Smith","H. S. Irwin","9501","1965","10","22","South America","Brazil","Goiás","Chapada dos Veadeiros. 24 km. N.W. of Veadeiros, road to Cavalcante","-47","-14","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=841127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00707683","Alto Paraíso de Goiás","NY00707683_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","7970","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Lorenzo, J.L.G.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,"joá","BOTU007970",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","20369","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Nrdi, J.C.","3:9 (3.1)","1993","02","17",NA,"Brasil","São Paulo",NA,NA,NA,NA,"subbosque de Eucalyptus; 90cm, armada, material estéril,","BOTU020369","Bofete",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","12438","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Hajbae, C.V.",NA,"1972","10","02",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo, Minas Gerais, Bahia, praticamente em todo Brasil","BOTU012438",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-15 11:14:56-03","FUNED","FUNED-POL","4340","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum",NA,NA,"LAOC",NA,NA,NA,NA,NA,"Brasil","MG","API-UFV",NA,NA,NA,NA,"POL004340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-10-18 16:28:12-02","UNEMAT","TANG","860","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Vendrusculo, D","1","2007","06","08",NA,"Brasil","Mato Grosso","Campus UNEMAT","-57.4858016967773","-14.6194000244141",NA,"folhas simples, alternas, não coreáceasflor roxa, pentâmera, andrógena, isostêmone, gamossépala, ovário unicarpelarfruto amarelo, carnosopresença de acúleos, arbustivo","TANG000000860","Tangará da Serra",NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:50:00-03","EAO","IAN","130454","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Giacomin, LL","Irwin, HS; Maxwell, HS","20604","1968","01","21","Southern America","Brasil","Minas Gerais","Gallery margin partial shade. Gallery woods and adjacent campo, Serra do Cipó, km 119 (ca. 154km N of B.H.",NA,NA,NA,NA,"IAN130454",NA,NA,"1300","1300",NA,NA,NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-30 12:50:00-03","EAO","IAN","138227","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Smith, SF","Irwin, HS; Souza, R","9501","1965","10","22","Southern America","Brasil","Goiás","Rocky creek margin near water-fall, 24km N.W. of Veadeiros, road to Cavalcante.",NA,NA,NA,NA,"IAN138227",NA,NA,"1200","1200",NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-30 12:50:00-03","EAO","IAN","138243","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Smith, SF","Irwin, HS; Soderstrom, TR","5706","1964","08","28","Southern America","Brasil","Goiás","Roadside, disturbed cerrado, ca. 15km S of Brasília on road to Belo Horizonte. Common.",NA,NA,NA,NA,"IAN138243",NA,NA,NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-30 12:50:00-03","EAO","IAN","143194","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Rosa, NA","Pinheiro, GBS; Carvalho, JFV","672","1974","04","09","Southern America","Brasil","Pará","Estreiro Marabá, km 2.",NA,NA,NA,NA,"IAN143194",NA,NA,NA,NA,NA,NA,NA,NA,"1974","12",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-30 12:50:00-03","EAO","IAN","67700","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Malvárez, MR","166","1946","12","09","Southern America","Argentina","Salta","Esteco.",NA,NA,NA,NA,"IAN067700","Metán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-30 12:50:00-03","EAO","IAN","67707","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Rojas, E","13840","1946","12","10","Southern America","Argentina","Paraguai","Fuerte Olimpo Chaco Paraguaio, campo piedel cerro y pendients.",NA,NA,NA,NA,"IAN067707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-30 12:50:00-03","EAO","IAN","14548","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Barreto, M","Magalhães, MG","586","1941","06","14","Southern America","Brasil","Minas Gerais","Estação Experimental, sujo.","-43.937801361084","-19.9207992553711",NA,NA,"IAN014548","Belo Horizonte","IAN014548 IAN014548_e",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26556","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M.","Warming, J.E.B.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"[sin loc.]",NA,NA,NA,NA,"BM000935731",NA,NA,NA,NA,NA,NA,NA,NA,"1978","10","Dicotyledoneae","08",NA,NA,NA,NA,NA,NA
"79","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","28862","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M.","Mexia, Y.","4466","1930","03","15","Southern America","Brazil","Minas Gerais","Vicosa, Agricultural College lands. Just outside boundary; Chaca Valley; clay bank in sun.","-42.882775","-20.754621",NA,"bush up to 1 m. high; extremely glandular foliage; greenish flower; marbled light green fruit the size of small walnut.","BM000846153",NA,NA,"650","650","-42.882775","-20.754621",NA,NA,"2007","01","Dicotyledoneae","01",NA,NA,NA,NA,NA,NA
"80","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","44867","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Bohs, L.","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7237","2010","04","19","Southern America","Brazil","Minas Gerais","Entrance to Parque Estadual Serra do Brigadeiro near town of Araponga. Near Centro de Visitantes and Trilha dos Muriquis","-42.4853","-20.709317",NA,"Shrub ca. 0.5 m tall. Fruits yellow, ca. 2 cm in diameter.",NA,NA,NA,"1380","1400","-42.4853","-20.709317",NA,NA,"2010","04","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"81","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26557","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M.","Mexia, Y.","4157","1929","12","24","Southern America","Brazil","Minas Gerais","Viçosa, Agricultural College lands. Just outside grounds; road to São Miguel.","-42.882775","-20.754621",NA,"Spreading bush 1 m. high; glandular foliage; fruit marbled, dark green on light green, yellow when ripe. Abundant.; Steep grazed hillside.","BM000935732",NA,NA,"700","700","-42.882775","-20.754621",NA,NA,"1978","10","Dicotyledoneae","08",NA,NA,NA,NA,NA,NA
"82","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","26558","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M.","Gardner, G.","3914","1840","04",NA,"Southern America","Brazil","Goiás","Prov. of Goyas. Villa de Arrayas.",NA,NA,NA,NA,"BM000935733",NA,NA,NA,NA,NA,NA,NA,NA,"1978","10","Dicotyledoneae","08",NA,NA,NA,NA,NA,NA
"83","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","44867","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Bohs, L.","Agra, M.F.; Bohs, L.; Coelho, V.; Souza, P.P. de; Rodrigues, I.M.C.","7237","2010","04","19","Southern America","Brazil","Minas Gerais","Entrance to Parque Estadual Serra do Brigadeiro near town of Araponga. Near Centro de Visitantes and Trilha dos Muriquis","-42.4853","-20.709317",NA,"Shrub ca. 0.5 m tall. Fruits yellow, ca. 2 cm in diameter.",NA,NA,NA,"1380","1400","-42.4853","-20.709317",NA,NA,"2010","04","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"84","2019-12-04 15:25:54-03","PUCPR","HUCP","10524","S","Plantae","Eudicotiledonea",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal.","Kozera, C","Kozera, C","488","1997","02","25",NA,"Brasil","Paraná","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00018491","Curitiba","HUCP00018491",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-26 18:09:51-03","CPAN-UFMS","COR","9752","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Ishii, I. H.; Alves, F. M. & Urquiza, M. V.","588","2004","07","19",NA,"Brasil","Mato Grosso do Sul","Mineração Corumbaense Reunidas - Ponto 3","-57.6533012390137","-19.0091991424561",NA,"Arbusto espinhoso; flor branca amarelada; fruto verde esbranquiçado Habito: Arbusto",NA,"Corumbá",NA,"770","770",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-10-09 11:25:20-03","UFBA","ALCB","049697","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Bohs, L","Guedes, ML; Pacheco, LM; Cabral, L","7654","1997","11","06","Southern America","Brasil","Bahia","Extremo Sul, Projeto Cedro III, Faz. Havana, talhão 01, Plantio de mamão","-39.016667","-16.266667",NA,"de ca. 1,20m de altura, espinescente, tomentoso. Folhas membranáceas, discolores. Flores alvas, cálice esverdeados, estames esbranquiçados. Frutos imaturos verdes. Ocasional.",NA,"Santa Cruz Cabrália",NA,NA,NA,"-39.016667","-16.266667",NA,NA,"2009","04",NA,"01",NA,NA,NA,NA,NA,NA
"87","2021-02-08 21:33:14-03","UFBA","ALCB","10148","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Agra, MF","Pereira, J","s/n","1974","12","29","Southern America","Brasil","Bahia","Recôncavo Sul, Caboto.",NA,NA,NA,"5 anteras poricidas.",NA,"Nazaré das Farinhas",NA,NA,NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-09 11:25:20-03","UFBA","ALCB","61461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Agra, MF","Lima, J; et al.","s/n","2001",NA,NA,"Southern America","Brasil","Bahia","Caraíba Metais","-38.316667","-12.683333",NA,"esponescente. Folhas vilosas, discolores. Frutos imaturos.",NA,"Camaçari",NA,NA,NA,"-38.316667","-12.683333",NA,NA,"2009","04",NA,"01",NA,NA,NA,NA,NA,NA
