"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","locality","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet","sex"
"11","2020-09-23 10:38:39-03","E","E","514516","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Tweedie, John",NA,NA,NA,NA,"AR","Provincia de Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"E00514516",NA,"Buenos Ayres","<a href=http://data.rbge.org.uk/herb/E00514516 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Temperate South America","herbarium specimen of unspecif","BGBASE:548733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:38:39-03","E","E","153031","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Hassler, E.","12679","1905","03","27","PY",NA,NA,NA,NA,NA,NA,NA,NA,"E00153031",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00153031 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:38:39-03","E","E","153029","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Davis, P.H. & Shepherd, G.J.",NA,"1976","09","09","BR",NA,NA,NA,NA,NA,NA,NA,NA,"E00153029",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00153029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:38:39-03","E","E","151970","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Steinbach, Jose","9682","1929","03","19","BO",NA,NA,NA,NA,NA,NA,NA,NA,"E00151970",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151970 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:159974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:38:39-03","E","E","151994","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Essed (Dr.)","105",NA,NA,NA,"GY",NA,NA,NA,NA,NA,NA,NA,NA,"E00151994",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:38:39-03","E","E","153030","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","brevifolia","Kyllinga brevifolia",NA,NA,NA,NA,NA,"Davis, P.H. & Shepherd, G.J.",NA,"1976","09","06","BR",NA,NA,NA,NA,NA,NA,NA,NA,"E00153030",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00153030 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:38:39-03","E","E","153027","PreservedSpecimen","Plantae","Cyperaceae","Kyllinga","cruciformis","Kyllinga cruciformis",NA,NA,NA,NA,NA,"Schomburgk, R.H.","358",NA,NA,NA,"GY",NA,NA,NA,NA,NA,NA,NA,NA,"E00153027",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00153027 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E. Tropical South America","herbarium specimen of unspecif","BGBASE:160199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 12:40:00-02","NY","NYBG","622574","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius",NA,"L. B. Smith",NA,NA,NA,"L. B. Smith","12796","1964","10","21","Brazil","Santa Catarina","Sao Miguel do Oeste","-53.73","-26.53",NA,NA,"300","400","NY00622574","NY00622574_01","Forest above Rio Reperi-guaçu, Peperi.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709928' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","622572","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","T. M. Koyama",NA,NA,NA,"R. P. Belém","1026","1965","05","19","Brazil","Bahia",NA,"-39.1952276","-15.2599041",NA,NA,NA,NA,"NY00622572","NY00622572_01","Una-Margem do Rio Una.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709925' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02618741","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"P. J. M. Maas","211","1971","03","16","Brazil","Amazonas",NA,"-60.0054306","-3.1257324",NA,NA,NA,NA,"NY02618741","NY02618741_01","Manaus. Cachoeirinha","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2932309' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","637079","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"E. M. Zardini","33990","1992","11","27","Paraguay","Central",NA,"-57.57","-25.6",NA,NA,NA,NA,"NY00637079",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 10.5 km S of Villeta, W of Arroyo Pikysyry.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364302' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","637080","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"H. Balslev","959","1980","11","21","Ecuador","Imbabura",NA,NA,NA,NA,NA,"2500","2500","NY00637080",NA,"Panamerican Highway at Otavalo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364313' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777690","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"R. M. Harley","21619","1980","04","23","Brazil","Bahia",NA,"-44.63","-13.33",NA,NA,"580","580","NY00777690","NY00777690_01","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina. F3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364308' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","622571","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","L. T. Eiten",NA,NA,NA,"G. Eiten","1801","1960","04","01","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00622571","NY00622571_01","SAO PAULO: Bairro of Vila Maria. Side of road through marshes of Rio Tietê, about 7 km. ENE of center of city.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709920' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","622903","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"S. Tsugaru","B-2400","1987","12","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"10","10","NY00622903","NY00622903_01","Vicinity of Paulo Lopes, 80 km SSW from Florianópolis, along the Rt. BR-101.","EX Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364304' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00926310","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"F. C. A. Oliveira","487","1995","12","14","Brazil","Goiás","Niquelândia","-48.425","-14.3683",NA,NA,NA,NA,"NY00926310","NY00926310_01","Macedo. Caixa D'Agua ca. 3 km da Vila Macedo em direção à mina.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002207' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","622900","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"S. A. Mori","9254","1978","02","12","Brazil","Bahia","Ilhéus","-39.2273659","-14.771874",NA,NA,"50","50","NY00622900","NY00622900_01","Area do CEPEC (Centro de Pesq. do Cacau), Km 22 rodovia Ilhéus/Itabuna - BR 415.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364311' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","622905","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"F. C. Hoehne","8028","1922","10","06","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00622905","NY00622905_01","Alto da Serra, S.Paulo. Beira da Estr.de Ferro.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577509' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","622901","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"S. A. Mori","10718","1978","09","19","Brazil","Bahia","Itamarajú","-39.5676631","-16.9808834",NA,NA,NA,NA,"NY00622901","NY00622901_01","Fazenda Pau-brasil, ca. 5 Km a NW de Itamaraju. Folha SE - 24 (17-40d).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364310' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","668378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","T. M. Koyama",NA,NA,NA,"I. L. Wiggins","436","1967","02","08","Ecuador","Galápagos",NA,NA,NA,NA,NA,NA,NA,"NY00668378",NA,"Roadside near El Progreso, above Puerto Bacqueriso (Wreck Bay), Isla San Cristobal (Chatham Island).","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709924' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00925893","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"H. S. Irwin","2292","1958","12","19","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,"NY00925893","NY00925893_01","State Agricultural School. Near border of artificial lake.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002085' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00926309","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"H. S. Irwin","29602","1971","02","01","Brazil","Minas Gerais",NA,"-43.473094","-20.427823",NA,NA,"1650","1650","NY00926309","NY00926309_01","Serra do Espinhaço. Steep rocky lower slopes of Pico de Itacolomí, ca. 3 km S. of Ouro Preto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002206' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01177913","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"G. T. Prance","3638","1966","12","14","Brazil","Amazonas","Manaus","-59.9281883","-2.9548699",NA,NA,NA,NA,"NY01177913","NY01177913_01","Itacoatiara Highway, km 26, Reserva Florestal Ducke.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418764' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","622573","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","T. M. Koyama",NA,NA,NA,"G. G. Hatschbach","30905","1972","12","05","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,"NY00622573","NY00622573_01","Rio Sapitanduva.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709926' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01177914","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"G. T. Prance","10321","1969","02","28","Brazil","Amazonas",NA,"-63.5471213","1.576736",NA,NA,NA,NA,"NY01177914","NY01177914_01","Basin of Rio Demeni, Vicinity of Tototobí; Margin of Rio Tototobí, near Tototobí.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418766' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","622904","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"F. C. Hoehne","5415","1921","01","08","Brazil","São Paulo",NA,"-46.724373","-23.565521",NA,NA,NA,NA,"NY00622904","NY00622904_01","Butantan, S.Paulo.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364306' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1016243","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"T. Sendulsky","1158","1970","11","11","Brazil","São Paulo","São Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"NY01016243","NY01016243_01","Jardim Botânico e Parque do Estado.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142816' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","470174","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"L. H. Bailey","839","1924","02","12","Brazil","São Paulo","Campos do Jordao","-45.5900001525879","-22.7299995422363",NA,NA,"1600","1600","NY00470174","NY00470174_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364305' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales","21048","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","622569","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.","M. Barros",NA,NA,NA,"R. Reitz","1765","1954","03","18","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"10","10","NY00622569","NY00622569_01","Caixa Dagua da Fazenda, Itajaí.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709921' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","622906","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"C. E. O. Kuntze","s.n.","1892","12",NA,"Brazil","Rio de Janeiro",NA,"-44.581244","-22.382006",NA,NA,"1200","1200","NY00622906","NY00622906_01","Itatiaya.","Friedenau b. Berlin <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=364316' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02712947","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"G. T. Prance","11599","1971","03","24","Brazil","Amazonas","Manaus","-59.9953079","-3.0673242",NA,NA,NA,NA,"NY02712947","NY02712947_01","Mauá road","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3005410' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00925894","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"H. S. Irwin","24212","1969","03","10","Brazil","Goiás","Cavalcante","-47.5","-13.89039",NA,NA,"1000","1000","NY00925894","NY00925894_01","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002088' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01177912","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius","(Rottb.) Endl. ex Hassk.",NA,NA,NA,NA,"T. C. Plowman","9111","1980","02","24","Brazil","Pará","Conceição do Araguaia","-49.3","-8.25",NA,NA,"300","300","NY01177912","NY01177912_01","2 km west of town along highway PA-287","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418761' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-29 17:42:00-03","NY","NYBG","668377","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","brevifolius","Cyperus brevifolius",NA,"T. M. Pedersen",NA,NA,NA,"T. M. Pedersen","8622","1967","10","12","Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,NA,"NY00668377",NA,"Carayaó.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709923' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
