"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","class","individualCount","relatedCatalogItem"
"27","2019-11-05 16:44:59-03","UFOP","OUPR","2775","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serra do Itatiaia",NA,NA,NA,"Campo. Erva. Flores violáceas",NA,NA,"Almeida, G.; Dematteis, M.","2012",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:16:27-03","MBM","MBM","262735","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Banev, W.","15","1992","04","03","Southern America","Brazil","Bahia","Distrito de Catolés",NA,NA,NA,NA,"MBM262735","MBM262735","Hind, D.J.N.",NA,NA,"Abaíra","-41.6636009216309","-13.2496995925903",NA,NA,NA,"26531","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:16:27-03","MBM","MBM","82383","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Hatschbach, G.","46524","1983","05","17","Southern America","Brazil","Bahia","Aeroporto",NA,NA,NA,NA,"MBM082383","MBM082383","Robinson, H.",NA,NA,"Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:16:27-03","MBM","MBM","145894","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Tenório, E.C.","159578","1978","05","26","Southern America","Brazil","Minas Gerais","Clube Náutico",NA,NA,NA,NA,"MBM145894","MBM145894","Robinson, H.",NA,NA,"Nova Lima","-43.8466987609863","-19.9855995178223",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:16:27-03","MBM","MBM","113683","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H. Rob.","Hatschbach, G.; et al.; et al.","51220","1987","03","22","Southern America","Brazil","Minas Gerais","São Tomé das Letras, arredores",NA,NA,NA,NA,"MBM113683","MBM113683","Robinson, H.",NA,NA,"São Tomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA
"32","2015-09-04 05:33:17-03","MNHN","RECOLNAT_MNHN_P","P02717559","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Weddell, H.A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil, Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717559' target='other'> <mi>dwc_moreinfo</mi></a>","P02717559","P02717559_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1304",NA,NA,NA,NA
"33","2015-09-04 05:37:03-03","MNHN","RECOLNAT_MNHN_P","P02717561","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Glaziou, A.",NA,"1883","1","1",NA,"Brasil","Minas Gerais","Minas Geraes. Environs de Rio-de-Janeiro et d´Ouro-Preto, Brésil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717561' target='other'> <mi>dwc_moreinfo</mi></a>","P02717561","P02717561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14981",NA,NA,NA,NA
"34","2015-09-03 19:57:12-03","MNHN","RECOLNAT_MNHN_P","P00372493","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Glaziou, A.",NA,"1895","1","6",NA,"Brésil",NA,"Goyaz. Haut de Vargem Grande dans le chapadao dos veadeiros",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00372493' target='other'> <mi>dwc_moreinfo</mi></a>","P00372493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21605",NA,NA,NA,NA
"35","2015-09-15 10:51:04-03","MNHN","RECOLNAT_MNHN_P","P00372494","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Glaziou, A.",NA,"1895","1","6",NA,"Brésil",NA,"Goyaz. Haut de Vargem Grande dans le chapadao dos veadeiros",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00372494' target='other'> <mi>dwc_moreinfo</mi></a>","P00372494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21605",NA,NA,NA,NA
"36","2013-10-18 11:16:07-03","MNHN","RECOLNAT_MNHN_P","P00682915","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Sellow, F.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00682915' target='other'> <mi>dwc_moreinfo</mi></a>","P00682915","P00682915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA
"37","2015-09-04 05:33:17-03","MNHN","RECOLNAT_MNHN_P","P02717565","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Weddell, H.A.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Brésil, Minas Geraes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717565' target='other'> <mi>dwc_moreinfo</mi></a>","P02717565","P02717565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1304",NA,NA,NA,NA
"38","2015-09-04 05:33:17-03","MNHN","RECOLNAT_MNHN_P","P02717563","PreservedSpecimen",NA,NA,NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Glaziou, A.",NA,"1884","6","30",NA,"Brasil","Minas Gerais","Brésil, Minas, Congonhas do Campo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717563' target='other'> <mi>dwc_moreinfo</mi></a>","P02717563","P02717563_01",NA,NA,NA,"Congonhas","-43.8577995300293","-20.4997005462646",NA,NA,NA,"16368","auto","14981",NA,NA,NA,NA
"39","2020-12-11 11:33:08-03","UFMG","BHCB","179127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2671","2015","10","07","Southern America","Brasil","Minas Gerais","RPPN Capivari II",NA,NA,NA,"Arbusto; ca. 0,4m alt; face abaxial das folhas creme; flores rosas.; Campo Rupestre Quartzítico",NA,NA,NA,"2015","11","Itabirito","-43.663056","-21.6425","-43.663056","-21.6425",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:33:08-03","UFMG","BHCB","176693","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2362","2015","06","16","Southern America","Brasil","Minas Gerais","RPPN Poço Fundo",NA,NA,NA,"Erva; ca. 0,4m alt; brácteas involucrais verdes; flores rosas.; Campo Rupestre Quartzítico",NA,NA,NA,"2015","11","Congonhas","-43.905833","-20.445833","-43.905833","-20.445833",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:33:08-03","UFMG","BHCB","177254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2092","2015","04","16","Southern America","Brasil","Minas Gerais","RPPN Poço Fundo, RPPN proxima à Mina de Fabrica",NA,NA,NA,"Erva; ca. 0,5m alt; folhas discolores; brácteas involucrais castanhas; flores roxas.; Campo Rupestre Ferruginoso.",NA,NA,NA,"2015","05","Congonhas","-43.905833","-20.445833","-43.905833","-20.445833","01",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:33:08-03","UFMG","BHCB","178737","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","736","2015","09","23","Southern America","Brasil","Minas Gerais","RPPN Cata Branca",NA,NA,NA,"Prensado em álcool; Arbusto; ca. 0,3m alt; inflorescência com pappus marrom.; Campo Rupestre Quartzítico",NA,NA,NA,"2015","11","Itabirito","-43.848611","-20.228611","-43.848611","-20.228611",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:33:08-03","UFMG","BHCB","178868","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","867","2015","09","29","Southern America","Brasil","Minas Gerais","RPPN Capanema",NA,NA,NA,"Prensado em álcool; Arbusto; ca. 0,60m alt; brácteas invoolucrais verdes; flores roxas.; Campo Rupestre Quartzítico",NA,NA,NA,"2015","11","Ouro Preto","-43.605","-20.197222","-43.605","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:33:08-03","UFMG","BHCB","179053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lessingianthus","rosmarinifolius","Lessingianthus rosmarinifolius","(Less.) H.Rob.","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2597","2015","09","25","Southern America","Brasil","Minas Gerais","RPPN Capanema",NA,NA,NA,"Prensado em álcool. Determinação por foto; Arbusto; brácteas involucrais verdes; flores roxas.; Campo Rupestre Quartzítico",NA,NA,NA,"2015","11","Ouro Preto","-43.605","-20.197222","-43.605","-20.197222",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:33:45-03","UFMG","BHCB","387","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Schwacke, CAW","s.n.","1904",NA,NA,"Southern America","Brasil","Minas Gerais","Serra do Cipó.",NA,NA,NA,"Campo. Herbáceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:33:45-03","UFMG","BHCB","13809","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Lopes, HO; Dematteis, M","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"campo granuloso, herbáceo","BHCB007268",NA,NA,"2007",NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"47","2020-12-11 11:33:45-03","UFMG","BHCB","14143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","rosmarinifolia","Vernonia rosmarinifolia","Less.","Rezende, SG","s.n.","1988","10","02","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco., Vertente sul.","1100","1100",NA,"Campo rupestre. Herbáceo, 0,3m. Flor roxa.",NA,NA,NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
