"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","maximumElevationInMeters","imagecode","identifiedBy","county","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","4070635","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","J. C. Solomon","9529","1983","02","12","South America","Bolivia","La Paz","13.7 km NW of San Pedro on road through Incahuara-Mejillones, & along trail to 12 de Octubre","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386792' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070635","-67.62","-15.97",NA,NA,NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4070619","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","A. H. Gentry","64160","1988","12","24","South America","Ecuador","Napo","Huamani Centro Calluhua Yacu, 31 km E of Tena-Baeza Road, on new road to Coca.","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386750' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070619","-77.67","-0.67",NA,"NY04070619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4070620","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","H. S. ter Steege","618","1989","03","27","South America","Guyana",NA,"West-Demerara, Mabura Hill, 180 km SSE of Georgetown. Varaputa compt.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386751' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070620","-54.67","5.33","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4038107","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","K. M. Redden","6990","2010","07","17","South America","Guyana","Cuyuni-Mazaruni","Tulameng Mtn., along line trail toward summit (summit at N 5° 33' 10.6, W 60° 57' 28.8), following eastern ridge to N 5°33'25.6, W 60°57'43.8.","918","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4343729' target='other'> <mi>dwc_moreinfo</mi></a>","NY04038107","-60.9583","5.5547","963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2481910","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","G. T. Prance","9425","1969","01","24","South America","Brazil","Roraima","Summit of Serra da Lua","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2742263' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481910","-60.208","2.467","1400","NY02481910_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4070627","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","S. A. Mori","14987","1982","09","24","South America","French Guiana","Cayenne","Monts La Fumée","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386784' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070627","-53.2","3.62","400","NY04070627_01",NA,"Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4070626","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","graminifolius","Elleanthus graminifolius","(Barb.Rodr.) Løjtnant","S. A. Mori","22786","1992","11","05","South America","French Guiana","Cayenne","Vicinity of Eaux Claires, Sentier Botanique, on plateau around trees marked at 4520 meters","350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386783' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070626","-53.2","3.62",NA,"NY04070626_01",NA,"Saül",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4070688","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. A. Steyermark","75062","1953","04","17","South America","Venezuela","Bolívar","between camp 3 and main line of sandstone bluffs, northwestern part of Abácapa-tepuí","1210","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386844' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070688",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4070677","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","K. D. Phelps","1","1947","03","01","South America","Venezuela","Amazonas","Cerro Yaví","1450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386833' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4070685","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. A. Steyermark","89955","1961","11","23","South America","Venezuela","Miranda","Parque Nacional de Guatopo: bordering Río Santa Cruz, between Santa Teresa and Altagracia de Orituco, 14.5 kms from Los Alpes, 12 kms from Ranchería Mi Querencia","520","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386841' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4070673","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","B. Maguire","27586","1948","12","10","South America","Venezuela","Amazonas","along trail in woodland near Savanna Camp, Cerro Sipapo (Paráque)","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386829' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4070671","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","24524","1929","06","08","South America","Peru","Junín","Schunke Hacienda, above San Ramón","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386827' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070671","-75.399968","-11.153572","1700","NY04070671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4070690","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","G. Stahel","BW5805","1922","03","11","South America","Suriname",NA,"Emma Range, Summit II",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386846' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070690",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4070679","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","L. J. Dorr","4808","1988","04","18","South America","Venezuela","Barinas","Northeast of Alto de La Aguada in an area known locally as Montañas de Tierra Blanca.","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386835' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070679","-70.67","8.62","1700",NA,NA,"Pedraza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4070669","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","G. Klug","3564","1934","03",NA,"South America","Peru","San Martín","Zepelacio, near Moyobamba","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386825' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070669",NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4070687","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. A. Steyermark","76018","1953","07","03","South America","Venezuela","Bolívar","Steyermark Falls (Steyermark-Merú) on upper reaches of Río Tirica (left hand fork), separating eastern part of Apácara-tepuí from western part of Chimantá-tepui (Torono-tepuí)","1700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386843' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070687",NA,NA,"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4070695","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","B. Maguire","23368","1944","05","10","South America","Guyana",NA,"Along Potaro River above Kaiatuk",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386852' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070695",NA,NA,NA,"NY04070695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4070678","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","H. H. van der Werff","7528","1985","10","22","South America","Venezuela","Portuguesa","La Divisoria de la Concepción. 5 km al noroeste de la Concepción","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386834' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070678","-70.1","9.3",NA,NA,NA,"Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4070686","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. A. Steyermark","89043","1961","02","05","South America","Venezuela","Bolívar","Cloud forest on summit of southeast-facing escarpment, east of Cerro El Picacho, N. of Las Nieves and Las Chicharras, 45 kms. N of Tumeremo, vicinity of Dehorah. Alplanicie de Nuria","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386842' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070686",NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4070675","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","R. L. Liesner","19393","1985","11","03","South America","Venezuela","Bolívar","Near El Puaji, Río Cabass and salto","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386831' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070675","-61.58","4.5","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4070670","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","25514","1929","06","28","South America","Peru","Junín","Pichis Trail, Yapas","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386826' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070670",NA,NA,"1600","NY04070670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4070668","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","23161","1929","05","07","South America","Peru","Ayacucho","Aina, between Huanta and Río Apurimac","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386824' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070668","-73.860914","-12.664916","1000","NY04070668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4070665","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","22254","1929","05","07","South America","Peru","Ayacucho","Aina, between Huanta and Río Apurimac","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386821' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070665","-73.860914","-12.664916","1000","NY04070665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4070666","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","24855","1929","06","08","South America","Peru","Junín","Schunke Hacienda, above San Ramón","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386822' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070666","-75.399968","-11.153572","1700","NY04070666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4070682","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","H. H. Rusby","2166","1885",NA,NA,"South America","Bolivia","La Paz","Near Yungas","1219","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386838' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4070672","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. D. Boeke","1007","1977","02","15","South America","Ecuador","Azuay","Highway Cuenca-cola de San Pablo. Centego Encampment","1640","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386828' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070672",NA,NA,NA,"NY04070672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4070696","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","B. Maguire","23512","1944","05","16","South America","Guyana",NA,"Along Potaro River below Tukeit, base Kaieteur escarpment",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386853' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070696",NA,NA,NA,"NY04070696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4070667","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","E. P. Killip","22594","1929","05","07","South America","Peru","Ayacucho","Aina, between Huanta and Río Apurimac","750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386823' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070667","-73.860914","-12.664916","1000","NY04070667_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","8757","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","H. H. Rusby","2166","1885",NA,NA,"South America","Bolivia",NA,"Yungas","1219.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=66206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00008757",NA,NA,"1219.2","NY00008757_01",NA,NA,"authentic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4070683","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","J. A. Steyermark","89230","1961","02","05","South America","Venezuela","Bolívar","Cloud forest on summit of southeast-facing escarpment, east of Cerro El Picacho, N. of Las Nieves and Las Chicharras, 45 kms. N of Tumeremo, vicinity of Dehorah. Alplanicie de Nuria","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386839' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070683",NA,NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4070693","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","K. M. Redden","2556","2004","02","04","South America","Guyana","Cuyuni-Mazaruni","Pakaraima Mts., Mazaruni River. 17 GPS miles W of Imbaimadai to Kamarang, near Jawalla and Baimapai. Behind Base Camp 4.","470","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386850' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070693","-60.54272","5.71603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4070674","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Elleanthus","linifolius","Elleanthus linifolius","C.Presl","B. Maguire","27586","1948","12","10","South America","Venezuela","Amazonas","Cerro Sipapo (Paráque), along trail in woodland near Savanna Camp","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4386830' target='other'> <mi>dwc_moreinfo</mi></a>","NY04070674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
