"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","individualCount"
"19","2020-12-21 16:47:13-03","MBM","MBM","105042","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49775","1985","09","19","Southern America","Brazil","Minas Gerais","Diamantina","Diamantina, rodovia para Couto Magalhães","-43.6002998352051","-18.2493991851807",NA,NA,"MBM105042","MBM105042","Atkins, S.",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"20","2020-12-11 11:42:46-03","UFMG","BHCB","123150","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Mota, NFO; Viana, PL; Giorni, VT; Novaes, RML","1350","2008","08","25","Southern America","Brasil","Minas Gerais","Rio Vermelho","Serra dos Dois Irmãos, Distrito de Pedra Menina.","-43.1325","-18.077472",NA,"Planta armazenada em álcool.; Arbisto 1,5m com flores passadas.; Campo rupestre. Quartizito.",NA,NA,NA,"2008","08","-43.1325","-18.077472","1380","1380",NA,NA,"25",NA,NA,NA
"21","2020-12-11 11:42:46-03","UFMG","BHCB","65293","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Magalhães, GM","1815",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA
"22","2020-12-11 11:42:46-03","UFMG","BHCB","86783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Viana, PL; Sobral, M; Mota, RC da; Leite, FSF; Lorenz, AP","1189","2003","10","30","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,"Arbusto. Bracteas lilases.; Campo rupestre.","BHCB039122",NA,NA,"2008","02",NA,NA,"1400","1400","26697","auto",NA,NA,NA,NA
"23","2019-02-19 04:30:00-03","MO","MOBOT","100257157","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","C.F.P. Martius","Martius 1474","1817",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"24","2012-05-24 10:22:00-03","MO","MOBOT","3330543","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Gert G. Hatschbach|Maria M. Hatschbach|V. Nicolack","Hatschbach 52927","1989","5","19","South America","Brazil","Minas Gerais",NA,"Pito Aceso (mun. Conceição do Mato Dentro).",NA,NA,NA,NA,NA,NA,"S. Atkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:32:50-03","USP","SPF","37510","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Menezes, NL","CFCR7703","1985","03","31",NA,"Brasil","Minas Gerais","Rio Vermelho","Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00037510","SPF00037510","Kameyama, C","1985",NA,NA,NA,"1370","1370","26996","auto",NA,NA,NA,NA
"26","2019-11-13 11:32:50-03","USP","SPF","44739","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Cavalcanti, TB","CFCR10274","1986","09","09",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00044739","SPF00044739","Salimena-Pires, FRG","1987","08",NA,NA,"1570","1570","26996","auto",NA,NA,NA,NA
"27","2019-11-13 11:32:50-03","USP","SPF","38840","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Mello-Silva, R","CFCR7874","1985","08","01",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Serra do Ambrósio, Espigão do Meio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00038840","SPF00038840","Souza, VC","1985","08",NA,NA,NA,NA,"26996","auto","23",NA,NA,NA
"28","2019-11-13 11:32:50-03","USP","SPF","35210","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Mello-Silva, R","CFCR5410","1984","10","13",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00035210","SPF00035210","Kameyama, C","1985",NA,NA,NA,NA,NA,"26996","auto",NA,NA,NA,NA
"29","2019-11-13 11:32:50-03","USP","SPF","44690","PreservedSpecimen","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Mello-Silva, R","CFCR10225","1986","11","08",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,"SPF00044690","SPF00044690","Salimena-Pires, FRG","1988","10",NA,NA,"830","830","26996","auto",NA,NA,NA,NA
"30","2019-10-07 09:17:15-03","UEFS","HUEFS","156816","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Cardoso, D.","2770","2009","10","30",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra da Pedra Menina.","-43.056389","-18.113611",NA,"Campo rupestre.","HUEFS0156816","HUEFS0156816",NA,NA,NA,"43W3'23''","18S6'49''","1533","1533",NA,NA,NA,"Asteranae",NA,NA
"31","2019-09-04 19:57:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA
"32","2019-11-01 15:11:33-03","UnB","UB","158328","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Martius & Schauer","Magalhães, M","1815","1942","05","05","Southern America","Brasil","Minas Gerais","Serro","Pico do Itambé.","-43.3793983459473","-18.604700088501",NA,"Arbusto 1,5m. Flor violácea.; Campo.",NA,NA,"Barreto, M",NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA
"33","2017-09-11 17:14:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in Serra dos Pinheiros",NA,NA,NA,"Floret Majo - Junio",NA,"P09P0N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:14:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Crescit in campis editis prov. Minarum, e. gr. ad Chapada Minarum novarum",NA,"P09P0N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:19:51-03","IBt","SP","221618","S","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mart. & Schauer","Giulietti, AM; et al.","CFCR7703","1985","03","31",NA,"Brasil","Minas Gerais","Rio Vermelho","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1370","1370","26996","auto",NA,NA,NA,NA
"36","2014-12-22 11:31:51-02","UFRR","UFRR","2942","S","Plantae",NA,NA,"Verbenaceae","Lippia","rhodocnemis","Lippia rhodocnemis","Mat. & Scahu.","Tavares, S.","630","1961","07","05",NA,"Brasil","Pernambuco","Recife","Margem da Estrada para a pedreira do Timbi, Próximo ao terminal de Camaragibe","-34.8811","-8.05389",NA,"Arbusto lianóide, flores alvas.",NA,NA,"Smith, L.B.","1962","01",NA,NA,NA,NA,"18865","auto","01",NA,NA,NA
