"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","653464","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"B. Rambo","1947","01","10","Brazil","Rio Grande do Sul",NA,"Fazenda B. Velho, Bom Jesus","-50.388347","-28.558459",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653464","NY00653464_01","34597","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 18:30:00-03","NY","NYBG","192019","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus",NA,NA,"P. Gómez Andrade","1989","01","06","Ecuador","Morona-Santiago",NA,"Sucua. Centro Shuar Yukutais, 8 km SW of Sucua","-78.13","-2.5",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00192019",NA,"536","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 18:30:00-03","NY","NYBG","653466","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus",NA,NA,"A. A. Beetle","1952","06","19","Uruguay","Flores",NA,"14 kilometers south of Trinidad. Near sea level",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653466",NA,"1301","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","653460","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","G. G. Hatschbach","O. dos S. Ribas","1996","02","10","Brazil","Santa Catarina","Otacílio Costa","Rod. SC-425, Palmeira","-50.1219","-27.4831",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=756445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00653460","NY00653460_01","1182","South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:47:30-03","EAO","IAN","87397","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Beetle, AA","1952","06","19","Uruguai","Flores",NA,"14km south of Trinidad on rock outcrops, near sea level.",NA,NA,NA,NA,NA,NA,NA,"IAN087397",NA,"1301","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:09:33-03","CPAN-UFMS","COR","656","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.","Pe. Balduíno Rambo","José da Costa Sácco",NA,NA,NA,"Brasil","Rio Grande do Sul","Pelotas","Barranco em beira de estrada; Grey Brown Podzólico;.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"1254",NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.4193517","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Wijninga VM; Vink R","1985","02","19","Colombia",NA,NA,"Depto.Cundinamarca,region de la Laguna de 'La Herrera'.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4193517 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4193517","NL-L4193517",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543022","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"O'Donell CA; Rodriguez V JM","1944","03","18","Argentina",NA,NA,"Argentina, Prov. de Cordoba, Dep Bumilla, El Durzuo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543022","NL-U1543022",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543023","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"O'Donell CA; Rodriguez V JM","1944","03","23","Argentina",NA,NA,"Argentina, Prov. ce Cordoba, Dep. S. Alberto, cerro La gloria.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543023","NL-U1543023",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543024","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Beetle AA","1952","06","19","Uruguay",NA,NA,"South America, Uruguay, Dept. Flores, 14 kilometers south of Trinidad on rock outcrops; near sea level.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543024 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543024","NL-U1543024",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543025","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"O'Donell CA; Rodriguez V JM","1944","03","12","Argentina",NA,NA,"Argentina, Prov. de Cordoba, Dep. S. Alberto, camino a Pampa Achala.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543025 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543025","NL-U1543025",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543026","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"O'Donell CA; Rodriguez V JM","1944","03","14","Argentina",NA,NA,"Argentina, Prov. de Cordoba, Dep Coloi, Ascochinya.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543026 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543026","NL-U1543026",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543028","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Gallinal JP; et al.","1942","09","01","Uruguay",NA,NA,"Comun i laderas pratenses.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543028","NL-U1543028",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543029","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Pedersen TM","1949","04","17","Argentina",NA,NA,"Prov. de Buenos Aires, Reta,Partido de Tres Arroyos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543029","NL-U1543029",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543032","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Herter WG","1926","05","01","Uruguay",NA,NA,"Uruguayenses, Canelones, Departamento de Canelones, republica oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543032 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543032","NL-U1543032",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543075","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Lindeman JC; Irgang BE","1971","10","16","Brazil",NA,NA,"Brasil, fazenda do Posto, 12 km W de Lavras doSul, campo com grupos de arbustos.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543075","NL-U1543075",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543076","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Wijninga VM; Vink R","1985","04","25","Colombia",NA,NA,"Depto. Cundinamarca, region de la laguna de 'La Herrera'.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543076","NL-U1543076",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U.1543077","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Solomon JC","1985","10","16","Bolivia",NA,NA,"Dpto. La Paz; Prov. Murillo. Calacoto ( La Paz). Hillsides on the north side. Below Alto Irpavi.","-68.083333","-16.533333","-68.083333","-16.533333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1543077 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1543077","NL-U1543077",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:26:20-03","NBC","NL-BOTANY","AMD.102887","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Herter WG","1925","12","01","Uruguay",NA,NA,"Plantae Uruguayenses. Cerro. Departamento de Montevideo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.102887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD102887","NL-AMD102887",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879615","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Vink R","1985","05","19","Colombia",NA,NA,"Depto. Cundinamarca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879615 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879615","NL-L1879615",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879616","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Vink R","1985","05","15","Colombia",NA,NA,"around laguna ''De La Herrrera''. Depto. Cundinamarca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879616 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879616","NL-L1879616",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879618","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Fosberg FR","1947","07","06","Peru",NA,NA,"Dept. de Cajamarca, Celendin, Prov. de Celendin.","-78.15","-6.866667","-78.15","-6.866667",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879618","NL-L1879618",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879619","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Vervoorst F","1957","10","22","Argentina",NA,NA,"Buenos Aires: pdo Bolivar: Ibarra, camino a Daireaux.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879619","NL-L1879619",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879620","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Vervoorst F","1957","09","21","Argentina",NA,NA,"Buenos Aires: Pdo. Tan-dil: Tandil, entre Co Centinets y c de las animas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879620","NL-L1879620",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879621","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Rossi L","1947","02","04","Argentina",NA,NA,"Provincia Buenos Aires, Tornquist, Abra de la Ventana.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879621 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879621","NL-L1879621",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879622","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Herter WGF","1926","10","01","Uruguay",NA,NA,"Uraguayenses, Montevideo-Lista de Conreos, Paso de la Arna.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879622 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879622","NL-L1879622",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879623","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Herzog T","1911","03","01","Bolivia",NA,NA,"Boliviam, Cuesta de la Senda.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879623","NL-L1879623",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:26:20-03","NBC","NL-BOTANY","L.1879624","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1879624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1879624","NL-L1879624",NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:26:20-03","NBC","NL-BOTANY","U 0291745","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Soriano J; Jackson J",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200291745 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0291745",NA,NA,"Southern America",NA,NA,NA,"Rosales",NA,NA,"Magnoliopsidae","Uw37158",NA,NA,NA,NA,NA
"40","2020-11-04 11:17:57-03","ESALQ","ESA","31478","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus",NA,NA,"Jarenkow, J.A.","1990","09","26","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"ESA031478","ESA031478","1698.0",NA,NA,NA,"Magnoliophyta",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:17:57-03","ESALQ","ESA","55543","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pavan","Souza, V.C.","Souza, R.P.M.","2007","04","10","Brasil","Santa Catarina","Urubici","Parque nacional de São Joaquim, morro da igreja. Campo de altitude.","-49.5917015075684","-28.0149993896484",NA,NA,"1727","1727","Erva rastejante. Frutos maduros cor salmão.","ESA055543","ESA055543","129.0",NA,NA,NA,"Magnoliophyta",NA,"30102","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:04:30-03","ESALQ","ESA","91356","PreservedSpecimen","Plantae","Caryophyllaceae","Margyricarpus","setosus","Margyricarpus setosus",NA,NA,"Souza, V.C. ; Kinupp, V.F.","2005","01","22","Brasil","Rio Grande do Sul","Xangri-lá","Restinga degradada na margem da Estrada do Mar.","-50.0435981750488","-29.8008003234863",NA,NA,NA,NA,"Erva sublenhosa; frutos imaturos alvos. n.v. fruta-de-perdiz.","ESA091356","ESA091356","30567.0",NA,NA,NA,"Magnoliophyta",NA,"7917","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:33:23-03","MN","R","8825","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","setosus","Margyricarpus setosus","Ruiz & Pav.",NA,"Glaziou, A.F.M.","1884","02","17","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008825","R000008825_001","19142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-19 10:25:09-03","CPAP","CPAP","12881","PreserverdSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) O.K.","M. Cabido","Pott, A.","1994","06","10","Argentina",NA,"Distrito de Cordoba","Ruta 20, entre El Durazno e Rio Yuspe, Sierras Grandes de Cordoba",NA,NA,NA,NA,"900","900","Erva prostrada. FLOR: . FRUTO: . INTERESSE: Fruto comestível. FREQUÊNCIA: Frequente. AMBIENTE: Campo (rupestre) de altitude, com gado e fogo (Pastizal Alto-Serrano). SUBSTRATO: litossolo com afloramento granítico. RELEVO: acidentado. <ll>dwc_commonname:</ll> Yer",NA,NA,"6907",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,NA
