"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"191","2008-05-27 22:02:00-03","MO","MOBOT","3092994","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","N. Hensold","LEIVA","1994","1","8","Peru","La Libertad","Otuzco","Arriba de El Horcón (Ruta Salpo-Samne). Ladera.",NA,NA,NA,NA,"3150.00000000",NA,NA,NA,NA,"LEIVA 986","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2012-05-09 05:10:00-03","MO","MOBOT","3093092","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","A. Schinini","G.J. Seijo","1999","2","11","Argentina","Córdoba","Punilla","Pampa de Achala, El Cóndor. En curso de agua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seijo 1867","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2017-10-25 05:24:00-02","MO","MOBOT","3093621","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Eric F. Rodríguez Rodríguez","2000","2","18","Peru","Cajamarca","San Miguel","El Tingo (camino a Taulis), Dist Unión Agua Blanca. Bosque secundario.",NA,NA,NA,NA,"3000.00000000","3250.00000000",NA,NA,NA,"Rodríguez Rodríguez 2347","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2018-08-13 04:32:00-03","MO","MOBOT","3094003","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Katya Romoleroux","1991","12","15","Ecuador","Pichincha",NA,"Alrededores de la Reserva Pululahua.","-78.5","0.08333",NA,NA,"2800.00000000","2700.00000000",NA,NA,NA,"Romoleroux 1333","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2013-07-28 05:59:00-03","MO","MOBOT","3094199","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux","Gunnar Wilhelm Harling|G.T. Storm|Bertil Ström","1968","1","28","Ecuador","Chimborazo",NA,"El Reten (20 km south of Cebadas).",NA,NA,NA,NA,"3200.00000000",NA,NA,NA,NA,"Harling 6627","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2008-05-27 22:02:00-03","MO","MOBOT","3163002","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","R. Gereau","Bernie Peyton","1982","5","5","Peru","Cusco",NA,"Urubamba, Machu Picchu', at the stat of the Ince trail at Cusichaca. (plot # 39). SW, slope 60% subtropical steppeland, on a lower slope.",NA,NA,NA,NA,"2675.00000000",NA,NA,NA,NA,"Peyton 197","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2009-07-31 05:59:00-03","MO","MOBOT","3163027","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","James West","1936","1","4","Chile",NA,NA,"Prov. Concepcion. Tumbes Peninsula; 8 km. north of Talcahuane; brushy slopes.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,"West 5065","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2015-12-18 05:22:00-02","MO","MOBOT","3163131","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Liesner","Arnaldo López M.|Abundio Sagástegui A.","1973","11","23","Peru","La Libertad","Otuzco","Motil-Chota, en borde carretra.",NA,NA,NA,NA,"2850.00000000",NA,NA,NA,NA,"López Miranda 8031","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2011-06-09 17:54:00-03","MO","MOBOT","3163194","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"C. Vargas C.","1942","3","22","Peru","Apurimac","Abancay","Laderas altas do Abancay.",NA,NA,NA,NA,"3400.00000000",NA,NA,NA,NA,"Vargas Calderón 2827","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2013-11-26 05:40:00-02","MO","MOBOT","3163271","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Julia Gutiérrez R.","2001","3","11","Bolivia","Chuquisaca","Oropeza","Comunidad Punilla a 25 km. de la ciudad de Sucre. Vegetación circundante de bosque implantados y vegetación natural. En la ladera superior del río kollpa mayu, orientación NW, presente en microbosque relictuales de Polylepis tomentella, presencia única.","-65.38333","-18.95",NA,NA,"3260.00000000",NA,NA,NA,NA,"Gutiérrez Romero 170","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2008-05-27 22:02:00-03","MO","MOBOT","3163281","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Liesner","C. Moreno","1986","9","28","Peru","Ancash","Recuay","San Nicola (Huaraz y recua) Quebrada boscosa",NA,NA,NA,NA,"3600.00000000",NA,NA,NA,NA,"Moreno 015","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2011-12-09 12:31:00-02","MO","MOBOT","3163708","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","Juan P. Gallinal H.|Aragone|Bergalli|Campal|Bernardo Rosengurtt",NA,NA,NA,"Uruguay","Soriano",NA,"Juan Jackson, Monzón-Heber.","-57.2","-33.916667",NA,NA,NA,NA,NA,NA,NA,"Gallinal H. 5088","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","3163755","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald Liesner","Stephan G. Beck","1989","9","2","Bolivia","La Paz","Murillo","La Paz Irpavi, subiendo el Valle del rio Khallapa.",NA,NA,NA,NA,"3550.00000000",NA,NA,NA,NA,"Beck 14982","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2008-05-27 22:02:00-03","MO","MOBOT","3163953","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","L.B. Smith","Gert G. Hatschbach","1967","9","8","Brazil","Paraná",NA,"Passo do Pupo (Mun. Ponta Grossa(.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hatschbach 17130","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-01-27 05:26:00-02","MO","MOBOT","3163976","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Pablo R. Legname|Alberto R. Cuezzo","1963","12","16","Argentina","Catamarca","Paclin","Cuesta del Toteral.",NA,NA,NA,NA,"1250.00000000",NA,NA,NA,NA,"Legname 4310","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2008-05-27 22:02:00-03","MO","MOBOT","3163996","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"* ROSSI-BACHMAN","1947","2","4","Argentina","Buenos Aires","Tornquist","Abra de la Ventana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ROSSI-BACHMAN 334","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2009-08-07 05:40:00-03","MO","MOBOT","3164042","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald Liesner","Otto Zöllner","1975","9","17","Chile","Coquimbo",NA,"In Los Vilos, very abundant on sunny slopes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zöllner 8312","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2009-08-05 16:35:00-03","MO","MOBOT","3164071","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","Erich Werdermann","1924","3",NA,"Chile",NA,NA,"Prov. Chiloé. Tus Chiloe, Ceuao, costa. Alt ca. 10 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Werdermann 296","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2016-03-25 06:58:00-03","MO","MOBOT","3164146","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Christopher Davidson|Josephine Jones","1979","11","12","Peru","Junín","Tarma","26.3 km NE of Tarma on Carretera 20B to Oxapampa. Steep slope facing Rio Palca, disturbed by grazing livestock but with a few sheltered rocky places. Common associates: Vallea stipularis, Bocconia frutescens, Embothrium grandiflorum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Davidson 9081","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"210","2010-01-29 20:51:00-02","MO","MOBOT","3164209","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L.Liesner","W.G. Herter","1926",NA,NA,"Uruguay",NA,NA,"20 cm 10-20, camp, soli expos. sicc. sax. argil. Canelones Canelones.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 363b","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2009-08-04 16:54:00-03","MO","MOBOT","3164270","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","Francis W. Pennell","1917","9","24","Colombia","Cundinamarca",NA,"Southwest of Las Cruces, Bogota.",NA,NA,NA,NA,"2600.00000000","2700.00000000",NA,NA,NA,"Pennell 2153","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2012-05-08 09:01:00-03","MO","MOBOT","3164293","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Charles M. Evrard","1985","2","3","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evrard 10616","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2009-10-22 11:36:00-02","MO","MOBOT","3164391","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","W. Fischer","1914","9",NA,"Argentina",NA,NA,"Vicinity of General Roca, Rio Negro.",NA,NA,NA,NA,"250.00000000","360.00000000",NA,NA,NA,"Fischer 147","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-07-22 11:24:00-03","MO","MOBOT","3164507","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L.Liesner","Carlos Grandjot","1934","9",NA,"Chile","Valparaiso",NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,"Grandjot s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"215","2010-01-25 21:17:00-02","MO","MOBOT","3164711","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald Liesner","Jan P.K. Hjerting|E. Pedersen|Knud Rahn","1956","2","24","Argentina","Salta","Guachipas","Dpt. Guachipas. SE. of El Cevillar.",NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,"Hjerting 359","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2011-02-17 12:47:00-02","MO","MOBOT","3164918","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","C. Ulloa & M. Bush","Segundo Leiva G.|P. Leiva G.","1992","6","11","Peru","La Libertad","Otuzco","Hitahuara (norte e salpo).",NA,NA,NA,NA,"3150.00000000",NA,NA,NA,NA,"Leiva González 585","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2011-05-31 11:51:00-03","MO","MOBOT","3165036","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","N. Altamirano","Saúl Altamirano","2005","4","16","Bolivia","Cochabamba",NA,"Siberia. Bosque relictuales ocn algunas especies esparcidas de Prumnopitys exigua.","-64.76666","-17.81138",NA,NA,"2950.00000000",NA,NA,NA,NA,"Altamirano Azurduy 476","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2008-05-27 22:02:00-03","MO","MOBOT","3165544","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Gereau","Bernie Peyton","1982","5","5","Peru","Cusco",NA,"Urubamba, Machu Picchu', at the start of the Inca trail at Cusichaca. (plot #39). Aspect SW, slope 60% Subtropical Steppeland , on a lower slope.",NA,NA,NA,NA,"2675.00000000",NA,NA,NA,NA,"Peyton 197","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","3165842","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux","Wendell H. Camp","1944","7","9","Ecuador","Loja",NA,"Nudo de Cajanuma, 7 km . south of Loja.",NA,NA,NA,NA,"2438.40000000","2560.32000000",NA,NA,NA,"Camp E-110","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008-05-27 22:02:00-03","MO","MOBOT","3166487","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"M. Mónica Ponce","1981","11","1","Argentina","Buenos Aires","Tornquist","Sierra de la Ventana: campamento base al costado del camino.",NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,"Ponce 41","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2010-07-04 20:18:00-03","MO","MOBOT","3166714","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Liesner","William Andrew Archer","1936","11","1","Brazil","Mato Grosso do Sul",NA,"Barra do rio Grande. In sand dunes near the sea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Archer 4291","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2008-05-27 22:02:00-03","MO","MOBOT","3166808","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"LEIVA","1994","1","8","Peru","La Libertad","Otuzco","Arriba de El Horcón (Ruta Salpo-Samne). Ladera.",NA,NA,NA,NA,"3150.00000000",NA,NA,NA,NA,"LEIVA 985","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2009-10-24 10:16:00-02","MO","MOBOT","3166919","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Zardini","Angel L. Cabrera|Norma B. Deginani|A. Gialotti|Roberto Kiesling|Elsa M. Zardini|Fernando O. Zuloaga","1974","10","24","Argentina","San Luis",NA,"Camino de Mercedes a La Toma, a 25 km de Mercedes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 25410","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","3167042","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Gereau","William G. D'Arcy","1980","4","29","Ecuador","Carchi","Tulcán","Path in pasture near bus terminal, Tulcán.","-77.71666","0.8",NA,NA,NA,NA,NA,NA,NA,"D'Arcy 13712","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2008-08-07 03:32:00-03","MO","MOBOT","3167116","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Ronald L. Liesner","Otto Buchtien","1919","5","12","Bolivia","La Paz",NA,"(Bei Obrajes) ?",NA,NA,NA,NA,"3400.00000000",NA,NA,NA,NA,"Buchtien 65","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2008-05-27 22:02:00-03","MO","MOBOT","3287741","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","T.M. Pedersen","Troels M. Pedersen","1986","1","26","Chile","Los Lagos","Chiloé","Cucao. Dunes near the shore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 14324","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2008-05-27 22:02:00-03","MO","MOBOT","65726","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA)","L.B. Holm-Nielsen","1979","8","5","Ecuador","Chimborazo",NA,"Road Riobamba - Baños. Close to Puela. Remnants of Schinus forest in ravine.","-78.48333","-1.51666",NA,NA,"2500.00000000",NA,NA,NA,NA,"Holm-Nielsen 18762","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","65744","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Katya Romoleroux","L.B. Holm-Nielsen|Quintana, Fernando","1980","5","27","Ecuador","Carchi",NA,"Road Bolívar - El ángel, km 3. Dry slopes with low shrubs. Plant cover sparse.","-77.91666","0.51666",NA,NA,"2800.00000000",NA,NA,NA,NA,"Holm-Nielsen 23882","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2008-05-27 22:02:00-03","MO","MOBOT","65786","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA)","Jens E. Madsen|et al.","1984","5","23","Ecuador","Loja",NA,"Old road Loja - Catamayo, c. km 10. Disturbed shrubby vegetation along roadside and on hills used for pasture; evidently burned rather recently.","-79.33333","-4",NA,NA,"2700.00000000",NA,NA,NA,NA,"Madsen 74450","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2008-05-27 22:02:00-03","MO","MOBOT","65793","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","D.N. Smith (MO)","Abundio Sagástegui A.|et al.","1984","6","14","Peru","La Libertad","Santiago de Chuco","Cachicadán.",NA,NA,NA,NA,"2700.00000000",NA,NA,NA,NA,"Sagástegui Alva 11896","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276","3"
"231","2008-05-27 22:02:00-03","MO","MOBOT","65794","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Benjamin Øllgaard","1991","4","28","Ecuador","Pichincha",NA,"Road Quito-Nono, 14-15 km from Av. Occidental. Dry to moist rocky roadbanks.","-78.56666","-0.08333",NA,NA,"3100.00000000","3000.00000000",NA,NA,NA,"Øllgaard 98860","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2008-05-27 22:02:00-03","MO","MOBOT","65804","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","Romoleroux, K. (AAU)","Simon Lægaard","1992","2","13","Ecuador","Carchi",NA,"El Angel - Mira km 3. Slope with grasses and low shrubs.","-77.96666","0.61666",NA,NA,"2950.00000000",NA,NA,NA,NA,"Lægaard 101262","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2008-05-27 22:02:00-03","MO","MOBOT","66004","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Jens E. Madsen","1981","11","29","Ecuador","Loja",NA,"Ethnobotanic plants, from the market in Loja.","-79.2","-4",NA,NA,"2000.00000000",NA,NA,NA,NA,"Madsen 36786","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2011-08-23 10:40:00-03","MO","MOBOT","66007","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA)","Walter A. Palacios|Daniel Rubio","1991","6","16","Ecuador","Carchi",NA,"EL ANGEL: Carretera entre Bolívar y El Angel. Suelo fuertemente erosionado. Cuenca del Río Chota. Bosque seco.","-77.9166667","0.5833333",NA,NA,"2700.00000000",NA,NA,NA,NA,"Palacios Cuenca 7389","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-49","5"
"235","2008-05-27 22:02:00-03","MO","MOBOT","66012","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Filskov, Per|Søndergaard, Martin|Gregersen, I.","1981","11","21","Ecuador","Imbabura",NA,"Ibarra. The market in Ibarra.","-78.11666","0.35",NA,NA,"2000.00000000",NA,NA,NA,NA,"Filskov 37286","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2008-05-27 22:02:00-03","MO","MOBOT","66029","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","R. E. Gereau (MO)","James C. Solomon","1985","10","16","Bolivia","La Paz","Murillo","Calacoto (La Paz). Hillsides on the north side. Below Alto Irpavi.","-68.08333","-16.53333",NA,NA,"3300.00000000",NA,NA,NA,NA,"Solomon 14352","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-117","6"
"237","2011-06-11 05:56:00-03","MO","MOBOT","66032","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","C. Cerón","Carlos E. Cerón","1990","7","2","Ecuador","Cotopaxi","Latacunga","Parroquia Cuicuno. Bosque húmedo Montano. Plantas útiles. Informantes: María Abata, José Quinatoa, Segundo Defas, Rafael Peña","-78.66666","-0.78333",NA,NA,"3100.00000000",NA,NA,NA,NA,"Cerón Martínez 10663","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-43","5"
"238","2011-06-11 05:56:00-03","MO","MOBOT","66066","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","C. Cerón","Carlos E. Cerón","1990","7","3","Ecuador","Cotopaxi","Salcedo","Parroquia San Pedro de Mulalillo. Estepa espinosa Montano Bajo. Plantas útiles. Informantes: Mario Sarzosa, Nelson Velategui, Edwin Torres, Renán Torres.","-78.61666","-1.1",NA,NA,"2680.00000000",NA,NA,NA,NA,"Cerón Martínez 10702","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-44","4"
"239","2008-05-27 22:02:00-03","MO","MOBOT","66077","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze",NA,"Abundio Sagástegui A.|et al.","1984","5","22","Peru","La Libertad","Otuzco","Chanchacap - Salpo.",NA,NA,NA,NA,"2800.00000000",NA,NA,NA,NA,"Sagástegui Alva 11557","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264","3"
"240","2011-06-11 05:56:00-03","MO","MOBOT","66122","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","C. Cerón","Carlos E. Cerón","1990","7","5","Ecuador","Cotopaxi","Latacunga","Parroquia Alaques. Bosque húmedo Montano Bajo. Plantas útiles. Informantes: Rafael Cando, Marcelo Palacios, Manuel Freire, José Taipe, Rosa Loachamin, Nicolas Delgado.","-78.58333","-0.86666",NA,NA,"2400.00000000",NA,NA,NA,NA,"Cerón Martínez 10752","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-46","4"
"241","2015-12-31 05:27:00-02","MO","MOBOT","66151","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","K. Romoleroux (QCA-AAU)","Marcia Peñafiel|M. Tamayo|Germán Toasa","1991","12","26","Ecuador","Imbabura","Cotacachi","Reserva Ecológica Cotacachi-Cayapas. Laguna de Cuicocha. Sendero alrededor de la Laguna. Bosque Húmedo Montano. Suelo Volcánico.","-78.36666","0.3",NA,NA,"3100.00000000","3300.00000000",NA,NA,NA,"Peñafiel 743","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-26","8"
"242","2011-06-11 05:56:00-03","MO","MOBOT","66152","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","C. Cerón","Carlos E. Cerón","1990","7","6","Ecuador","Cotopaxi",NA,"SAQUISILI: Parroquia Zumbahua. Bosque muy húmedo Montano. Plantas útiles. Informates: Familias Chaluisa-Chaluisa y Lozada-Espin.","-78.88333","-0.95",NA,NA,"3600.00000000",NA,NA,NA,NA,"Cerón Martínez 10782","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-47","2"
"243","2008-05-27 22:02:00-03","MO","MOBOT","66177","PreservedSpecimen","Plantae","Rosaceae","Margyricarpus","pinnatus","Margyricarpus pinnatus","(Lam.) Kuntze","M. Peñafiel (QCNE)","Marcia Peñafiel","1991","7","12","Ecuador","Imbabura","Cotacachi","Reserva Ecológica Cotacachi-Cayapas. Laguna de Cuicocha. Sendero alrededor de la laguna. Bosque húmedo Montano. Suelo volcánico.","-78.36666","0.3",NA,NA,"2900.00000000","3100.00000000",NA,NA,NA,"Peñafiel 190","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-8","6"
