"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","imagecode","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2015-09-05 08:03:43-03","MNHN","RECOLNAT_MNHN_P","P00609929","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Banalia","brasiliana","Banalia brasiliana","Moq.",NA,"Lund",NA,NA,NA,NA,NA,"Brésil",NA,NA,"prov. S. Paul. In sylvis primaev.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00609929' target='other'> <mi>dwc_moreinfo</mi></a>","P00609929",NA,NA,NA,NA,NA,NA,NA,"P00609929_01",NA,NA,NA,"type","742",NA
"12","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918064","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E.Fr.",NA,"Riedel",NA,"1833","11","1",NA,"Brasil",NA,NA,"Taubaté et St. José.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918064' target='other'> <mi>dwc_moreinfo</mi></a>","P04918064",NA,NA,NA,NA,NA,NA,NA,"P04918064_01",NA,NA,NA,NA,"1679",NA
"13","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918065","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E.Fr.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918065' target='other'> <mi>dwc_moreinfo</mi></a>","P04918065",NA,NA,NA,NA,NA,NA,NA,"P04918065_01",NA,NA,NA,NA,"1679",NA
"14","2015-09-04 16:51:11-03","MNHN","RECOLNAT_MNHN_P","P04918063","PreservedSpecimen",NA,NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E.Fr.",NA,"Smith, L.B.|Reitz, R.",NA,"1956","12","19",NA,"Brasil","Santa Catarina","Porto União","Clay pits by rio Iguaçu, Porto União.","-51.0783004760742","-26.2381000518799","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04918063' target='other'> <mi>dwc_moreinfo</mi></a>","P04918063",NA,NA,NA,NA,NA,NA,NA,"P04918063_01",NA,"41804","auto",NA,"8772",NA
"15","2016-11-15 05:15:00-02","MO","MOBOT","3267708","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"Antonio C. Krapovickas|Carmen L. Cristóbal|R.G. Carnevali|Camilo L. Quarín|J.M. González|A. Isikawa","Krapovickas 24245","1973","12","11","South America","Argentina","Corrientes","Ituzaingó","Isla Apipé Grande, Puerto Mora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2008-05-27 22:02:00-03","MO","MOBOT","3267709","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.","G. Hatschbach","Gert G. Hatschbach","Hatschbach 43430","1980","12","11","South America","Brazil","Paraná",NA,"Rod. BR-153, Ponte-Rio Iguacu Uniao da Vitoria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","3267710","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.","S.H. Sohmer","Erik L. Ekman","Ekman 127","1908","11","18","South America","Brazil",NA,NA,"Posadas, in ripa fluminis Alto-Paraná ad praed La Granja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-04-30 04:37:00-03","MO","MOBOT","2198383","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer",NA,"RODRÍGUEZ","RODRÍGUEZ 12550",NA,NA,NA,"South America","Argentina","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-08-18 12:11:00-03","MO","MOBOT","2198408","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer",NA,"Erik L. Ekman","Ekman 127",NA,NA,NA,"South America","Argentina","Misiones","Capital","La Granja: banks of river Alto Paraná","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-06-22 05:25:00-03","MO","MOBOT","2459182","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer",NA,"Lyman B. Smith|Pe. Raulino Reitz","Smith 8772","1956","12","19","South America","Brazil","Santa Catarina",NA,"Porto União. Berreira a margem do Rio Iguaçu, Porto União",NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2009-08-07 05:41:00-03","MO","MOBOT","2492259","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer",NA,"Émile Hassler","Hassler 11140",NA,NA,NA,"South America","Paraguay","Central",NA,"Central Paraguay, Lake Ypacaray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2011-02-28 15:25:00-03","MO","MOBOT","3269321","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer",NA,"Peter W. Lund","Lund 742","1835",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-15 15:28:13-03","UNESP-RC","HRCB","3392","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) Fries, R.E.","Furlan, A.","Hoehne, W.",NA,"1953","12","09",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"1983","05",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"24","2021-02-04 10:24:50-03","UFRPE","HST","21570","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","A.M.Miranda","G.E.L.Macedo; G.S.Silva","2420","2014","12","26",NA,"Brasil","Bahia","Lajedinho","Lapinha: Lagoa Verde","-40.9775","-12.468889",NA,"Herbácea; ccaule ereto, anguloso; folha simples, membranácea; flor em corimbo, axilares, heteroclamidea, esbranquiçada.","HST021570",NA,NA,"2015","09","40W58'39''","12S28'08''",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-04 10:24:50-03","UFRPE","HST","38","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","A.M.Miranda","S.Tavares","38","1952","10","19",NA,"Brasil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,"Erva.","HST000038",NA,NA,"2015","09",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","2449867","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"S. Tavares","38","1952","10","19","South America - Neotropics","Brazil","Pernambuco","Recife","Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,"US01332702",NA,NA,NA,NA,NA,NA,"Dicotyledonae","US01332702_01",NA,"18865","auto",NA,NA,"1"
"27","2020-09-12 05:00:02-03","US","US","2249449","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"G. Hatschbach","3806","1956","12","16","South America","Brazil","Paraná","São Mateus do Sul","Rio Potinga","-50.3828010559082","-25.8742008209229",NA,NA,"US01332703",NA,NA,NA,NA,NA,NA,"Dicotyledonae","US01332703_01",NA,"31353","auto",NA,NA,"1"
"28","2020-09-12 05:00:02-03","US","US","2282278","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"L. B. Smith & R. Reitz","8772","1956","12","19","South America","Brazil","Santa Catarina","Porto União","Clay pits by Rio Iguaçu","-51.0783004760742","-26.2381000518799",NA,NA,"US01332700","750",NA,NA,NA,NA,NA,"Dicotyledonae","US01332700_01",NA,"41804","auto",NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","2931773","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"G. Hatschbach","43430","1980","12","11","South America","Brazil","Paraná","União da Vitória","Rod. BR-153, Ponte Rio Iguaçu","-51.0863990783691","-26.2299995422363",NA,NA,"US01332699",NA,NA,NA,NA,NA,NA,"Dicotyledonae","US01332699_01",NA,"35297","auto",NA,NA,"1"
"30","2020-09-12 05:00:02-03","US","US","2444911","PreservedSpecimen","Plantae",NA,"Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.",NA,"R. Reitz & R. M. Klein","12438","1962","2","25","South America","Brazil","Santa Catarina","Porto União",NA,"-51.0783004760742","-26.2381000518799",NA,NA,"US01332701","750",NA,NA,NA,NA,NA,"Dicotyledonae","US01332701_01",NA,"41804","auto",NA,NA,"1"
"31","2019-12-09 17:29:15-03","UFPR","EFC","6085","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Hatschbach, G.","Galvão, F.; Svolenski, A.C.","45","1996","02","12",NA,"Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436",NA,"Túnel da barragem do Rio Jordão. 600 m. Herbácea com flores verdes.","EFC006085",NA,NA,"1996","10",NA,NA,NA,NA,"01","37408","auto",NA,NA,NA
"32","2019-11-13 11:14:16-03","USP","SPF","15145","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Siqueira, JC","Hoehne, W","s.n.","1953","12","09",NA,"Brasil","São Paulo","São Paulo","Butantã.","-46.6300010681152","-23.5400009155273",NA,NA,"SPF00015145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"33","2019-10-07 09:18:35-03","UEFS","HUEFS","120857","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","L.R.Senna","Melo, E.","4787","2007","06","02",NA,"Brasil","Bahia","Feira de Santana","Fazenda Chapada.","-39.083333","-12.255833",NA,"Floresta estacional. Caatinga.","HUEFS0120857","187","187","2008","04","39W5'0''","12S15'21''","Caryophyllanae","HUEFS0120857",NA,NA,NA,NA,NA,NA
"34","2019-09-04 19:02:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Banalia","brasiliana","Banalia brasiliana",NA,NA,"P. W. Lund","742","1835",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA
"35","2018-04-06 15:21:58-03","F","FMNH-SEEDPLANTS","V0429025F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana",NA,"RRC ID Flag","Mello Barreto","8360","1936","1","9","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"V0429025F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","V0429025F_01 V0429025F_02",NA,NA,NA,NA,"8360",NA
"36","2018-04-06 15:21:58-03","F","FMNH-SEEDPLANTS","V0429026F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana",NA,"RRC ID Flag","G. Gehrt","5773","1921","8","24","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"V0429026F",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","V0429026F_01 V0429026F_02",NA,NA,NA,NA,"5773",NA
"37","2021-04-08 17:12:10-03","UESB","HUESB","10930","S","Plantae","Dicotyledoneae",NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","A.M. Miranda","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2420","2014","12","26",NA,"Brasil","Bahia","Lajedinho","Lapinha, Lagoa verde.","-40.977528","-12.468889",NA,"Herbacea, caule ereto, anguloso. Folha simples, membranacea. Flor em corimbo, axilares, heteroclamidea, esbranquiçada; Caatinga.","HUESB000010930","620","620","2015","09","-40.977528","-12.468889",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-12 16:58:42-03","UEL","FUEL","41910","PreservedSpecimen","Plantae","Tracheophyta","Caryophyllales","Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E.Fr.","T.I.N. de Azevedo","T.I.N. de Azevedo; S.I. de Azevedo","490","2006","10","31",NA,"Brasil","Paraná","Telêmaco Borba","Fazenda Monte Alegre, à beira do ribeirão Varanal","-50.58975","-24.337056",NA,NA,"FUEL018354",NA,NA,"2006",NA,"-50.58975","-24.337056",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-01 14:51:50-03","UnB","UB","121825","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Amaranthaceae","Chamissoa","brasiliana","Chamissoa brasiliana","(Moq.) R.E. Fr.","Sohmer, SH","Hashimoto, G","582","1948","12","19","Southern America","Brasil","São Paulo","São Paulo","Ponte Grande","-46.6300010681152","-23.5400009155273",NA,"Planta 0,5m; Campo",NA,NA,NA,"1975","08",NA,NA,NA,NA,"15","53584","auto",NA,NA,NA
"40","2017-09-11 17:06:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaranthaceae","Banalia","brasiliana","Banalia brasiliana","Moq.",NA,"Riedel, L","Herbar. Cas.n.",NA,NA,NA,NA,"?",NA,NA,"loco Brasiliae non indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05P1N0071",NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:06:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Amaranthaceae","Banalia","brasiliana","Banalia brasiliana","Moq.",NA,"Lund, PW","Herb. Warms.n.",NA,NA,NA,NA,"?",NA,NA,"Crescit in ,,Capueira ad Agoa Pretas prope Pendaminhongaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05P1N0071",NA,NA,NA,NA,NA,NA
"42","2019-11-21 09:58:05-03","IBt","SP","11098","S","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Mamede, MCH","Usteri, A","10","1905","07","16",NA,"Brasil","São Paulo",NA,"Cantareira",NA,NA,NA,NA,NA,NA,NA,"2012","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-12 15:38:52-03","IBt","SP","7132","S","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Mamede, MCH","Brade, AC","5784","1912","11",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 09:58:05-03","IBt","SP","5773","S","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Siqueira, JC","Gehrt, G","s.n.","1921","08","24",NA,"Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"45","2019-11-21 09:58:05-03","IBt","SP","58341","S","Plantae",NA,NA,"Amaranthaceae","Herbstia","brasiliana","Herbstia brasiliana","(Moq.) Sohmer","Siqueira, JC","Hashimoto, G","582","1948","12","19",NA,"Brasil","São Paulo","São Paulo","Ponte Grande","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
