"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"27","2021-03-16 17:50:45-03","UCS","HUCS","12552","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Saavedra, M.M.","Mondin, C.","1283",NA,"Brasil","Fortaleza",NA,"Em beira da mata",NA,NA,"(Less.) Cabrera","1998","01","17","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"2011","05",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 09:29:29-03","UFRRJ","RBR","32041","S","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"R.A.G. Viani","48",NA,"Brasil","Fazenda São Pedro",NA,NA,"RBR00032041","RBR00032041","(Less.) Cabrera","1998","07","04","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:15:43-03","MBM","MBM","332156","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Nakajima, J.N.","Viani, R.A.G.; et al.; et al.","48","Southern America","Brazil","Fazenda São Pedro",NA,"Árvore 9-10 m; inflorescência jovem, flores pilosas na face abaxial.","MBM332156","MBM332156","(Less.) Cabr.","1998","07","04","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"2000",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:15:43-03","MBM","MBM","201159","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Rodriques, T.S.","Hoehne, W.","s.n.","Southern America","Brazil","Cidade Jardim",NA,NA,"MBM201159","MBM201159","(Baker) Cabrera","1941","07",NA,"São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:15:43-03","MBM","MBM","59398","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Sarti, S.J.","s.n.","Southern America","Brazil","Entrada para Monte Belo",NA,NA,"MBM059398","MBM059398","(Baker) Cabrera","1978","10","04","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:15:43-03","MBM","MBM","60420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Robinson, H.","Irwin, H.S.; et al.; et al.","11324","Southern America","Brazil","20km N, Brasília",NA,NA,"MBM060420","MBM060420","(Baker) Cabrera","1965","12","16","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-27 18:14:23-03","MNHN","RECOLNAT_MNHN_P","P00703426","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Cabrera","Sellow, F.",NA,NA,"Brasilia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703426' target='other'> <mi>dwc_moreinfo</mi></a>","P00703426","P00703426_01","(Less.) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"34","2015-09-28 03:35:29-03","MNHN","RECOLNAT_MNHN_P","P00703427","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Cabrera","Sellow, F.",NA,NA,"Brasilia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703427' target='other'> <mi>dwc_moreinfo</mi></a>","P00703427","P00703427_01","(Less.) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"35","2015-09-28 18:57:11-03","MNHN","RECOLNAT_MNHN_P","P00703428","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Cabrera","Sellow, F.",NA,NA,"Brasilia",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703428' target='other'> <mi>dwc_moreinfo</mi></a>","P00703428","P00703428_01","(Less.) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"36","2015-09-28 03:20:19-03","MNHN","RECOLNAT_MNHN_P","P00703449","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Saavedra","Regnell, A.",NA,NA,"Brésil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703449' target='other'> <mi>dwc_moreinfo</mi></a>","P00703449","P00703449_01","(Baker) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","I 263",NA,NA,NA
"37","2015-09-05 09:36:18-03","MNHN","RECOLNAT_MNHN_P","P00703450","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","Saavedra","Regnell, A.",NA,NA,"Brésil","Minas Gerais","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00703450' target='other'> <mi>dwc_moreinfo</mi></a>","P00703450","P00703450_01","(Baker) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","I 263",NA,NA,NA
"38","2015-09-04 06:03:37-03","MNHN","RECOLNAT_MNHN_P","P02481295","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Province. Goiás, Centro-oeste, Brasil, América do Sul","hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1470. bis <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481295' target='other'> <mi>dwc_moreinfo</mi></a>","P02481295","P02481295_01","(Baker) Cabrera","1816",NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 06:03:37-03","MNHN","RECOLNAT_MNHN_P","P02481296","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Saint-Hilaire, A. de",NA,NA,"Brésil","Province. Goiás, Centro-oeste, Brasil, América do Sul","hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1470. bis <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481296' target='other'> <mi>dwc_moreinfo</mi></a>","P02481296","P02481296_01","(Baker) Cabrera","1816",NA,NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-01 14:15:24-03","JBB","HEPH","11047","S","Plantae","Dicotyledon","Asterales","Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum","Chacon, RG","Martins, RC","60","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado",NA,"T4-14-199",NA,NA,"(Less.) Cabrera","1995","03","03","Distrito Federal","Brasília","-47.85","-15.866667","1025","1150",NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:32:46-03","UFMG","BHCB","181520","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"Tameirão Neto, E; Mansur, T","5320","Southern America","Brasil",NA,NA,"Arbustivo; floração; Floresta semidecidual sobre formação ferrífera (Borda de estrada)",NA,NA,"(Less.) Cabrera","2013","07","05","Minas Gerais","Santa Bárbara","-43.655344","-20.107219",NA,NA,"2015","04","-43.655344","-20.107219",NA,NA,NA,"13",NA,NA,NA,NA,NA
"42","2020-12-11 11:32:46-03","UFMG","BHCB","30623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"Lombardi, JA; Temponi, LG","926","Southern America","Brasil","Campus da UFMG. Estação Ecológica., P 8, T 36.",NA,"Liana. Folhas coriáceas. Brácteas (epicálice) verdes. Pappus creme; Interior de mata semidecídua","BHCB029899",NA,"(Less.) Cabrera","1995","09","21","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2015","07",NA,NA,"17082","auto",NA,"23",NA,NA,NA,NA,NA
"43","2020-12-11 11:32:46-03","UFMG","BHCB","29547","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"Lombardi, JA; Temponi, LG","911","Southern America","Brasil","Campus da UFMG. Estação Ecológica., P 8, T 36.",NA,"Liana. Folhas coriáceas. Botões verdes; Interior de mata semidecídua","BHCB029898",NA,"(Less.) Cabrera","1995","07","13","Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"2015","07",NA,NA,"17082","auto",NA,"23",NA,NA,NA,NA,NA
"44","2020-12-11 11:32:46-03","UFMG","BHCB","64718","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dasyphyllum","lanceolatum","Dasyphyllum lanceolatum",NA,"Silva, AF; Alves, TMA; Sobral, M","155","Southern America","Brasil","São José de Almeida.",NA,NA,"BHCB030032",NA,"(Less.) Cabrera","2001","06","09","Minas Gerais","Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,"2015","07",NA,NA,"31264","auto",NA,"29",NA,NA,NA,NA,NA
"45","2010-11-12 12:46:00-02","MO","MOBOT","100323125","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chuquiraga","synacantha","Chuquiraga synacantha",NA,"SCHUECH","SCHUECH 94","South America","Brazil",NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"46","2010-11-11 12:26:00-02","MO","MOBOT","100321835","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Ezechias P. Heringer","Heringer 6908","South America","Brazil","Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,"(Baker) Cabrera","1981","5","6","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"47","2015-10-31 05:50:00-02","MO","MOBOT","100322625","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Wilson Hoehne","Hoehne s.n.","South America","Brazil","São Paulo: Cidade Jardim.",NA,NA,NA,NA,"(Baker) Cabrera","1941","8",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"48","2010-11-11 12:41:00-02","MO","MOBOT","100322632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum","H. Robinson","Howard S. Irwin","Irwin 11324","South America","Brazil","Gallery forest and creek margin, Córrego Landím, ca. 20 km N of Brasília.",NA,NA,NA,NA,"(Baker) Cabrera","1965","12","16","Distrito Federal",NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2009-08-21 06:32:00-03","MO","MOBOT","2455921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dasyphyllum","synacanthum","Dasyphyllum synacanthum",NA,"Balduino Rambo","Rambo 32139","South America","Brazil","Cambará do Sul. Serra do Faxinal",NA,NA,NA,NA,"(Baker) Cabrera","1946","4","12","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
